,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,計算用ダミー,
★,-,16,2018/10/18 16:51,4381,乗客アプリ（地図から）,3252,512,7,1,,2018/10/18 17:10,2018/10/18 17:18,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 17:19,2018/10/18 17:19,2018/10/18 17:30,2018/10/18 17:30,2018/10/18 17:15,2018/10/18 17:15,0:07:28,0:07:28,,00,00,,,,,
-,-,16,2018/10/18 16:51,4382,まちかど設置端末（地図から）,0,836,2,2,,2018/10/18 16:56,2018/10/18 17:02,35.443704 139.651332,ホテルメルパルク横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/18 17:01,2018/10/18 17:01,2018/10/18 17:16,2018/10/18 17:16,,2018/10/18 16:51,0:06:37,0:13:14,,00,04,,,,,
-,-,16,2018/10/18 16:52,4383,まちかど設置端末（地図から）,0,677,3,2,,2018/10/18 16:57,2018/10/18 17:08,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/18 17:04,2018/10/18 17:04,2018/10/18 17:16,2018/10/18 17:16,,2018/10/18 16:52,0:10:35,0:21:10,,00,05,,,,,
-,-,16,2018/10/18 16:54,4384,乗客アプリ（地図から）,2171,1085,8,1,,2018/10/18 16:56,2018/10/18 17:24,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/10/18 17:04,2018/10/18 17:04,2018/10/18 17:42,2018/10/18 17:42,,2018/10/18 16:54,0:28:22,0:28:22,,00,02,,,,,
-,-,16,2018/10/18 16:54,4385,まちかど設置端末（店舗から）,0,1278,10,1,,2018/10/18 16:58,2018/10/18 17:31,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/10/18 17:08,2018/10/18 17:08,2018/10/18 17:43,2018/10/18 17:43,,2018/10/18 16:54,0:32:26,0:32:26,,00,04,,,,,
-,-,16,2018/10/18 16:58,4386,乗客アプリ（目的地から）,3309,963,5,4,,2018/10/18 17:19,2018/10/18 17:26,35.452963 139.642093,横浜赤レンガ倉庫,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/18 17:23,2018/10/18 17:23,2018/10/18 17:40,2018/10/18 17:40,,2018/10/18 16:58,0:07:10,0:28:40,,00,20,,,,,
-,☆,16,2018/10/18 16:04,4359,まちかど設置端末（地図から）,0,976,4,1,2018/10/18 16:05,,,35.443073 139.651914,横浜人形の家,35.45435 139.631762,横浜ロイヤルパークホテル,2018/10/18 16:25,,2018/10/18 16:47,,,2018/10/18 16:04,0:00:00,0:00:00,,00,21,,,,,
-,☆,16,2018/10/18 16:18,4364,乗客アプリ（目的地から）,2535,902,5,1,2018/10/18 16:19,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/18 16:22,,2018/10/18 16:37,,,2018/10/18 16:18,0:00:00,0:00:00,,00,03,,,,,※213行と同一人物と思われるため一番短いものを採用
-,☆,16,2018/10/18 16:22,4367,乗客アプリ（目的地から）,2535,1032,5,1,2018/10/18 16:23,,,35.452963 139.642093,横浜赤レンガ倉庫,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/18 16:33,,2018/10/18 16:47,,,2018/10/18 16:22,0:00:00,0:00:00,,00,10,,,,,※212行と同一人物と思われるため一番短いものを採用
★,☆,16,2018/10/18 16:29,4370,乗客アプリ（地図から）,1594,1121,7,2,2018/10/18 16:40,,,35.443073 139.651914,横浜人形の家,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/18 16:37,,2018/10/18 17:07,,2018/10/18 16:35,2018/10/18 16:35,0:00:00,0:00:00,,00,05,,,,,
★,☆,16,2018/10/18 16:34,4372,乗客アプリ（目的地から）,1663,489,4,1,2018/10/18 17:28,,,35.443659 139.650847,横浜マリンタワー,35.456605 139.635327,横浜ベイホテル東急,2018/10/18 17:45,,2018/10/18 18:08,,2018/10/18 17:45,2018/10/18 17:45,0:00:00,0:00:00,,00,00,,,,,
★,☆,16,2018/10/18 16:37,4373,乗客アプリ（地図から）,1987,471,3,2,2018/10/18 16:38,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/10/18 17:00,,2018/10/18 17:10,,2018/10/18 17:00,2018/10/18 17:00,0:00:00,0:00:00,,00,00,,,,,
★,-,17,2018/10/18 17:02,4388,乗客アプリ（目的地から）,3222,871,4,1,,2018/10/18 20:26,2018/10/18 20:35,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/18 20:30,2018/10/18 20:31,2018/10/18 20:48,2018/10/18 20:49,2018/10/18 20:30,2018/10/18 20:30,0:09:19,0:09:19,527,00,00,08,04,,,
★,-,17,2018/10/18 17:02,4389,乗客アプリWeb（目的地から）,3318,661,6,1,,2018/10/18 17:55,2018/10/18 18:06,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 18:00,2018/10/18 18:00,2018/10/18 18:12,2018/10/18 18:15,2018/10/18 18:00,2018/10/18 18:00,0:10:24,0:10:24,,00,00,,,,,
-,-,17,2018/10/18 17:06,4393,まちかど設置端末（地図から）,0,1223,2,1,,2018/10/18 17:29,2018/10/18 17:38,35.445857 139.647636,ホテルモントレ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 17:13,2018/10/18 17:13,2018/10/18 17:41,2018/10/18 17:41,,2018/10/18 17:06,0:09:26,0:09:26,,15,22,,,,,
★,-,17,2018/10/18 17:11,4394,まちかど設置端末（地図から）,0,882,7,2,,2018/10/18 20:49,2018/10/18 20:58,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 20:50,2018/10/18 20:50,2018/10/18 21:12,2018/10/18 21:12,2018/10/18 20:50,2018/10/18 20:50,0:08:16,0:16:32,,00,00,,,,,
-,-,17,2018/10/18 17:14,4395,まちかど設置端末（地図から）,0,678,9,1,,2018/10/18 17:24,2018/10/18 17:29,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 17:24,2018/10/18 17:28,2018/10/18 17:36,2018/10/18 17:40,,2018/10/18 17:14,0:05:24,0:05:24,,00,09,,,,,
-,-,17,2018/10/18 17:14,4396,乗客アプリ（目的地から）,1200,716,6,1,,2018/10/18 17:26,2018/10/18 17:34,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/18 17:29,2018/10/18 17:29,2018/10/18 17:41,2018/10/18 17:41,,2018/10/18 17:14,0:08:07,0:08:07,,00,12,,,,,
-,-,17,2018/10/18 17:15,4398,乗客アプリ（地図から）,2963,928,9,1,,2018/10/18 17:19,2018/10/18 17:35,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.456605 139.635327,横浜ベイホテル東急,2018/10/18 17:20,2018/10/18 17:20,2018/10/18 17:49,2018/10/18 17:49,,2018/10/18 17:15,0:15:18,0:15:18,,00,04,,,,,
-,-,17,2018/10/18 17:17,4399,乗客アプリ（地図から）,2535,463,7,1,,2018/10/18 17:26,2018/10/18 17:55,35.443704 139.651332,ホテルメルパルク横浜,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/18 17:34,2018/10/18 17:34,2018/10/18 17:59,2018/10/18 18:08,,2018/10/18 17:17,0:28:32,0:28:32,,00,09,,,,,
-,-,17,2018/10/18 17:23,4400,まちかど設置端末（店舗から）,0,961,8,1,,2018/10/18 17:35,2018/10/18 17:45,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 17:38,2018/10/18 17:38,2018/10/18 17:49,2018/10/18 17:50,,2018/10/18 17:23,0:09:33,0:09:33,,00,11,,,,,
★,-,17,2018/10/18 17:24,4401,乗客アプリ（地図から）,1605,865,10,1,,2018/10/18 17:42,2018/10/18 18:01,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/10/18 17:45,2018/10/18 17:45,2018/10/18 18:01,2018/10/18 18:15,2018/10/18 17:45,2018/10/18 17:45,0:19:20,0:19:20,,00,00,,,,,
-,-,17,2018/10/18 17:24,4402,乗客アプリ（地図から）,1302,424,3,1,,2018/10/18 17:28,2018/10/18 17:34,35.450681 139.632446,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/10/18 17:31,2018/10/18 17:31,2018/10/18 17:40,2018/10/18 17:40,,2018/10/18 17:24,0:05:24,0:05:24,,00,04,,,,,
-,-,17,2018/10/18 17:25,4403,乗客アプリ（目的地から）,1751,395,5,1,,2018/10/18 17:27,2018/10/18 17:31,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/18 17:31,2018/10/18 17:31,2018/10/18 17:41,2018/10/18 17:41,,2018/10/18 17:25,0:04:07,0:04:07,,00,01,,,,,
-,-,17,2018/10/18 17:26,4405,乗客アプリ（目的地から）,1740,866,9,4,,2018/10/18 17:40,2018/10/18 17:46,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/18 17:52,2018/10/18 17:52,2018/10/18 18:07,2018/10/18 18:07,,2018/10/18 17:26,0:06:38,0:26:32,,00,14,,,,,
★,-,17,2018/10/18 17:26,4404,まちかど設置端末（店舗から）,0,1103,7,1,,2018/10/18 17:46,2018/10/18 17:52,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/18 17:47,2018/10/18 17:47,2018/10/18 18:05,2018/10/18 18:05,2018/10/18 17:46,2018/10/18 17:46,0:06:13,0:06:13,,00,00,,,,,
-,-,17,2018/10/18 17:26,4406,乗客アプリ（目的地から）,3321,894,5,3,,2018/10/18 17:48,2018/10/18 17:55,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/18 17:54,2018/10/18 17:54,2018/10/18 18:08,2018/10/18 18:08,,2018/10/18 17:26,0:07:08,0:21:24,,00,22,,,,,
-,-,17,2018/10/18 17:28,4407,まちかど設置端末（店舗から）,0,456,8,1,,2018/10/18 17:32,2018/10/18 17:45,35.453715 139.638133,横浜ワールドポーターズ,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 17:32,2018/10/18 17:32,2018/10/18 17:49,2018/10/18 17:49,,2018/10/18 17:28,0:12:53,0:12:53,,00,04,,,,,
-,-,17,2018/10/18 17:29,4408,乗客アプリ（目的地から）,1663,543,4,1,,2018/10/18 17:30,2018/10/18 18:00,35.443659 139.650847,横浜マリンタワー,35.456605 139.635327,横浜ベイホテル東急,2018/10/18 17:31,2018/10/18 17:31,2018/10/18 17:54,2018/10/18 17:54,,2018/10/18 17:29,0:29:28,0:29:28,,00,01,,,,,
★,-,17,2018/10/18 17:32,4410,乗客アプリ（地図から）,2424,367,4,1,,2018/10/18 17:47,2018/10/18 17:59,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/10/18 17:50,2018/10/18 17:50,2018/10/18 18:06,2018/10/18 18:11,2018/10/18 17:50,2018/10/18 17:50,0:12:53,0:12:53,,00,00,,,,,
-,-,17,2018/10/18 17:33,4411,まちかど設置端末（地図から）,0,464,7,2,,2018/10/18 17:35,2018/10/18 17:55,35.452963 139.642093,横浜赤レンガ倉庫,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/18 17:38,2018/10/18 17:38,2018/10/18 18:09,2018/10/18 18:09,,2018/10/18 17:33,0:19:36,0:39:12,,00,02,,,,,
-,-,17,2018/10/18 17:33,4412,まちかど設置端末（店舗から）,0,340,3,2,,2018/10/18 17:37,2018/10/18 17:46,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/18 17:38,2018/10/18 17:38,2018/10/18 17:58,2018/10/18 17:58,,2018/10/18 17:33,0:09:10,0:18:20,,00,03,,,,,
-,-,17,2018/10/18 17:35,4413,乗客アプリ（地図から）,2171,719,10,1,,2018/10/18 17:39,2018/10/18 17:48,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/18 17:44,2018/10/18 17:44,2018/10/18 17:57,2018/10/18 17:57,,2018/10/18 17:35,0:08:40,0:08:40,,00,04,,,,,
-,-,17,2018/10/18 17:36,4414,乗客アプリ（目的地から）,2400,400,8,3,,2018/10/18 17:38,2018/10/18 17:51,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/18 17:39,2018/10/18 17:39,2018/10/18 18:07,2018/10/18 18:07,,2018/10/18 17:36,0:13:24,0:40:12,,00,02,,,,,
-,-,17,2018/10/18 17:41,4416,乗客アプリ（目的地から）,1751,1249,6,1,,2018/10/18 17:52,2018/10/18 17:59,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.445783 139.642958,横浜情報文化センター,2018/10/18 17:55,2018/10/18 17:55,2018/10/18 18:04,2018/10/18 18:04,,2018/10/18 17:41,0:07:11,0:07:11,,00,11,,,,,
★,-,17,2018/10/18 17:43,4417,乗客アプリ（目的地から）,2375,1083,4,1,,2018/10/18 17:54,2018/10/18 17:59,35.448801 139.636702,ホテルルートイン横浜馬車道,35.456605 139.635327,横浜ベイホテル東急,2018/10/18 17:59,2018/10/18 17:59,2018/10/18 18:11,2018/10/18 18:11,2018/10/18 17:55,2018/10/18 17:55,0:05:21,0:05:21,,00,00,,,,,
★,-,17,2018/10/18 17:48,4418,まちかど設置端末（店舗から）,0,507,10,3,,2018/10/18 18:33,2018/10/18 18:44,35.454389 139.630904,横浜ランドマークタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/18 18:30,2018/10/18 18:30,2018/10/18 18:46,2018/10/18 18:49,2018/10/18 18:30,2018/10/18 18:30,0:10:36,0:31:48,,03,03,,,,,
-,-,17,2018/10/18 17:50,4419,乗客アプリ（目的地から）,2182,1167,8,3,,2018/10/18 17:54,2018/10/18 18:23,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/18 17:54,2018/10/18 17:54,2018/10/18 18:18,2018/10/18 18:33,,2018/10/18 17:50,0:29:22,1:28:06,,00,03,,,,,
-,-,17,2018/10/18 17:50,4420,乗客アプリ（地図から）,2813,501,8,2,,2018/10/18 17:58,2018/10/18 18:03,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 17:59,2018/10/18 17:59,2018/10/18 18:09,2018/10/18 18:09,,2018/10/18 17:50,0:05:18,0:10:36,,00,07,,,,,
-,-,17,2018/10/18 17:54,4421,乗客アプリ（目的地から）,2420,990,8,1,,2018/10/18 17:57,2018/10/18 18:15,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/18 17:57,2018/10/18 17:57,2018/10/18 18:20,2018/10/18 18:20,,2018/10/18 17:54,0:17:37,0:17:37,,00,02,,,,,
-,-,17,2018/10/18 17:57,4422,まちかど設置端末（地図から）,0,494,9,1,,2018/10/18 18:01,2018/10/18 18:11,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 18:01,2018/10/18 18:01,2018/10/18 18:12,2018/10/18 18:12,,2018/10/18 17:57,0:09:25,0:09:25,,00,04,,,,,
-,☆,17,2018/10/18 17:00,4387,まちかど設置端末（地図から）,0,700,9,1,2018/10/18 17:01,,,35.445857 139.647636,ホテルモントレ横浜,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/18 17:34,,2018/10/18 17:56,,,2018/10/18 17:00,0:00:00,0:00:00,,00,33,,,,,
-,☆,17,2018/10/18 17:02,4390,まちかど設置端末（地図から）,0,606,9,1,2018/10/18 17:03,,,35.445857 139.647636,ホテルモントレ横浜,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/18 17:33,,2018/10/18 17:55,,,2018/10/18 17:02,0:00:00,0:00:00,,00,30,,,,,
-,☆,17,2018/10/18 17:03,4391,乗客アプリ（地図から）,1338,1258,7,1,2018/10/18 17:03,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/18 17:44,,2018/10/18 17:55,,,2018/10/18 17:03,0:00:00,0:00:00,,00,40,,,,,
-,☆,17,2018/10/18 17:03,4392,乗客アプリ（地図から）,2941,917,1,2,2018/10/18 17:14,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/18 17:09,,2018/10/18 17:20,,,2018/10/18 17:03,0:00:00,0:00:00,,00,10,,,,,※250行と同一人物と思われるため一番短いものを採用
-,☆,17,2018/10/18 17:14,4397,乗客アプリ（地図から）,2941,979,7,2,2018/10/18 17:15,,,35.443908 139.635249,イセザキ・モール,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/18 17:26,,2018/10/18 17:49,,,2018/10/18 17:14,0:00:00,0:00:00,,00,,,,,,※249行と同一人物と思われるため一番短いものを採用
-,☆,17,2018/10/18 17:29,4409,乗客アプリ（地図から）,2424,1243,7,1,2018/10/18 17:30,,,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/10/18 17:40,,2018/10/18 18:01,,,2018/10/18 17:29,0:00:00,0:00:00,,00,10,,,,,
★,☆,17,2018/10/18 17:39,4415,乗客アプリ（地図から）,1830,838,7,1,2018/10/18 17:39,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443908 139.635249,イセザキ・モール,2018/10/18 18:05,,2018/10/18 18:27,,2018/10/18 17:50,2018/10/18 17:50,0:00:00,0:00:00,,00,14,,,,,
-,☆,17,2018/10/18 17:57,4423,乗客アプリ（目的地から）,2535,450,7,1,2018/10/18 17:57,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/18 18:03,,2018/10/18 18:24,,,2018/10/18 17:57,0:00:00,0:00:00,,00,05,,,,,※254行と同一人物と思われるため一番短いものを採用
-,☆,17,2018/10/18 17:58,4424,乗客アプリ（地図から）,2535,476,7,1,2018/10/18 17:59,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/18 18:07,,2018/10/18 18:28,,,2018/10/18 17:58,0:00:00,0:00:00,,00,,,,,,※253行と同一人物と思われるため一番短いものを採用
-,-,18,2018/10/18 18:04,4425,まちかど設置端末（店舗から）,0,734,5,2,,2018/10/18 18:05,2018/10/18 18:12,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/18 18:07,2018/10/18 18:07,2018/10/18 18:20,2018/10/18 18:20,,2018/10/18 18:04,0:06:06,0:12:12,209,00,01,06,04,,,
-,-,18,2018/10/18 18:04,4426,乗客アプリ（目的地から）,1751,939,7,1,,2018/10/18 18:09,2018/10/18 18:23,35.445783 139.642958,横浜情報文化センター,35.456605 139.635327,横浜ベイホテル東急,2018/10/18 18:12,2018/10/18 18:12,2018/10/18 18:29,2018/10/18 18:29,,2018/10/18 18:04,0:14:04,0:14:04,,00,05,,,,,
-,-,18,2018/10/18 18:09,4427,まちかど設置端末（地図から）,0,537,9,1,,2018/10/18 18:16,2018/10/18 18:22,35.454389 139.630904,横浜ランドマークタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/18 18:18,2018/10/18 18:18,2018/10/18 18:31,2018/10/18 18:31,,2018/10/18 18:09,0:06:26,0:06:26,,00,06,,,,,
-,-,18,2018/10/18 18:09,4428,乗客アプリ（目的地から）,1663,719,10,1,,2018/10/18 18:14,2018/10/18 18:37,35.456605 139.635327,横浜ベイホテル東急,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 18:17,2018/10/18 18:17,2018/10/18 18:35,2018/10/18 18:35,,2018/10/18 18:09,0:23:10,0:23:10,,00,04,,,,,
-,-,18,2018/10/18 18:09,4429,乗客アプリ（地図から）,2535,380,6,1,,2018/10/18 18:14,2018/10/18 18:20,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/18 18:15,2018/10/18 18:15,2018/10/18 18:34,2018/10/18 18:34,,2018/10/18 18:09,0:06:16,0:06:16,,00,04,,,,,
★,-,18,2018/10/18 18:10,4430,乗客アプリ（簡単予約）,2736,374,9,1,,2018/10/18 18:27,2018/10/18 18:31,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/18 18:39,2018/10/18 18:39,2018/10/18 18:47,2018/10/18 18:47,2018/10/18 18:30,2018/10/18 18:30,0:04:16,0:04:16,,00,00,,,,,
-,-,18,2018/10/18 18:11,4431,まちかど設置端末（地図から）,0,598,7,2,,2018/10/18 18:17,2018/10/18 18:27,35.450681 139.632446,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/18 18:21,2018/10/18 18:21,2018/10/18 18:44,2018/10/18 18:44,,2018/10/18 18:11,0:09:59,0:19:58,,00,06,,,,,
★,-,18,2018/10/18 18:14,4432,乗客アプリ（地図から）,3290,991,1,1,,2018/10/18 18:27,2018/10/18 18:38,35.443659 139.650847,横浜マリンタワー,35.443908 139.635249,イセザキ・モール,2018/10/18 18:31,2018/10/18 18:31,2018/10/18 18:49,2018/10/18 18:49,2018/10/18 18:30,2018/10/18 18:30,0:10:21,0:10:21,,00,00,,,,,
★,-,18,2018/10/18 18:14,4433,乗客アプリ（地図から）,3293,364,9,2,,2018/10/18 18:59,2018/10/18 19:09,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/10/18 19:00,2018/10/18 19:00,2018/10/18 19:24,2018/10/18 19:24,2018/10/18 19:00,2018/10/18 19:00,0:10:15,0:20:30,,00,00,,,,,
-,-,18,2018/10/18 18:26,4438,乗客アプリ（目的地から）,3275,439,8,1,,2018/10/18 18:29,2018/10/18 18:39,35.443659 139.650847,横浜マリンタワー,35.443908 139.635249,イセザキ・モール,2018/10/18 18:30,2018/10/18 18:30,2018/10/18 18:48,2018/10/18 18:48,,2018/10/18 18:26,0:10:33,0:10:33,,00,03,,,,,
-,-,18,2018/10/18 18:31,4442,乗客アプリ（簡単予約）,2161,1296,3,1,,2018/10/18 18:36,2018/10/18 18:49,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/18 18:38,2018/10/18 18:38,2018/10/18 18:54,2018/10/18 18:54,,2018/10/18 18:31,0:12:48,0:12:48,,00,04,,,,,
-,-,18,2018/10/18 18:34,4443,まちかど設置端末（店舗から）,0,621,9,1,,2018/10/18 18:38,2018/10/18 18:41,35.450447 139.635947,みなとみらい線　馬車道駅,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 18:41,2018/10/18 18:41,2018/10/18 18:47,2018/10/18 18:47,,2018/10/18 18:34,0:02:19,0:02:19,,00,04,,,,,
★,-,18,2018/10/18 18:36,4444,乗客アプリ（地図から）,2137,1090,7,1,,2018/10/18 18:45,2018/10/18 18:50,35.441441 139.648505,横浜中華街朱雀門,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/18 18:47,2018/10/18 18:47,2018/10/18 18:55,2018/10/18 18:55,2018/10/18 18:47,2018/10/18 18:47,0:05:42,0:05:42,,00,00,,,,,
-,-,18,2018/10/18 18:37,4445,乗客アプリ（目的地から）,3048,1066,8,2,,2018/10/18 18:40,2018/10/18 18:49,35.443908 139.635249,イセザキ・モール,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/18 18:42,2018/10/18 18:42,2018/10/18 19:01,2018/10/18 19:01,,2018/10/18 18:37,0:08:33,0:17:06,,00,02,,,,,
-,-,18,2018/10/18 18:38,4446,まちかど設置端末（店舗から）,0,426,3,1,,2018/10/18 18:41,2018/10/18 18:47,35.453715 139.638133,横浜ワールドポーターズ,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 18:49,2018/10/18 18:49,2018/10/18 19:01,2018/10/18 19:01,,2018/10/18 18:38,0:05:50,0:05:50,,00,03,,,,,
-,-,18,2018/10/18 18:41,4447,乗客アプリ（地図から）,2535,1145,2,1,,2018/10/18 18:51,2018/10/18 18:59,35.452963 139.642093,横浜赤レンガ倉庫,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/18 18:54,2018/10/18 18:54,2018/10/18 19:09,2018/10/18 19:09,,2018/10/18 18:41,0:08:43,0:08:43,,00,10,,,,,
-,-,18,2018/10/18 18:46,4448,乗客アプリ（簡単予約）,2554,938,10,1,,2018/10/18 18:53,2018/10/18 19:00,35.448676 139.635696,横浜平和プラザホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/18 18:54,2018/10/18 18:54,2018/10/18 19:05,2018/10/18 19:05,,2018/10/18 18:46,0:07:01,0:07:01,,00,07,,,,,
-,-,18,2018/10/18 18:48,4449,まちかど設置端末（地図から）,0,434,4,3,,2018/10/18 18:50,2018/10/18 18:55,35.445783 139.642958,横浜情報文化センター,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/18 18:53,2018/10/18 18:53,2018/10/18 19:07,2018/10/18 19:07,,2018/10/18 18:48,0:04:58,0:14:54,,00,01,,,,,
-,-,18,2018/10/18 18:49,4450,まちかど設置端末（店舗から）,0,345,1,1,,2018/10/18 18:50,2018/10/18 18:57,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 18:53,2018/10/18 18:53,2018/10/18 19:06,2018/10/18 19:06,,2018/10/18 18:49,0:07:00,0:07:00,,00,01,,,,,
-,☆,18,2018/10/18 18:17,4434,まちかど設置端末（地図から）,0,1149,10,2,2018/10/18 18:17,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/18 18:48,,2018/10/18 19:11,,,2018/10/18 18:17,0:00:00,0:00:00,,00,31,,,,,
-,☆,18,2018/10/18 18:22,4435,まちかど設置端末（店舗から）,0,1208,10,1,2018/10/18 18:23,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/18 18:59,,2018/10/18 19:15,,,2018/10/18 18:22,0:00:00,0:00:00,,00,,,,※同一人物と思われるため一番短いものを採用,,
