,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,,
-,-,16,2018/10/7 16:31,1407,街角設置端末（地図から）,0,964,4,2,,2018/10/7 16:44,2018/10/7 17:03,35.443704 139.651332,ホテルメルパルク横浜,35.45435 139.631762,横浜ロイヤルパークホテル,2018/10/7 16:43,2018/10/7 16:43,2018/10/7 17:11,2018/10/7 17:11,,0:19:15,0:38:30,,00,12,,,
-,-,16,2018/10/7 16:36,1409,街角設置端末（地図から）,0,417,1,4,,2018/10/7 16:50,2018/10/7 17:08,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 16:46,2018/10/7 16:46,2018/10/7 17:00,2018/10/7 17:00,,0:18:37,1:14:28,,04,13,,,
-,-,16,2018/10/7 16:36,1410,乗客アプリ（地図から）,1386,775,8,3,,2018/10/7 16:52,2018/10/7 17:03,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/7 16:47,2018/10/7 16:51,2018/10/7 17:07,2018/10/7 17:12,,0:11:20,0:34:00,,04,15,,,
-,-,16,2018/10/7 16:44,1411,街角設置端末（店舗から）,0,665,2,2,,2018/10/7 16:54,2018/10/7 17:17,35.45435 139.631762,横浜ロイヤルパークホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/7 16:51,2018/10/7 16:51,2018/10/7 17:09,2018/10/7 17:09,,0:23:09,0:46:18,,03,10,,,
-,-,16,2018/10/7 16:45,1412,乗客アプリ（地図から）,1886,950,8,1,,2018/10/7 16:54,2018/10/7 16:57,35.447699 139.644009,横浜開港資料館,35.453715 139.638133,横浜ワールドポーターズ,2018/10/7 16:56,2018/10/7 16:56,2018/10/7 17:04,2018/10/7 17:04,,0:02:36,0:02:36,,00,09,,,
-,-,16,2018/10/7 16:49,1415,乗客アプリ（地図から）,1971,958,3,3,,2018/10/7 16:54,2018/10/7 17:27,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/7 16:56,2018/10/7 16:56,2018/10/7 17:22,2018/10/7 17:22,,0:32:25,1:37:15,,00,05,,,
-,-,16,2018/10/7 16:54,1417,街角設置端末（店舗から）,0,643,4,2,,2018/10/7 16:58,2018/10/7 17:10,35.448676 139.635696,横浜平和プラザホテル,35.456605 139.635327,横浜ベイホテル東急,2018/10/7 16:58,2018/10/7 16:58,2018/10/7 17:13,2018/10/7 17:13,,0:11:48,0:23:36,,00,03,,,
-,-,16,2018/10/7 16:55,1419,乗客アプリ（目的地から）,1240,384,3,1,,2018/10/7 17:02,2018/10/7 17:05,35.456605 139.635327,横浜ベイホテル東急,35.453715 139.638133,横浜ワールドポーターズ,2018/10/7 17:05,2018/10/7 17:05,2018/10/7 17:13,2018/10/7 17:13,,0:03:05,0:03:05,,00,07,,,
-,-,16,2018/10/7 16:55,1421,街角設置端末（店舗から）,0,1170,2,3,,2018/10/7 17:02,2018/10/7 17:17,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/7 16:59,2018/10/7 17:01,2018/10/7 17:21,2018/10/7 17:26,,0:15:10,0:45:30,,03,07,,,
-,☆,16,2018/10/7 16:03,1396,乗客アプリ（簡単予約）,1972,1207,6,3,2018/10/7 16:04,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/7 16:21,,2018/10/7 16:38,,,,,,00,18,,,
-,☆,16,2018/10/7 16:04,1397,乗客アプリ（目的地から）,1915,586,10,2,2018/10/7 16:21,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 16:18,,2018/10/7 16:34,,,,,,02,14,,,
-,☆,16,2018/10/7 16:14,1403,乗客アプリ（目的地から）,1107,1258,4,1,2018/10/7 16:15,,,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 16:21,,2018/10/7 16:36,,,,,,00,06,,,
-,☆,16,2018/10/7 16:45,1413,乗客アプリ（目的地から）,1240,383,7,1,2018/10/7 16:46,,,35.452963 139.642093,横浜赤レンガ倉庫,35.453715 139.638133,横浜ワールドポーターズ,2018/10/7 16:57,,2018/10/7 17:03,,,,,,00,12,,,
-,☆,16,2018/10/7 16:57,1422,街角設置端末（地図から）,0,863,5,4,2018/10/7 17:10,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 16:58,,2018/10/7 17:12,,,,,,11,01,,,
-,☆,16,2018/10/7 16:59,1423,街角設置端末（地図から）,0,1269,8,2,2018/10/7 17:07,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 17:03,,2018/10/7 17:15,,,,,,04,03,,,
★,-,17,2018/10/7 16:54,1418,乗客アプリWeb（目的地から）,1285,1054,6,2,,2018/10/7 17:03,2018/10/7 17:19,35.443073 139.651914,横浜人形の家,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/7 17:05,2018/10/7 17:05,2018/10/7 17:23,2018/10/7 17:39,2018/10/7 17:05,0:16:14,0:32:28,552,00,00,10,,
★,-,17,2018/10/7 16:55,1420,乗客アプリ（目的地から）,1892,1072,6,2,,2018/10/7 17:06,2018/10/7 17:13,35.443863 139.64702,ローズホテル横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 17:12,2018/10/7 17:12,2018/10/7 17:28,2018/10/7 17:28,2018/10/7 17:10,0:06:53,0:13:46,,00,02,,,
-,-,17,2018/10/7 17:02,1425,乗客アプリ（簡単予約）,1730,737,7,1,,2018/10/7 17:08,2018/10/7 17:11,35.448801 139.636702,ホテルルートイン横浜馬車道,35.445783 139.642958,横浜情報文化センター,2018/10/7 17:06,2018/10/7 17:09,2018/10/7 17:13,2018/10/7 17:16,,0:03:15,0:03:15,,01,06,,,
-,-,17,2018/10/7 17:05,1432,乗客アプリ（目的地から）,1811,884,4,2,,2018/10/7 17:10,2018/10/7 17:22,35.456605 139.635327,横浜ベイホテル東急,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/7 17:08,2018/10/7 17:08,2018/10/7 17:34,2018/10/7 17:34,,0:12:08,0:24:16,,01,04,,,
-,-,17,2018/10/7 17:04,1429,街角設置端末（地図から）,0,618,3,1,,2018/10/7 17:10,2018/10/7 17:19,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 17:11,2018/10/7 17:11,2018/10/7 17:22,2018/10/7 17:22,,0:08:33,0:08:33,,00,06,,,
-,-,17,2018/10/7 17:02,1426,街角設置端末（店舗から）,0,1052,10,1,,2018/10/7 17:14,2018/10/7 17:23,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/7 17:16,2018/10/7 17:16,2018/10/7 17:36,2018/10/7 17:36,,0:09:08,0:09:08,,00,11,,,
★,-,17,2018/10/7 17:04,1430,乗客アプリ（地図から）,1621,1186,4,4,,2018/10/7 17:15,2018/10/7 17:26,35.453715 139.638133,横浜ワールドポーターズ,35.443908 139.635249,イセザキ・モール,2018/10/7 17:15,2018/10/7 17:17,2018/10/7 17:34,2018/10/7 17:43,2018/10/7 17:10,0:11:15,0:45:00,,00,05,,,
-,-,17,2018/10/7 17:05,1431,乗客アプリ（目的地から）,1984,1151,5,4,,2018/10/7 17:19,2018/10/7 17:29,35.448801 139.636702,ホテルルートイン横浜馬車道,35.441441 139.648505,横浜中華街朱雀門,2018/10/7 17:23,2018/10/7 17:23,2018/10/7 17:39,2018/10/7 17:39,,0:10:24,0:41:36,,00,14,,,
-,-,17,2018/10/7 17:07,1433,街角設置端末（店舗から）,0,816,8,5,,2018/10/7 17:20,2018/10/7 17:29,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/7 17:22,2018/10/7 17:22,2018/10/7 17:38,2018/10/7 17:38,,0:09:09,0:45:45,,00,13,,,
-,-,17,2018/10/7 17:12,1436,乗客アプリ（地図から）,1112,814,9,2,,2018/10/7 17:21,2018/10/7 17:27,35.441441 139.648505,横浜中華街朱雀門,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/7 17:25,2018/10/7 17:25,2018/10/7 17:44,2018/10/7 17:44,,0:05:18,0:10:36,,00,09,,,
-,-,17,2018/10/7 17:07,1434,乗客アプリ（地図から）,1666,577,7,1,,2018/10/7 17:25,2018/10/7 17:30,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/7 17:31,2018/10/7 17:31,2018/10/7 17:44,2018/10/7 17:44,,0:05:02,0:05:02,,00,18,,,
★,-,17,2018/10/7 17:25,1441,乗客アプリ（目的地から）,1973,507,3,1,,2018/10/7 17:27,2018/10/7 17:40,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/7 17:29,2018/10/7 17:29,2018/10/7 17:56,2018/10/7 17:56,2018/10/7 17:28,0:12:41,0:12:41,,00,01,,,
-,-,17,2018/10/7 17:14,1438,街角設置端末（地図から）,0,515,6,2,,2018/10/7 17:27,2018/10/7 17:36,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 17:35,2018/10/7 17:35,2018/10/7 17:47,2018/10/7 17:47,,0:08:34,0:17:08,,00,13,,,
-,-,17,2018/10/7 17:22,1439,乗客アプリ（地図から）,1985,530,7,4,,2018/10/7 17:32,2018/10/7 17:37,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 17:44,2018/10/7 17:44,2018/10/7 17:57,2018/10/7 17:57,,0:05:33,0:22:12,,00,10,,,
-,-,17,2018/10/7 17:26,1442,街角設置端末（店舗から）,0,1242,4,2,,2018/10/7 17:36,2018/10/7 17:49,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/10/7 17:44,2018/10/7 17:44,2018/10/7 18:02,2018/10/7 18:08,,0:13:51,0:27:42,,00,09,,,
-,-,17,2018/10/7 17:24,1440,街角設置端末（地図から）,0,720,10,2,,2018/10/7 17:36,2018/10/7 17:43,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/7 17:31,2018/10/7 17:36,2018/10/7 17:43,2018/10/7 17:48,,0:06:34,0:13:08,,05,12,,,
-,-,17,2018/10/7 17:28,1444,乗客アプリ（簡単予約）,1616,622,8,1,,2018/10/7 17:40,2018/10/7 17:50,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/7 17:42,2018/10/7 17:42,2018/10/7 17:55,2018/10/7 17:57,,0:10:10,0:10:10,,00,11,,,
-,-,17,2018/10/7 17:29,1445,街角設置端末（地図から）,0,615,5,1,,2018/10/7 17:40,2018/10/7 18:01,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/10/7 17:40,2018/10/7 17:40,2018/10/7 18:00,2018/10/7 18:00,,0:20:29,0:20:29,,00,11,,,
-,-,17,2018/10/7 17:38,1452,乗客アプリ（地図から）,1979,728,8,4,,2018/10/7 17:40,2018/10/7 17:59,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 17:42,2018/10/7 17:42,2018/10/7 18:10,2018/10/7 18:10,,0:18:49,1:15:16,,00,02,,,
★,-,17,2018/10/7 17:35,1449,乗客アプリ（地図から）,1076,903,4,2,,2018/10/7 17:40,2018/10/7 17:49,35.45435 139.631762,横浜ロイヤルパークホテル,35.443908 139.635249,イセザキ・モール,2018/10/7 17:53,2018/10/7 17:53,2018/10/7 18:07,2018/10/7 18:07,2018/10/7 17:45,0:08:52,0:17:44,,00,08,,,
-,-,17,2018/10/7 17:43,1455,乗客アプリ（地図から）,1811,423,5,2,,2018/10/7 17:43,2018/10/7 18:01,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 17:51,2018/10/7 17:51,2018/10/7 18:06,2018/10/7 18:06,,0:17:25,0:34:50,,00,00,,,
-,-,17,2018/10/7 17:39,1453,乗客アプリ（地図から）,66,992,9,1,,2018/10/7 17:46,2018/10/7 17:52,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/7 17:49,2018/10/7 17:49,2018/10/7 18:01,2018/10/7 18:01,,0:05:37,0:05:37,,00,06,,,
-,-,17,2018/10/7 17:42,1454,街角設置端末（店舗から）,0,486,7,2,,2018/10/7 17:50,2018/10/7 17:59,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/10/7 17:50,2018/10/7 17:50,2018/10/7 18:07,2018/10/7 18:07,,0:08:55,0:17:50,,00,07,,,
-,-,17,2018/10/7 17:32,1447,街角設置端末（店舗から）,0,1123,10,1,,2018/10/7 17:53,2018/10/7 18:03,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.454389 139.630904,横浜ランドマークタワー,2018/10/7 17:52,2018/10/7 17:52,2018/10/7 18:04,2018/10/7 18:04,,0:09:36,0:09:36,,01,21,,,
-,-,17,2018/10/7 17:49,1458,乗客アプリ（簡単予約）,1668,324,5,2,,2018/10/7 17:56,2018/10/7 18:00,35.450681 139.632446,横浜桜木町ワシントンホテル,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/7 17:55,2018/10/7 18:04,2018/10/7 18:03,2018/10/7 18:12,,0:03:40,0:07:20,,01,07,,,
-,-,17,2018/10/7 17:57,1464,街角設置端末（地図から）,0,701,1,2,,2018/10/7 18:07,2018/10/7 18:17,35.452963 139.642093,横浜赤レンガ倉庫,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/7 18:08,2018/10/7 18:08,2018/10/7 18:24,2018/10/7 18:24,,0:10:32,0:21:04,,00,09,,,
★,☆,17,2018/10/7 17:00,1424,乗客アプリ（簡単予約）,1730,1272,2,1,2018/10/7 17:01,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.445783 139.642958,横浜情報文化センター,2018/10/7 17:10,,2018/10/7 17:18,,2018/10/7 17:05,,,,00,04,,,
★,☆,17,2018/10/7 17:04,1427,乗客アプリ（地図から）,1621,468,4,4,2018/10/7 17:04,,,35.453715 139.638133,横浜ワールドポーターズ,35.443908 139.635249,イセザキ・モール,2018/10/7 17:16,,2018/10/7 17:34,,2018/10/7 17:13,,,,00,02,,,
-,☆,17,2018/10/7 17:08,1435,街角設置端末（地図から）,0,990,10,2,2018/10/7 17:22,,,35.454389 139.630904,横浜ランドマークタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/7 17:45,,2018/10/7 17:58,,,,,,00,36,,,
-,☆,17,2018/10/7 17:13,1437,街角設置端末（地図から）,0,1223,2,1,2018/10/7 17:14,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 17:22,,2018/10/7 17:37,,,,,,00,09,,,
-,☆,17,2018/10/7 17:27,1443,街角設置端末（店舗から）,0,574,9,4,2018/10/7 17:34,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/7 17:40,,2018/10/7 17:53,,,,,,00,13,,,
-,☆,17,2018/10/7 17:47,1456,乗客アプリ（目的地から）,1668,1243,5,2,2018/10/7 17:48,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/7 17:53,,2018/10/7 18:01,,,,,,00,05,,,
-,☆,17,2018/10/7 17:49,1457,乗客アプリ（目的地から）,1983,762,9,3,2018/10/7 17:51,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441441 139.648505,横浜中華街朱雀門,2018/10/7 18:15,,2018/10/7 18:29,,,,,,00,25,,,
-,☆,17,2018/10/7 17:49,1459,乗客アプリ（目的地から）,1107,1042,7,2,2018/10/7 17:50,,,35.452963 139.642093,横浜赤レンガ倉庫,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/7 18:14,,2018/10/7 18:29,,,,,,00,,,,※273行と同一人物と思われるため一番短い待ち時間を採用
-,☆,17,2018/10/7 17:51,1460,乗客アプリ（目的地から）,1107,868,1,1,2018/10/7 17:51,,,35.452963 139.642093,横浜赤レンガ倉庫,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/7 18:13,,2018/10/7 18:27,,,,,,00,22,,,※272行と同一人物と思われるため一番短い待ち時間を採用
-,☆,17,2018/10/7 17:53,1461,乗客アプリ（目的地から）,1921,1064,8,2,2018/10/7 17:53,,,35.448676 139.635696,横浜平和プラザホテル,35.441441 139.648505,横浜中華街朱雀門,2018/10/7 17:56,,2018/10/7 18:20,,,,,,00,03,,,
-,☆,17,2018/10/7 17:54,1463,街角設置端末（店舗から）,0,1124,1,1,2018/10/7 17:55,,,35.443704 139.651332,ホテルメルパルク横浜,35.453715 139.638133,横浜ワールドポーターズ,2018/10/7 18:11,,2018/10/7 18:26,,,,,,00,17,,,
-,☆,17,2018/10/7 17:58,1465,乗客アプリ（目的地から）,1240,444,9,1,2018/10/7 17:58,,,35.453715 139.638133,横浜ワールドポーターズ,35.454389 139.630904,横浜ランドマークタワー,2018/10/7 18:11,,2018/10/7 18:22,,,,,,00,13,,,
★,-,18,2018/10/7 16:50,1416,乗客アプリ（地図から）,1940,1254,6,1,,2018/10/7 18:01,2018/10/7 18:09,35.445857 139.647636,ホテルモントレ横浜,35.443908 139.635249,イセザキ・モール,2018/10/7 18:05,2018/10/7 18:14,2018/10/7 18:19,2018/10/7 18:28,2018/10/7 18:05,0:07:45,0:07:45,367,00,00,08,,
-,-,18,2018/10/7 18:01,1467,乗客アプリ（目的地から）,1921,1036,8,2,,2018/10/7 18:04,2018/10/7 18:12,35.448676 139.635696,横浜平和プラザホテル,35.441441 139.648505,横浜中華街朱雀門,2018/10/7 18:04,2018/10/7 18:04,2018/10/7 18:18,2018/10/7 18:18,,0:08:37,0:17:14,,00,02,,,
-,-,18,2018/10/7 18:00,1466,乗客アプリ（目的地から）,1240,826,7,1,,2018/10/7 18:05,2018/10/7 18:13,35.453715 139.638133,横浜ワールドポーターズ,35.454389 139.630904,横浜ランドマークタワー,2018/10/7 18:07,2018/10/7 18:07,2018/10/7 18:18,2018/10/7 18:18,,0:07:07,0:07:07,,00,05,,,
-,-,18,2018/10/7 18:03,1469,乗客アプリ（地図から）,1811,827,6,2,,2018/10/7 18:06,2018/10/7 18:13,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 18:06,2018/10/7 18:06,2018/10/7 18:24,2018/10/7 18:24,,0:07:17,0:14:34,,00,02,,,
-,-,18,2018/10/7 18:02,1468,街角設置端末（店舗から）,0,428,10,1,,2018/10/7 18:08,2018/10/7 18:21,35.456605 139.635327,横浜ベイホテル東急,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/7 18:11,2018/10/7 18:11,2018/10/7 18:26,2018/10/7 18:40,,0:13:24,0:13:24,,00,05,,,
-,-,18,2018/10/7 18:07,1471,乗客アプリ（地図から）,1616,774,10,1,,2018/10/7 18:13,2018/10/7 18:27,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/7 18:18,2018/10/7 18:18,2018/10/7 18:29,2018/10/7 18:29,,0:14:28,0:14:28,,00,06,,,
-,-,18,2018/10/7 18:09,1472,街角設置端末（地図から）,0,1192,7,1,,2018/10/7 18:14,2018/10/7 18:21,35.454389 139.630904,横浜ランドマークタワー,35.445783 139.642958,横浜情報文化センター,2018/10/7 18:17,2018/10/7 18:17,2018/10/7 18:30,2018/10/7 18:30,,0:07:29,0:07:29,,00,04,,,
-,-,18,2018/10/7 18:11,1476,乗客アプリ（目的地から）,1956,784,9,1,,2018/10/7 18:19,2018/10/7 18:27,35.448676 139.635696,横浜平和プラザホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/7 18:26,2018/10/7 18:26,2018/10/7 18:37,2018/10/7 18:38,,0:07:54,0:07:54,,00,07,,,
-,-,18,2018/10/7 18:11,1477,乗客アプリ（目的地から）,1953,480,9,1,,2018/10/7 18:19,2018/10/7 18:27,35.448676 139.635696,横浜平和プラザホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/7 18:27,2018/10/7 18:27,2018/10/7 18:37,2018/10/7 18:37,,0:07:45,0:07:45,,00,07,,,
-,-,18,2018/10/7 18:20,1484,乗客アプリ（目的地から）,66,918,2,1,,2018/10/7 18:22,2018/10/7 18:33,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/7 18:24,2018/10/7 18:24,2018/10/7 18:39,2018/10/7 18:39,,0:11:07,0:11:07,,00,02,,,
-,-,18,2018/10/7 18:11,1474,乗客アプリ（地図から）,1346,659,8,1,,2018/10/7 18:24,2018/10/7 18:36,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/7 18:20,2018/10/7 18:21,2018/10/7 18:37,2018/10/7 18:48,,0:12:38,0:12:38,,03,12,,,
-,-,18,2018/10/7 18:20,1485,街角設置端末（地図から）,0,895,8,3,,2018/10/7 18:25,2018/10/7 18:34,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 18:26,2018/10/7 18:26,2018/10/7 18:42,2018/10/7 18:42,,0:08:38,0:25:54,,00,04,,,
-,-,18,2018/10/7 18:12,1478,街角設置端末（店舗から）,0,617,1,2,,2018/10/7 18:26,2018/10/7 18:40,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/10/7 18:30,2018/10/7 18:30,2018/10/7 18:46,2018/10/7 18:48,,0:14:07,0:28:14,,00,13,,,
-,-,18,2018/10/7 18:20,1483,乗客アプリ（地図から）,1107,1262,1,2,,2018/10/7 18:26,2018/10/7 18:40,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/10/7 18:31,2018/10/7 18:31,2018/10/7 18:47,2018/10/7 18:47,,0:13:58,0:27:56,,00,06,,,
-,-,18,2018/10/7 18:25,1488,街角設置端末（店舗から）,0,1032,2,1,,2018/10/7 18:30,2018/10/7 18:42,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443908 139.635249,イセザキ・モール,2018/10/7 18:34,2018/10/7 18:34,2018/10/7 18:57,2018/10/7 18:57,,0:12:14,0:12:14,,00,05,,,
-,-,18,2018/10/7 18:27,1489,街角設置端末（地図から）,0,1145,9,1,,2018/10/7 18:33,2018/10/7 18:40,35.454389 139.630904,横浜ランドマークタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/7 18:41,2018/10/7 18:41,2018/10/7 18:54,2018/10/7 18:54,,0:07:06,0:07:06,,00,06,,,
★,-,18,2018/10/7 18:25,1487,乗客アプリ（地図から）,1987,1248,2,5,,2018/10/7 18:34,2018/10/7 18:49,35.452963 139.642093,横浜赤レンガ倉庫,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/7 18:40,2018/10/7 18:40,2018/10/7 18:58,2018/10/7 19:09,2018/10/7 18:40,0:14:23,1:11:55,,00,00,,,
-,-,18,2018/10/7 18:35,1493,街角設置端末（店舗から）,0,346,3,1,,2018/10/7 18:37,2018/10/7 18:41,35.445857 139.647636,ホテルモントレ横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/7 18:40,2018/10/7 18:40,2018/10/7 18:51,2018/10/7 18:51,,0:04:00,0:04:00,,00,01,,,
-,-,18,2018/10/7 18:30,1490,乗客アプリ（地図から）,716,1290,10,1,,2018/10/7 18:37,2018/10/7 18:49,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/7 18:39,2018/10/7 18:39,2018/10/7 18:50,2018/10/7 18:50,,0:11:27,0:11:27,,00,07,,,
★,-,18,2018/10/7 17:35,1450,乗客アプリWeb（目的地から）,1895,588,7,2,,2018/10/7 18:38,2018/10/7 18:45,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443908 139.635249,イセザキ・モール,2018/10/7 18:40,2018/10/7 18:40,2018/10/7 18:48,2018/10/7 18:48,2018/10/7 18:40,0:07:17,0:14:34,,00,00,,,
-,-,18,2018/10/7 18:36,1494,乗客アプリ（目的地から）,66,849,8,1,,2018/10/7 18:42,2018/10/7 18:56,35.452963 139.642093,横浜赤レンガ倉庫,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/7 18:49,2018/10/7 18:49,2018/10/7 19:00,2018/10/7 18:58,,0:14:15,0:14:15,,00,06,,,
-,-,18,2018/10/7 18:43,1496,乗客アプリ（目的地から）,1334,613,8,1,,2018/10/7 18:49,2018/10/7 18:56,35.445783 139.642958,横浜情報文化センター,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/7 18:51,2018/10/7 18:51,2018/10/7 18:57,2018/10/7 18:57,,0:07:18,0:07:18,,00,05,,,
-,-,18,2018/10/7 18:44,1497,街角設置端末（店舗から）,0,943,3,2,,2018/10/7 18:50,2018/10/7 18:57,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 18:50,2018/10/7 18:50,2018/10/7 19:06,2018/10/7 19:06,,0:07:44,0:15:28,,00,05,,,
-,-,18,2018/10/7 18:59,1500,街角設置端末（店舗から）,0,650,8,1,,2018/10/7 19:03,2018/10/7 19:09,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜,2018/10/7 19:02,2018/10/7 19:02,2018/10/7 19:11,2018/10/7 19:11,,0:05:36,0:05:36,,01,04,,,
★,☆,18,2018/10/7 14:16,1325,乗客アプリ（地図から）,1940,397,6,1,2018/10/7 15:00,,,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 18:10,,2018/10/7 18:22,,2018/10/7 18:10,,,,00,00,,,
★,☆,18,2018/10/7 15:00,1351,乗客アプリ（地図から）,1940,605,7,1,2018/10/7 16:47,,,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 18:05,,2018/10/7 18:18,,2018/10/7 18:05,,,,00,00,,,※303行と同一人物と思われるため一番短い待ち時間を採用
