,,,日時,,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,計算用ダミー,,
-,☆,18,2018/11/15 18:01,118-224-SUN,14492,まちかど端末（店舗から）,0,727,7,1,2018/11/15 18:02,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/15 18:55,,2018/11/15 19:12,,,2018/11/15 18:01,0:00:00,0:00:00,,00,54,,,2018/11/15 18:01,1900/1/0 0:00,43419.75069444440,#N/A,,,,
-,☆,18,2018/11/15 18:01,113-136-SUN,14493,乗客アプリ（地図から）,6263,442,1,1,2018/11/15 18:02,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/11/15 18:39,,2018/11/15 18:48,,,2018/11/15 18:01,0:00:00,0:00:00,,00,,,,2018/11/15 18:01,1900/1/0 0:00,43419.75069444440,#N/A,,,※366行と同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:02,000-630-BLUE,14494,乗客アプリ（地図から）,1034,302,8,1,2018/11/15 18:02,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/15 18:04,,2018/11/15 18:12,,,2018/11/15 18:02,0:00:00,0:00:00,,00,,,,2018/11/15 18:02,1900/1/0 0:00,43419.75138888890,#N/A,,,"※357,365行と同一人物と思われるため一番短いものを採用",
-,☆,18,2018/11/15 18:02,118-184-SUN,14495,乗客アプリ（地図から）,6317,35,2,1,2018/11/15 18:03,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 18:11,,2018/11/15 18:20,,,2018/11/15 18:02,0:00:00,0:00:00,,00,08,,,2018/11/15 18:02,1900/1/0 0:00,43419.75138888890,#N/A,,,※同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:02,113-217-SUN 113-214-SUN,14496,乗客アプリ（地図から）,5134,180,2,2,2018/11/15 18:03,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/15 18:12,,2018/11/15 18:28,,,2018/11/15 18:02,0:00:00,0:00:00,,00,09,,,2018/11/15 18:02,1900/1/0 0:00,43419.75138888890,#N/A,,,,
★,☆,18,2018/11/15 18:03,000-630-BLUE,14499,乗客アプリ（地図から）,1034,697,13,1,2018/11/15 18:05,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/15 18:13,,2018/11/15 18:22,,2018/11/15 18:13,2018/11/15 18:13,0:00:00,0:00:00,,00,00,,,2018/11/15 18:03,1900/1/0 0:00,43419.75208333330,#N/A,,,"※362,357行と同一人物と思われるため一番短いものを採用",
-,☆,18,2018/11/15 18:04,113-136-SUN,14500,乗客アプリ（地図から）,6263,31,2,1,2018/11/15 18:04,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/11/15 18:40,,2018/11/15 18:49,,,2018/11/15 18:04,0:00:00,0:00:00,,00,36,,,2018/11/15 18:04,1900/1/0 0:00,43419.75277777780,#N/A,,,※361行と同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:04,118-183-SUN,14501,乗客アプリ（地図から）,5444,109,2,1,2018/11/15 18:04,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/11/15 18:41,,2018/11/15 18:50,,,2018/11/15 18:04,0:00:00,0:00:00,,00,36,,,2018/11/15 18:04,1900/1/0 0:00,43419.75277777780,#N/A,,,,
-,☆,18,2018/11/15 18:04,113-212-SUN,14502,乗客アプリ（地図から）,6325,448,8,1,2018/11/15 18:05,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/15 18:08,,2018/11/15 18:11,,,2018/11/15 18:04,0:00:00,0:00:00,,00,03,,,2018/11/15 18:04,1900/1/0 0:00,43419.75277777780,#N/A,,,※※同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:06,113-212-SUN,14504,乗客アプリ（地図から）,6325,420,11,1,2018/11/15 18:06,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 18:34,,2018/11/15 18:44,,,2018/11/15 18:06,0:00:00,0:00:00,,00,,,,2018/11/15 18:06,1900/1/0 0:00,43419.75416666670,#N/A,,,※※同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:07,118-184-SUN,14506,乗客アプリ（地図から）,6317,153,11,1,2018/11/15 18:07,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 18:35,,2018/11/15 18:44,,,2018/11/15 18:07,0:00:00,0:00:00,,00,,,,2018/11/15 18:07,1900/1/0 0:00,43419.75486111110,#N/A,,,※同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:07,113-212-SUN,14507,乗客アプリ（地図から）,6325,701,8,1,2018/11/15 18:07,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 18:50,,2018/11/15 18:59,,,2018/11/15 18:07,0:00:00,0:00:00,,00,,,,2018/11/15 18:07,1900/1/0 0:00,43419.75486111110,#N/A,,,※※同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:07,118-183-SUN,14508,乗客アプリ（地図から）,5444,353,2,1,2018/11/15 18:07,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 18:50,,2018/11/15 19:00,,,2018/11/15 18:07,0:00:00,0:00:00,,00,43,,,2018/11/15 18:07,1900/1/0 0:00,43419.75486111110,#N/A,,,,
-,☆,18,2018/11/15 18:08,113-212-SUN,14510,乗客アプリ（地図から）,6325,251,11,1,2018/11/15 18:08,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 18:35,,2018/11/15 18:44,,,2018/11/15 18:08,0:00:00,0:00:00,,00,,,,2018/11/15 18:08,1900/1/0 0:00,43419.75555555560,#N/A,,,※※同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:08,118-184-SUN,14511,乗客アプリ（地図から）,6317,718,8,1,2018/11/15 18:08,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 18:50,,2018/11/15 18:59,,,2018/11/15 18:08,0:00:00,0:00:00,,00,,,,2018/11/15 18:08,1900/1/0 0:00,43419.75555555560,#N/A,,,※同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:08,062-664-BANANA,14514,乗客アプリ（目的地から）,5476,8,1,1,2018/11/15 18:11,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/15 18:47,,2018/11/15 19:02,,,2018/11/15 18:08,0:00:00,0:00:00,,00,38,,,2018/11/15 18:08,1900/1/0 0:00,43419.75555555560,#N/A,,,,
-,☆,18,2018/11/15 18:08,113-217-SUN 113-215-SUN 113-214-SUN,14515,乗客アプリ（地図から）,5134,318,8,3,2018/11/15 18:09,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 18:50,,2018/11/15 19:01,,,2018/11/15 18:08,0:00:00,0:00:00,,00,42,,,2018/11/15 18:08,1900/1/0 0:00,43419.75555555560,#N/A,,,,
★,☆,18,2018/11/15 18:08,113-212-SUN,14516,乗客アプリ（地図から）,6325,424,7,1,2018/11/15 18:09,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 18:53,,2018/11/15 19:03,,2018/11/15 18:18,2018/11/15 18:18,0:00:00,0:00:00,,00,,,,2018/11/15 18:08,1900/1/0 0:00,43419.75555555560,#N/A,,,※※同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:09,118-184-SUN,14517,乗客アプリ（地図から）,6317,365,8,1,2018/11/15 18:10,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 18:50,,2018/11/15 18:59,,,2018/11/15 18:09,0:00:00,0:00:00,,00,,,,2018/11/15 18:09,1900/1/0 0:00,43419.756250,#N/A,,,※同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:09,113-217-SUN 113-215-SUN 113-214-SUN,14518,乗客アプリ（地図から）,5134,350,8,3,2018/11/15 18:09,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 18:51,,2018/11/15 19:02,,,2018/11/15 18:09,0:00:00,0:00:00,,00,41,,,2018/11/15 18:09,1900/1/0 0:00,43419.756250,#N/A,,,,
-,☆,18,2018/11/15 18:10,009-842-BLUE,14519,乗客アプリ（地図から）,2535,675,2,1,2018/11/15 18:10,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/15 18:38,,2018/11/15 18:55,,,2018/11/15 18:10,0:00:00,0:00:00,,00,,,,2018/11/15 18:10,1900/1/0 0:00,43419.75694444440,#N/A,,,※※※同一人物と思われるため一番短いものを採用,
★,☆,18,2018/11/15 18:10,113-217-SUN 113-215-SUN 113-214-SUN,14520,乗客アプリ（地図から）,5134,209,8,3,2018/11/15 18:10,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 18:51,,2018/11/15 19:02,,2018/11/15 18:20,2018/11/15 18:20,0:00:00,0:00:00,,00,31,,,2018/11/15 18:10,1900/1/0 0:00,43419.75694444440,#N/A,,,,
-,☆,18,2018/11/15 18:10,009-842-BLUE,14521,乗客アプリ（地図から）,2535,50,2,1,2018/11/15 18:10,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/15 18:38,,2018/11/15 18:55,,,2018/11/15 18:10,0:00:00,0:00:00,,00,,,,2018/11/15 18:10,1900/1/0 0:00,43419.75694444440,#N/A,,,※※※同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:11,102-548-SNOW 007-993-BLUE,14522,まちかど端末（店舗から）,0,491,7,2,2018/11/15 18:29,,,35.453715 139.638133,横浜ワールドポーターズ,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/15 18:47,,2018/11/15 19:00,,,2018/11/15 18:11,0:00:00,0:00:00,,00,36,,,2018/11/15 18:11,1900/1/0 0:00,43419.75763888890,#N/A,,,,
★,☆,18,2018/11/15 18:11,009-842-BLUE,14523,乗客アプリ（簡単予約）,2535,51,1,1,2018/11/15 18:11,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/15 18:47,,2018/11/15 19:03,,2018/11/15 18:21,2018/11/15 18:21,0:00:00,0:00:00,,00,,,,2018/11/15 18:11,1900/1/0 0:00,43419.75763888890,#N/A,,,※※※同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:12,024-975-GREEN 024-974-GREEN,14524,まちかど端末（店舗から）,0,845,2,2,2018/11/15 18:12,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443908 139.635249,イセザキ・モール,2018/11/15 18:40,,2018/11/15 18:50,,,2018/11/15 18:12,0:00:00,0:00:00,,00,27,,,2018/11/15 18:12,1900/1/0 0:00,43419.75833333330,#N/A,,,,
-,☆,18,2018/11/15 18:12,063-899-BANANA 051-641-STRAWBERRY,14525,乗客アプリ（目的地から）,6135,858,1,2,2018/11/15 18:12,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 18:50,,2018/11/15 18:59,,,2018/11/15 18:12,0:00:00,0:00:00,,00,38,,,2018/11/15 18:12,1900/1/0 0:00,43419.75833333330,#N/A,,,,
-,☆,18,2018/11/15 18:12,113-212-SUN,14526,乗客アプリ（地図から）,6325,739,8,1,2018/11/15 18:13,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 18:50,,2018/11/15 18:59,,,2018/11/15 18:12,0:00:00,0:00:00,,00,37,,,2018/11/15 18:12,1900/1/0 0:00,43419.75833333330,#N/A,,,,
-,☆,18,2018/11/15 18:13,062-664-BANANA 070-791-ORANGE 070-790-ORANGE,14527,乗客アプリ（目的地から）,5476,814,1,3,2018/11/15 18:13,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441441 139.648505,横浜中華街朱雀門,2018/11/15 18:47,,2018/11/15 19:05,,,2018/11/15 18:13,0:00:00,0:00:00,,00,34,,,2018/11/15 18:13,1900/1/0 0:00,43419.75902777780,#N/A,,,,
-,☆,18,2018/11/15 18:13,024-974-GREEN 024-975-GREEN,14528,まちかど端末（店舗から）,0,992,10,2,2018/11/15 18:13,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/15 18:20,,2018/11/15 18:28,,,2018/11/15 18:13,0:00:00,0:00:00,,00,07,,,2018/11/15 18:13,1900/1/0 0:00,43419.75902777780,#N/A,,,,
-,☆,18,2018/11/15 18:14,062-664-BANANA 070-791-ORANGE 070-790-ORANGE,14529,乗客アプリ（目的地から）,5476,916,1,3,2018/11/15 18:19,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/15 18:47,,2018/11/15 19:04,,,2018/11/15 18:14,0:00:00,0:00:00,,00,33,,,2018/11/15 18:14,1900/1/0 0:00,43419.75972222220,#N/A,,,,
★,☆,18,2018/11/15 18:14,009-842-BLUE,14530,乗客アプリ（地図から）,2535,324,2,1,2018/11/15 18:14,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/15 18:50,,2018/11/15 19:05,,2018/11/15 18:24,2018/11/15 18:24,0:00:00,0:00:00,,00,,,,2018/11/15 18:14,1900/1/0 0:00,43419.75972222220,#N/A,,,※※※同一人物と思われるため一番短いものを採用,
★,☆,18,2018/11/15 18:15,009-842-BLUE,14531,乗客アプリ（地図から）,2535,823,1,1,2018/11/15 18:15,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/15 18:49,,2018/11/15 19:07,,2018/11/15 18:25,2018/11/15 18:25,0:00:00,0:00:00,,00,,,,2018/11/15 18:15,1900/1/0 0:00,43419.76041666670,#N/A,,,※※※同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:15,113-212-SUN,14532,乗客アプリ（地図から）,6325,732,9,1,2018/11/15 18:15,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 19:05,,2018/11/15 19:14,,,2018/11/15 18:15,0:00:00,0:00:00,,00,49,,,2018/11/15 18:15,1900/1/0 0:00,43419.76041666670,#N/A,,,,
-,☆,18,2018/11/15 18:16,118-184-SUN,14534,乗客アプリ（地図から）,6317,768,2,1,2018/11/15 18:16,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.445783 139.642958,横浜情報文化センター,2018/11/15 18:52,,2018/11/15 19:02,,,2018/11/15 18:16,0:00:00,0:00:00,,00,36,,,2018/11/15 18:16,1900/1/0 0:00,43419.76111111110,#N/A,,,,
-,☆,18,2018/11/15 18:17,111-284-SUN,14535,まちかど端末（店舗から）,0,291,3,1,2018/11/15 18:19,,,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 18:52,,2018/11/15 19:03,,,2018/11/15 18:17,0:00:00,0:00:00,,00,34,,,2018/11/15 18:17,1900/1/0 0:00,43419.76180555560,#N/A,,,,
-,☆,18,2018/11/15 18:19,009-842-BLUE,14536,乗客アプリ（地図から）,2535,369,4,1,2018/11/15 18:20,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443704 139.651332,ホテルメルパルク横浜,2018/11/15 18:34,,2018/11/15 18:49,,,2018/11/15 18:19,0:00:00,0:00:00,,00,,,,2018/11/15 18:19,1900/1/0 0:00,43419.76319444440,#N/A,,,※※※同一人物と思われるため一番短いものを採用,
★,☆,18,2018/11/15 18:20,009-842-BLUE,14538,乗客アプリ（地図から）,2535,13,4,1,2018/11/15 18:20,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443704 139.651332,ホテルメルパルク横浜,2018/11/15 18:34,,2018/11/15 18:49,,2018/11/15 18:30,2018/11/15 18:30,0:00:00,0:00:00,,00,,,,2018/11/15 18:20,1900/1/0 0:00,43419.76388888890,#N/A,,,※※※同一人物と思われるため一番短いものを採用,
★,☆,18,2018/11/15 18:21,009-842-BLUE,14540,乗客アプリ（地図から）,2535,200,4,1,2018/11/15 18:22,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443659 139.650847,横浜マリンタワー,2018/11/15 18:45,,2018/11/15 19:00,,2018/11/15 18:31,2018/11/15 18:31,0:00:00,0:00:00,,00,,,,2018/11/15 18:21,1900/1/0 0:00,43419.76458333330,#N/A,,,※※※同一人物と思われるため一番短いものを採用,
★,☆,18,2018/11/15 18:22,009-842-BLUE,14541,乗客アプリ（地図から）,2535,112,3,1,2018/11/15 18:26,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454389 139.630904,横浜ランドマークタワー,2018/11/15 18:32,,2018/11/15 18:36,,2018/11/15 18:32,2018/11/15 18:32,0:00:00,0:00:00,,00,00,,,2018/11/15 18:22,1900/1/0 0:00,43419.76527777780,#N/A,,,※※※同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:25,024-299-GREEN,14543,まちかど端末（店舗から）,0,437,2,1,2018/11/15 18:26,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 18:49,,2018/11/15 18:55,,,2018/11/15 18:25,0:00:00,0:00:00,,00,23,,,2018/11/15 18:25,1900/1/0 0:00,43419.76736111110,#N/A,,,,
-,☆,18,2018/11/15 18:26,009-842-BLUE,14544,乗客アプリ（地図から）,2535,825,2,1,2018/11/15 18:26,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443704 139.651332,ホテルメルパルク横浜,2018/11/15 18:50,,2018/11/15 19:04,,,2018/11/15 18:26,0:00:00,0:00:00,,00,,,,2018/11/15 18:26,1900/1/0 0:00,43419.76805555560,#N/A,,,※※※同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:27,009-842-BLUE,14545,乗客アプリ（地図から）,2535,999,11,1,2018/11/15 18:27,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/15 18:34,,2018/11/15 18:40,,,2018/11/15 18:27,0:00:00,0:00:00,,00,,,,2018/11/15 18:27,1900/1/0 0:00,43419.768750,#N/A,,,※※※同一人物と思われるため一番短いものを採用,
★,☆,18,2018/11/15 18:27,009-842-BLUE,14546,乗客アプリ（地図から）,2535,644,11,1,2018/11/15 18:27,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/15 18:37,,2018/11/15 18:43,,2018/11/15 18:37,2018/11/15 18:37,0:00:00,0:00:00,,00,,,,2018/11/15 18:27,1900/1/0 0:00,43419.768750,#N/A,,,※※※同一人物と思われるため一番短いものを採用,
★,☆,18,2018/11/15 18:31,009-842-BLUE,14548,乗客アプリ（地図から）,2535,423,4,1,2018/11/15 18:32,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/15 18:41,,2018/11/15 19:00,,2018/11/15 18:41,2018/11/15 18:41,0:00:00,0:00:00,,00,,,,2018/11/15 18:31,1900/1/0 0:00,43419.77152777780,#N/A,,,※※※同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:33,015-953-RED 103-196-SNOW,14551,乗客アプリ（地図から）,3445,649,11,2,2018/11/15 18:34,,,35.450447 139.635947,馬車道駅（みなとみらい線）,35.443908 139.635249,イセザキ・モール,2018/11/15 18:36,,2018/11/15 18:42,,,2018/11/15 18:33,0:00:00,0:00:00,,00,02,,,2018/11/15 18:33,1900/1/0 0:00,43419.77291666670,#N/A,,,,
-,☆,18,2018/11/15 18:36,067-097-BANANA,14553,乗客アプリ（地図から）,6147,854,11,1,2018/11/15 18:41,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443908 139.635249,イセザキ・モール,2018/11/15 18:38,,2018/11/15 18:42,,,2018/11/15 18:36,0:00:00,0:00:00,,00,05,,,2018/11/15 18:36,1900/1/0 0:00,43419.7750,#N/A,,,※※※※同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:41,067-097-BANANA,14557,乗客アプリ（地図から）,6147,558,5,1,2018/11/15 18:42,,,35.450447 139.635947,馬車道駅（みなとみらい線）,35.443908 139.635249,イセザキ・モール,2018/11/15 18:56,,2018/11/15 19:01,,,2018/11/15 18:41,0:00:00,0:00:00,,00,,,,2018/11/15 18:41,1900/1/0 0:00,43419.77847222220,#N/A,,,※※※※同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:42,067-097-BANANA,14561,乗客アプリ（地図から）,6147,892,6,1,2018/11/15 18:43,,,35.450447 139.635947,馬車道駅（みなとみらい線）,35.443908 139.635249,イセザキ・モール,2018/11/15 18:59,,2018/11/15 19:05,,,2018/11/15 18:42,0:00:00,0:00:00,,00,,,,2018/11/15 18:42,1900/1/0 0:00,43419.77916666670,#N/A,,,※※※※同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:43,067-097-BANANA,14562,乗客アプリ（地図から）,6147,225,6,1,2018/11/15 18:43,,,35.450447 139.635947,馬車道駅（みなとみらい線）,35.443908 139.635249,イセザキ・モール,2018/11/15 19:00,,2018/11/15 19:05,,,2018/11/15 18:43,0:00:00,0:00:00,,00,,,,2018/11/15 18:43,1900/1/0 0:00,43419.77986111110,#N/A,,,※※※※同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:43,067-097-BANANA,14563,乗客アプリ（地図から）,6147,204,6,1,2018/11/15 18:43,,,35.450447 139.635947,馬車道駅（みなとみらい線）,35.443908 139.635249,イセザキ・モール,2018/11/15 18:59,,2018/11/15 19:05,,,2018/11/15 18:43,0:00:00,0:00:00,,00,,,,2018/11/15 18:43,1900/1/0 0:00,43419.77986111110,#N/A,,,※※※※同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:44,067-097-BANANA,14565,乗客アプリ（地図から）,6147,260,1,1,2018/11/15 18:44,,,35.450447 139.635947,馬車道駅（みなとみらい線）,35.443908 139.635249,イセザキ・モール,2018/11/15 19:02,,2018/11/15 19:08,,,2018/11/15 18:44,0:00:00,0:00:00,,00,,,,2018/11/15 18:44,1900/1/0 0:00,43419.78055555560,#N/A,,,※※※※同一人物と思われるため一番短いものを採用,
-,☆,18,2018/11/15 18:48,030-594-YELLOW 030-595-YELLOW,14569,まちかど端末（店舗から）,0,413,1,2,2018/11/15 19:11,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 19:07,,2018/11/15 19:18,,,2018/11/15 18:48,0:00:00,0:00:00,,00,23,,,2018/11/15 18:48,1900/1/0 0:00,43419.78333333330,#N/A,,,,
★,-,19,2018/11/15 18:59,103-124-SNOW 103-320-SNOW,14577,乗客アプリ（地図から）,5335,111,10,2,,2018/11/15 19:09,2018/11/15 19:12,35.448801 139.636702,ホテルルートイン横浜馬車道,35.453715 139.638133,横浜ワールドポーターズ,2018/11/15 19:09,2018/11/15 19:09,2018/11/15 19:16,2018/11/15 19:16,2018/11/15 19:09,2018/11/15 19:09,0:03:33,0:07:06,345,00,00,04,03,2018/11/15 18:59,2018/11/15 19:12,43419.790972222243419.8,#N/A,,,,
★,-,19,2018/11/15 18:51,105-932-SNOW,14571,乗客アプリ（目的地から）,6086,781,5,1,,2018/11/15 18:58,2018/11/15 19:29,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443908 139.635249,イセザキ・モール,2018/11/15 19:01,2018/11/15 19:01,2018/11/15 19:21,2018/11/15 19:21,2018/11/15 19:01,2018/11/15 19:01,0:30:13,0:30:13,,00,00,,,2018/11/15 18:51,2018/11/15 19:29,43419.785416666743419.8118055556,肯定的,,,,
-,-,19,2018/11/15 19:01,009-842-BLUE,14578,乗客アプリ（地図から）,2535,651,9,1,,2018/11/15 19:02,2018/11/15 19:10,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/11/15 19:06,2018/11/15 19:06,2018/11/15 19:13,2018/11/15 19:13,,2018/11/15 19:01,0:08:16,0:08:16,,00,00,,,2018/11/15 19:01,2018/11/15 19:10,43419.792361111143419.7986111111,肯定的,,,,
-,-,19,2018/11/15 19:03,019-154-RED,14579,乗客アプリ（地図から）,3738,484,9,1,,2018/11/15 19:16,2018/11/15 19:24,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/15 19:17,2018/11/15 19:17,2018/11/15 19:30,2018/11/15 19:30,,2018/11/15 19:03,0:08:17,0:08:17,,00,12,,,2018/11/15 19:03,2018/11/15 19:24,43419.7937543419.8083333333,#N/A,,,,
-,-,19,2018/11/15 19:04,006-883-BLUE,14580,乗客アプリ（目的地から）,1291,310,1,1,,2018/11/15 19:08,2018/11/15 19:18,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 19:11,2018/11/15 19:11,2018/11/15 19:21,2018/11/15 19:21,,2018/11/15 19:04,0:10:00,0:10:00,,00,03,,,2018/11/15 19:04,2018/11/15 19:18,43419.794444444443419.8041666667,#N/A,,,,
-,-,19,2018/11/15 19:08,066-441-BANANA 066-442-BANANA,14581,乗客アプリ（目的地から）,3607,84,10,2,,2018/11/15 19:16,2018/11/15 19:23,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.441441 139.648505,横浜中華街朱雀門,2018/11/15 19:19,2018/11/15 19:19,2018/11/15 19:31,2018/11/15 19:31,,2018/11/15 19:08,0:06:54,0:13:48,,00,08,,,2018/11/15 19:08,2018/11/15 19:23,43419.797222222243419.8076388889,#N/A,,,,
