,,,日時,,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,計算用ダミー,,
-,-,19,2018/11/15 19:11,009-842-BLUE,14584,乗客アプリ（地図から）,2535,346,2,1,,2018/11/15 19:14,2018/11/15 19:21,35.443908 139.635249,イセザキ・モール,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/15 19:14,2018/11/15 19:14,2018/11/15 19:22,2018/11/15 19:22,,2018/11/15 19:11,0:06:56,0:06:56,,00,03,,,2018/11/15 19:11,2018/11/15 19:21,43419.799305555643419.80625,肯定的,,,,
-,-,19,2018/11/15 19:12,118-225-SUN,14586,まちかど端末（乗降ポイントから）,0,568,6,1,,2018/11/15 19:20,2018/11/15 19:27,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/15 19:23,2018/11/15 19:23,2018/11/15 19:30,2018/11/15 19:30,,2018/11/15 19:12,0:06:38,0:06:38,,00,08,,,2018/11/15 19:12,2018/11/15 19:27,43419.843419.8104166667,#N/A,,,,
-,-,19,2018/11/15 19:13,018-261-RED,14587,乗客アプリ（地図から）,1158,527,8,1,,2018/11/15 19:18,2018/11/15 19:26,35.456605 139.635327,横浜ベイホテル東急,35.448676 139.635696,横浜平和プラザホテル,2018/11/15 19:16,2018/11/15 19:16,2018/11/15 19:25,2018/11/15 19:25,,2018/11/15 19:13,0:07:53,0:07:53,,01,04,,,2018/11/15 19:13,2018/11/15 19:26,43419.800694444443419.8097222222,#N/A,,,,
-,-,19,2018/11/15 19:14,018-262-RED,14588,乗客アプリ（目的地から）,6314,185,4,1,,2018/11/15 19:22,2018/11/15 19:34,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443908 139.635249,イセザキ・モール,2018/11/15 19:22,2018/11/15 19:22,2018/11/15 19:34,2018/11/15 19:34,,2018/11/15 19:14,0:12:08,0:12:08,,00,07,,,2018/11/15 19:14,2018/11/15 19:34,43419.801388888943419.8152777778,#N/A,,,,
-,-,19,2018/11/15 19:19,020-932-GREEN 062-658-BANANA,14590,乗客アプリ（地図から）,6233,173,10,2,,2018/11/15 19:24,2018/11/15 19:33,35.441441 139.648505,横浜中華街朱雀門,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/15 19:24,2018/11/15 19:24,2018/11/15 19:42,2018/11/15 19:42,,2018/11/15 19:19,0:09:41,0:19:22,,00,04,,,2018/11/15 19:19,2018/11/15 19:33,43419.804861111143419.8145833333,#N/A,,,,
★,-,19,2018/11/15 19:20,062-771-BANANA 062-772-BANANA,14591,乗客アプリ（地図から）,5131,523,2,2,,2018/11/15 19:30,2018/11/15 19:39,35.450447 139.635947,馬車道駅（みなとみらい線）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/15 19:30,2018/11/15 19:30,2018/11/15 19:43,2018/11/15 19:43,2018/11/15 19:30,2018/11/15 19:30,0:09:02,0:18:04,,00,00,,,2018/11/15 19:20,2018/11/15 19:39,43419.805555555643419.81875,#N/A,,,,
-,-,19,2018/11/15 19:23,009-842-BLUE,14592,乗客アプリ（地図から）,2535,517,3,1,,2018/11/15 19:26,2018/11/15 19:30,35.450447 139.635947,馬車道駅（みなとみらい線）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/15 19:27,2018/11/15 19:27,2018/11/15 19:34,2018/11/15 19:34,,2018/11/15 19:23,0:04:09,0:04:09,,00,03,,,2018/11/15 19:23,2018/11/15 19:30,43419.807638888943419.8125,肯定的,,,,
-,-,19,2018/11/15 19:23,027-005-GREEN,14593,まちかど端末（店舗から）,0,159,7,1,,2018/11/15 19:28,2018/11/15 19:34,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 19:25,2018/11/15 19:25,2018/11/15 19:35,2018/11/15 19:35,,2018/11/15 19:23,0:05:41,0:05:41,,03,05,,,2018/11/15 19:23,2018/11/15 19:34,43419.807638888943419.8152777778,#N/A,,,,
-,-,19,2018/11/15 19:24,102-548-SNOW 007-993-BLUE,14594,まちかど端末（店舗から）,0,350,8,2,,2018/11/15 19:32,2018/11/15 19:39,35.454389 139.630904,横浜ランドマークタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/15 19:35,2018/11/15 19:35,2018/11/15 19:48,2018/11/15 19:48,,2018/11/15 19:24,0:07:27,0:14:54,,00,07,,,2018/11/15 19:24,2018/11/15 19:39,43419.808333333343419.81875,#N/A,,,,
-,-,19,2018/11/15 19:27,073-828-ORANGE 073-829-ORANGE,14595,乗客アプリ（目的地から）,3696,975,6,2,,2018/11/15 19:39,2018/11/15 19:47,35.454389 139.630904,横浜ランドマークタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/15 19:37,2018/11/15 19:37,2018/11/15 19:51,2018/11/15 19:51,,2018/11/15 19:27,0:08:19,0:16:38,,02,12,,,2018/11/15 19:27,2018/11/15 19:47,43419.810416666743419.8243055556,#N/A,,,,
-,-,19,2018/11/15 19:30,114-376-SUN,14597,乗客アプリ（地図から）,1310,395,3,1,,2018/11/15 19:36,2018/11/15 19:41,35.456605 139.635327,横浜ベイホテル東急,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 19:36,2018/11/15 19:36,2018/11/15 19:45,2018/11/15 19:45,,2018/11/15 19:30,0:05:08,0:05:08,,00,05,,,2018/11/15 19:30,2018/11/15 19:41,43419.812543419.8201388889,#N/A,,,,
-,-,19,2018/11/15 19:32,103-124-SNOW 103-320-SNOW,14598,乗客アプリ（地図から）,5335,766,9,2,,2018/11/15 19:38,2018/11/15 19:42,35.453715 139.638133,横浜ワールドポーターズ,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/15 19:36,2018/11/15 19:36,2018/11/15 19:46,2018/11/15 19:46,,2018/11/15 19:32,0:04:03,0:08:06,,01,05,,,2018/11/15 19:32,2018/11/15 19:42,43419.813888888943419.8208333333,#N/A,,,,
-,-,19,2018/11/15 19:33,111-257-SUN 111-256-SUN,14599,乗客アプリ（地図から）,6232,972,5,2,,2018/11/15 19:40,2018/11/15 19:48,35.453715 139.638133,横浜ワールドポーターズ,35.443704 139.651332,ホテルメルパルク横浜,2018/11/15 19:41,2018/11/15 19:41,2018/11/15 19:53,2018/11/15 19:53,,2018/11/15 19:33,0:07:35,0:15:10,,00,06,,,2018/11/15 19:33,2018/11/15 19:48,43419.814583333343419.825,#N/A,,,,
-,-,19,2018/11/15 19:34,105-871-SNOW,14600,乗客アプリ（地図から）,3262,792,1,1,,2018/11/15 19:38,2018/11/15 19:46,35.443659 139.650847,横浜マリンタワー,35.443908 139.635249,イセザキ・モール,2018/11/15 19:38,2018/11/15 19:38,2018/11/15 19:48,2018/11/15 19:48,,2018/11/15 19:34,0:07:53,0:07:53,,00,03,,,2018/11/15 19:34,2018/11/15 19:46,43419.815277777843419.8236111111,#N/A,,,,
-,-,19,2018/11/15 19:37,020-334-GREEN,14601,まちかど端末（乗降ポイントから）,0,816,13,1,,2018/11/15 19:42,2018/11/15 19:48,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/15 19:41,2018/11/15 19:41,2018/11/15 19:48,2018/11/15 19:48,,2018/11/15 19:37,0:05:46,0:05:46,,01,05,,,2018/11/15 19:37,2018/11/15 19:48,43419.817361111143419.825,#N/A,,,,
-,-,19,2018/11/15 19:39,118-070-SUN 009-842-BLUE,14603,乗客アプリ（地図から）,2535,986,3,2,,2018/11/15 19:41,2018/11/15 19:46,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/15 19:42,2018/11/15 19:42,2018/11/15 19:52,2018/11/15 19:52,,2018/11/15 19:39,0:05:00,0:10:00,,00,02,,,2018/11/15 19:39,2018/11/15 19:46,43419.8187543419.8236111111,肯定的,,,,
-,-,19,2018/11/15 19:43,030-372-YELLOW,14604,乗客アプリ（地図から）,5215,380,2,1,,2018/11/15 19:48,2018/11/15 20:04,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 19:48,2018/11/15 19:48,2018/11/15 19:55,2018/11/15 20:05,,2018/11/15 19:43,0:16:06,0:16:06,,00,04,,,2018/11/15 19:43,2018/11/15 20:04,43419.821527777843419.8361111111,#N/A,,,,
-,-,19,2018/11/15 19:45,007-745-BLUE,14605,まちかど端末（店舗から）,0,899,7,1,,2018/11/15 19:46,2018/11/15 19:56,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 19:46,2018/11/15 19:46,2018/11/15 19:55,2018/11/15 20:05,,2018/11/15 19:45,0:09:42,0:09:42,,00,01,,,2018/11/15 19:45,2018/11/15 19:56,43419.822916666743419.8305555556,#N/A,,,,
★,-,19,2018/11/15 19:45,019-282-RED 001-027-BLUE,14606,乗客アプリ（地図から）,5812,294,7,2,,2018/11/15 19:49,2018/11/15 20:02,35.453715 139.638133,横浜ワールドポーターズ,35.443908 139.635249,イセザキ・モール,2018/11/15 19:55,2018/11/15 19:55,2018/11/15 20:13,2018/11/15 20:13,2018/11/15 19:55,2018/11/15 19:55,0:12:23,0:24:46,,00,00,,,2018/11/15 19:45,2018/11/15 20:02,43419.822916666743419.8347222222,#N/A,,,,
★,-,19,2018/11/15 19:48,027-862-GREEN 027-843-GREEN,14608,乗客アプリ（地図から）,4033,347,2,2,,2018/11/15 19:57,2018/11/15 20:04,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 19:58,2018/11/15 19:58,2018/11/15 20:06,2018/11/15 20:06,2018/11/15 19:58,2018/11/15 19:58,0:07:11,0:14:22,,00,00,,,2018/11/15 19:48,2018/11/15 20:04,43419.82543419.8361111111,#N/A,,,,
-,-,19,2018/11/15 19:51,009-076-BLUE 009-077-BLUE,14609,乗客アプリ（地図から）,6060,450,10,2,,2018/11/15 19:52,2018/11/15 19:58,35.453715 139.638133,横浜ワールドポーターズ,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 19:53,2018/11/15 19:53,2018/11/15 20:04,2018/11/15 20:04,,2018/11/15 19:51,0:06:11,0:12:22,,00,00,,,2018/11/15 19:51,2018/11/15 19:58,43419.827083333343419.8319444444,#N/A,,,,
-,-,19,2018/11/15 19:54,009-024-BLUE,14611,乗客アプリ（地図から）,3934,188,9,1,,2018/11/15 19:56,2018/11/15 20:06,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/15 19:55,2018/11/15 19:55,2018/11/15 20:10,2018/11/15 20:10,,2018/11/15 19:54,0:09:50,0:09:50,,00,02,,,2018/11/15 19:54,2018/11/15 20:06,43419.829166666743419.8375,#N/A,,,,
-,-,19,2018/11/15 19:55,018-595-RED,14612,まちかど端末（店舗から）,0,384,5,1,,2018/11/15 19:56,2018/11/15 20:01,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/15 19:56,2018/11/15 19:56,2018/11/15 20:03,2018/11/15 20:03,,2018/11/15 19:55,0:05:12,0:05:12,,00,01,,,2018/11/15 19:55,2018/11/15 20:01,43419.829861111143419.8340277778,#N/A,,,,
-,-,19,2018/11/15 19:58,018-961-RED 018-962-RED,14614,乗客アプリ（地図から）,2902,385,3,2,,2018/11/15 19:58,2018/11/15 20:04,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/15 19:59,2018/11/15 19:59,2018/11/15 20:11,2018/11/15 20:11,,2018/11/15 19:58,0:05:41,0:11:22,,00,00,,,2018/11/15 19:58,2018/11/15 20:04,43419.831944444443419.8361111111,#N/A,,,,
★,☆,19,2018/11/15 18:58,068-473-BANANA,14575,乗客アプリ（目的地から）,6255,634,6,1,2018/11/15 19:15,,,35.452963 139.642093,横浜赤レンガ倉庫,35.445857 139.647636,ホテルモントレ横浜,2018/11/15 19:08,,2018/11/15 19:15,,2018/11/15 19:08,2018/11/15 19:08,0:00:00,0:00:00,,00,07,,,2018/11/15 18:58,1900/1/0 0:00,43419.79027777780,#N/A,,,,
★,☆,19,2018/11/15 18:59,103-124-SNOW,14576,乗客アプリ（地図から）,5335,908,10,1,2018/11/15 18:59,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.453715 139.638133,横浜ワールドポーターズ,2018/11/15 19:09,,2018/11/15 19:15,,2018/11/15 19:09,2018/11/15 19:09,0:00:00,0:00:00,,00,00,,,2018/11/15 18:59,1900/1/0 0:00,43419.79097222220,#N/A,,,,
-,☆,19,2018/11/15 19:09,018-261-RED,14582,乗客アプリ（地図から）,1158,81,8,1,2018/11/15 19:12,,,35.456605 139.635327,横浜ベイホテル東急,35.448676 139.635696,横浜平和プラザホテル,2018/11/15 19:20,,2018/11/15 19:29,,,2018/11/15 19:09,0:00:00,0:00:00,,00,10,,,2018/11/15 19:09,1900/1/0 0:00,43419.79791666670,#N/A,,,,
★,☆,19,2018/11/15 19:11,102-548-SNOW 007-993-BLUE,14583,まちかど端末（店舗から）,0,387,5,2,2018/11/15 19:24,,,35.454389 139.630904,横浜ランドマークタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/15 19:20,,2018/11/15 19:37,,2018/11/15 19:20,2018/11/15 19:20,0:00:00,0:00:00,,00,03,,,2018/11/15 19:11,1900/1/0 0:00,43419.79930555560,#N/A,,,,
-,☆,19,2018/11/15 19:12,005-798-BLUE,14585,乗客アプリ（目的地から）,5702,611,7,1,2018/11/15 19:14,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.456605 139.635327,横浜ベイホテル東急,2018/11/15 19:22,,2018/11/15 19:34,,,2018/11/15 19:12,0:00:00,0:00:00,,00,09,,,2018/11/15 19:12,1900/1/0 0:00,43419.80,#N/A,,,,
-,☆,19,2018/11/15 19:19,063-572-BANANA,14589,乗客アプリ（地図から）,3713,171,13,1,2018/11/15 19:20,,,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/15 19:24,,2018/11/15 19:42,,,2018/11/15 19:19,0:00:00,0:00:00,,00,05,,,2018/11/15 19:19,1900/1/0 0:00,43419.80486111110,#N/A,,,,
-,☆,19,2018/11/15 19:29,103-124-SNOW,14596,乗客アプリ（地図から）,5335,875,9,1,2018/11/15 19:31,,,35.453715 139.638133,横浜ワールドポーターズ,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/15 19:34,,2018/11/15 19:43,,,2018/11/15 19:29,0:00:00,0:00:00,,00,05,,,2018/11/15 19:29,1900/1/0 0:00,43419.81180555560,#N/A,,,,
-,☆,19,2018/11/15 19:39,009-842-BLUE,14602,乗客アプリ（地図から）,2535,580,3,1,2018/11/15 19:39,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/15 19:42,,2018/11/15 19:51,,,2018/11/15 19:39,0:00:00,0:00:00,,00,03,,,2018/11/15 19:39,1900/1/0 0:00,43419.818750,#N/A,,,,
-,☆,19,2018/11/15 19:47,009-076-BLUE,14607,乗客アプリ（地図から）,6060,158,10,1,2018/11/15 19:51,,,35.453715 139.638133,横浜ワールドポーターズ,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 19:51,,2018/11/15 20:00,,,2018/11/15 19:47,0:00:00,0:00:00,,00,03,,,2018/11/15 19:47,1900/1/0 0:00,43419.82430555560,#N/A,,,,
-,☆,19,2018/11/15 19:51,009-842-BLUE,14610,乗客アプリ（地図から）,2535,220,3,1,2018/11/15 19:52,,,35.452963 139.642093,横浜赤レンガ倉庫,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/15 19:53,,2018/11/15 20:03,,,2018/11/15 19:51,0:00:00,0:00:00,,00,01,,,2018/11/15 19:51,1900/1/0 0:00,43419.82708333330,#N/A,,,,
-,☆,19,2018/11/15 19:55,018-961-RED,14613,乗客アプリ（地図から）,2902,973,3,1,2018/11/15 19:57,,,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/15 19:57,,2018/11/15 20:07,,,2018/11/15 19:55,0:00:00,0:00:00,,00,02,,,2018/11/15 19:55,1900/1/0 0:00,43419.82986111110,#N/A,,,,
★,-,20,2018/11/15 20:05,063-138-BANANA,14615,乗客アプリ（目的地から）,5564,410,1,1,,2018/11/15 20:12,2018/11/15 20:20,35.443704 139.651332,ホテルメルパルク横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 20:15,2018/11/15 20:15,2018/11/15 20:26,2018/11/15 20:26,2018/11/15 20:15,2018/11/15 20:15,0:07:26,0:07:26,298,00,00,02,01,2018/11/15 20:05,2018/11/15 20:20,43419.836805555643419.8472222222,肯定的,,,,
-,-,20,2018/11/15 20:08,114-376-SUN,14616,乗客アプリ（地図から）,1310,766,8,1,,2018/11/15 20:10,2018/11/15 20:16,35.450554 139.632616,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/11/15 20:10,2018/11/15 20:10,2018/11/15 20:19,2018/11/15 20:19,,2018/11/15 20:08,0:05:15,0:05:15,,00,02,,,2018/11/15 20:08,2018/11/15 20:16,43419.838888888943419.8444444444,#N/A,,,,
-,-,20,2018/11/15 20:11,010-350-RED,14617,乗客アプリ（地図から）,4852,871,7,1,,2018/11/15 20:13,2018/11/15 20:21,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/15 20:12,2018/11/15 20:12,2018/11/15 20:19,2018/11/15 20:31,,2018/11/15 20:11,0:08:35,0:08:35,,00,01,,,2018/11/15 20:11,2018/11/15 20:21,43419.840972222243419.8479166667,#N/A,,,,
★,-,20,2018/11/15 20:11,118-070-SUN 009-842-BLUE,14619,乗客アプリ（地図から）,2535,597,7,2,,2018/11/15 20:16,2018/11/15 20:27,35.453715 139.638133,横浜ワールドポーターズ,35.443704 139.651332,ホテルメルパルク横浜,2018/11/15 20:21,2018/11/15 20:21,2018/11/15 20:39,2018/11/15 20:39,2018/11/15 20:21,2018/11/15 20:21,0:10:33,0:21:06,,00,00,,,2018/11/15 20:11,2018/11/15 20:27,43419.840972222243419.8520833333,肯定的,,,,
-,-,20,2018/11/15 20:12,018-139-RED,14620,まちかど端末（店舗から）,0,914,10,1,,2018/11/15 20:13,2018/11/15 20:18,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/11/15 20:13,2018/11/15 20:13,2018/11/15 20:25,2018/11/15 20:25,,2018/11/15 20:12,0:04:16,0:04:16,,00,01,,,2018/11/15 20:12,2018/11/15 20:18,43419.841666666743419.8458333333,#N/A,,,,
-,-,20,2018/11/15 20:14,166-737-agekke 166-736-agekke 166-752-agekke 166-729-agekke 166-680-agekke,14621,まちかど端末（乗降ポイントから）,0,612,8,5,,2018/11/15 20:16,2018/11/15 20:22,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 20:17,2018/11/15 20:17,2018/11/15 20:28,2018/11/15 20:28,,2018/11/15 20:14,0:06:19,0:31:35,,00,02,,,2018/11/15 20:14,2018/11/15 20:22,43419.843055555643419.8486111111,#N/A,,,,
-,-,20,2018/11/15 20:15,018-963-RED,14622,乗客アプリ（地図から）,1352,588,2,1,,2018/11/15 20:17,2018/11/15 20:36,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 20:17,2018/11/15 20:17,2018/11/15 20:27,2018/11/15 20:27,,2018/11/15 20:15,0:19:08,0:19:08,,00,01,,,2018/11/15 20:15,2018/11/15 20:36,43419.8437543419.8583333333,#N/A,,,,
-,-,20,2018/11/15 20:18,031-157-YELLOW,14623,まちかど端末（乗降ポイントから）,0,30,6,1,,2018/11/15 20:25,2018/11/15 20:30,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 20:22,2018/11/15 20:22,2018/11/15 20:30,2018/11/15 20:30,,2018/11/15 20:18,0:05:15,0:05:15,,03,07,,,2018/11/15 20:18,2018/11/15 20:30,43419.845833333343419.8541666667,#N/A,,,,
★,-,20,2018/11/15 20:20,166-751-agekke,14624,乗客アプリ（目的地から）,2589,734,2,1,,2018/11/15 20:30,2018/11/15 20:44,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 20:30,2018/11/15 20:30,2018/11/15 20:45,2018/11/15 20:45,2018/11/15 20:30,2018/11/15 20:30,0:14:34,0:14:34,,00,00,,,2018/11/15 20:20,2018/11/15 20:44,43419.847222222243419.8638888889,#N/A,,,,
-,-,20,2018/11/15 20:21,166-672-agekke,14625,乗客アプリ（目的地から）,3945,204,4,1,,2018/11/15 20:23,2018/11/15 20:39,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 20:24,2018/11/15 20:24,2018/11/15 20:40,2018/11/15 20:49,,2018/11/15 20:21,0:16:17,0:16:17,,00,02,,,2018/11/15 20:21,2018/11/15 20:39,43419.847916666743419.8604166667,#N/A,,,,
★,-,20,2018/11/15 20:21,166-688-agekke,14626,乗客アプリ（目的地から）,5428,442,4,1,,2018/11/15 20:29,2018/11/15 20:39,35.441441 139.648505,横浜中華街朱雀門,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 20:31,2018/11/15 20:31,2018/11/15 20:48,2018/11/15 20:48,2018/11/15 20:31,2018/11/15 20:31,0:09:55,0:09:55,,00,00,,,2018/11/15 20:21,2018/11/15 20:39,43419.847916666743419.8604166667,#N/A,,,,
-,-,20,2018/11/15 20:23,000-364-BLUE,14627,乗客アプリ（簡単予約）,4795,974,5,1,,2018/11/15 20:26,2018/11/15 20:32,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/11/15 20:26,2018/11/15 20:26,2018/11/15 20:38,2018/11/15 20:38,,2018/11/15 20:23,0:06:09,0:06:09,,00,02,,,2018/11/15 20:23,2018/11/15 20:32,43419.849305555643419.8555555556,#N/A,,,,
