,,,日時,,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,計算用ダミー,
-,☆,14,2018/11/8 14:53,064-533-BANANA 064-532-BANANA,11085,乗客アプリ（目的地から）,5362,335,11,2,2018/11/8 14:54,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 14:57,,2018/11/8 15:09,,,2018/11/8 14:53,0:00:00,0:00:00,,00,03,,,2018/11/8 14:53,1900/1/0 0:00,43412.62013888890,#N/A,,,
★,-,15,2018/11/8 14:52,028-824-GREEN 027-793-GREEN,11083,乗客アプリ（地図から）,5131,31,1,2,,2018/11/8 15:01,2018/11/8 15:16,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 15:02,2018/11/8 15:02,2018/11/8 15:15,2018/11/8 15:15,2018/11/8 15:02,2018/11/8 15:02,0:14:23,0:28:46,363,00,00,04,04,2018/11/8 14:52,2018/11/8 15:16,43412.619444444443412.6361111111,#N/A,,,
★,-,15,2018/11/8 14:55,064-533-BANANA 064-532-BANANA,11086,乗客アプリ（目的地から）,5362,124,11,2,,2018/11/8 15:00,2018/11/8 15:07,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 15:05,2018/11/8 15:05,2018/11/8 15:17,2018/11/8 15:17,2018/11/8 15:05,2018/11/8 15:05,0:07:00,0:14:00,,00,00,,,2018/11/8 14:55,2018/11/8 15:07,43412.621527777843412.6298611111,#N/A,,,
★,-,15,2018/11/8 15:00,103-425-SNOW,11087,乗客アプリ（地図から）,5387,213,3,1,,2018/11/8 15:09,2018/11/8 15:29,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/8 15:10,2018/11/8 15:10,2018/11/8 15:30,2018/11/8 15:30,2018/11/8 15:10,2018/11/8 15:10,0:19:36,0:19:36,,00,00,,,2018/11/8 15:00,2018/11/8 15:29,43412.62543412.6451388889,肯定的,,,
-,-,15,2018/11/8 15:00,166-643-agekke,11088,乗客アプリ（目的地から）,5169,134,10,1,,2018/11/8 15:10,2018/11/8 15:15,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443659 139.650847,横浜マリンタワー,2018/11/8 15:12,2018/11/8 15:12,2018/11/8 15:19,2018/11/8 15:19,,2018/11/8 15:00,0:04:51,0:04:51,,00,10,,,2018/11/8 15:00,2018/11/8 15:15,43412.62543412.6354166667,#N/A,,,
-,-,15,2018/11/8 15:00,022-590-GREEN 022-520-GREEN,11089,乗客アプリ（目的地から）,4966,72,4,2,,2018/11/8 15:04,2018/11/8 15:11,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/8 15:03,2018/11/8 15:04,2018/11/8 15:19,2018/11/8 15:19,,2018/11/8 15:00,0:06:25,0:12:50,,01,04,,,2018/11/8 15:00,2018/11/8 15:11,43412.62543412.6326388889,#N/A,,,
-,-,15,2018/11/8 15:01,025-748-GREEN,11090,まちかど端末（店舗から）,0,615,9,1,,2018/11/8 15:06,2018/11/8 15:14,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 15:08,2018/11/8 15:08,2018/11/8 15:20,2018/11/8 15:20,,2018/11/8 15:01,0:08:13,0:08:13,,00,04,,,2018/11/8 15:01,2018/11/8 15:14,43412.625694444443412.6347222222,#N/A,,,
-,-,15,2018/11/8 15:06,105-581-SNOW 105-434-SNOW,11092,まちかど端末（乗降ポイントから）,0,672,2,2,,2018/11/8 15:12,2018/11/8 15:20,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443073 139.651914,横浜人形の家,2018/11/8 15:11,2018/11/8 15:11,2018/11/8 15:19,2018/11/8 15:19,,2018/11/8 15:06,0:07:23,0:14:46,,01,06,,,2018/11/8 15:06,2018/11/8 15:20,43412.629166666743412.6388888889,#N/A,,,
-,-,15,2018/11/8 15:15,111-608-SUN,11094,乗客アプリ（簡単予約）,5513,730,9,1,,2018/11/8 15:22,2018/11/8 15:26,35.450447 139.635947,みなとみらい線　馬車道駅,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/8 15:21,2018/11/8 15:21,2018/11/8 15:29,2018/11/8 15:29,,2018/11/8 15:15,0:04:08,0:04:08,,01,07,,,2018/11/8 15:15,2018/11/8 15:26,43412.635416666743412.6430555556,#N/A,,,
-,-,15,2018/11/8 15:16,104-950-SNOW 104-951-SNOW 104-949-SNOW,11095,乗客アプリ（目的地から）,5532,594,5,3,,2018/11/8 15:20,2018/11/8 15:26,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/8 15:17,2018/11/8 15:17,2018/11/8 15:31,2018/11/8 15:31,,2018/11/8 15:16,0:06:27,0:19:21,,02,03,,,2018/11/8 15:16,2018/11/8 15:26,43412.636111111143412.6430555556,肯定的,,,
-,-,15,2018/11/8 15:16,166-661-agekke,11096,まちかど端末（乗降ポイントから）,0,651,6,1,,2018/11/8 15:27,2018/11/8 15:31,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/8 15:26,2018/11/8 15:26,2018/11/8 15:36,2018/11/8 15:36,,2018/11/8 15:16,0:04:19,0:04:19,,01,10,,,2018/11/8 15:16,2018/11/8 15:31,43412.636111111143412.6465277778,#N/A,,,
-,-,15,2018/11/8 15:17,166-642-agekke,11097,乗客アプリ（地図から）,2051,155,4,1,,2018/11/8 15:21,2018/11/8 15:31,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/8 15:29,2018/11/8 15:29,2018/11/8 15:43,2018/11/8 15:43,,2018/11/8 15:17,0:10:16,0:10:16,,00,04,,,2018/11/8 15:17,2018/11/8 15:31,43412.636805555643412.6465277778,#N/A,,,
★,-,15,2018/11/8 15:27,167-424-CAKE,11098,乗客アプリWeb（地図から）,5533,32,7,1,,2018/11/8 15:35,2018/11/8 15:43,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/8 15:37,2018/11/8 15:37,2018/11/8 15:47,2018/11/8 15:47,2018/11/8 15:37,2018/11/8 15:37,0:08:41,0:08:41,,00,00,,,2018/11/8 15:27,2018/11/8 15:43,43412.6437543412.6548611111,#N/A,,,
-,-,15,2018/11/8 15:31,024-920-GREEN 024-919-GREEN,11099,まちかど端末（店舗から）,0,579,6,2,,2018/11/8 15:32,2018/11/8 15:37,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 15:32,2018/11/8 15:32,2018/11/8 15:44,2018/11/8 15:44,,2018/11/8 15:31,0:05:05,0:10:10,,00,01,,,2018/11/8 15:31,2018/11/8 15:37,43412.646527777843412.6506944444,#N/A,,,
-,-,15,2018/11/8 15:32,009-308-BLUE,11100,乗客アプリ（目的地から）,2530,705,2,1,,2018/11/8 15:39,2018/11/8 15:52,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/8 15:41,2018/11/8 15:41,2018/11/8 15:56,2018/11/8 15:56,,2018/11/8 15:32,0:13:01,0:13:01,,00,06,,,2018/11/8 15:32,2018/11/8 15:52,43412.647222222243412.6611111111,#N/A,,,
-,-,15,2018/11/8 15:33,105-405-SNOW,11101,まちかど端末（店舗から）,0,277,3,1,,2018/11/8 15:39,2018/11/8 15:47,35.441002 139.650809,横浜元町ショッピングストリート,35.445783 139.642958,横浜情報文化センター,2018/11/8 15:37,2018/11/8 15:37,2018/11/8 15:44,2018/11/8 15:44,,2018/11/8 15:33,0:08:33,0:08:33,,01,06,,,2018/11/8 15:33,2018/11/8 15:47,43412.647916666743412.6576388889,#N/A,,,
-,-,15,2018/11/8 15:34,015-874-RED,11102,まちかど端末（乗降ポイントから）,0,632,5,1,,2018/11/8 15:38,2018/11/8 15:44,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/8 15:38,2018/11/8 15:38,2018/11/8 15:48,2018/11/8 15:48,,2018/11/8 15:34,0:06:03,0:06:03,,00,04,,,2018/11/8 15:34,2018/11/8 15:44,43412.648611111143412.6555555556,#N/A,,,
-,-,15,2018/11/8 15:36,167-421-CAKE,11103,乗客アプリWeb（目的地から）,5509,288,1,2,,2018/11/8 15:40,2018/11/8 15:50,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/8 15:41,2018/11/8 15:41,2018/11/8 15:55,2018/11/8 15:55,,2018/11/8 15:36,0:10:31,0:21:02,,00,04,,,2018/11/8 15:36,2018/11/8 15:50,43412.6543412.6597222222,肯定的,,,
-,-,15,2018/11/8 15:37,166-677-agekke,11104,乗客アプリ（目的地から）,2314,744,8,1,,2018/11/8 15:45,2018/11/8 15:49,35.456605 139.635327,横浜ベイホテル東急,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 15:44,2018/11/8 15:44,2018/11/8 15:55,2018/11/8 15:55,,2018/11/8 15:37,0:04:50,0:04:50,,00,07,,,2018/11/8 15:37,2018/11/8 15:49,43412.650694444443412.6590277778,#N/A,,,
-,-,15,2018/11/8 15:42,064-537-BANANA 061-364-BANANA,11105,まちかど端末（店舗から）,0,479,6,2,,2018/11/8 15:45,2018/11/8 15:52,35.454389 139.630904,横浜ランドマークタワー,35.447546 139.64358,横浜開港資料館,2018/11/8 15:45,2018/11/8 15:45,2018/11/8 15:58,2018/11/8 15:58,,2018/11/8 15:42,0:06:29,0:12:58,,00,03,,,2018/11/8 15:42,2018/11/8 15:52,43412.654166666743412.6611111111,#N/A,,,
-,-,15,2018/11/8 15:44,019-552-RED,11106,乗客アプリ（目的地から）,938,671,7,1,,2018/11/8 15:56,2018/11/8 16:09,35.447541 139.644914,シルク博物館,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/8 15:50,2018/11/8 15:54,2018/11/8 16:08,2018/11/8 16:23,,2018/11/8 15:44,0:12:35,0:12:35,,06,11,,,2018/11/8 15:44,2018/11/8 16:09,43412.655555555643412.6729166667,#N/A,,,
-,-,15,2018/11/8 15:47,017-602-RED,11107,乗客アプリ（地図から）,4826,169,8,1,,2018/11/8 15:50,2018/11/8 15:56,35.450554 139.632616,横浜桜木町ワシントンホテル,35.447541 139.644914,シルク博物館,2018/11/8 15:50,2018/11/8 15:50,2018/11/8 16:00,2018/11/8 16:01,,2018/11/8 15:47,0:06:51,0:06:51,,00,02,,,2018/11/8 15:47,2018/11/8 15:56,43412.657638888943412.6638888889,肯定的,,,
-,-,15,2018/11/8 15:47,028-185-GREEN,11108,乗客アプリ（地図から）,4828,997,8,1,,2018/11/8 15:50,2018/11/8 15:56,35.450554 139.632616,横浜桜木町ワシントンホテル,35.447541 139.644914,シルク博物館,2018/11/8 15:51,2018/11/8 15:51,2018/11/8 16:00,2018/11/8 16:00,,2018/11/8 15:47,0:06:34,0:06:34,,00,03,,,2018/11/8 15:47,2018/11/8 15:56,43412.657638888943412.6638888889,時刻かぶり,,,
★,-,15,2018/11/8 15:47,167-404-CAKE,11110,乗客アプリWeb（目的地から）,5037,805,3,1,,2018/11/8 15:55,2018/11/8 16:02,35.443908 139.635249,イセザキ・モール,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/8 15:57,2018/11/8 15:57,2018/11/8 16:05,2018/11/8 16:05,2018/11/8 15:57,2018/11/8 15:57,0:06:49,0:06:49,,00,00,,,2018/11/8 15:47,2018/11/8 16:02,43412.657638888943412.6680555556,#N/A,,,
-,-,15,2018/11/8 15:48,019-538-RED 019-537-RED,11111,乗客アプリ（簡単予約）,3203,634,10,2,,2018/11/8 15:54,2018/11/8 16:06,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/8 15:56,2018/11/8 15:56,2018/11/8 16:06,2018/11/8 16:06,,2018/11/8 15:48,0:12:24,0:24:48,,00,06,,,2018/11/8 15:48,2018/11/8 16:06,43412.658333333343412.6708333333,#N/A,,,
-,-,15,2018/11/8 15:49,111-368-SUN 111-369-SUN,11112,まちかど端末（店舗から）,0,315,9,2,,2018/11/8 16:00,2018/11/8 16:09,35.452963 139.642093,横浜赤レンガ倉庫,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/8 16:03,2018/11/8 16:03,2018/11/8 16:18,2018/11/8 16:18,,2018/11/8 15:49,0:08:03,0:16:06,,00,11,,,2018/11/8 15:49,2018/11/8 16:09,43412.659027777843412.6729166667,#N/A,,,
-,-,15,2018/11/8 15:52,105-405-SNOW,11114,まちかど端末（店舗から）,0,494,6,1,,2018/11/8 15:56,2018/11/8 16:01,35.445783 139.642958,横浜情報文化センター,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/8 15:54,2018/11/8 15:54,2018/11/8 15:58,2018/11/8 15:58,,2018/11/8 15:52,0:05:09,0:05:09,,02,03,,,2018/11/8 15:52,2018/11/8 16:01,43412.661111111143412.6673611111,#N/A,,,
-,-,15,2018/11/8 15:56,166-652-agekke,11116,まちかど端末（乗降ポイントから）,0,928,2,1,,2018/11/8 15:58,2018/11/8 16:29,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/8 16:05,2018/11/8 16:05,2018/11/8 16:13,2018/11/8 16:13,,2018/11/8 15:56,0:30:38,0:30:38,,00,02,,,2018/11/8 15:56,2018/11/8 16:29,43412.663888888943412.6868055556,#N/A,,,
-,-,15,2018/11/8 15:57,114-413-SUN 114-488-SUN,11117,まちかど端末（店舗から）,0,24,6,2,,2018/11/8 16:02,2018/11/8 16:07,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/8 16:01,2018/11/8 16:01,2018/11/8 16:13,2018/11/8 16:13,,2018/11/8 15:57,0:05:46,0:11:32,,01,05,,,2018/11/8 15:57,2018/11/8 16:07,43412.664583333343412.6715277778,#N/A,,,
-,-,15,2018/11/8 15:58,166-701-agekke,11118,乗客アプリ（地図から）,2435,887,8,1,,2018/11/8 16:03,2018/11/8 16:10,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/8 16:01,2018/11/8 16:01,2018/11/8 16:21,2018/11/8 16:21,,2018/11/8 15:58,0:06:57,0:06:57,,02,05,,,2018/11/8 15:58,2018/11/8 16:10,43412.665277777843412.6736111111,#N/A,,,
-,-,15,2018/11/8 15:58,104-220-SNOW,11119,まちかど端末（店舗から）,0,510,3,1,,2018/11/8 16:09,2018/11/8 16:19,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/8 16:11,2018/11/8 16:11,2018/11/8 16:25,2018/11/8 16:33,,2018/11/8 15:58,0:09:19,0:09:19,,00,11,,,2018/11/8 15:58,2018/11/8 16:19,43412.665277777843412.6798611111,#N/A,,,
★,☆,15,2018/11/8 14:11,110-863-SUN,11067,まちかど端末（店舗から）,0,484,3,1,2018/11/8 14:11,,,35.447541 139.644914,シルク博物館,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/8 15:11,,2018/11/8 15:23,,2018/11/8 15:11,2018/11/8 15:11,0:00:00,0:00:00,,00,00,,,2018/11/8 14:11,1900/1/0 0:00,43412.59097222220,#N/A,,,
★,☆,15,2018/11/8 15:47,112-405-SUN,11109,乗客アプリ（地図から）,4073,386,7,1,2018/11/8 15:50,,,35.447541 139.644914,シルク博物館,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/8 15:57,,2018/11/8 16:13,,2018/11/8 15:57,2018/11/8 15:57,0:00:00,0:00:00,,00,00,,,2018/11/8 15:47,1900/1/0 0:00,43412.65763888890,#N/A,,,
★,-,15,2018/11/8 15:03,019-855-RED 019-854-RED,11091,乗客アプリ（目的地から）,2483,760,4,2,,2018/11/8 16:02,2018/11/8 16:12,35.453715 139.638133,横浜ワールドポーターズ,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/8 16:03,2018/11/8 16:03,2018/11/8 16:20,2018/11/8 16:20,2018/11/8 16:03,2018/11/8 16:03,0:10:03,0:20:06,565,00,00,05,04,2018/11/8 15:03,2018/11/8 16:12,43412.627083333343412.675,#N/A,,,
★,-,15,2018/11/8 15:11,057-500-STRAWBERRY 106-828-SNOW 057-508-STRAWBERRY,11093,乗客アプリ（目的地から）,1478,218,11,3,,2018/11/8 16:11,2018/11/8 16:31,35.448801 139.636702,ホテルルートイン横浜馬車道,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/8 16:11,2018/11/8 16:12,2018/11/8 16:28,2018/11/8 16:47,2018/11/8 16:11,2018/11/8 16:11,0:19:37,0:58:51,,00,00,,,2018/11/8 15:11,2018/11/8 16:31,43412.632638888943412.6881944444,#N/A,,,
★,-,16,2018/11/8 15:51,112-405-SUN,11113,乗客アプリ（地図から）,4073,468,7,1,,2018/11/8 15:56,2018/11/8 16:04,35.447541 139.644914,シルク博物館,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/8 16:01,2018/11/8 16:01,2018/11/8 16:16,2018/11/8 16:16,2018/11/8 16:01,2018/11/8 16:01,0:07:46,0:07:46,,00,00,,,2018/11/8 15:51,2018/11/8 16:04,43412.660416666743412.6694444444,#N/A,,,
★,-,16,2018/11/8 15:56,103-425-SNOW,11115,乗客アプリ（地図から）,5387,274,1,1,,2018/11/8 16:03,2018/11/8 16:28,35.443073 139.651914,横浜人形の家,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/8 16:05,2018/11/8 16:05,2018/11/8 16:28,2018/11/8 16:28,2018/11/8 16:05,2018/11/8 16:05,0:24:47,0:24:47,,00,00,,,2018/11/8 15:56,2018/11/8 16:28,43412.663888888943412.6861111111,肯定的,,,
-,-,16,2018/11/8 16:05,062-651-BANANA 064-758-BANANA 064-759-BANANA,11120,乗客アプリ（簡単予約）,4862,247,4,3,,2018/11/8 16:22,2018/11/8 16:52,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/8 16:25,2018/11/8 16:25,2018/11/8 16:45,2018/11/8 16:45,,2018/11/8 16:05,0:30:22,1:31:06,,00,16,,,2018/11/8 16:05,2018/11/8 16:52,43412.670138888943412.7027777778,#N/A,,,
-,-,16,2018/11/8 16:06,109-750-SNOW,11121,まちかど端末（乗降ポイントから）,0,146,1,1,,2018/11/8 16:14,2018/11/8 16:22,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 16:11,2018/11/8 16:11,2018/11/8 16:21,2018/11/8 16:21,,2018/11/8 16:06,0:07:53,0:07:53,,03,07,,,2018/11/8 16:06,2018/11/8 16:22,43412.670833333343412.6819444444,#N/A,,,
-,-,16,2018/11/8 16:07,166-692-agekke,11122,まちかど端末（乗降ポイントから）,0,17,6,1,,2018/11/8 16:12,2018/11/8 16:23,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/8 16:22,2018/11/8 16:22,2018/11/8 16:42,2018/11/8 16:42,,2018/11/8 16:07,0:11:25,0:11:25,,00,04,,,2018/11/8 16:07,2018/11/8 16:23,43412.671527777843412.6826388889,#N/A,,,
-,-,16,2018/11/8 16:09,006-586-BLUE,11123,乗客アプリ（地図から）,1949,924,9,1,,2018/11/8 16:17,2018/11/8 16:27,35.445783 139.642958,横浜情報文化センター,35.456605 139.635327,横浜ベイホテル東急,2018/11/8 16:22,2018/11/8 16:22,2018/11/8 16:39,2018/11/8 16:39,,2018/11/8 16:09,0:10:13,0:10:13,,00,08,,,2018/11/8 16:09,2018/11/8 16:27,43412.672916666743412.6854166667,#N/A,,,
-,-,16,2018/11/8 16:09,110-767-SUN,11124,乗客アプリ（地図から）,5506,422,7,1,,2018/11/8 16:19,2018/11/8 16:32,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/8 16:15,2018/11/8 16:15,2018/11/8 16:27,2018/11/8 16:27,,2018/11/8 16:09,0:13:14,0:13:14,,04,09,,,2018/11/8 16:09,2018/11/8 16:32,43412.672916666743412.6888888889,#N/A,,,
★,-,16,2018/11/8 16:10,065-334-BANANA,11126,乗客アプリ（地図から）,3962,544,11,1,,2018/11/8 16:18,2018/11/8 16:25,35.447541 139.644914,シルク博物館,35.456605 139.635327,横浜ベイホテル東急,2018/11/8 16:20,2018/11/8 16:20,2018/11/8 16:38,2018/11/8 16:38,2018/11/8 16:20,2018/11/8 16:20,0:07:10,0:07:10,,00,00,,,2018/11/8 16:10,2018/11/8 16:25,43412.673611111143412.6840277778,#N/A,,,
-,-,16,2018/11/8 16:10,018-502-RED,11127,まちかど端末（乗降ポイントから）,0,89,10,1,,2018/11/8 16:20,2018/11/8 16:34,35.453715 139.638133,横浜ワールドポーターズ,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/8 16:21,2018/11/8 16:21,2018/11/8 16:37,2018/11/8 16:41,,2018/11/8 16:10,0:13:44,0:13:44,,00,10,,,2018/11/8 16:10,2018/11/8 16:34,43412.673611111143412.6902777778,#N/A,,,
-,-,16,2018/11/8 16:11,103-217-SNOW,11128,乗客アプリ（地図から）,5542,821,8,1,,2018/11/8 16:15,2018/11/8 16:20,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/8 16:17,2018/11/8 16:17,2018/11/8 16:27,2018/11/8 16:27,,2018/11/8 16:11,0:04:37,0:04:37,,00,03,,,2018/11/8 16:11,2018/11/8 16:20,43412.674305555643412.6805555556,#N/A,,,
-,-,16,2018/11/8 16:12,166-757-agekke,11129,乗客アプリ（簡単予約）,1885,925,3,1,,2018/11/8 16:31,2018/11/8 16:41,35.441441 139.648505,横浜中華街朱雀門,35.456605 139.635327,横浜ベイホテル東急,2018/11/8 16:31,2018/11/8 16:31,2018/11/8 16:51,2018/11/8 16:51,,2018/11/8 16:12,0:10:07,0:10:07,,00,18,,,2018/11/8 16:12,2018/11/8 16:41,43412.67543412.6951388889,肯定的,,,
-,-,16,2018/11/8 16:14,017-602-RED,11131,乗客アプリ（地図から）,4826,810,10,1,,2018/11/8 16:28,2018/11/8 16:41,35.447541 139.644914,シルク博物館,35.443073 139.651914,横浜人形の家,2018/11/8 16:31,2018/11/8 16:31,2018/11/8 16:36,2018/11/8 16:37,,2018/11/8 16:14,0:13:02,0:13:02,,00,14,,,2018/11/8 16:14,2018/11/8 16:41,43412.676388888943412.6951388889,#N/A,,,
-,-,16,2018/11/8 16:14,028-185-GREEN,11132,乗客アプリ（地図から）,4828,363,10,1,,2018/11/8 16:28,2018/11/8 16:34,35.447541 139.644914,シルク博物館,35.443073 139.651914,横浜人形の家,2018/11/8 16:31,2018/11/8 16:31,2018/11/8 16:37,2018/11/8 16:37,,2018/11/8 16:14,0:05:26,0:05:26,,00,14,,,2018/11/8 16:14,2018/11/8 16:34,43412.676388888943412.6902777778,#N/A,,,
★,-,16,2018/11/8 16:15,166-658-agekke,11133,乗客アプリ（地図から）,1751,657,6,1,,2018/11/8 16:23,2018/11/8 16:31,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 16:30,2018/11/8 16:30,2018/11/8 16:39,2018/11/8 16:39,2018/11/8 16:25,2018/11/8 16:25,0:07:36,0:07:36,,00,00,,,2018/11/8 16:15,2018/11/8 16:31,43412.677083333343412.6881944444,肯定的,,,
★,-,16,2018/11/8 16:22,167-421-CAKE,11134,乗客アプリWeb（地図から）,5509,615,8,2,,2018/11/8 16:33,2018/11/8 16:44,35.441002 139.650809,横浜元町ショッピングストリート,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/8 16:38,2018/11/8 16:38,2018/11/8 16:58,2018/11/8 16:58,2018/11/8 16:32,2018/11/8 16:32,0:11:34,0:23:08,,00,01,,,2018/11/8 16:22,2018/11/8 16:44,43412.681944444443412.6972222222,#N/A,,,
-,-,16,2018/11/8 16:22,071-164-ORANGE 071-166-ORANGE 071-165-ORANGE,11135,乗客アプリ（目的地から）,5465,634,1,3,,2018/11/8 16:33,2018/11/8 16:41,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/8 16:36,2018/11/8 16:36,2018/11/8 16:46,2018/11/8 16:46,,2018/11/8 16:22,0:07:34,0:22:42,,00,11,,,2018/11/8 16:22,2018/11/8 16:41,43412.681944444443412.6951388889,#N/A,,,
-,-,16,2018/11/8 16:22,024-480-GREEN 024-479-GREEN,11136,乗客アプリ（地図から）,2892,183,9,2,,2018/11/8 16:28,2018/11/8 16:35,35.45435 139.631762,横浜ロイヤルパークホテル,35.445783 139.642958,横浜情報文化センター,2018/11/8 16:31,2018/11/8 16:31,2018/11/8 16:48,2018/11/8 16:48,,2018/11/8 16:22,0:07:07,0:14:14,,00,05,,,2018/11/8 16:22,2018/11/8 16:35,43412.681944444443412.6909722222,#N/A,,,
★,-,16,2018/11/8 16:28,063-414-BANANA 073-756-ORANGE,11137,まちかど端末（店舗から）,0,688,4,2,,2018/11/8 16:40,2018/11/8 17:00,35.445857 139.647636,ホテルモントレ横浜,35.454389 139.630904,横浜ランドマークタワー,2018/11/8 16:37,2018/11/8 16:37,2018/11/8 17:01,2018/11/8 17:01,2018/11/8 16:37,2018/11/8 16:37,0:20:14,0:40:28,,02,02,,,2018/11/8 16:28,2018/11/8 17:00,43412.686111111143412.7083333333,#N/A,,,
★,-,16,2018/11/8 16:32,104-950-SNOW 104-951-SNOW 104-949-SNOW,11138,乗客アプリ（目的地から）,5532,906,2,3,,2018/11/8 16:42,2018/11/8 16:54,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 16:42,2018/11/8 16:42,2018/11/8 16:56,2018/11/8 16:56,2018/11/8 16:42,2018/11/8 16:42,0:12:29,0:37:27,,00,00,,,2018/11/8 16:32,2018/11/8 16:54,43412.688888888943412.7041666667,#N/A,,,
-,-,16,2018/11/8 16:33,020-223-GREEN,11139,乗客アプリ（目的地から）,5470,186,6,1,,2018/11/8 16:37,2018/11/8 16:46,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/8 16:38,2018/11/8 16:38,2018/11/8 16:55,2018/11/8 16:55,,2018/11/8 16:33,0:08:48,0:08:48,,00,04,,,2018/11/8 16:33,2018/11/8 16:46,43412.689583333343412.6986111111,肯定的,,,
