,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,,,
★,☆,15,2018/11/3 15:37,9082,乗客アプリ（目的地から）,2400,348,8,1,2018/11/3 15:37,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/3 15:59,,2018/11/3 16:05,,2018/11/3 15:47,2018/11/3 15:47,0:00:00,0:00:00,,00,12,,,2018/11/3 15:37,1900/1/0 0:00,43407.65069444440,#N/A,,※269行と同一人物と思われるため一番短いものを採用,,
-,☆,15,2018/11/3 15:37,9083,乗客アプリ（地図から）,1310,382,4,1,2018/11/3 15:37,,,35.456605 139.635327,横浜ベイホテル東急,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/3 16:07,,2018/11/3 16:16,,,2018/11/3 15:37,0:00:00,0:00:00,,00,30,,,2018/11/3 15:37,1900/1/0 0:00,43407.65069444440,#N/A,,,,
-,☆,15,2018/11/3 15:37,9084,乗客アプリ（地図から）,2813,433,8,3,2018/11/3 15:38,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/3 15:54,,2018/11/3 16:02,,,2018/11/3 15:37,0:00:00,0:00:00,,00,16,,,2018/11/3 15:37,1900/1/0 0:00,43407.65069444440,#N/A,,,,
-,☆,15,2018/11/3 15:38,9085,乗客アプリ（地図から）,2400,539,8,1,2018/11/3 15:38,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/3 16:07,,2018/11/3 16:14,,,2018/11/3 15:38,0:00:00,0:00:00,,00,,,,2018/11/3 15:38,1900/1/0 0:00,43407.65138888890,#N/A,,※266行と同一人物と思われるため一番短いものを採用,,
-,☆,15,2018/11/3 15:40,9089,乗客アプリ（地図から）,1310,488,7,1,2018/11/3 15:49,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/3 15:51,,2018/11/3 15:59,,,2018/11/3 15:40,0:00:00,0:00:00,,00,10,,,2018/11/3 15:40,1900/1/0 0:00,43407.65277777780,#N/A,,,,
-,☆,15,2018/11/3 15:44,9091,まちかど端末（店舗から）,0,325,7,2,2018/11/3 15:56,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/3 16:17,,2018/11/3 16:29,,,2018/11/3 15:44,0:00:00,0:00:00,,00,32,,,2018/11/3 15:44,1900/1/0 0:00,43407.65555555560,#N/A,,,,
-,☆,15,2018/11/3 15:44,9092,乗客アプリWeb（目的地から）,4902,878,3,2,2018/11/3 15:49,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/3 16:06,,2018/11/3 16:16,,,2018/11/3 15:44,0:00:00,0:00:00,,00,21,,,2018/11/3 15:44,1900/1/0 0:00,43407.65555555560,#N/A,,,,
-,☆,15,2018/11/3 15:47,9094,乗客アプリ（目的地から）,3600,856,10,1,2018/11/3 15:47,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/3 16:23,,2018/11/3 16:32,,,2018/11/3 15:47,0:00:00,0:00:00,,00,35,,,2018/11/3 15:47,1900/1/0 0:00,43407.65763888890,#N/A,,,,
-,☆,15,2018/11/3 15:51,9098,乗客アプリ（目的地から）,4900,166,3,2,2018/11/3 15:54,,,35.453715 139.638133,横浜ワールドポーターズ,35.454389 139.630904,横浜ランドマークタワー,2018/11/3 16:21,,2018/11/3 16:32,,,2018/11/3 15:51,0:00:00,0:00:00,,00,,,,2018/11/3 15:51,1900/1/0 0:00,43407.66041666670,#N/A,,"※278,280行と同一人物と思われるため一番短いものを採用",,
-,☆,15,2018/11/3 15:52,9100,まちかど端末（店舗から）,0,264,1,4,2018/11/3 15:53,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.453715 139.638133,横浜ワールドポーターズ,2018/11/3 16:22,,2018/11/3 16:38,,,2018/11/3 15:52,0:00:00,0:00:00,,00,30,,,2018/11/3 15:52,1900/1/0 0:00,43407.66111111110,#N/A,,,,
-,☆,15,2018/11/3 15:52,9101,乗客アプリ（地図から）,4679,73,4,2,2018/11/3 15:53,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/3 16:32,,2018/11/3 16:51,,,2018/11/3 15:52,0:00:00,0:00:00,,00,40,,,2018/11/3 15:52,1900/1/0 0:00,43407.66111111110,#N/A,,,,
-,☆,15,2018/11/3 15:55,9103,まちかど端末（乗降ポイントから）,0,539,3,1,2018/11/3 15:59,,,35.456605 139.635327,横浜ベイホテル東急,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 16:30,,2018/11/3 16:41,,,2018/11/3 15:55,0:00:00,0:00:00,,00,35,,,2018/11/3 15:55,1900/1/0 0:00,43407.66319444440,#N/A,,,,
-,☆,15,2018/11/3 15:55,9104,乗客アプリ（目的地から）,4900,764,1,2,2018/11/3 15:55,,,35.453715 139.638133,横浜ワールドポーターズ,35.454389 139.630904,横浜ランドマークタワー,2018/11/3 16:28,,2018/11/3 16:39,,,2018/11/3 15:55,0:00:00,0:00:00,,00,,,,2018/11/3 15:55,1900/1/0 0:00,43407.66319444440,#N/A,,"※274,280行と同一人物と思われるため一番短いものを採用",,
-,☆,15,2018/11/3 15:55,9105,乗客アプリ（地図から）,4768,532,8,2,2018/11/3 15:56,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 16:39,,2018/11/3 16:54,,,2018/11/3 15:55,0:00:00,0:00:00,,00,44,,,2018/11/3 15:55,1900/1/0 0:00,43407.66319444440,#N/A,,,,
-,☆,15,2018/11/3 15:57,9106,乗客アプリ（目的地から）,4900,594,7,2,2018/11/3 15:57,,,35.454389 139.630904,横浜ランドマークタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/11/3 16:24,,2018/11/3 16:37,,,2018/11/3 15:57,0:00:00,0:00:00,,00,27,,,2018/11/3 15:57,1900/1/0 0:00,43407.66458333330,#N/A,,"※274,278行と同一人物と思われるため一番短いものを採用",,
-,☆,15,2018/11/3 15:58,9108,まちかど端末（店舗から）,0,81,7,2,2018/11/3 15:58,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 16:22,,2018/11/3 16:32,,,2018/11/3 15:58,0:00:00,0:00:00,,00,24,,,2018/11/3 15:58,1900/1/0 0:00,43407.66527777780,#N/A,,,,
-,☆,15,2018/11/3 15:58,9111,乗客アプリ（地図から）,4798,672,10,2,2018/11/3 15:59,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/3 16:28,,2018/11/3 16:35,,,2018/11/3 15:58,0:00:00,0:00:00,,00,29,,,2018/11/3 15:58,1900/1/0 0:00,43407.66527777780,#N/A,,,,
★,-,16,2018/11/3 15:06,9056,乗客アプリ（目的地から）,4875,624,2,3,,2018/11/3 16:07,2018/11/3 16:14,35.445857 139.647636,ホテルモントレ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 16:06,2018/11/3 16:07,2018/11/3 16:21,2018/11/3 16:22,2018/11/3 16:06,2018/11/3 16:06,0:06:28,0:19:24,869,00,00,24,27,2018/11/3 15:06,2018/11/3 16:14,43407.629166666743407.6763888889,#N/A,,,,
★,-,16,2018/11/3 15:58,9110,乗客アプリ（目的地から）,4900,754,8,2,,2018/11/3 17:02,2018/11/3 17:13,35.454389 139.630904,横浜ランドマークタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/11/3 16:58,2018/11/3 16:58,2018/11/3 17:10,2018/11/3 17:17,2018/11/3 16:58,2018/11/3 16:58,0:10:22,0:20:44,,04,04,,,2018/11/3 15:58,2018/11/3 17:13,43407.665277777843407.7173611111,#N/A,,,,
★,-,16,2018/11/3 15:58,9112,まちかど端末（乗降ポイントから）,0,535,6,2,,2018/11/3 16:26,2018/11/3 16:34,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/3 16:27,2018/11/3 16:27,2018/11/3 16:38,2018/11/3 16:38,2018/11/3 16:08,2018/11/3 16:08,0:07:53,0:15:46,,00,18,,,2018/11/3 15:58,2018/11/3 16:34,43407.665277777843407.6902777778,#N/A,,,,
-,-,16,2018/11/3 16:00,9113,乗客アプリ（目的地から）,4849,341,7,2,,2018/11/3 16:19,2018/11/3 16:19,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/3 16:17,2018/11/3 16:18,2018/11/3 16:37,2018/11/3 16:53,,2018/11/3 16:00,0:00:17,0:00:34,,01,19,,,2018/11/3 16:00,2018/11/3 16:19,43407.666666666743407.6798611111,#N/A,,,,
-,-,16,2018/11/3 16:00,9115,まちかど端末（乗降ポイントから）,0,609,9,2,,2018/11/3 16:07,2018/11/3 16:24,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/3 16:12,2018/11/3 16:12,2018/11/3 16:28,2018/11/3 16:28,,2018/11/3 16:00,0:16:58,0:33:56,,00,06,,,2018/11/3 16:00,2018/11/3 16:24,43407.666666666743407.6833333333,#N/A,,,,
-,-,16,2018/11/3 16:03,9120,乗客アプリ（目的地から）,2563,989,4,3,,2018/11/3 16:40,2018/11/3 17:02,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/3 16:40,2018/11/3 16:44,2018/11/3 17:01,2018/11/3 17:16,,2018/11/3 16:03,0:21:53,1:05:39,,00,36,,,2018/11/3 16:03,2018/11/3 17:02,43407.6687543407.7097222222,#N/A,,,,
-,-,16,2018/11/3 16:07,9124,乗客アプリ（地図から）,4847,544,5,4,,2018/11/3 16:22,2018/11/3 16:30,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 16:34,2018/11/3 16:34,2018/11/3 16:45,2018/11/3 16:45,,2018/11/3 16:07,0:07:28,0:29:52,,00,15,,,2018/11/3 16:07,2018/11/3 16:30,43407.671527777843407.6875,#N/A,,,,
-,-,16,2018/11/3 16:07,9125,まちかど端末（店舗から）,0,287,3,2,,2018/11/3 16:12,2018/11/3 16:18,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 16:24,2018/11/3 16:26,2018/11/3 16:33,2018/11/3 16:36,,2018/11/3 16:07,0:06:35,0:13:10,,00,04,,,2018/11/3 16:07,2018/11/3 16:18,43407.671527777843407.6791666667,#N/A,,,,
★,-,16,2018/11/3 16:08,9129,乗客アプリ（目的地から）,4866,378,9,2,,2018/11/3 16:24,2018/11/3 16:29,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443659 139.650847,横浜マリンタワー,2018/11/3 16:23,2018/11/3 16:25,2018/11/3 16:27,2018/11/3 16:29,2018/11/3 16:18,2018/11/3 16:18,0:04:01,0:08:02,,01,06,,,2018/11/3 16:08,2018/11/3 16:29,43407.672222222243407.6868055556,#N/A,,,,
-,-,16,2018/11/3 16:09,9131,乗客アプリ（目的地から）,2813,516,8,3,,2018/11/3 16:35,2018/11/3 16:53,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/3 16:34,2018/11/3 16:34,2018/11/3 16:48,2018/11/3 16:48,,2018/11/3 16:09,0:17:48,0:53:24,,00,26,,,2018/11/3 16:09,2018/11/3 16:53,43407.672916666743407.7034722222,#N/A,,,,
-,-,16,2018/11/3 16:09,9132,まちかど端末（乗降ポイントから）,0,983,2,1,,2018/11/3 16:46,2018/11/3 17:07,35.456605 139.635327,横浜ベイホテル東急,35.443704 139.651332,ホテルメルパルク横浜,2018/11/3 16:46,2018/11/3 16:51,2018/11/3 17:01,2018/11/3 17:19,,2018/11/3 16:09,0:21:16,0:21:16,,00,36,,,2018/11/3 16:09,2018/11/3 17:07,43407.672916666743407.7131944444,#N/A,,,,
-,-,16,2018/11/3 16:11,9136,乗客アプリ（目的地から）,3162,142,10,1,,2018/11/3 16:29,2018/11/3 16:36,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 16:31,2018/11/3 16:31,2018/11/3 16:43,2018/11/3 16:43,,2018/11/3 16:11,0:06:47,0:06:47,,00,18,,,2018/11/3 16:11,2018/11/3 16:36,43407.674305555643407.6916666667,#N/A,,,,
-,-,16,2018/11/3 16:11,9137,乗客アプリ（目的地から）,2888,942,3,1,,2018/11/3 16:42,2018/11/3 16:52,35.453715 139.638133,横浜ワールドポーターズ,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/3 16:41,2018/11/3 16:45,2018/11/3 16:53,2018/11/3 16:58,,2018/11/3 16:11,0:10:25,0:10:25,,00,30,,,2018/11/3 16:11,2018/11/3 16:52,43407.674305555643407.7027777778,#N/A,,,,
-,-,16,2018/11/3 16:13,9139,乗客アプリ（目的地から）,4797,728,6,2,,2018/11/3 16:53,2018/11/3 17:02,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/3 16:55,2018/11/3 16:56,2018/11/3 17:05,2018/11/3 17:11,,2018/11/3 16:13,0:09:03,0:18:06,,00,40,,,2018/11/3 16:13,2018/11/3 17:02,43407.675694444443407.7097222222,肯定的,,,,
-,-,16,2018/11/3 16:14,9141,乗客アプリ（目的地から）,4408,941,9,2,,2018/11/3 16:44,2018/11/3 17:01,35.443704 139.651332,ホテルメルパルク横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 16:45,2018/11/3 16:45,2018/11/3 17:01,2018/11/3 17:10,,2018/11/3 16:14,0:16:27,0:32:54,,00,30,,,2018/11/3 16:14,2018/11/3 17:01,43407.676388888943407.7090277778,#N/A,,,,
★,-,16,2018/11/3 16:15,9144,まちかど端末（乗降ポイントから）,0,518,3,2,,2018/11/3 16:24,2018/11/3 16:35,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 16:24,2018/11/3 16:24,2018/11/3 16:37,2018/11/3 16:37,2018/11/3 16:24,2018/11/3 16:24,0:11:35,0:23:10,,00,00,,,2018/11/3 16:15,2018/11/3 16:35,43407.677083333343407.6909722222,#N/A,,,,
-,-,16,2018/11/3 16:15,9145,乗客アプリ（地図から）,3445,524,1,1,,2018/11/3 16:48,2018/11/3 17:08,35.45435 139.631762,横浜ロイヤルパークホテル,35.443659 139.650847,横浜マリンタワー,2018/11/3 16:48,2018/11/3 16:56,2018/11/3 17:03,2018/11/3 17:22,,2018/11/3 16:15,0:20:23,0:20:23,,00,32,,,2018/11/3 16:15,2018/11/3 17:08,43407.677083333343407.7138888889,肯定的,,,,
-,-,16,2018/11/3 16:17,9147,乗客アプリ（地図から）,1986,764,7,2,,2018/11/3 16:25,2018/11/3 16:31,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 16:25,2018/11/3 16:25,2018/11/3 16:36,2018/11/3 16:36,,2018/11/3 16:17,0:06:19,0:12:38,,00,07,,,2018/11/3 16:17,2018/11/3 16:31,43407.678472222243407.6881944444,#N/A,,,,
★,-,16,2018/11/3 16:18,9148,乗客アプリWeb（目的地から）,4616,787,7,1,,2018/11/3 16:31,2018/11/3 16:56,35.450681 139.632446,横浜桜木町ワシントンホテル,35.441441 139.648505,横浜中華街朱雀門,2018/11/3 16:36,2018/11/3 16:36,2018/11/3 16:49,2018/11/3 16:58,2018/11/3 16:28,2018/11/3 16:28,0:24:55,0:24:55,,00,03,,,2018/11/3 16:18,2018/11/3 16:56,43407.679166666743407.7055555556,#N/A,,,,
-,-,16,2018/11/3 16:21,9155,乗客アプリ（地図から）,4845,752,3,2,,2018/11/3 16:42,2018/11/3 17:07,35.453715 139.638133,横浜ワールドポーターズ,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/3 16:45,2018/11/3 16:45,2018/11/3 17:15,2018/11/3 17:15,,2018/11/3 16:21,0:25:05,0:50:10,,00,21,,,2018/11/3 16:21,2018/11/3 17:07,43407.6812543407.7131944444,#N/A,,,,
-,-,16,2018/11/3 16:21,9156,まちかど端末（乗降ポイントから）,0,285,10,1,,2018/11/3 17:02,2018/11/3 17:14,35.453715 139.638133,横浜ワールドポーターズ,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/3 17:04,2018/11/3 17:04,2018/11/3 17:17,2018/11/3 17:12,,2018/11/3 16:21,0:11:46,0:11:46,,00,41,,,2018/11/3 16:21,2018/11/3 17:14,43407.6812543407.7180555556,#N/A,,,,
-,-,16,2018/11/3 16:22,9158,まちかど端末（乗降ポイントから）,0,739,7,3,,2018/11/3 16:42,2018/11/3 16:47,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.445857 139.647636,ホテルモントレ横浜,2018/11/3 16:47,2018/11/3 16:47,2018/11/3 16:54,2018/11/3 16:54,,2018/11/3 16:22,0:04:37,0:13:51,,00,19,,,2018/11/3 16:22,2018/11/3 16:47,43407.681944444443407.6993055556,#N/A,,,,
-,-,16,2018/11/3 16:22,9159,乗客アプリ（目的地から）,4513,732,4,3,,2018/11/3 16:45,2018/11/3 16:52,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 16:49,2018/11/3 16:49,2018/11/3 17:02,2018/11/3 17:02,,2018/11/3 16:22,0:06:59,0:20:57,,00,23,,,2018/11/3 16:22,2018/11/3 16:52,43407.681944444443407.7027777778,肯定的,,,,
-,-,16,2018/11/3 16:23,9161,まちかど端末（乗降ポイントから）,0,391,5,3,,2018/11/3 16:45,2018/11/3 17:04,35.441002 139.650809,横浜元町ショッピングストリート,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/3 16:46,2018/11/3 16:46,2018/11/3 17:10,2018/11/3 17:22,,2018/11/3 16:23,0:18:48,0:56:24,,00,21,,,2018/11/3 16:23,2018/11/3 17:04,43407.682638888943407.7111111111,#N/A,,,,
★,-,16,2018/11/3 16:24,9163,まちかど端末（乗降ポイントから）,0,952,9,1,,2018/11/3 16:50,2018/11/3 16:54,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.445857 139.647636,ホテルモントレ横浜,2018/11/3 16:52,2018/11/3 16:52,2018/11/3 16:57,2018/11/3 16:57,2018/11/3 16:34,2018/11/3 16:34,0:04:18,0:04:18,,00,15,,,2018/11/3 16:24,2018/11/3 16:54,43407.683333333343407.7041666667,#N/A,,,,
-,-,16,2018/11/3 16:31,9175,乗客アプリ（地図から）,4768,232,7,2,,2018/11/3 17:08,2018/11/3 17:23,35.452963 139.642093,横浜赤レンガ倉庫,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/3 17:11,2018/11/3 17:11,2018/11/3 17:28,2018/11/3 17:28,,2018/11/3 16:31,0:14:59,0:29:58,,00,37,,,2018/11/3 16:31,2018/11/3 17:23,43407.688194444443407.7243055556,肯定的,,,,
★,-,16,2018/11/3 16:32,9178,乗客アプリ（地図から）,4643,532,6,2,,2018/11/3 16:42,2018/11/3 16:59,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 16:42,2018/11/3 16:42,2018/11/3 17:10,2018/11/3 17:10,2018/11/3 16:42,2018/11/3 16:42,0:17:05,0:34:10,,00,00,,,2018/11/3 16:32,2018/11/3 16:59,43407.688888888943407.7076388889,#N/A,,,,
-,-,16,2018/11/3 16:33,9179,まちかど端末（店舗から）,0,34,2,3,,2018/11/3 16:46,2018/11/3 17:00,35.456605 139.635327,横浜ベイホテル東急,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 16:47,2018/11/3 16:51,2018/11/3 16:59,2018/11/3 17:06,,2018/11/3 16:33,0:13:48,0:41:24,,00,12,,,2018/11/3 16:33,2018/11/3 17:00,43407.689583333343407.7083333333,#N/A,,,,
-,-,16,2018/11/3 16:33,9180,乗客アプリ（地図から）,1751,878,5,1,,2018/11/3 16:49,2018/11/3 16:53,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/3 16:54,2018/11/3 16:54,2018/11/3 17:01,2018/11/3 17:01,,2018/11/3 16:33,0:04:56,0:04:56,,00,15,,,2018/11/3 16:33,2018/11/3 16:53,43407.689583333343407.7034722222,肯定的,,,,
★,-,16,2018/11/3 16:35,9181,乗客アプリ（目的地から）,4913,936,1,2,,2018/11/3 16:53,2018/11/3 17:01,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 17:00,2018/11/3 17:00,2018/11/3 17:12,2018/11/3 17:12,2018/11/3 16:45,2018/11/3 16:45,0:07:25,0:14:50,,00,08,,,2018/11/3 16:35,2018/11/3 17:01,43407.690972222243407.7090277778,#N/A,,,,
-,-,16,2018/11/3 16:36,9182,まちかど端末（店舗から）,0,48,8,2,,2018/11/3 16:58,2018/11/3 17:10,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 16:49,2018/11/3 16:49,2018/11/3 17:11,2018/11/3 17:11,,2018/11/3 16:36,0:11:58,0:23:56,,08,22,,,2018/11/3 16:36,2018/11/3 17:10,43407.691666666743407.7152777778,#N/A,,,,
-,-,16,2018/11/3 16:38,9184,まちかど端末（乗降ポイントから）,0,222,2,2,,2018/11/3 16:52,2018/11/3 17:15,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443908 139.635249,イセザキ・モール,2018/11/3 16:55,2018/11/3 16:55,2018/11/3 17:30,2018/11/3 17:30,,2018/11/3 16:38,0:23:08,0:46:16,,00,13,,,2018/11/3 16:38,2018/11/3 17:15,43407.693055555643407.71875,#N/A,,,,
-,-,16,2018/11/3 16:44,9188,まちかど端末（店舗から）,0,557,3,1,,2018/11/3 17:13,2018/11/3 17:20,35.448676 139.635696,横浜平和プラザホテル,35.456605 139.635327,横浜ベイホテル東急,2018/11/3 17:18,2018/11/3 17:18,2018/11/3 17:30,2018/11/3 17:30,,2018/11/3 16:44,0:06:14,0:06:14,,00,28,,,2018/11/3 16:44,2018/11/3 17:20,43407.697222222243407.7222222222,#N/A,,,,
-,-,16,2018/11/3 16:47,9190,乗客アプリ（地図から）,3428,135,4,5,,2018/11/3 17:17,2018/11/3 17:27,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 17:23,2018/11/3 17:23,2018/11/3 17:39,2018/11/3 17:39,,2018/11/3 16:47,0:09:57,0:49:45,,00,30,,,2018/11/3 16:47,2018/11/3 17:27,43407.699305555643407.7270833333,#N/A,,,,
-,-,16,2018/11/3 16:55,9194,乗客アプリWeb（目的地から）,4902,338,9,2,,2018/11/3 17:11,2018/11/3 17:26,35.453715 139.638133,横浜ワールドポーターズ,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 17:12,2018/11/3 17:12,2018/11/3 17:24,2018/11/3 17:34,,2018/11/3 16:55,0:14:34,0:29:08,,00,16,,,2018/11/3 16:55,2018/11/3 17:26,43407.704861111143407.7263888889,肯定的,,,,
★,☆,16,2018/11/3 15:03,9051,まちかど端末（店舗から）,0,668,5,4,2018/11/3 15:45,,,35.453715 139.638133,横浜ワールドポーターズ,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/3 16:03,,2018/11/3 16:22,,2018/11/3 16:03,2018/11/3 16:03,0:00:00,0:00:00,,00,00,,,2018/11/3 15:03,1900/1/0 0:00,43407.62708333330,#N/A,,,,
★,☆,16,2018/11/3 15:54,9102,乗客アプリ（地図から）,4768,291,1,2,2018/11/3 15:54,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 16:37,,2018/11/3 16:52,,2018/11/3 16:04,2018/11/3 16:04,0:00:00,0:00:00,,00,33,,,2018/11/3 15:54,1900/1/0 0:00,43407.66250,#N/A,,,,
★,☆,16,2018/11/3 15:58,9109,乗客アプリ（地図から）,4679,867,8,2,2018/11/3 15:58,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/3 16:37,,2018/11/3 16:50,,2018/11/3 16:08,2018/11/3 16:08,0:00:00,0:00:00,,00,29,,,2018/11/3 15:58,1900/1/0 0:00,43407.66527777780,#N/A,,,,
★,☆,16,2018/11/3 16:00,9114,乗客アプリ（地図から）,4907,762,3,1,2018/11/3 16:12,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/3 16:10,,2018/11/3 16:19,,2018/11/3 16:10,2018/11/3 16:10,0:00:00,0:00:00,,00,01,,,2018/11/3 16:00,1900/1/0 0:00,43407.66666666670,#N/A,,,,
-,☆,16,2018/11/3 16:01,9116,まちかど端末（乗降ポイントから）,0,618,3,2,2018/11/3 16:06,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.448676 139.635696,横浜平和プラザホテル,2018/11/3 16:34,,2018/11/3 16:47,,,2018/11/3 16:01,0:00:00,0:00:00,,00,33,,,2018/11/3 16:01,1900/1/0 0:00,43407.66736111110,#N/A,,,,
-,☆,16,2018/11/3 16:02,9117,乗客アプリ（地図から）,2892,317,4,3,2018/11/3 16:02,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/3 16:29,,2018/11/3 16:44,,,2018/11/3 16:02,0:00:00,0:00:00,,00,27,,,2018/11/3 16:02,1900/1/0 0:00,43407.66805555560,#N/A,,,,
-,☆,16,2018/11/3 16:02,9118,乗客アプリ（地図から）,4899,455,2,4,2018/11/3 16:03,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441441 139.648505,横浜中華街朱雀門,2018/11/3 16:48,,2018/11/3 17:10,,,2018/11/3 16:02,0:00:00,0:00:00,,00,45,,,2018/11/3 16:02,1900/1/0 0:00,43407.66805555560,#N/A,,,,
-,☆,16,2018/11/3 16:02,9119,乗客アプリ（目的地から）,2563,104,1,3,2018/11/3 16:03,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/3 16:49,,2018/11/3 17:02,,,2018/11/3 16:02,0:00:00,0:00:00,,00,47,,,2018/11/3 16:02,1900/1/0 0:00,43407.66805555560,#N/A,,,,
