,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,,,
-,-,18,2018/11/3 18:56,9296,まちかど端末（乗降ポイントから）,0,974,10,6,,2018/11/3 19:12,2018/11/3 19:23,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/3 19:16,2018/11/3 19:16,2018/11/3 19:34,2018/11/3 19:34,,2018/11/3 18:56,0:11:05,1:06:30,,00,16,,,2018/11/3 18:56,2018/11/3 19:23,43407.788888888943407.8076388889,#N/A,,,,
★,☆,18,2018/11/3 17:54,9243,乗客アプリ（地図から）,3674,110,8,1,2018/11/3 17:54,,,35.443659 139.650847,横浜マリンタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/3 18:06,,2018/11/3 18:31,,2018/11/3 18:04,2018/11/3 18:04,0:00:00,0:00:00,,00,02,,,2018/11/3 17:54,1900/1/0 0:00,43407.74583333330,#N/A,,,,
-,☆,18,2018/11/3 18:04,9251,乗客アプリ（簡単予約）,4834,207,1,1,2018/11/3 18:04,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/3 18:21,,2018/11/3 18:31,,,2018/11/3 18:04,0:00:00,0:00:00,,00,17,,,2018/11/3 18:04,1900/1/0 0:00,43407.75277777780,#N/A,,,,
-,☆,18,2018/11/3 18:04,9253,乗客アプリWeb（目的地から）,4870,4,10,3,2018/11/3 18:10,,,35.441441 139.648505,横浜中華街朱雀門,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/3 18:30,,2018/11/3 18:46,,,2018/11/3 18:04,0:00:00,0:00:00,,00,25,,,2018/11/3 18:04,1900/1/0 0:00,43407.75277777780,#N/A,,,,
-,☆,18,2018/11/3 18:06,9254,乗客アプリ（簡単予約）,4442,513,1,2,2018/11/3 18:10,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/3 18:31,,2018/11/3 18:42,,,2018/11/3 18:06,0:00:00,0:00:00,,00,25,,,2018/11/3 18:06,1900/1/0 0:00,43407.75416666670,#N/A,,,,
-,☆,18,2018/11/3 18:08,9255,まちかど端末（店舗から）,0,663,5,2,2018/11/3 18:14,,,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/3 18:12,,2018/11/3 18:17,,,2018/11/3 18:08,0:00:00,0:00:00,,00,06,,,2018/11/3 18:08,1900/1/0 0:00,43407.75555555560,#N/A,,,,
-,☆,18,2018/11/3 18:12,9258,まちかど端末（乗降ポイントから）,0,679,6,2,2018/11/3 18:19,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.453715 139.638133,横浜ワールドポーターズ,2018/11/3 18:18,,2018/11/3 18:28,,,2018/11/3 18:12,0:00:00,0:00:00,,00,07,,,2018/11/3 18:12,1900/1/0 0:00,43407.75833333330,#N/A,,,,
-,☆,18,2018/11/3 18:16,9262,乗客アプリ（目的地から）,4542,380,7,3,2018/11/3 18:16,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/3 18:49,,2018/11/3 18:57,,,2018/11/3 18:16,0:00:00,0:00:00,,00,32,,,2018/11/3 18:16,1900/1/0 0:00,43407.76111111110,#N/A,,,,
-,☆,18,2018/11/3 18:23,9266,乗客アプリ（目的地から）,2715,612,10,2,2018/11/3 18:23,,,35.443704 139.651332,ホテルメルパルク横浜,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/3 18:42,,2018/11/3 19:08,,,2018/11/3 18:23,0:00:00,0:00:00,,00,18,,,2018/11/3 18:23,1900/1/0 0:00,43407.76597222220,#N/A,,,,
★,☆,18,2018/11/3 18:25,9268,乗客アプリ（地図から）,4843,427,1,2,2018/11/3 18:25,,,35.445857 139.647636,ホテルモントレ横浜,35.443908 139.635249,イセザキ・モール,2018/11/3 18:50,,2018/11/3 18:59,,2018/11/3 18:35,2018/11/3 18:35,0:00:00,0:00:00,,00,15,,,2018/11/3 18:25,1900/1/0 0:00,43407.76736111110,#N/A,,※457行と同一人物と思われるため一番短いものを採用,,
-,☆,18,2018/11/3 18:26,9269,乗客アプリ（地図から）,4843,745,1,2,2018/11/3 18:26,,,35.445857 139.647636,ホテルモントレ横浜,35.443908 139.635249,イセザキ・モール,2018/11/3 18:52,,2018/11/3 19:01,,,2018/11/3 18:26,0:00:00,0:00:00,,00,,,,2018/11/3 18:26,1900/1/0 0:00,43407.76805555560,#N/A,,※456行と同一人物と思われるため一番短いものを採用,,
★,☆,18,2018/11/3 18:26,9270,乗客アプリ（地図から）,4496,118,2,4,2018/11/3 18:26,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.447546 139.64358,横浜開港資料館,2018/11/3 18:43,,2018/11/3 18:57,,2018/11/3 18:36,2018/11/3 18:36,0:00:00,0:00:00,,00,07,,,2018/11/3 18:26,1900/1/0 0:00,43407.76805555560,#N/A,,"※459,460行と同一人物と思われるため一番短いものを採用",,
-,☆,18,2018/11/3 18:27,9273,乗客アプリ（地図から）,4496,964,7,1,2018/11/3 18:27,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.447546 139.64358,横浜開港資料館,2018/11/3 18:51,,2018/11/3 18:58,,,2018/11/3 18:27,0:00:00,0:00:00,,00,,,,2018/11/3 18:27,1900/1/0 0:00,43407.768750,#N/A,,"※458,460行と同一人物と思われるため一番短いものを採用",,
-,☆,18,2018/11/3 18:28,9274,乗客アプリ（地図から）,4496,849,9,4,2018/11/3 18:28,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.447546 139.64358,横浜開港資料館,2018/11/3 19:02,,2018/11/3 19:13,,,2018/11/3 18:28,0:00:00,0:00:00,,00,,,,2018/11/3 18:28,1900/1/0 0:00,43407.76944444440,#N/A,,"※458,459行と同一人物と思われるため一番短いものを採用",,
-,☆,18,2018/11/3 18:30,9275,まちかど端末（乗降ポイントから）,0,1000,9,2,2018/11/3 18:31,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 18:55,,2018/11/3 19:05,,,2018/11/3 18:30,0:00:00,0:00:00,,00,25,,,2018/11/3 18:30,1900/1/0 0:00,43407.77083333330,#N/A,,,,
-,☆,18,2018/11/3 18:34,9277,乗客アプリ（地図から）,4146,751,9,2,2018/11/3 18:37,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.447546 139.64358,横浜開港資料館,2018/11/3 18:51,,2018/11/3 19:04,,,2018/11/3 18:34,0:00:00,0:00:00,,00,,,,2018/11/3 18:34,1900/1/0 0:00,43407.77361111110,#N/A,,※465行と同一人物と思われるため一番短いものを採用,,
-,☆,18,2018/11/3 18:35,9278,まちかど端末（乗降ポイントから）,0,115,8,1,2018/11/3 19:04,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 19:02,,2018/11/3 19:10,,,2018/11/3 18:35,0:00:00,0:00:00,,00,28,,,2018/11/3 18:35,1900/1/0 0:00,43407.77430555560,#N/A,,,,
-,☆,18,2018/11/3 18:38,9279,乗客アプリ（目的地から）,4929,358,9,2,2018/11/3 18:39,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 18:55,,2018/11/3 19:03,,,2018/11/3 18:38,0:00:00,0:00:00,,00,17,,,2018/11/3 18:38,1900/1/0 0:00,43407.77638888890,#N/A,,,,
-,☆,18,2018/11/3 18:38,9280,乗客アプリ（地図から）,4146,310,10,1,2018/11/3 18:38,,,35.447546 139.64358,横浜開港資料館,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/3 18:45,,2018/11/3 19:07,,,2018/11/3 18:38,0:00:00,0:00:00,,00,07,,,2018/11/3 18:38,1900/1/0 0:00,43407.77638888890,#N/A,,※462行と同一人物と思われるため一番短いものを採用,,
-,☆,18,2018/11/3 18:44,9284,乗客アプリ（地図から）,4922,927,10,2,2018/11/3 18:44,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/11/3 19:05,,2018/11/3 19:20,,,2018/11/3 18:44,0:00:00,0:00:00,,00,21,,,2018/11/3 18:44,1900/1/0 0:00,43407.78055555560,#N/A,,,,
-,☆,18,2018/11/3 18:44,9285,乗客アプリ（地図から）,4442,59,2,2,2018/11/3 18:44,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/3 19:14,,2018/11/3 19:22,,,2018/11/3 18:44,0:00:00,0:00:00,,00,30,,,2018/11/3 18:44,1900/1/0 0:00,43407.78055555560,#N/A,,,,
★,☆,18,2018/11/3 18:49,9291,乗客アプリWeb（目的地から）,4793,690,4,1,2018/11/3 18:50,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/3 19:07,,2018/11/3 19:25,,2018/11/3 18:57,2018/11/3 18:57,0:00:00,0:00:00,,00,10,,,2018/11/3 18:49,1900/1/0 0:00,43407.78402777780,#N/A,,,,
-,☆,18,2018/11/3 18:51,9293,乗客アプリ（目的地から）,4931,885,9,2,2018/11/3 18:52,,,35.443659 139.650847,横浜マリンタワー,35.447546 139.64358,横浜開港資料館,2018/11/3 19:17,,2018/11/3 19:23,,,2018/11/3 18:51,0:00:00,0:00:00,,00,25,,,2018/11/3 18:51,1900/1/0 0:00,43407.78541666670,#N/A,,,,
-,-,19,2018/11/3 19:02,9297,乗客アプリ（目的地から）,1291,8,5,1,,2018/11/3 19:06,2018/11/3 19:11,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 19:08,2018/11/3 19:08,2018/11/3 19:18,2018/11/3 19:18,,2018/11/3 19:02,0:05:01,0:05:01,337,00,04,03,01,2018/11/3 19:02,2018/11/3 19:11,43407.793055555643407.7993055556,#N/A,,,,
-,-,19,2018/11/3 19:03,9298,乗客アプリ（地図から）,3698,387,1,2,,2018/11/3 19:16,2018/11/3 19:30,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/3 19:12,2018/11/3 19:12,2018/11/3 19:24,2018/11/3 19:24,,2018/11/3 19:03,0:13:22,0:26:44,,04,13,,,2018/11/3 19:03,2018/11/3 19:30,43407.7937543407.8125,#N/A,,,,
★,-,19,2018/11/3 19:06,9299,乗客アプリ（地図から）,1812,628,4,2,,2018/11/3 19:15,2018/11/3 19:24,35.445857 139.647636,ホテルモントレ横浜,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/3 19:16,2018/11/3 19:16,2018/11/3 19:30,2018/11/3 19:30,2018/11/3 19:16,2018/11/3 19:16,0:09:00,0:18:00,,00,00,,,2018/11/3 19:06,2018/11/3 19:24,43407.795833333343407.8083333333,#N/A,,,,
-,-,19,2018/11/3 19:18,9300,まちかど端末（店舗から）,0,335,6,2,,2018/11/3 19:20,2018/11/3 19:27,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 19:21,2018/11/3 19:21,2018/11/3 19:33,2018/11/3 19:33,,2018/11/3 19:18,0:07:03,0:14:06,,00,02,,,2018/11/3 19:18,2018/11/3 19:27,43407.804166666743407.8104166667,#N/A,,,,
-,-,19,2018/11/3 19:19,9301,乗客アプリ（目的地から）,4875,806,2,5,,2018/11/3 19:28,2018/11/3 19:38,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/3 19:28,2018/11/3 19:28,2018/11/3 19:40,2018/11/3 19:40,,2018/11/3 19:19,0:09:19,0:46:35,,00,09,,,2018/11/3 19:19,2018/11/3 19:38,43407.804861111143407.8180555556,肯定的,,,,
★,-,19,2018/11/3 19:26,9305,乗客アプリ（地図から）,4855,870,5,2,,2018/11/3 19:37,2018/11/3 19:51,35.441441 139.648505,横浜中華街朱雀門,35.443908 139.635249,イセザキ・モール,2018/11/3 19:36,2018/11/3 19:36,2018/11/3 19:45,2018/11/3 19:45,2018/11/3 19:36,2018/11/3 19:36,0:14:50,0:29:40,,00,00,,,2018/11/3 19:26,2018/11/3 19:51,43407.809722222243407.8270833333,#N/A,,,,
★,-,19,2018/11/3 19:27,9306,乗客アプリ（目的地から）,4832,751,6,3,,2018/11/3 19:32,2018/11/3 19:44,35.452963 139.642093,横浜赤レンガ倉庫,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/3 19:36,2018/11/3 19:36,2018/11/3 19:51,2018/11/3 19:51,2018/11/3 19:36,2018/11/3 19:36,0:12:10,0:36:30,,00,00,,,2018/11/3 19:27,2018/11/3 19:44,43407.810416666743407.8222222222,#N/A,,,,
-,-,19,2018/11/3 19:27,9307,乗客アプリ（地図から）,4831,926,4,1,,2018/11/3 19:31,2018/11/3 19:39,35.450681 139.632446,横浜桜木町ワシントンホテル,35.441441 139.648505,横浜中華街朱雀門,2018/11/3 19:29,2018/11/3 19:29,2018/11/3 19:39,2018/11/3 19:39,,2018/11/3 19:27,0:07:48,0:07:48,,02,04,,,2018/11/3 19:27,2018/11/3 19:39,43407.810416666743407.81875,#N/A,,,,
★,-,19,2018/11/3 19:28,9308,乗客アプリWeb（目的地から）,4622,358,3,1,,2018/11/3 19:38,2018/11/3 19:44,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/3 19:38,2018/11/3 19:38,2018/11/3 19:45,2018/11/3 19:45,2018/11/3 19:38,2018/11/3 19:38,0:05:56,0:05:56,,00,00,,,2018/11/3 19:28,2018/11/3 19:44,43407.811111111143407.8222222222,#N/A,,,,
-,-,19,2018/11/3 19:30,9309,乗客アプリ（目的地から）,4918,938,1,3,,2018/11/3 19:31,2018/11/3 19:40,35.443908 139.635249,イセザキ・モール,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 19:31,2018/11/3 19:31,2018/11/3 19:39,2018/11/3 19:39,,2018/11/3 19:30,0:09:06,0:27:18,,00,01,,,2018/11/3 19:30,2018/11/3 19:40,43407.812543407.8194444444,#N/A,,,,
★,-,19,2018/11/3 19:34,9310,乗客アプリ（目的地から）,4932,662,2,6,,2018/11/3 19:46,2018/11/3 19:54,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/3 19:47,2018/11/3 19:47,2018/11/3 20:02,2018/11/3 20:02,2018/11/3 19:44,2018/11/3 19:44,0:07:49,0:46:54,,00,02,,,2018/11/3 19:34,2018/11/3 19:54,43407.815277777843407.8291666667,#N/A,,,,
★,-,19,2018/11/3 19:34,9311,乗客アプリ（目的地から）,4936,684,4,5,,2018/11/3 19:45,2018/11/3 19:54,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/3 19:44,2018/11/3 19:44,2018/11/3 20:01,2018/11/3 20:01,2018/11/3 19:44,2018/11/3 19:44,0:08:10,0:40:50,,01,01,,,2018/11/3 19:34,2018/11/3 19:54,43407.815277777843407.8291666667,#N/A,,,,
-,-,19,2018/11/3 19:40,9312,まちかど端末（乗降ポイントから）,0,907,7,3,,2018/11/3 19:45,2018/11/3 19:50,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.448676 139.635696,横浜平和プラザホテル,2018/11/3 19:47,2018/11/3 19:47,2018/11/3 19:57,2018/11/3 19:57,,2018/11/3 19:40,0:05:47,0:17:21,,00,04,,,2018/11/3 19:40,2018/11/3 19:50,43407.819444444443407.8263888889,#N/A,,,,
-,-,19,2018/11/3 19:51,9313,乗客アプリ（地図から）,3395,69,4,2,,2018/11/3 20:00,2018/11/3 20:07,35.441002 139.650809,横浜元町ショッピングストリート,35.447546 139.64358,横浜開港資料館,2018/11/3 19:58,2018/11/3 19:58,2018/11/3 20:06,2018/11/3 20:06,,2018/11/3 19:51,0:07:36,0:15:12,,01,08,,,2018/11/3 19:51,2018/11/3 20:07,43407.827083333343407.8381944444,#N/A,,,,
★,☆,19,2018/11/3 19:25,9303,乗客アプリ（目的地から）,4932,158,4,6,2018/11/3 19:25,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/3 19:35,,2018/11/3 19:49,,2018/11/3 19:35,2018/11/3 19:35,0:00:00,0:00:00,,00,00,,,2018/11/3 19:25,1900/1/0 0:00,43407.80902777780,#N/A,,,,
★,☆,19,2018/11/3 19:25,9304,乗客アプリ（地図から）,4855,526,1,1,2018/11/3 19:25,,,35.441441 139.648505,横浜中華街朱雀門,35.443908 139.635249,イセザキ・モール,2018/11/3 19:35,,2018/11/3 19:44,,2018/11/3 19:35,2018/11/3 19:35,0:00:00,0:00:00,,00,00,,,2018/11/3 19:25,1900/1/0 0:00,43407.80902777780,#N/A,,,,
★,-,20,2018/11/3 19:23,9302,乗客アプリ（地図から）,4907,391,4,2,,2018/11/3 20:22,2018/11/3 20:27,35.454389 139.630904,横浜ランドマークタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 20:23,2018/11/3 20:23,2018/11/3 20:34,2018/11/3 20:34,2018/11/3 20:23,2018/11/3 20:23,0:04:51,0:09:42,379,00,00,03,03,2018/11/3 19:23,2018/11/3 20:27,43407.807638888943407.8520833333,#N/A,,,,
★,-,20,2018/11/3 19:56,9314,まちかど端末（店舗から）,0,648,5,1,,2018/11/3 20:13,2018/11/3 20:13,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/3 20:05,2018/11/3 20:05,2018/11/3 20:14,2018/11/3 20:14,2018/11/3 20:05,2018/11/3 20:05,0:00:04,0:00:04,,08,08,,,2018/11/3 19:56,2018/11/3 20:13,43407.830555555643407.8423611111,#N/A,,,,
-,-,20,2018/11/3 20:05,9315,乗客アプリ（目的地から）,2715,822,2,2,,2018/11/3 20:08,2018/11/3 20:17,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/3 20:07,2018/11/3 20:07,2018/11/3 20:22,2018/11/3 20:22,,2018/11/3 20:05,0:09:06,0:18:12,,00,02,,,2018/11/3 20:05,2018/11/3 20:17,43407.836805555643407.8451388889,#N/A,,,,
-,-,20,2018/11/3 20:06,9316,まちかど端末（店舗から）,0,734,8,4,,2018/11/3 20:09,2018/11/3 20:17,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/3 20:08,2018/11/3 20:08,2018/11/3 20:22,2018/11/3 20:22,,2018/11/3 20:06,0:08:31,0:34:04,,00,02,,,2018/11/3 20:06,2018/11/3 20:17,43407.837543407.8451388889,#N/A,,,,
-,-,20,2018/11/3 20:11,9317,乗客アプリ（地図から）,2512,493,1,1,,2018/11/3 20:16,2018/11/3 20:34,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 20:16,2018/11/3 20:16,2018/11/3 20:26,2018/11/3 20:40,,2018/11/3 20:11,0:18:36,0:18:36,,00,04,,,2018/11/3 20:11,2018/11/3 20:34,43407.840972222243407.8569444444,#N/A,,,,
-,-,20,2018/11/3 20:13,9319,乗客アプリ（地図から）,4798,782,9,2,,2018/11/3 20:20,2018/11/3 20:26,35.453715 139.638133,横浜ワールドポーターズ,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 20:19,2018/11/3 20:19,2018/11/3 20:29,2018/11/3 20:29,,2018/11/3 20:13,0:05:35,0:11:10,,01,06,,,2018/11/3 20:13,2018/11/3 20:26,43407.842361111143407.8513888889,#N/A,,,,
★,-,20,2018/11/3 20:14,9320,まちかど端末（乗降ポイントから）,0,12,1,2,,2018/11/3 20:23,2018/11/3 20:29,35.452963 139.642093,横浜赤レンガ倉庫,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/3 20:24,2018/11/3 20:24,2018/11/3 20:33,2018/11/3 20:33,2018/11/3 20:24,2018/11/3 20:24,0:06:37,0:13:14,,00,00,,,2018/11/3 20:14,2018/11/3 20:29,43407.843055555643407.8534722222,#N/A,,,,
-,-,20,2018/11/3 20:18,9321,乗客アプリ（地図から）,1352,658,10,1,,2018/11/3 20:25,2018/11/3 20:31,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 20:25,2018/11/3 20:25,2018/11/3 20:35,2018/11/3 20:35,,2018/11/3 20:18,0:06:46,0:06:46,,00,07,,,2018/11/3 20:18,2018/11/3 20:31,43407.845833333343407.8548611111,#N/A,,,,
-,-,20,2018/11/3 20:19,9322,乗客アプリ（目的地から）,1742,752,2,1,,2018/11/3 20:24,2018/11/3 20:31,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/3 20:22,2018/11/3 20:22,2018/11/3 20:34,2018/11/3 20:34,,2018/11/3 20:19,0:07:15,0:07:15,,02,05,,,2018/11/3 20:19,2018/11/3 20:31,43407.846527777843407.8548611111,#N/A,,,,
-,-,20,2018/11/3 20:20,9323,乗客アプリ（目的地から）,4938,607,6,6,,2018/11/3 20:24,2018/11/3 20:32,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.454389 139.630904,横浜ランドマークタワー,2018/11/3 20:27,2018/11/3 20:27,2018/11/3 20:43,2018/11/3 20:43,,2018/11/3 20:20,0:08:00,0:48:00,,00,04,,,2018/11/3 20:20,2018/11/3 20:32,43407.847222222243407.8555555556,#N/A,,,,
-,-,20,2018/11/3 20:24,9324,乗客アプリ（目的地から）,3945,544,3,1,,2018/11/3 20:28,2018/11/3 20:49,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/3 20:27,2018/11/3 20:30,2018/11/3 20:43,2018/11/3 20:56,,2018/11/3 20:24,0:20:27,0:20:27,,01,04,,,2018/11/3 20:24,2018/11/3 20:49,43407.8543407.8673611111,#N/A,,,,
★,-,20,2018/11/3 20:26,9325,乗客アプリ（目的地から）,4775,377,3,2,,2018/11/3 20:35,2018/11/3 20:40,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 20:36,2018/11/3 20:36,2018/11/3 20:47,2018/11/3 20:47,2018/11/3 20:36,2018/11/3 20:36,0:05:13,0:10:26,,00,00,,,2018/11/3 20:26,2018/11/3 20:40,43407.851388888943407.8611111111,#N/A,,,,
-,-,20,2018/11/3 20:29,9328,まちかど端末（店舗から）,0,830,5,2,,2018/11/3 20:35,2018/11/3 20:42,35.45435 139.631762,横浜ロイヤルパークホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/3 20:37,2018/11/3 20:37,2018/11/3 20:49,2018/11/3 20:49,,2018/11/3 20:29,0:06:49,0:13:38,,00,06,,,2018/11/3 20:29,2018/11/3 20:42,43407.853472222243407.8625,#N/A,,,,
★,-,20,2018/11/3 20:30,9329,乗客アプリ（地図から）,4442,867,4,2,,2018/11/3 20:37,2018/11/3 20:45,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/3 20:40,2018/11/3 20:40,2018/11/3 20:48,2018/11/3 20:48,2018/11/3 20:40,2018/11/3 20:40,0:07:43,0:15:26,,00,00,,,2018/11/3 20:30,2018/11/3 20:45,43407.854166666743407.8645833333,#N/A,,,,
-,-,20,2018/11/3 20:30,9331,乗客アプリ（目的地から）,1162,690,9,1,,2018/11/3 20:35,2018/11/3 20:41,35.448801 139.636702,ホテルルートイン横浜馬車道,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/3 20:34,2018/11/3 20:34,2018/11/3 20:41,2018/11/3 20:41,,2018/11/3 20:30,0:06:05,0:06:05,,00,04,,,2018/11/3 20:30,2018/11/3 20:41,43407.854166666743407.8618055556,#N/A,,,,
