,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,,
-,-,18,2018/11/10 18:13,019-420-RED,12258,まちかど端末（乗降ポイントから）,0,988,9,1,,2018/11/10 18:14,2018/11/10 18:19,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.448676 139.635696,横浜平和プラザホテル,2018/11/10 18:16,2018/11/10 18:16,2018/11/10 18:22,2018/11/10 18:22,,2018/11/10 18:13,0:05:37,0:05:37,,00,00,,,2018/11/10 18:13,2018/11/10 18:19,43414.759027777843414.7631944444,#N/A,,,
-,-,18,2018/11/10 18:16,019-508-RED,12262,まちかど端末（乗降ポイントから）,0,179,3,1,,2018/11/10 18:28,2018/11/10 18:43,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/11/10 18:29,2018/11/10 18:29,2018/11/10 18:55,2018/11/10 18:55,,2018/11/10 18:16,0:15:38,0:15:38,,00,11,,,2018/11/10 18:16,2018/11/10 18:43,43414.761111111143414.7798611111,#N/A,,,
-,-,18,2018/11/10 18:17,062-969-BANANA 062-968-BANANA 062-970-BANANA 064-749-BANANA,12263,乗客アプリ（目的地から）,5794,837,2,4,,2018/11/10 18:41,2018/11/10 18:51,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/10 18:45,2018/11/10 18:45,2018/11/10 18:59,2018/11/10 19:00,,2018/11/10 18:17,0:10:28,0:41:52,,00,23,,,2018/11/10 18:17,2018/11/10 18:51,43414.761805555643414.7854166667,#N/A,,,
-,-,18,2018/11/10 18:19,167-494-CAKE,12265,乗客アプリWeb（目的地から）,4870,449,2,3,,2018/11/10 18:56,2018/11/10 19:12,35.441441 139.648505,横浜中華街朱雀門,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 19:01,2018/11/10 19:01,2018/11/10 19:14,2018/11/10 19:20,,2018/11/10 18:19,0:15:40,0:47:00,,00,37,,,2018/11/10 18:19,2018/11/10 19:12,43414.763194444443414.8,#N/A,,,
-,-,18,2018/11/10 18:20,020-361-GREEN,12268,まちかど端末（乗降ポイントから）,0,525,9,1,,2018/11/10 19:08,2018/11/10 19:13,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443659 139.650847,横浜マリンタワー,2018/11/10 19:06,2018/11/10 19:06,2018/11/10 19:12,2018/11/10 19:14,,2018/11/10 18:20,0:04:55,0:04:55,,02,48,,,2018/11/10 18:20,2018/11/10 19:13,43414.763888888943414.8006944444,#N/A,,,
-,-,18,2018/11/10 18:28,051-654-STRAWBERRY,12271,まちかど端末（店舗から）,0,114,11,1,,2018/11/10 18:35,2018/11/10 18:38,35.453715 139.638133,横浜ワールドポーターズ,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/10 18:36,2018/11/10 18:36,2018/11/10 18:42,2018/11/10 18:42,,2018/11/10 18:28,0:03:33,0:03:33,,00,06,,,2018/11/10 18:28,2018/11/10 18:38,43414.769444444443414.7763888889,#N/A,,,
-,-,18,2018/11/10 18:28,027-870-GREEN 027-877-GREEN,12272,乗客アプリ（目的地から）,5725,531,2,2,,2018/11/10 19:05,2018/11/10 19:27,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454389 139.630904,横浜ランドマークタワー,2018/11/10 19:09,2018/11/10 19:09,2018/11/10 19:28,2018/11/10 19:28,,2018/11/10 18:28,0:21:43,0:43:26,,00,37,,,2018/11/10 18:28,2018/11/10 19:27,43414.769444444443414.8104166667,肯定的,,,
-,-,18,2018/11/10 18:30,167-449-CAKE,12275,乗客アプリWeb（簡単予約）,5600,283,5,1,,2018/11/10 18:37,2018/11/10 18:58,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/10 18:37,2018/11/10 18:38,2018/11/10 18:52,2018/11/10 19:05,,2018/11/10 18:30,0:21:09,0:21:09,,00,07,,,2018/11/10 18:30,2018/11/10 18:58,43414.770833333343414.7902777778,#N/A,,,
★,-,18,2018/11/10 18:30,167-469-CAKE,12276,乗客アプリWeb（地図から）,5653,946,6,3,,2018/11/10 18:41,2018/11/10 19:09,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/10 18:40,2018/11/10 18:40,2018/11/10 18:58,2018/11/10 19:05,2018/11/10 18:40,2018/11/10 18:40,0:27:34,1:22:42,,01,01,,,2018/11/10 18:30,2018/11/10 19:09,43414.770833333343414.7979166667,肯定的,,,
-,-,18,2018/11/10 18:30,019-419-RED,12277,まちかど端末（乗降ポイントから）,0,529,5,1,,2018/11/10 18:43,2018/11/10 18:49,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 18:44,2018/11/10 18:46,2018/11/10 18:53,2018/11/10 18:56,,2018/11/10 18:30,0:06:08,0:06:08,,00,12,,,2018/11/10 18:30,2018/11/10 18:49,43414.770833333343414.7840277778,#N/A,,,
-,-,18,2018/11/10 18:30,166-591-agekke,12278,乗客アプリ（目的地から）,5428,711,6,1,,2018/11/10 18:38,2018/11/10 18:46,35.445783 139.642958,横浜情報文化センター,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/10 18:37,2018/11/10 18:37,2018/11/10 18:46,2018/11/10 18:46,,2018/11/10 18:30,0:08:27,0:08:27,,01,07,,,2018/11/10 18:30,2018/11/10 18:46,43414.770833333343414.7819444444,肯定的,※512行と同一人物と思われるため一番短いものを採用,,
-,-,18,2018/11/10 18:37,019-418-RED,12279,まちかど端末（乗降ポイントから）,0,947,5,1,,2018/11/10 18:44,2018/11/10 18:48,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 18:47,2018/11/10 18:47,2018/11/10 18:56,2018/11/10 18:52,,2018/11/10 18:37,0:04:51,0:04:51,,00,06,,,2018/11/10 18:37,2018/11/10 18:48,43414.775694444443414.7833333333,#N/A,※511行と同一人物と思われるため一番短いものを採用,,
-,-,18,2018/11/10 18:39,019-177-RED,12280,まちかど端末（乗降ポイントから）,0,327,4,1,,2018/11/10 18:46,2018/11/10 19:12,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/10 18:52,2018/11/10 18:52,2018/11/10 19:05,2018/11/10 19:14,,2018/11/10 18:39,0:25:48,0:25:48,,00,07,,,2018/11/10 18:39,2018/11/10 19:12,43414.777083333343414.8,#N/A,※516行と同一人物と思われるため一番短いものを採用,,
-,-,18,2018/11/10 18:40,166-630-agekke,12281,乗客アプリ（地図から）,5761,559,4,1,,2018/11/10 18:51,2018/11/10 19:18,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/10 18:58,2018/11/10 18:58,2018/11/10 19:17,2018/11/10 19:20,,2018/11/10 18:40,0:26:17,0:26:17,,00,11,,,2018/11/10 18:40,2018/11/10 19:18,43414.777777777843414.8041666667,#N/A,※515行と同一人物と思われるため一番短いものを採用,,
-,-,18,2018/11/10 18:44,062-754-BANANA 062-755-BANANA 062-753-BANANA,12283,乗客アプリ（目的地から）,5816,37,5,3,,2018/11/10 18:59,2018/11/10 19:08,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454389 139.630904,横浜ランドマークタワー,2018/11/10 19:01,2018/11/10 19:01,2018/11/10 19:17,2018/11/10 19:21,,2018/11/10 18:44,0:08:43,0:26:09,,00,14,,,2018/11/10 18:44,2018/11/10 19:08,43414.780555555643414.7972222222,肯定的,※513行と同一人物と思われるため一番短いものを採用,,
-,-,18,2018/11/10 18:45,114-961-SUN,12284,乗客アプリ（地図から）,4549,435,4,1,,2018/11/10 19:00,2018/11/10 19:04,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/10 19:00,2018/11/10 19:00,2018/11/10 19:05,2018/11/10 19:05,,2018/11/10 18:45,0:04:00,0:04:00,,00,15,,,2018/11/10 18:45,2018/11/10 19:04,43414.7812543414.7944444444,肯定的,,,
-,-,18,2018/11/10 18:48,024-947-GREEN,12286,乗客アプリ（地図から）,5095,557,1,1,,2018/11/10 18:58,2018/11/10 19:25,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/10 18:54,2018/11/10 18:58,2018/11/10 19:04,2018/11/10 19:14,,2018/11/10 18:48,0:27:45,0:27:45,,03,09,,,2018/11/10 18:48,2018/11/10 19:25,43414.783333333343414.8090277778,#N/A,,,
-,-,18,2018/11/10 18:50,014-956-RED,12288,乗客アプリ（地図から）,1756,835,6,1,,2018/11/10 18:52,2018/11/10 19:03,35.445783 139.642958,横浜情報文化センター,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/10 18:53,2018/11/10 18:53,2018/11/10 19:05,2018/11/10 19:05,,2018/11/10 18:50,0:10:58,0:10:58,,00,02,,,2018/11/10 18:50,2018/11/10 19:03,43414.784722222243414.79375,肯定的,,,
-,-,18,2018/11/10 18:50,102-598-SNOW 102-597-SNOW,12289,まちかど端末（店舗から）,0,351,8,2,,2018/11/10 18:53,2018/11/10 18:57,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/10 18:54,2018/11/10 18:54,2018/11/10 19:01,2018/11/10 19:01,,2018/11/10 18:50,0:03:58,0:07:56,,00,02,,,2018/11/10 18:50,2018/11/10 18:57,43414.784722222243414.7895833333,#N/A,,,
-,-,18,2018/11/10 18:51,006-887-BLUE,12291,乗客アプリ（目的地から）,1291,625,1,1,,2018/11/10 19:19,2018/11/10 19:25,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/10 19:01,2018/11/10 19:01,2018/11/10 19:14,2018/11/10 19:14,,2018/11/10 18:51,0:06:13,0:06:13,,18,28,,,2018/11/10 18:51,2018/11/10 19:25,43414.785416666743414.8090277778,#N/A,,,
-,-,18,2018/11/10 18:51,062-998-BANANA 062-997-BANANA,12292,乗客アプリ（目的地から）,5722,269,8,2,,2018/11/10 19:01,2018/11/10 19:18,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/10 19:01,2018/11/10 19:01,2018/11/10 19:18,2018/11/10 19:20,,2018/11/10 18:51,0:16:53,0:33:46,,00,09,,,2018/11/10 18:51,2018/11/10 19:18,43414.785416666743414.8041666667,#N/A,,,
-,-,18,2018/11/10 18:53,018-454-RED 018-455-RED,12295,乗客アプリ（簡単予約）,5811,611,6,2,,2018/11/10 19:14,2018/11/10 19:21,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 19:15,2018/11/10 19:15,2018/11/10 19:23,2018/11/10 19:23,,2018/11/10 18:53,0:06:33,0:13:06,,00,21,,,2018/11/10 18:53,2018/11/10 19:21,43414.786805555643414.80625,#N/A,,,
-,-,18,2018/11/10 18:53,112-347-SUN,12296,乗客アプリ（目的地から）,5020,683,7,1,,2018/11/10 19:01,2018/11/10 19:13,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 18:59,2018/11/10 18:59,2018/11/10 19:13,2018/11/10 19:13,,2018/11/10 18:53,0:12:09,0:12:09,,02,08,,,2018/11/10 18:53,2018/11/10 19:13,43414.786805555643414.8006944444,肯定的,,,
-,-,18,2018/11/10 18:55,166-591-agekke,12297,乗客アプリ（目的地から）,5428,978,3,1,,2018/11/10 19:12,2018/11/10 19:32,35.441002 139.650809,横浜元町ショッピングストリート,35.456605 139.635327,横浜ベイホテル東急,2018/11/10 19:17,2018/11/10 19:17,2018/11/10 19:35,2018/11/10 19:35,,2018/11/10 18:55,0:19:55,0:19:55,,00,17,,,2018/11/10 18:55,2018/11/10 19:32,43414.788194444443414.8138888889,#N/A,,,
-,-,18,2018/11/10 18:59,018-509-RED 018-508-RED,12301,まちかど端末（店舗から）,0,924,10,2,,2018/11/10 19:11,2018/11/10 19:21,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 19:10,2018/11/10 19:10,2018/11/10 19:18,2018/11/10 19:22,,2018/11/10 18:59,0:09:16,0:18:32,,01,12,,,2018/11/10 18:59,2018/11/10 19:21,43414.790972222243414.80625,#N/A,,,
★,☆,18,2018/11/10 17:34,031-163-YELLOW,12229,まちかど端末（店舗から）,0,430,3,1,2018/11/10 17:34,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/10 18:34,,2018/11/10 18:48,,2018/11/10 18:34,2018/11/10 18:34,0:00:00,0:00:00,,00,00,,,2018/11/10 17:34,1900/1/0 0:00,43414.73194444440,#N/A,,,
★,☆,18,2018/11/10 17:56,167-469-CAKE,12244,乗客アプリWeb（地図から）,5653,696,6,3,2018/11/10 17:57,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/10 18:39,,2018/11/10 18:58,,2018/11/10 18:06,2018/11/10 18:06,0:00:00,0:00:00,,00,33,,,2018/11/10 17:56,1900/1/0 0:00,43414.74722222220,#N/A,,,
★,☆,18,2018/11/10 17:59,018-447-RED 018-450-RED 018-448-RED,12246,まちかど端末（店舗から）,0,675,7,3,2018/11/10 18:54,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/10 18:45,,2018/11/10 18:55,,2018/11/10 18:09,2018/11/10 18:09,0:00:00,0:00:00,,00,45,,,2018/11/10 17:59,1900/1/0 0:00,43414.74930555560,#N/A,,,
-,☆,18,2018/11/10 18:02,112-658-SUN,12248,まちかど端末（店舗から）,0,539,2,1,2018/11/10 18:03,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 18:15,,2018/11/10 18:25,,,2018/11/10 18:02,0:00:00,0:00:00,,00,12,,,2018/11/10 18:02,1900/1/0 0:00,43414.75138888890,#N/A,,,
★,☆,18,2018/11/10 18:07,002-640-BLUE,12252,乗客アプリ（目的地から）,5556,77,2,1,2018/11/10 18:12,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/10 18:18,,2018/11/10 18:26,,2018/11/10 18:17,2018/11/10 18:17,0:00:00,0:00:00,,00,01,,,2018/11/10 18:07,1900/1/0 0:00,43414.75486111110,#N/A,,,
-,☆,18,2018/11/10 18:10,018-506-RED,12254,乗客アプリ（目的地から）,2511,304,2,1,2018/11/10 18:10,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/10 18:49,,2018/11/10 19:05,,,2018/11/10 18:10,0:00:00,0:00:00,,00,,,,2018/11/10 18:10,1900/1/0 0:00,43414.75694444440,#N/A,※514行と同一人物と思われるため一番短いものを採用,,
-,☆,18,2018/11/10 18:11,018-506-RED,12256,乗客アプリ（目的地から）,2511,244,2,1,2018/11/10 18:11,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/10 18:49,,2018/11/10 19:05,,,2018/11/10 18:11,0:00:00,0:00:00,,00,38,,,2018/11/10 18:11,1900/1/0 0:00,43414.75763888890,#N/A,※513行と同一人物と思われるため一番短いものを採用,,
-,☆,18,2018/11/10 18:13,002-640-BLUE,12259,乗客アプリ（目的地から）,5556,194,2,1,2018/11/10 18:13,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/10 18:34,,2018/11/10 18:41,,,2018/11/10 18:13,0:00:00,0:00:00,,00,20,,,2018/11/10 18:13,1900/1/0 0:00,43414.75902777780,#N/A,,,
-,☆,18,2018/11/10 18:14,022-180-GREEN 022-181-GREEN,12260,まちかど端末（店舗から）,0,296,2,2,2018/11/10 18:14,,,35.452963 139.642093,横浜赤レンガ倉庫,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/10 18:50,,2018/11/10 18:58,,,2018/11/10 18:14,0:00:00,0:00:00,,00,35,,,2018/11/10 18:14,1900/1/0 0:00,43414.75972222220,#N/A,,,
-,☆,18,2018/11/10 18:14,167-449-CAKE,12261,乗客アプリWeb（簡単予約）,5600,80,7,1,2018/11/10 18:29,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 18:50,,2018/11/10 19:00,,,2018/11/10 18:14,0:00:00,0:00:00,,00,36,,,2018/11/10 18:14,1900/1/0 0:00,43414.75972222220,#N/A,,,
-,☆,18,2018/11/10 18:18,063-994-BANANA 063-996-BANANA 063-992-BANANA 063-993-BANANA,12264,まちかど端末（店舗から）,0,799,3,4,2018/11/10 19:02,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/10 19:00,,2018/11/10 19:15,,,2018/11/10 18:18,0:00:00,0:00:00,,00,44,,,2018/11/10 18:18,1900/1/0 0:00,43414.76250,#N/A,,,
-,☆,18,2018/11/10 18:19,062-997-BANANA 062-998-BANANA,12267,乗客アプリ（目的地から）,5722,331,8,2,2018/11/10 18:25,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/10 18:49,,2018/11/10 18:58,,,2018/11/10 18:19,0:00:00,0:00:00,,00,30,,,2018/11/10 18:19,1900/1/0 0:00,43414.76319444440,#N/A,,,
-,☆,18,2018/11/10 18:25,050-554-STRAWBERRY 050-553-STRAWBERRY,12269,乗客アプリ（簡単予約）,5464,612,10,2,2018/11/10 18:25,,,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.445857 139.647636,ホテルモントレ横浜,2018/11/10 19:07,,2018/11/10 19:17,,,2018/11/10 18:25,0:00:00,0:00:00,,00,,,,2018/11/10 18:25,1900/1/0 0:00,43414.76736111110,#N/A,※521行と同一人物と思われるため一番短いものを採用,,
★,☆,18,2018/11/10 18:26,050-554-STRAWBERRY 050-553-STRAWBERRY,12270,乗客アプリ（簡単予約）,5464,739,10,2,2018/11/10 18:27,,,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.445857 139.647636,ホテルモントレ横浜,2018/11/10 19:07,,2018/11/10 19:17,,2018/11/10 18:36,2018/11/10 18:36,0:00:00,0:00:00,,00,30,,,2018/11/10 18:26,1900/1/0 0:00,43414.76805555560,#N/A,※520行と同一人物と思われるため一番短いものを採用,,
-,☆,18,2018/11/10 18:29,106-148-SNOW,12273,乗客アプリ（地図から）,4855,987,5,1,2018/11/10 18:29,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/10 18:38,,2018/11/10 18:46,,,2018/11/10 18:29,0:00:00,0:00:00,,00,09,,,2018/11/10 18:29,1900/1/0 0:00,43414.77013888890,#N/A,,,
★,☆,18,2018/11/10 18:29,167-469-CAKE,12274,乗客アプリWeb（地図から）,5653,22,5,1,2018/11/10 18:29,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/10 18:39,,2018/11/10 18:55,,2018/11/10 18:39,2018/11/10 18:39,0:00:00,0:00:00,,00,00,,,2018/11/10 18:29,1900/1/0 0:00,43414.77013888890,#N/A,,,
-,☆,18,2018/11/10 18:45,166-631-agekke,12285,まちかど端末（乗降ポイントから）,0,35,6,1,2018/11/10 18:46,,,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/10 19:16,,2018/11/10 19:27,,,2018/11/10 18:45,0:00:00,0:00:00,,00,30,,,2018/11/10 18:45,1900/1/0 0:00,43414.781250,#N/A,,,
-,☆,18,2018/11/10 18:49,018-463-RED,12287,まちかど端末（店舗から）,0,975,1,1,2018/11/10 19:19,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 18:57,,2018/11/10 19:07,,,2018/11/10 18:49,0:00:00,0:00:00,,00,29,,,2018/11/10 18:49,1900/1/0 0:00,43414.78402777780,#N/A,,,
-,☆,18,2018/11/10 18:50,062-998-BANANA,12290,乗客アプリ（目的地から）,5722,145,5,1,2018/11/10 18:50,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/10 19:02,,2018/11/10 19:10,,,2018/11/10 18:50,0:00:00,0:00:00,,00,11,,,2018/11/10 18:50,1900/1/0 0:00,43414.78472222220,#N/A,,,
-,☆,18,2018/11/10 18:52,106-148-SNOW,12293,乗客アプリ（地図から）,4855,654,5,1,2018/11/10 18:59,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/10 19:02,,2018/11/10 19:10,,,2018/11/10 18:52,0:00:00,0:00:00,,00,10,,,2018/11/10 18:52,1900/1/0 0:00,43414.78611111110,#N/A,,,
-,☆,18,2018/11/10 18:56,018-509-RED 018-508-RED,12298,まちかど端末（店舗から）,0,394,7,2,2018/11/10 18:57,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 19:04,,2018/11/10 19:13,,,2018/11/10 18:56,0:00:00,0:00:00,,00,,,,2018/11/10 18:56,1900/1/0 0:00,43414.78888888890,#N/A,※529行と同一人物と思われるため一番短いものを採用,,
-,☆,18,2018/11/10 18:58,018-508-RED,12299,まちかど端末（店舗から）,0,859,7,1,2018/11/10 18:58,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 19:04,,2018/11/10 19:12,,,2018/11/10 18:58,0:00:00,0:00:00,,00,06,,,2018/11/10 18:58,1900/1/0 0:00,43414.79027777780,#N/A,※528行と同一人物と思われるため一番短いものを採用,,
-,☆,18,2018/11/10 18:58,112-733-SUN,12300,まちかど端末（乗降ポイントから）,0,362,8,1,2018/11/10 19:08,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.445783 139.642958,横浜情報文化センター,2018/11/10 19:06,,2018/11/10 19:14,,,2018/11/10 18:58,0:00:00,0:00:00,,00,10,,,2018/11/10 18:58,1900/1/0 0:00,43414.79027777780,#N/A,,,
★,-,19,2018/11/10 18:10,024-540-GREEN 024-541-GREEN,12255,まちかど端末（店舗から）,0,334,8,2,,2018/11/10 19:11,2018/11/10 19:18,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/10 19:10,2018/11/10 19:11,2018/11/10 19:18,2018/11/10 19:22,2018/11/10 19:10,2018/11/10 19:10,0:06:20,0:12:40,325,01,01,07,04,2018/11/10 18:10,2018/11/10 19:18,43414.756944444443414.8041666667,#N/A,,,
★,-,19,2018/11/10 18:19,063-990-BANANA 063-991-BANANA,12266,乗客アプリ（地図から）,5815,894,7,2,,2018/11/10 19:22,2018/11/10 19:29,35.45435 139.631762,横浜ロイヤルパークホテル,35.448676 139.635696,横浜平和プラザホテル,2018/11/10 19:19,2018/11/10 19:20,2018/11/10 19:27,2018/11/10 19:28,2018/11/10 19:19,2018/11/10 19:19,0:07:13,0:14:26,,02,02,,,2018/11/10 18:19,2018/11/10 19:29,43414.763194444443414.8118055556,#N/A,,,
-,-,19,2018/11/10 19:00,106-148-SNOW 106-149-SNOW,12302,乗客アプリ（地図から）,4855,473,9,2,,2018/11/10 19:17,2018/11/10 19:25,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/10 19:15,2018/11/10 19:17,2018/11/10 19:24,2018/11/10 19:26,,2018/11/10 19:00,0:08:00,0:16:00,,01,17,,,2018/11/10 19:00,2018/11/10 19:25,43414.791666666743414.8090277778,#N/A,,,
-,-,19,2018/11/10 19:01,024-684-GREEN,12303,乗客アプリ（地図から）,3836,809,7,1,,2018/11/10 19:07,2018/11/10 19:13,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 19:06,2018/11/10 19:06,2018/11/10 19:12,2018/11/10 19:12,,2018/11/10 19:01,0:05:44,0:05:44,,01,06,,,2018/11/10 19:01,2018/11/10 19:13,43414.792361111143414.8006944444,#N/A,,,
-,-,19,2018/11/10 19:02,064-368-BANANA 064-364-BANANA 064-365-BANANA 064-366-BANANA 064-367-BANANA 064-369-BANANA,12304,まちかど端末（乗降ポイントから）,0,828,4,6,,2018/11/10 19:22,2018/11/10 19:29,35.443704 139.651332,ホテルメルパルク横浜,35.453715 139.638133,横浜ワールドポーターズ,2018/11/10 19:27,2018/11/10 19:27,2018/11/10 19:42,2018/11/10 19:42,,2018/11/10 19:02,0:06:57,0:41:42,,00,19,,,2018/11/10 19:02,2018/11/10 19:29,43414.793055555643414.8118055556,#N/A,,,
★,-,19,2018/11/10 19:02,062-734-BANANA,12305,乗客アプリ（地図から）,5765,968,5,1,,2018/11/10 19:15,2018/11/10 19:23,35.454389 139.630904,横浜ランドマークタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/10 19:17,2018/11/10 19:17,2018/11/10 19:24,2018/11/10 19:25,2018/11/10 19:12,2018/11/10 19:12,0:07:29,0:07:29,,00,03,,,2018/11/10 19:02,2018/11/10 19:23,43414.793055555643414.8076388889,#N/A,,,
★,-,19,2018/11/10 19:02,062-740-BANANA,12306,乗客アプリ（地図から）,5766,274,5,1,,2018/11/10 19:16,2018/11/10 19:23,35.454389 139.630904,横浜ランドマークタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/10 19:17,2018/11/10 19:17,2018/11/10 19:24,2018/11/10 19:24,2018/11/10 19:12,2018/11/10 19:12,0:07:09,0:07:09,,00,03,,,2018/11/10 19:02,2018/11/10 19:23,43414.793055555643414.8076388889,#N/A,,,
-,-,19,2018/11/10 19:05,018-507-RED 018-510-RED,12307,まちかど端末（店舗から）,0,709,10,2,,2018/11/10 19:12,2018/11/10 19:20,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 19:12,2018/11/10 19:12,2018/11/10 19:21,2018/11/10 19:21,,2018/11/10 19:05,0:08:53,0:17:46,,00,06,,,2018/11/10 19:05,2018/11/10 19:20,43414.795138888943414.8055555556,#N/A,,,
