,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,,
-,-,15,2018/11/10 15:26,110-585-SUN,12074,乗客アプリ（地図から）,3445,616,11,1,,2018/11/10 15:31,2018/11/10 15:37,35.443908 139.635249,イセザキ・モール,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/10 15:29,2018/11/10 15:29,2018/11/10 15:39,2018/11/10 15:39,,2018/11/10 15:26,0:06:46,0:06:46,,01,04,,,2018/11/10 15:26,2018/11/10 15:37,43414.643055555643414.6506944444,肯定的,,,
-,-,15,2018/11/10 15:29,019-102-RED,12076,乗客アプリ（簡単予約）,5673,550,9,1,,2018/11/10 16:03,2018/11/10 16:34,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/10 16:07,2018/11/10 16:07,2018/11/10 16:27,2018/11/10 16:38,,2018/11/10 15:29,0:31:07,0:31:07,,00,34,,,2018/11/10 15:29,2018/11/10 16:34,43414.645138888943414.6902777778,#N/A,,,
-,-,15,2018/11/10 15:32,020-141-GREEN,12077,乗客アプリ（地図から）,5429,926,7,1,,2018/11/10 15:42,2018/11/10 15:57,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/10 15:42,2018/11/10 15:43,2018/11/10 15:58,2018/11/10 16:05,,2018/11/10 15:32,0:15:23,0:15:23,,00,10,,,2018/11/10 15:32,2018/11/10 15:57,43414.647222222243414.6645833333,#N/A,,,
-,-,15,2018/11/10 15:32,067-233-BANANA 067-232-BANANA,12078,乗客アプリ（地図から）,4146,258,7,2,,2018/11/10 15:42,2018/11/10 15:49,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/10 15:43,2018/11/10 15:43,2018/11/10 15:56,2018/11/10 15:56,,2018/11/10 15:32,0:06:34,0:13:08,,00,10,,,2018/11/10 15:32,2018/11/10 15:49,43414.647222222243414.6590277778,#N/A,,,
-,-,15,2018/11/10 15:33,015-193-RED,12079,乗客アプリ（目的地から）,4745,371,5,1,,2018/11/10 15:44,2018/11/10 15:59,35.453715 139.638133,横浜ワールドポーターズ,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/10 15:39,2018/11/10 15:39,2018/11/10 15:59,2018/11/10 16:01,,2018/11/10 15:33,0:14:16,0:14:16,,05,11,,,2018/11/10 15:33,2018/11/10 15:59,43414.647916666743414.6659722222,#N/A,,,
-,-,15,2018/11/10 15:36,102-655-SNOW 111-270-SUN,12082,まちかど端末（店舗から）,0,235,4,2,,2018/11/10 15:54,2018/11/10 16:02,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/10 16:00,2018/11/10 16:00,2018/11/10 16:08,2018/11/10 16:08,,2018/11/10 15:36,0:07:09,0:14:18,,00,17,,,2018/11/10 15:36,2018/11/10 16:02,43414.6543414.6680555556,#N/A,,,
-,-,15,2018/11/10 15:37,062-547-BANANA 062-546-BANANA,12083,まちかど端末（店舗から）,0,176,2,2,,2018/11/10 15:59,2018/11/10 16:12,35.445857 139.647636,ホテルモントレ横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 16:02,2018/11/10 16:02,2018/11/10 16:15,2018/11/10 16:18,,2018/11/10 15:37,0:13:01,0:26:02,,00,22,,,2018/11/10 15:37,2018/11/10 16:12,43414.650694444443414.675,#N/A,,,
-,-,15,2018/11/10 15:39,023-030-GREEN 009-309-BLUE,12085,乗客アプリ（目的地から）,2530,92,5,2,,2018/11/10 15:48,2018/11/10 16:11,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/10 15:49,2018/11/10 15:49,2018/11/10 16:15,2018/11/10 16:19,,2018/11/10 15:39,0:22:24,0:44:48,,00,09,,,2018/11/10 15:39,2018/11/10 16:11,43414.652083333343414.6743055556,#N/A,,,
-,-,15,2018/11/10 15:40,102-474-SNOW,12086,乗客アプリ（簡単予約）,5646,220,3,1,,2018/11/10 16:11,2018/11/10 16:27,35.441441 139.648505,横浜中華街朱雀門,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 16:07,2018/11/10 16:07,2018/11/10 16:20,2018/11/10 16:27,,2018/11/10 15:40,0:15:30,0:15:30,,04,30,,,2018/11/10 15:40,2018/11/10 16:27,43414.652777777843414.6854166667,#N/A,,,
-,-,15,2018/11/10 15:41,102-902-SNOW,12087,乗客アプリ（簡単予約）,5747,820,6,1,,2018/11/10 15:50,2018/11/10 16:08,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/10 15:54,2018/11/10 15:54,2018/11/10 16:07,2018/11/10 16:10,,2018/11/10 15:41,0:17:44,0:17:44,,00,09,,,2018/11/10 15:41,2018/11/10 16:08,43414.653472222243414.6722222222,肯定的,,,
-,-,15,2018/11/10 15:41,063-535-BANANA,12088,乗客アプリ（地図から）,4924,49,4,1,,2018/11/10 16:02,2018/11/10 16:21,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/10 16:08,2018/11/10 16:08,2018/11/10 16:27,2018/11/10 16:33,,2018/11/10 15:41,0:19:21,0:19:21,,00,20,,,2018/11/10 15:41,2018/11/10 16:21,43414.653472222243414.68125,#N/A,,,
-,-,15,2018/11/10 15:43,019-650-RED 019-651-RED,12091,まちかど端末（店舗から）,0,150,8,2,,2018/11/10 16:10,2018/11/10 16:20,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/10 16:13,2018/11/10 16:13,2018/11/10 16:27,2018/11/10 16:29,,2018/11/10 15:43,0:10:13,0:20:26,,00,26,,,2018/11/10 15:43,2018/11/10 16:20,43414.654861111143414.6805555556,#N/A,,,
-,-,15,2018/11/10 15:43,018-630-RED,12092,まちかど端末（店舗から）,0,287,7,1,,2018/11/10 15:54,2018/11/10 16:26,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 16:00,2018/11/10 16:00,2018/11/10 16:14,2018/11/10 16:16,,2018/11/10 15:43,0:31:44,0:31:44,,00,11,,,2018/11/10 15:43,2018/11/10 16:26,43414.654861111143414.6847222222,#N/A,,,
-,-,15,2018/11/10 15:45,110-585-SUN,12095,乗客アプリ（地図から）,3445,337,6,1,,2018/11/10 16:18,2018/11/10 16:24,35.45435 139.631762,横浜ロイヤルパークホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/10 16:03,2018/11/10 16:06,2018/11/10 16:15,2018/11/10 16:18,,2018/11/10 15:45,0:06:03,0:06:03,,14,32,,,2018/11/10 15:45,2018/11/10 16:24,43414.6562543414.6833333333,否定的,※328行と同一人物と思われるため一番短いものを採用,,
-,-,15,2018/11/10 15:46,018-321-RED 018-231-RED,12096,乗客アプリ（目的地から）,5753,309,1,2,,2018/11/10 15:56,2018/11/10 16:31,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/10 15:57,2018/11/10 15:57,2018/11/10 16:09,2018/11/10 16:20,,2018/11/10 15:46,0:34:25,1:08:50,,00,10,,,2018/11/10 15:46,2018/11/10 16:31,43414.656944444443414.6881944444,肯定的,,,
-,-,15,2018/11/10 15:46,105-563-SNOW 104-091-SNOW,12097,乗客アプリ（簡単予約）,5773,542,1,2,,2018/11/10 16:16,2018/11/10 16:28,35.441441 139.648505,横浜中華街朱雀門,35.453715 139.638133,横浜ワールドポーターズ,2018/11/10 16:05,2018/11/10 16:05,2018/11/10 16:19,2018/11/10 16:19,,2018/11/10 15:46,0:11:57,0:23:54,,11,30,,,2018/11/10 15:46,2018/11/10 16:28,43414.656944444443414.6861111111,#N/A,,,
★,-,15,2018/11/10 15:46,062-789-BANANA,12098,乗客アプリ（目的地から）,5781,248,5,1,,2018/11/10 16:05,2018/11/10 16:10,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/10 16:05,2018/11/10 16:05,2018/11/10 16:15,2018/11/10 16:16,2018/11/10 15:56,2018/11/10 15:56,0:05:16,0:05:16,,00,08,,,2018/11/10 15:46,2018/11/10 16:10,43414.656944444443414.6736111111,肯定的,,,
★,-,15,2018/11/10 15:46,062-838-BANANA,12099,乗客アプリ（目的地から）,5780,743,5,1,,2018/11/10 16:05,2018/11/10 16:10,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/10 16:05,2018/11/10 16:05,2018/11/10 16:16,2018/11/10 16:16,2018/11/10 15:56,2018/11/10 15:56,0:04:43,0:04:43,,00,08,,,2018/11/10 15:46,2018/11/10 16:10,43414.656944444443414.6736111111,時刻かぶり,,,
-,-,15,2018/11/10 15:48,062-766-BANANA,12100,乗客アプリ（地図から）,2974,53,7,1,,2018/11/10 16:05,2018/11/10 16:37,35.448676 139.635696,横浜平和プラザホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/10 16:10,2018/11/10 16:10,2018/11/10 16:28,2018/11/10 16:28,,2018/11/10 15:48,0:32:04,0:32:04,,00,16,,,2018/11/10 15:48,2018/11/10 16:37,43414.658333333343414.6923611111,#N/A,,,
-,-,15,2018/11/10 15:51,104-659-SNOW,12103,乗客アプリ（地図から）,4241,352,2,1,,2018/11/10 16:05,2018/11/10 16:12,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 16:05,2018/11/10 16:08,2018/11/10 16:17,2018/11/10 16:19,,2018/11/10 15:51,0:07:09,0:07:09,,00,14,,,2018/11/10 15:51,2018/11/10 16:12,43414.660416666743414.675,#N/A,,,
-,-,15,2018/11/10 15:51,103-429-SNOW 103-428-SNOW,12104,乗客アプリ（地図から）,5277,866,10,2,,2018/11/10 15:59,2018/11/10 16:13,35.456605 139.635327,横浜ベイホテル東急,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/10 16:07,2018/11/10 16:07,2018/11/10 16:27,2018/11/10 16:30,,2018/11/10 15:51,0:13:33,0:27:06,,00,08,,,2018/11/10 15:51,2018/11/10 16:13,43414.660416666743414.6756944444,#N/A,,,
-,-,15,2018/11/10 15:52,051-654-STRAWBERRY,12107,まちかど端末（店舗から）,0,977,2,1,,2018/11/10 16:12,2018/11/10 16:32,35.450554 139.632616,横浜桜木町ワシントンホテル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/10 16:18,2018/11/10 16:18,2018/11/10 16:31,2018/11/10 16:32,,2018/11/10 15:52,0:19:06,0:19:06,,00,20,,,2018/11/10 15:52,2018/11/10 16:32,43414.661111111143414.6888888889,#N/A,,,
-,-,15,2018/11/10 15:58,018-588-RED,12115,まちかど端末（店舗から）,0,821,8,1,,2018/11/10 16:12,2018/11/10 16:32,35.447541 139.644914,シルク博物館,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/10 16:16,2018/11/10 16:16,2018/11/10 16:42,2018/11/10 16:42,,2018/11/10 15:58,0:20:18,0:20:18,,00,13,,,2018/11/10 15:58,2018/11/10 16:32,43414.665277777843414.6888888889,#N/A,,,
-,☆,15,2018/11/10 15:59,016-616-RED 016-617-RED 016-222-RED,12116,乗客アプリ（地図から）,3880,723,5,3,2018/11/10 16:00,,,35.443908 139.635249,イセザキ・モール,35.443659 139.650847,横浜マリンタワー,2018/11/10 16:30,,2018/11/10 16:43,,,2018/11/10 15:59,0:00:00,0:00:00,,00,30,,,2018/11/10 15:59,1900/1/0 0:00,43414.66597222220,#N/A,,,
★,☆,15,2018/11/10 14:56,106-148-SNOW,12036,乗客アプリ（地図から）,4855,32,13,1,2018/11/10 14:58,,,35.448676 139.635696,横浜平和プラザホテル,35.443704 139.651332,ホテルメルパルク横浜,2018/11/10 15:22,,2018/11/10 15:33,,2018/11/10 15:06,2018/11/10 15:06,0:00:00,0:00:00,,00,16,,,2018/11/10 14:56,1900/1/0 0:00,43414.62222222220,#N/A,,,
★,☆,15,2018/11/10 15:01,025-745-GREEN 025-714-GREEN,12041,乗客アプリ（簡単予約）,2470,110,2,2,2018/11/10 15:03,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443659 139.650847,横浜マリンタワー,2018/11/10 15:34,,2018/11/10 15:54,,2018/11/10 15:11,2018/11/10 15:11,0:00:00,0:00:00,,00,22,,,2018/11/10 15:01,1900/1/0 0:00,43414.62569444440,#N/A,※313行と同一人物と思われるため一番短いものを採用,,
-,☆,15,2018/11/10 15:05,025-714-GREEN 025-745-GREEN,12044,乗客アプリ（簡単予約）,2470,211,2,2,2018/11/10 15:34,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443659 139.650847,横浜マリンタワー,2018/11/10 15:34,,2018/11/10 15:54,,,2018/11/10 15:05,0:00:00,0:00:00,,00,,,,2018/11/10 15:05,1900/1/0 0:00,43414.62847222220,#N/A,※312行と同一人物と思われるため一番短いものを採用,,
-,☆,15,2018/11/10 15:07,105-384-SNOW,12047,乗客アプリ（地図から）,4775,669,11,1,2018/11/10 15:24,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.443908 139.635249,イセザキ・モール,2018/11/10 15:31,,2018/11/10 15:38,,,2018/11/10 15:07,0:00:00,0:00:00,,00,24,,,2018/11/10 15:07,1900/1/0 0:00,43414.62986111110,#N/A,,,
-,☆,15,2018/11/10 15:07,166-566-agekke,12049,まちかど端末（乗降ポイントから）,0,168,7,1,2018/11/10 15:08,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.456605 139.635327,横浜ベイホテル東急,2018/11/10 15:40,,2018/11/10 15:57,,,2018/11/10 15:07,0:00:00,0:00:00,,00,32,,,2018/11/10 15:07,1900/1/0 0:00,43414.62986111110,#N/A,※316行と同一人物と思われるため一番短いものを採用,,
-,☆,15,2018/11/10 15:10,166-566-agekke,12051,まちかど端末（乗降ポイントから）,0,784,1,1,2018/11/10 15:45,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.456605 139.635327,横浜ベイホテル東急,2018/11/10 15:46,,2018/11/10 16:03,,,2018/11/10 15:10,0:00:00,0:00:00,,00,,,,2018/11/10 15:10,1900/1/0 0:00,43414.63194444440,#N/A,※315行と同一人物と思われるため一番短いものを採用,,
-,☆,15,2018/11/10 15:10,064-144-BANANA 064-143-BANANA 064-629-BANANA,12052,乗客アプリ（地図から）,3845,977,5,3,2018/11/10 15:10,,,35.447541 139.644914,シルク博物館,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/10 15:32,,2018/11/10 15:58,,,2018/11/10 15:10,0:00:00,0:00:00,,00,,,,2018/11/10 15:10,1900/1/0 0:00,43414.63194444440,#N/A,"※318,319,321行と同一人物と思われるため一番短いものを採用",,
-,☆,15,2018/11/10 15:11,064-144-BANANA 064-143-BANANA 064-629-BANANA,12053,乗客アプリ（地図から）,3845,554,7,3,2018/11/10 15:11,,,35.447546 139.64358,横浜開港資料館,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/10 15:36,,2018/11/10 15:55,,,2018/11/10 15:11,0:00:00,0:00:00,,00,,,,2018/11/10 15:11,1900/1/0 0:00,43414.63263888890,#N/A,"※317,319,321行と同一人物と思われるため一番短いものを採用",,
-,☆,15,2018/11/10 15:12,064-144-BANANA 064-143-BANANA 064-629-BANANA,12054,乗客アプリ（地図から）,3845,866,7,3,2018/11/10 15:12,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/10 15:40,,2018/11/10 16:02,,,2018/11/10 15:12,0:00:00,0:00:00,,00,,,,2018/11/10 15:12,1900/1/0 0:00,43414.63333333330,#N/A,"※318,317,321行と同一人物と思われるため一番短いものを採用",,
-,☆,15,2018/11/10 15:12,063-127-BANANA 063-985-BANANA 063-986-BANANA 063-988-BANANA,12055,乗客アプリ（簡単予約）,5775,500,7,4,2018/11/10 15:14,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/10 15:40,,2018/11/10 15:59,,,2018/11/10 15:12,0:00:00,0:00:00,,00,27,,,2018/11/10 15:12,1900/1/0 0:00,43414.63333333330,#N/A,,,
-,☆,15,2018/11/10 15:13,064-144-BANANA 064-143-BANANA 064-629-BANANA,12056,乗客アプリ（地図から）,3845,983,5,3,2018/11/10 15:13,,,35.445857 139.647636,ホテルモントレ横浜,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/10 15:34,,2018/11/10 16:01,,,2018/11/10 15:13,0:00:00,0:00:00,,00,21,,,2018/11/10 15:13,1900/1/0 0:00,43414.63402777780,#N/A,"※318,319,317行と同一人物と思われるため一番短いものを採用",,
-,☆,15,2018/11/10 15:14,067-233-BANANA 067-232-BANANA,12058,乗客アプリ（地図から）,4146,253,7,2,2018/11/10 15:31,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/10 15:43,,2018/11/10 15:58,,,2018/11/10 15:14,0:00:00,0:00:00,,00,28,,,2018/11/10 15:14,1900/1/0 0:00,43414.63472222220,#N/A,,,
-,☆,15,2018/11/10 15:16,005-480-BLUE,12060,乗客アプリ（地図から）,4965,941,4,1,2018/11/10 15:17,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/10 15:42,,2018/11/10 15:52,,,2018/11/10 15:16,0:00:00,0:00:00,,00,25,,,2018/11/10 15:16,1900/1/0 0:00,43414.63611111110,#N/A,,,
-,☆,15,2018/11/10 15:18,014-956-RED,12064,乗客アプリ（地図から）,1756,479,9,1,2018/11/10 15:19,,,35.445783 139.642958,横浜情報文化センター,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/10 15:51,,2018/11/10 16:06,,,2018/11/10 15:18,0:00:00,0:00:00,,00,33,,,2018/11/10 15:18,1900/1/0 0:00,43414.63750,#N/A,,,
-,☆,15,2018/11/10 15:20,111-298-SUN,12068,乗客アプリ（目的地から）,5778,139,9,1,2018/11/10 15:47,,,35.441441 139.648505,横浜中華街朱雀門,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/10 15:46,,2018/11/10 16:07,,,2018/11/10 15:20,0:00:00,0:00:00,,00,26,,,2018/11/10 15:20,1900/1/0 0:00,43414.63888888890,#N/A,,,
-,☆,15,2018/11/10 15:21,019-423-RED,12069,まちかど端末（店舗から）,0,788,6,1,2018/11/10 15:22,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 15:49,,2018/11/10 16:06,,,2018/11/10 15:21,0:00:00,0:00:00,,00,27,,,2018/11/10 15:21,1900/1/0 0:00,43414.63958333330,#N/A,,,
-,☆,15,2018/11/10 15:22,020-232-GREEN 020-231-GREEN,12070,まちかど端末（店舗から）,0,621,6,2,2018/11/10 15:23,,,35.453715 139.638133,横浜ワールドポーターズ,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/10 15:50,,2018/11/10 15:57,,,2018/11/10 15:22,0:00:00,0:00:00,,00,27,,,2018/11/10 15:22,1900/1/0 0:00,43414.64027777780,#N/A,,,
-,☆,15,2018/11/10 15:22,066-946-BANANA 072-236-ORANGE 066-945-BANANA 063-654-BANANA 072-237-ORANGE 075-073-ORANGE,12071,まちかど端末（乗降ポイントから）,0,424,4,6,2018/11/10 15:23,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/10 16:02,,2018/11/10 16:18,,,2018/11/10 15:22,0:00:00,0:00:00,,00,40,,,2018/11/10 15:22,1900/1/0 0:00,43414.64027777780,#N/A,,,
-,☆,15,2018/11/10 15:28,020-141-GREEN,12075,乗客アプリ（地図から）,5429,708,5,1,2018/11/10 15:31,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/10 15:57,,2018/11/10 16:09,,,2018/11/10 15:28,0:00:00,0:00:00,,00,29,,,2018/11/10 15:28,1900/1/0 0:00,43414.64444444440,#N/A,,,
-,☆,15,2018/11/10 15:35,025-714-GREEN 025-745-GREEN 019-103-RED,12081,乗客アプリ（簡単予約）,2470,953,5,3,2018/11/10 15:39,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443659 139.650847,横浜マリンタワー,2018/11/10 15:55,,2018/11/10 16:21,,,2018/11/10 15:35,0:00:00,0:00:00,,00,19,,,2018/11/10 15:35,1900/1/0 0:00,43414.64930555560,#N/A,,,
★,☆,15,2018/11/10 15:38,110-585-SUN,12084,乗客アプリ（地図から）,3445,90,6,1,2018/11/10 15:39,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/10 16:02,,2018/11/10 16:14,,2018/11/10 15:48,2018/11/10 15:48,0:00:00,0:00:00,,00,13,,,2018/11/10 15:38,1900/1/0 0:00,43414.65138888890,#N/A,,,
-,☆,15,2018/11/10 15:42,104-659-SNOW,12089,乗客アプリ（地図から）,4241,221,8,1,2018/11/10 15:42,,,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 16:11,,2018/11/10 16:24,,,2018/11/10 15:42,0:00:00,0:00:00,,00,,,,2018/11/10 15:42,1900/1/0 0:00,43414.65416666670,#N/A,※333行と同一人物と思われるため一番短いものを採用,,
★,☆,15,2018/11/10 15:43,104-659-SNOW,12090,乗客アプリ（地図から）,4241,94,7,1,2018/11/10 15:43,,,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 16:10,,2018/11/10 16:24,,2018/11/10 15:53,2018/11/10 15:53,0:00:00,0:00:00,,00,17,,,2018/11/10 15:43,1900/1/0 0:00,43414.65486111110,#N/A,※332行と同一人物と思われるため一番短いものを採用,,
-,☆,15,2018/11/10 15:44,002-638-BLUE,12093,乗客アプリ（地図から）,1591,281,6,1,2018/11/10 15:44,,,35.441002 139.650809,横浜元町ショッピングストリート,35.454389 139.630904,横浜ランドマークタワー,2018/11/10 16:18,,2018/11/10 16:38,,,2018/11/10 15:44,0:00:00,0:00:00,,00,,,,2018/11/10 15:44,1900/1/0 0:00,43414.65555555560,#N/A,※335行と同一人物と思われるため一番短いものを採用,,
★,☆,15,2018/11/10 15:45,002-638-BLUE,12094,乗客アプリ（地図から）,1591,767,6,1,2018/11/10 15:45,,,35.441002 139.650809,横浜元町ショッピングストリート,35.454389 139.630904,横浜ランドマークタワー,2018/11/10 16:17,,2018/11/10 16:37,,2018/11/10 15:55,2018/11/10 15:55,0:00:00,0:00:00,,00,21,,,2018/11/10 15:45,1900/1/0 0:00,43414.656250,#N/A,※334行と同一人物と思われるため一番短いものを採用,,
-,☆,15,2018/11/10 15:49,111-298-SUN 019-927-RED,12101,乗客アプリ（目的地から）,5778,703,3,2,2018/11/10 15:51,,,35.441441 139.648505,横浜中華街朱雀門,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/10 16:08,,2018/11/10 16:34,,,2018/11/10 15:49,0:00:00,0:00:00,,00,19,,,2018/11/10 15:49,1900/1/0 0:00,43414.65902777780,#N/A,,,
-,☆,15,2018/11/10 15:49,103-429-SNOW 103-428-SNOW,12102,乗客アプリ（地図から）,5277,394,2,2,2018/11/10 15:50,,,35.456605 139.635327,横浜ベイホテル東急,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/10 16:25,,2018/11/10 16:40,,,2018/11/10 15:49,0:00:00,0:00:00,,00,36,,,2018/11/10 15:49,1900/1/0 0:00,43414.65902777780,#N/A,,,
-,☆,15,2018/11/10 15:57,114-025-SUN,12110,乗客アプリ（地図から）,5703,933,5,1,2018/11/10 15:57,,,35.441441 139.648505,横浜中華街朱雀門,35.443908 139.635249,イセザキ・モール,2018/11/10 16:30,,2018/11/10 16:40,,,2018/11/10 15:57,0:00:00,0:00:00,,00,33,,,2018/11/10 15:57,1900/1/0 0:00,43414.66458333330,#N/A,,,
-,☆,15,2018/11/10 15:57,016-617-RED 016-616-RED 016-222-RED,12111,乗客アプリ（地図から）,3880,681,10,3,2018/11/10 15:58,,,35.443908 139.635249,イセザキ・モール,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/10 16:35,,2018/11/10 16:52,,,2018/11/10 15:57,0:00:00,0:00:00,,00,38,,,2018/11/10 15:57,1900/1/0 0:00,43414.66458333330,#N/A,,,
-,☆,15,2018/11/10 15:58,114-025-SUN,12112,乗客アプリ（地図から）,5703,586,9,1,2018/11/10 15:58,,,35.441441 139.648505,横浜中華街朱雀門,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/10 16:29,,2018/11/10 16:39,,,2018/11/10 15:58,0:00:00,0:00:00,,00,31,,,2018/11/10 15:58,1900/1/0 0:00,43414.66527777780,#N/A,,,
-,☆,15,2018/11/10 15:58,166-566-agekke,12113,まちかど端末（乗降ポイントから）,0,202,5,1,2018/11/10 15:59,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.456605 139.635327,横浜ベイホテル東急,2018/11/10 16:28,,2018/11/10 16:45,,,2018/11/10 15:58,0:00:00,0:00:00,,00,30,,,2018/11/10 15:58,1900/1/0 0:00,43414.66527777780,#N/A,,,
-,☆,15,2018/11/10 15:58,016-616-RED 016-617-RED 016-222-RED,12114,乗客アプリ（地図から）,3880,159,10,3,2018/11/10 15:58,,,35.443908 139.635249,イセザキ・モール,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/10 16:35,,2018/11/10 16:52,,,2018/11/10 15:58,0:00:00,0:00:00,,00,37,,,2018/11/10 15:58,1900/1/0 0:00,43414.66527777780,#N/A,,,
★,-,16,2018/11/10 15:16,167-464-CAKE,12059,乗客アプリWeb（簡単予約）,5638,560,11,1,,2018/11/10 16:11,2018/11/10 16:29,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/10 16:16,2018/11/10 16:16,2018/11/10 16:32,2018/11/10 16:46,2018/11/10 16:16,2018/11/10 16:16,0:17:53,0:17:53,1085,00,00,12,10,2018/11/10 15:16,2018/11/10 16:29,43414.636111111143414.6868055556,#N/A,,,
★,-,16,2018/11/10 15:51,167-491-CAKE,12105,乗客アプリ（地図から）,5735,48,10,2,,2018/11/10 16:00,2018/11/10 16:16,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/10 16:10,2018/11/10 16:10,2018/11/10 16:35,2018/11/10 16:35,2018/11/10 16:01,2018/11/10 16:01,0:16:22,0:32:44,,00,00,,,2018/11/10 15:51,2018/11/10 16:16,43414.660416666743414.6777777778,#N/A,,,
