,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,日時,降車時間,合成キー,評価,計算用ダミー,
-,-,15,2018/11/1 15:40,8243,乗客アプリ（地図から）,4092,571,9,1,,2018/11/1 15:41,2018/11/1 16:04,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/1 15:45,2018/11/1 15:45,2018/11/1 16:10,2018/11/1 16:10,,2018/11/1 15:40,0:23:16,0:23:16,,00,00,,,2018/11/1 15:40,2018/11/1 16:04,43405.652777777843405.6694444444,#N/A,,
-,-,15,2018/11/1 15:42,8244,まちかど端末（店舗から）,0,524,9,1,,2018/11/1 15:52,2018/11/1 16:01,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/1 15:47,2018/11/1 15:47,2018/11/1 16:02,2018/11/1 16:02,,2018/11/1 15:42,0:09:31,0:09:31,,04,09,,,2018/11/1 15:42,2018/11/1 16:01,43405.654166666743405.6673611111,#N/A,,
-,-,15,2018/11/1 15:45,8245,乗客アプリ（目的地から）,4609,547,10,1,,2018/11/1 15:50,2018/11/1 16:02,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443704 139.651332,ホテルメルパルク横浜,2018/11/1 15:50,2018/11/1 15:50,2018/11/1 16:03,2018/11/1 16:04,,2018/11/1 15:45,0:12:24,0:12:24,,00,05,,,2018/11/1 15:45,2018/11/1 16:02,43405.6562543405.6680555556,肯定的,,
-,-,15,2018/11/1 15:45,8246,乗客アプリ（目的地から）,3753,82,10,1,,2018/11/1 15:50,2018/11/1 16:02,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443704 139.651332,ホテルメルパルク横浜,2018/11/1 15:50,2018/11/1 15:50,2018/11/1 16:04,2018/11/1 16:04,,2018/11/1 15:45,0:12:23,0:12:23,,00,05,,,2018/11/1 15:45,2018/11/1 16:02,43405.6562543405.6680555556,時間かぶり,,
-,-,15,2018/11/1 15:45,8247,乗客アプリ（地図から）,4363,237,2,1,,2018/11/1 15:59,2018/11/1 16:07,35.443908 139.635249,イセザキ・モール,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/1 16:00,2018/11/1 16:00,2018/11/1 16:09,2018/11/1 16:09,,2018/11/1 15:45,0:08:00,0:08:00,,00,14,,,2018/11/1 15:45,2018/11/1 16:07,43405.6562543405.6715277778,#N/A,,
-,-,15,2018/11/1 15:45,8248,まちかど端末（乗降ポイントから）,0,186,1,1,,2018/11/1 15:49,2018/11/1 16:00,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/1 15:52,2018/11/1 15:52,2018/11/1 16:03,2018/11/1 16:03,,2018/11/1 15:45,0:11:06,0:11:06,,00,04,,,2018/11/1 15:45,2018/11/1 16:00,43405.6562543405.6666666667,#N/A,,
-,-,15,2018/11/1 15:52,8252,乗客アプリ（地図から）,1751,213,10,1,,2018/11/1 16:00,2018/11/1 16:07,35.441441 139.648505,横浜中華街朱雀門,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/1 16:03,2018/11/1 16:03,2018/11/1 16:13,2018/11/1 16:11,,2018/11/1 15:52,0:07:03,0:07:03,,00,07,,,2018/11/1 15:52,2018/11/1 16:07,43405.661111111143405.6715277778,肯定的,,
-,-,15,2018/11/1 15:53,8253,乗客アプリ（地図から）,1589,744,5,2,,2018/11/1 16:13,2018/11/1 16:22,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/1 16:19,2018/11/1 16:19,2018/11/1 16:35,2018/11/1 16:35,,2018/11/1 15:53,0:08:47,0:17:34,,00,19,,,2018/11/1 15:53,2018/11/1 16:22,43405.661805555643405.6819444444,肯定的,,
-,-,15,2018/11/1 15:56,8254,乗客アプリ（地図から）,2424,296,1,1,,2018/11/1 16:18,2018/11/1 16:24,35.450447 139.635947,みなとみらい線　馬車道駅,35.445783 139.642958,横浜情報文化センター,2018/11/1 16:12,2018/11/1 16:19,2018/11/1 16:18,2018/11/1 16:25,,2018/11/1 15:56,0:05:51,0:05:51,,05,22,,,2018/11/1 15:56,2018/11/1 16:24,43405.663888888943405.6833333333,#N/A,,
-,-,15,2018/11/1 15:58,8255,乗客アプリ（目的地から）,2706,598,7,1,,2018/11/1 16:17,2018/11/1 16:30,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/1 16:17,2018/11/1 16:18,2018/11/1 16:30,2018/11/1 16:33,,2018/11/1 15:58,0:13:05,0:13:05,,00,19,,,2018/11/1 15:58,2018/11/1 16:30,43405.665277777843405.6875,#N/A,,
-,☆,15,2018/11/1 15:01,8212,乗客アプリWeb（地図から）,4600,426,7,1,2018/11/1 15:01,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/1 15:03,,2018/11/1 15:18,,,2018/11/1 15:01,0:00:00,0:00:00,,00,02,,,2018/11/1 15:01,1900/1/0 0:00,43405.62569444440,#N/A,,
-,☆,15,2018/11/1 15:04,8217,まちかど端末（乗降ポイントから）,0,835,5,1,2018/11/1 15:04,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/1 15:06,,2018/11/1 15:13,,,2018/11/1 15:04,0:00:00,0:00:00,,00,02,,,2018/11/1 15:04,1900/1/0 0:00,43405.62777777780,#N/A,,
-,☆,15,2018/11/1 15:20,8229,乗客アプリ（目的地から）,2706,82,1,1,2018/11/1 15:23,,,35.445857 139.647636,ホテルモントレ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/1 15:38,,2018/11/1 15:51,,,2018/11/1 15:20,0:00:00,0:00:00,,00,17,,,2018/11/1 15:20,1900/1/0 0:00,43405.63888888890,#N/A,,
-,☆,15,2018/11/1 15:29,8236,まちかど端末（店舗から）,0,605,7,1,2018/11/1 15:30,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/1 15:43,,2018/11/1 15:55,,,2018/11/1 15:29,0:00:00,0:00:00,,00,13,,,2018/11/1 15:29,1900/1/0 0:00,43405.64513888890,#N/A,,
-,☆,15,2018/11/1 15:50,8249,乗客アプリ（地図から）,1589,932,4,2,2018/11/1 15:50,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/1 16:15,,2018/11/1 16:30,,,2018/11/1 15:50,0:00:00,0:00:00,,00,24,,,2018/11/1 15:50,1900/1/0 0:00,43405.65972222220,#N/A,,※同一人物と思われるため一番短い待ち時間を採用
-,☆,15,2018/11/1 15:51,8250,乗客アプリ（地図から）,1589,315,4,2,2018/11/1 15:52,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/1 16:15,,2018/11/1 16:31,,,2018/11/1 15:51,0:00:00,0:00:00,,00,,,,2018/11/1 15:51,1900/1/0 0:00,43405.66041666670,#N/A,,※同一人物と思われるため一番短い待ち時間を採用
-,☆,15,2018/11/1 15:51,8251,まちかど端末（乗降ポイントから）,0,888,4,2,2018/11/1 15:59,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/1 16:17,,2018/11/1 16:32,,,2018/11/1 15:51,0:00:00,0:00:00,,00,,,,2018/11/1 15:51,1900/1/0 0:00,43405.66041666670,#N/A,,※同一人物と思われるため一番短い待ち時間を採用
★,-,16,2018/11/1 16:01,8256,乗客アプリ（簡単予約）,2161,256,10,1,,2018/11/1 16:29,2018/11/1 16:36,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 16:31,2018/11/1 16:31,2018/11/1 16:43,2018/11/1 16:43,2018/11/1 16:31,2018/11/1 16:31,0:06:52,0:06:52,783,00,00,06,06,2018/11/1 16:01,2018/11/1 16:36,43405.667361111143405.6916666667,#N/A,,
-,-,16,2018/11/1 16:01,8257,乗客アプリWeb（地図から）,2461,861,4,3,,2018/11/1 16:09,2018/11/1 16:16,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 16:10,2018/11/1 16:10,2018/11/1 16:24,2018/11/1 16:24,,2018/11/1 16:01,0:07:24,0:22:12,,00,07,,,2018/11/1 16:01,2018/11/1 16:16,43405.667361111143405.6777777778,#N/A,,
★,-,16,2018/11/1 16:02,8258,まちかど端末（乗降ポイントから）,0,998,8,3,,2018/11/1 16:33,2018/11/1 16:37,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/1 16:34,2018/11/1 16:34,2018/11/1 16:43,2018/11/1 16:43,2018/11/1 16:31,2018/11/1 16:31,0:04:39,0:13:57,,00,01,,,2018/11/1 16:02,2018/11/1 16:37,43405.668055555643405.6923611111,#N/A,,
-,-,16,2018/11/1 16:04,8260,乗客アプリ（地図から）,4032,295,6,1,,2018/11/1 16:09,2018/11/1 16:15,35.448676 139.635696,横浜平和プラザホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/1 16:09,2018/11/1 16:09,2018/11/1 16:21,2018/11/1 16:21,,2018/11/1 16:04,0:06:31,0:06:31,,00,04,,,2018/11/1 16:04,2018/11/1 16:15,43405.669444444443405.6770833333,#N/A,,
-,-,16,2018/11/1 16:05,8263,まちかど端末（乗降ポイントから）,0,797,2,1,,2018/11/1 16:11,2018/11/1 16:34,35.443704 139.651332,ホテルメルパルク横浜,35.456605 139.635327,横浜ベイホテル東急,2018/11/1 16:11,2018/11/1 16:13,2018/11/1 16:33,2018/11/1 16:38,,2018/11/1 16:05,0:23:56,0:23:56,,00,05,,,2018/11/1 16:05,2018/11/1 16:34,43405.670138888943405.6902777778,#N/A,,
-,-,16,2018/11/1 16:07,8264,乗客アプリ（目的地から）,4381,205,2,1,,2018/11/1 16:16,2018/11/1 16:43,35.441002 139.650809,横浜元町ショッピングストリート,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/1 16:16,2018/11/1 16:16,2018/11/1 16:47,2018/11/1 16:56,,2018/11/1 16:07,0:26:29,0:26:29,,00,09,,,2018/11/1 16:07,2018/11/1 16:43,43405.671527777843405.6965277778,#N/A,,
-,-,16,2018/11/1 16:13,8267,まちかど端末（乗降ポイントから）,0,643,5,1,,2018/11/1 16:17,2018/11/1 16:26,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/1 16:23,2018/11/1 16:23,2018/11/1 16:47,2018/11/1 16:47,,2018/11/1 16:13,0:08:45,0:08:45,,00,04,,,2018/11/1 16:13,2018/11/1 16:26,43405.675694444443405.6847222222,#N/A,,
-,-,16,2018/11/1 16:13,8268,乗客アプリ（地図から）,1751,674,9,1,,2018/11/1 16:17,2018/11/1 16:30,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/11/1 16:17,2018/11/1 16:17,2018/11/1 16:27,2018/11/1 16:27,,2018/11/1 16:13,0:12:11,0:12:11,,00,04,,,2018/11/1 16:13,2018/11/1 16:30,43405.675694444443405.6875,否定的,,
-,-,16,2018/11/1 16:15,8270,まちかど端末（店舗から）,0,546,2,1,,2018/11/1 16:23,2018/11/1 16:31,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/1 16:23,2018/11/1 16:23,2018/11/1 16:35,2018/11/1 16:35,,2018/11/1 16:15,0:07:54,0:07:54,,00,07,,,2018/11/1 16:15,2018/11/1 16:31,43405.677083333343405.6881944444,#N/A,,
-,-,16,2018/11/1 16:16,8272,まちかど端末（店舗から）,0,758,6,1,,2018/11/1 16:21,2018/11/1 16:25,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.456605 139.635327,横浜ベイホテル東急,2018/11/1 16:25,2018/11/1 16:25,2018/11/1 16:38,2018/11/1 16:38,,2018/11/1 16:16,0:03:17,0:03:17,,00,04,,,2018/11/1 16:16,2018/11/1 16:25,43405.677777777843405.6840277778,#N/A,,
-,-,16,2018/11/1 16:17,8273,乗客アプリ（目的地から）,1747,739,4,1,,2018/11/1 16:23,2018/11/1 16:31,35.445857 139.647636,ホテルモントレ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/1 16:27,2018/11/1 16:27,2018/11/1 16:40,2018/11/1 16:47,,2018/11/1 16:17,0:07:47,0:07:47,,00,06,,,2018/11/1 16:17,2018/11/1 16:31,43405.678472222243405.6881944444,#N/A,,
-,-,16,2018/11/1 16:17,8274,乗客アプリ（地図から）,4568,417,1,1,,2018/11/1 16:31,2018/11/1 16:35,35.445783 139.642958,横浜情報文化センター,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/1 16:25,2018/11/1 16:25,2018/11/1 16:30,2018/11/1 16:35,,2018/11/1 16:17,0:04:42,0:04:42,,05,13,,,2018/11/1 16:17,2018/11/1 16:35,43405.678472222243405.6909722222,#N/A,,
-,-,16,2018/11/1 16:19,8276,まちかど端末（乗降ポイントから）,0,877,3,1,,2018/11/1 16:22,2018/11/1 16:27,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/1 16:23,2018/11/1 16:23,2018/11/1 16:33,2018/11/1 16:33,,2018/11/1 16:19,0:04:49,0:04:49,,00,03,,,2018/11/1 16:19,2018/11/1 16:27,43405.679861111143405.6854166667,#N/A,,
-,-,16,2018/11/1 16:20,8277,乗客アプリWeb（地図から）,4622,447,9,1,,2018/11/1 16:30,2018/11/1 16:35,35.443908 139.635249,イセザキ・モール,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/1 16:45,2018/11/1 16:45,2018/11/1 16:50,2018/11/1 16:50,,2018/11/1 16:20,0:04:56,0:04:56,,00,10,,,2018/11/1 16:20,2018/11/1 16:35,43405.680555555643405.6909722222,#N/A,,
-,-,16,2018/11/1 16:26,8280,まちかど端末（店舗から）,0,25,4,1,,2018/11/1 16:30,2018/11/1 16:36,35.453715 139.638133,横浜ワールドポーターズ,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 16:34,2018/11/1 16:34,2018/11/1 16:53,2018/11/1 16:53,,2018/11/1 16:26,0:05:43,0:05:43,,00,04,,,2018/11/1 16:26,2018/11/1 16:36,43405.684722222243405.6916666667,#N/A,,
-,-,16,2018/11/1 16:29,8281,乗客アプリ（目的地から）,4363,388,5,1,,2018/11/1 16:38,2018/11/1 16:53,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/1 16:33,2018/11/1 16:33,2018/11/1 16:50,2018/11/1 16:50,,2018/11/1 16:29,0:15:07,0:15:07,,04,08,,,2018/11/1 16:29,2018/11/1 16:53,43405.686805555643405.7034722222,#N/A,,
-,-,16,2018/11/1 16:30,8282,まちかど端末（店舗から）,0,517,6,1,,2018/11/1 16:37,2018/11/1 16:51,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443908 139.635249,イセザキ・モール,2018/11/1 16:37,2018/11/1 16:37,2018/11/1 16:53,2018/11/1 16:55,,2018/11/1 16:30,0:14:22,0:14:22,,00,06,,,2018/11/1 16:30,2018/11/1 16:51,43405.687543405.7020833333,#N/A,,
-,-,16,2018/11/1 16:32,8283,乗客アプリ（地図から）,1751,234,3,1,,2018/11/1 16:41,2018/11/1 16:52,35.443908 139.635249,イセザキ・モール,35.454389 139.630904,横浜ランドマークタワー,2018/11/1 16:42,2018/11/1 16:42,2018/11/1 16:55,2018/11/1 17:01,,2018/11/1 16:32,0:11:09,0:11:09,,00,09,,,2018/11/1 16:32,2018/11/1 16:52,43405.688888888943405.7027777778,#N/A,,
-,-,16,2018/11/1 16:33,8284,まちかど端末（乗降ポイントから）,0,608,1,1,,2018/11/1 16:39,2018/11/1 16:50,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/1 16:39,2018/11/1 16:39,2018/11/1 16:48,2018/11/1 16:48,,2018/11/1 16:33,0:10:52,0:10:52,,00,06,,,2018/11/1 16:33,2018/11/1 16:50,43405.689583333343405.7013888889,肯定的,,
-,-,16,2018/11/1 16:35,8285,乗客アプリ（目的地から）,3984,301,6,1,,2018/11/1 16:43,2018/11/1 16:58,35.454389 139.630904,横浜ランドマークタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/1 16:44,2018/11/1 16:44,2018/11/1 17:01,2018/11/1 17:04,,2018/11/1 16:35,0:15:29,0:15:29,,00,08,,,2018/11/1 16:35,2018/11/1 16:58,43405.690972222243405.7069444444,肯定的,,
★,-,16,2018/11/1 16:35,8286,乗客アプリ（簡単予約）,2518,121,6,2,,2018/11/1 17:33,2018/11/1 17:51,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/1 17:35,2018/11/1 17:38,2018/11/1 17:48,2018/11/1 17:56,2018/11/1 17:35,2018/11/1 17:35,0:18:12,0:36:24,,00,00,,,2018/11/1 16:35,2018/11/1 17:51,43405.690972222243405.74375,#N/A,,
★,-,16,2018/11/1 16:36,8287,乗客アプリ（簡単予約）,4614,938,4,2,,2018/11/1 17:30,2018/11/1 17:44,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/1 17:36,2018/11/1 17:36,2018/11/1 17:47,2018/11/1 17:47,2018/11/1 17:36,2018/11/1 17:36,0:13:09,0:26:18,,00,00,,,2018/11/1 16:36,2018/11/1 17:44,43405.691666666743405.7388888889,#N/A,,
-,-,16,2018/11/1 16:38,8288,乗客アプリ（地図から）,2051,749,3,1,,2018/11/1 16:42,2018/11/1 16:55,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/1 16:44,2018/11/1 16:44,2018/11/1 17:03,2018/11/1 17:08,,2018/11/1 16:38,0:13:21,0:13:21,,00,04,,,2018/11/1 16:38,2018/11/1 16:55,43405.693055555643405.7048611111,#N/A,,
-,-,16,2018/11/1 16:40,8289,乗客アプリ（目的地から）,1162,912,3,2,,2018/11/1 16:46,2018/11/1 16:52,35.448801 139.636702,ホテルルートイン横浜馬車道,35.454389 139.630904,横浜ランドマークタワー,2018/11/1 16:48,2018/11/1 16:48,2018/11/1 17:02,2018/11/1 17:02,,2018/11/1 16:40,0:06:11,0:12:22,,00,06,,,2018/11/1 16:40,2018/11/1 16:52,43405.694444444443405.7027777778,#N/A,,
-,-,16,2018/11/1 16:42,8290,乗客アプリ（目的地から）,4609,249,4,1,,2018/11/1 16:50,2018/11/1 17:18,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/1 16:54,2018/11/1 16:54,2018/11/1 17:13,2018/11/1 17:24,,2018/11/1 16:42,0:28:02,0:28:02,,00,08,,,2018/11/1 16:42,2018/11/1 17:18,43405.695833333343405.7208333333,#N/A,,
-,-,16,2018/11/1 16:42,8291,乗客アプリ（目的地から）,3753,532,4,1,,2018/11/1 16:50,2018/11/1 17:18,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/1 16:50,2018/11/1 16:51,2018/11/1 17:13,2018/11/1 17:24,,2018/11/1 16:42,0:27:59,0:27:59,,00,07,,,2018/11/1 16:42,2018/11/1 17:18,43405.695833333343405.7208333333,#N/A,,
-,-,16,2018/11/1 16:43,8292,まちかど端末（店舗から）,0,711,6,2,,2018/11/1 16:45,2018/11/1 17:01,35.45435 139.631762,横浜ロイヤルパークホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/1 16:47,2018/11/1 16:47,2018/11/1 17:09,2018/11/1 17:09,,2018/11/1 16:43,0:15:53,0:31:46,,00,02,,,2018/11/1 16:43,2018/11/1 17:01,43405.696527777843405.7090277778,#N/A,,
-,-,16,2018/11/1 16:43,8293,まちかど端末（乗降ポイントから）,0,704,2,1,,2018/11/1 16:46,2018/11/1 17:08,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/1 16:46,2018/11/1 16:46,2018/11/1 17:05,2018/11/1 17:20,,2018/11/1 16:43,0:21:11,0:21:11,,00,03,,,2018/11/1 16:43,2018/11/1 17:08,43405.696527777843405.7138888889,#N/A,,
-,-,16,2018/11/1 16:43,8294,まちかど端末（店舗から）,0,671,5,1,,2018/11/1 16:47,2018/11/1 17:05,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 16:52,2018/11/1 16:52,2018/11/1 17:09,2018/11/1 17:09,,2018/11/1 16:43,0:18:07,0:18:07,,00,03,,,2018/11/1 16:43,2018/11/1 17:05,43405.696527777843405.7118055556,#N/A,,
★,-,16,2018/11/1 16:45,8295,乗客アプリ（地図から）,3894,510,4,4,,2018/11/1 17:44,2018/11/1 18:02,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/1 17:47,2018/11/1 17:48,2018/11/1 18:07,2018/11/1 18:10,2018/11/1 17:45,2018/11/1 17:45,0:18:00,1:12:00,,00,00,,,2018/11/1 16:45,2018/11/1 18:02,43405.697916666743405.7513888889,#N/A,,
-,-,16,2018/11/1 16:45,8296,まちかど端末（乗降ポイントから）,0,566,5,1,,2018/11/1 16:47,2018/11/1 17:07,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/1 16:52,2018/11/1 16:52,2018/11/1 17:13,2018/11/1 17:13,,2018/11/1 16:45,0:20:36,0:20:36,,00,02,,,2018/11/1 16:45,2018/11/1 17:07,43405.697916666743405.7131944444,#N/A,,
★,-,16,2018/11/1 16:46,8297,乗客アプリ（地図から）,4597,190,8,3,,2018/11/1 17:48,2018/11/1 18:10,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/1 17:46,2018/11/1 17:49,2018/11/1 18:04,2018/11/1 18:16,2018/11/1 17:46,2018/11/1 17:46,0:22:25,1:07:15,,01,01,,,2018/11/1 16:46,2018/11/1 18:10,43405.698611111143405.7569444444,肯定的,,
-,-,16,2018/11/1 16:47,8298,まちかど端末（店舗から）,0,827,2,2,,2018/11/1 16:54,2018/11/1 17:02,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454389 139.630904,横浜ランドマークタワー,2018/11/1 16:53,2018/11/1 16:53,2018/11/1 17:04,2018/11/1 17:04,,2018/11/1 16:47,0:07:21,0:14:42,,00,07,,,2018/11/1 16:47,2018/11/1 17:02,43405.699305555643405.7097222222,#N/A,,
-,-,16,2018/11/1 16:47,8299,まちかど端末（店舗から）,0,957,7,2,,2018/11/1 16:55,2018/11/1 17:02,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/1 16:56,2018/11/1 16:56,2018/11/1 17:07,2018/11/1 17:07,,2018/11/1 16:47,0:06:30,0:13:00,,00,08,,,2018/11/1 16:47,2018/11/1 17:02,43405.699305555643405.7097222222,#N/A,,
-,-,16,2018/11/1 16:48,8300,まちかど端末（店舗から）,0,74,1,2,,2018/11/1 17:05,2018/11/1 17:30,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 17:00,2018/11/1 17:00,2018/11/1 17:13,2018/11/1 17:13,,2018/11/1 16:48,0:25:26,0:50:52,,04,17,,,2018/11/1 16:48,2018/11/1 17:30,43405.743405.7291666667,#N/A,,
-,-,16,2018/11/1 16:50,8301,乗客アプリ（目的地から）,4629,586,4,1,,2018/11/1 16:54,2018/11/1 16:59,35.445857 139.647636,ホテルモントレ横浜,35.443908 139.635249,イセザキ・モール,2018/11/1 16:58,2018/11/1 16:58,2018/11/1 17:08,2018/11/1 17:08,,2018/11/1 16:50,0:05:23,0:05:23,,00,03,,,2018/11/1 16:50,2018/11/1 16:59,43405.701388888943405.7076388889,#N/A,,
-,-,16,2018/11/1 16:51,8302,乗客アプリ（目的地から）,1497,240,8,3,,2018/11/1 16:57,2018/11/1 17:04,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 16:59,2018/11/1 16:59,2018/11/1 17:12,2018/11/1 17:12,,2018/11/1 16:51,0:06:20,0:19:00,,00,06,,,2018/11/1 16:51,2018/11/1 17:04,43405.702083333343405.7111111111,#N/A,,
-,-,16,2018/11/1 16:52,8303,乗客アプリ（地図から）,3880,536,5,1,,2018/11/1 17:00,2018/11/1 17:19,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/1 16:59,2018/11/1 16:59,2018/11/1 17:20,2018/11/1 17:20,,2018/11/1 16:52,0:19:27,0:19:27,,00,07,,,2018/11/1 16:52,2018/11/1 17:19,43405.702777777843405.7215277778,#N/A,,
-,-,16,2018/11/1 16:56,8304,乗客アプリWeb（目的地から）,4622,700,7,1,,2018/11/1 17:11,2018/11/1 17:16,35.450447 139.635947,みなとみらい線　馬車道駅,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/1 17:05,2018/11/1 17:15,2018/11/1 17:18,2018/11/1 17:24,,2018/11/1 16:56,0:05:07,0:05:07,,05,14,,,2018/11/1 16:56,2018/11/1 17:16,43405.705555555643405.7194444444,#N/A,,
-,-,16,2018/11/1 16:58,8305,乗客アプリ（地図から）,2902,462,4,1,,2018/11/1 17:00,2018/11/1 17:11,35.443908 139.635249,イセザキ・モール,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/1 17:01,2018/11/1 17:01,2018/11/1 17:13,2018/11/1 17:13,,2018/11/1 16:58,0:10:58,0:10:58,,00,02,,,2018/11/1 16:58,2018/11/1 17:11,43405.706944444443405.7159722222,#N/A,,
-,-,16,2018/11/1 16:59,8306,まちかど端末（乗降ポイントから）,0,976,9,2,,2018/11/1 17:13,2018/11/1 17:34,35.441002 139.650809,横浜元町ショッピングストリート,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/1 17:10,2018/11/1 17:11,2018/11/1 17:30,2018/11/1 17:44,,2018/11/1 16:59,0:21:05,0:42:10,,03,14,,,2018/11/1 16:59,2018/11/1 17:34,43405.707638888943405.7319444444,#N/A,,
