,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,,
-,-,16,2018/11/7 16:53,166-805-agekke,10797,乗客アプリ（地図から）,2051,804,1,1,,2018/11/7 17:02,2018/11/7 17:10,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/7 17:02,2018/11/7 17:02,2018/11/7 17:15,2018/11/7 17:15,,2018/11/7 16:53,0:08:07,0:08:07,,00,08,,,2018/11/7 16:53,2018/11/7 17:10,43411.703472222243411.7152777778,肯定的,,,
-,-,16,2018/11/7 16:55,167-364-CAKE,10798,乗客アプリWeb（簡単予約）,5287,237,6,1,,2018/11/7 17:03,2018/11/7 17:14,35.450681 139.632446,横浜桜木町ワシントンホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/7 17:05,2018/11/7 17:05,2018/11/7 17:18,2018/11/7 17:18,,2018/11/7 16:55,0:11:00,0:11:00,,00,07,,,2018/11/7 16:55,2018/11/7 17:14,43411.704861111143411.7180555556,#N/A,,,
-,-,16,2018/11/7 16:58,105-368-SNOW,10799,まちかど端末（店舗から）,0,512,7,1,,2018/11/7 17:05,2018/11/7 17:11,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/7 17:07,2018/11/7 17:07,2018/11/7 17:27,2018/11/7 17:27,,2018/11/7 16:58,0:06:46,0:06:46,,00,06,,,2018/11/7 16:58,2018/11/7 17:11,43411.706944444443411.7159722222,#N/A,,,
★,☆,16,2018/11/7 15:38,008-306-BLUE,10750,乗客アプリ（簡単予約）,3203,133,10,1,2018/11/7 16:24,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/7 16:38,,2018/11/7 16:44,,2018/11/7 16:38,2018/11/7 16:38,0:00:00,0:00:00,,00,00,,,2018/11/7 15:38,1900/1/0 0:00,43411.65138888890,#N/A,,,
★,☆,16,2018/11/7 15:52,061-631-BANANA,10757,乗客アプリ（目的地から）,5404,46,4,1,2018/11/7 15:59,,,35.445857 139.647636,ホテルモントレ横浜,35.443908 139.635249,イセザキ・モール,2018/11/7 16:02,,2018/11/7 16:17,,2018/11/7 16:02,2018/11/7 16:02,0:00:00,0:00:00,,00,00,,,2018/11/7 15:52,1900/1/0 0:00,43411.66111111110,#N/A,,,
-,☆,16,2018/11/7 16:08,166-662-agekke,10769,まちかど端末（乗降ポイントから）,0,952,3,1,2018/11/7 16:09,,,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.456605 139.635327,横浜ベイホテル東急,2018/11/7 16:23,,2018/11/7 16:44,,,2018/11/7 16:08,0:00:00,0:00:00,,00,14,,,2018/11/7 16:08,1900/1/0 0:00,43411.67222222220,#N/A,,,
-,☆,16,2018/11/7 16:17,167-401-CAKE,10772,乗客アプリWeb（地図から）,5437,560,6,1,2018/11/7 16:18,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.448676 139.635696,横浜平和プラザホテル,2018/11/7 16:23,,2018/11/7 16:29,,,2018/11/7 16:17,0:00:00,0:00:00,,00,06,,,2018/11/7 16:17,1900/1/0 0:00,43411.67847222220,#N/A,,,
★,☆,16,2018/11/7 16:17,167-403-CAKE,10773,乗客アプリWeb（目的地から）,5439,884,7,1,2018/11/7 16:17,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454389 139.630904,横浜ランドマークタワー,2018/11/7 16:27,,2018/11/7 16:44,,2018/11/7 16:27,2018/11/7 16:27,0:00:00,0:00:00,,00,00,,,2018/11/7 16:17,1900/1/0 0:00,43411.67847222220,#N/A,,,
-,☆,16,2018/11/7 16:24,102-664-SNOW,10781,乗客アプリ（簡単予約）,5424,970,10,1,2018/11/7 16:33,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/7 16:29,,2018/11/7 16:35,,,2018/11/7 16:24,0:00:00,0:00:00,,00,08,,,2018/11/7 16:24,1900/1/0 0:00,43411.68333333330,#N/A,,,
-,☆,16,2018/11/7 16:41,167-353-CAKE,10787,乗客アプリWeb（目的地から）,4694,19,5,1,2018/11/7 16:41,,,35.443908 139.635249,イセザキ・モール,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/7 16:49,,2018/11/7 17:01,,,2018/11/7 16:41,0:00:00,0:00:00,,00,08,,,2018/11/7 16:41,1900/1/0 0:00,43411.69513888890,#N/A,,,
-,☆,16,2018/11/7 16:51,167-394-CAKE,10794,乗客アプリ（地図から）,5429,164,6,3,2018/11/7 16:51,,,35.445857 139.647636,ホテルモントレ横浜,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/7 16:53,,2018/11/7 17:12,,,2018/11/7 16:51,0:00:00,0:00:00,,00,01,,,2018/11/7 16:51,1900/1/0 0:00,43411.70208333330,#N/A,,,
★,-,17,2018/11/7 16:32,015-660-RED,10783,乗客アプリ（目的地から）,2222,620,2,1,,2018/11/7 17:32,2018/11/7 17:36,35.447541 139.644914,シルク博物館,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/7 17:32,2018/11/7 17:32,2018/11/7 17:37,2018/11/7 17:37,2018/11/7 17:32,2018/11/7 17:32,0:03:48,0:03:48,393,00,00,06,05,2018/11/7 16:32,2018/11/7 17:36,43411.688888888943411.7333333333,肯定的,,,
★,-,17,2018/11/7 16:43,004-686-BLUE,10789,乗客アプリ（地図から）,3025,895,8,1,,2018/11/7 17:42,2018/11/7 18:00,35.441441 139.648505,横浜中華街朱雀門,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/7 17:43,2018/11/7 17:43,2018/11/7 17:52,2018/11/7 18:05,2018/11/7 17:43,2018/11/7 17:43,0:17:40,0:17:40,,00,00,,,2018/11/7 16:43,2018/11/7 18:00,43411.696527777843411.75,#N/A,,,
-,-,17,2018/11/7 17:04,167-383-CAKE,10800,乗客アプリWeb（地図から）,5398,735,2,1,,2018/11/7 17:10,2018/11/7 17:21,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/7 17:09,2018/11/7 17:09,2018/11/7 17:15,2018/11/7 17:15,,2018/11/7 17:04,0:10:26,0:10:26,,01,06,,,2018/11/7 17:04,2018/11/7 17:21,43411.711111111143411.7229166667,肯定的,,,
-,-,17,2018/11/7 17:04,024-480-GREEN 024-479-GREEN,10801,乗客アプリ（地図から）,2892,537,10,2,,2018/11/7 17:09,2018/11/7 17:16,35.45435 139.631762,横浜ロイヤルパークホテル,35.445783 139.642958,横浜情報文化センター,2018/11/7 17:10,2018/11/7 17:10,2018/11/7 17:23,2018/11/7 17:23,,2018/11/7 17:04,0:06:55,0:13:50,,00,05,,,2018/11/7 17:04,2018/11/7 17:16,43411.711111111143411.7194444444,#N/A,,,
-,-,17,2018/11/7 17:04,065-781-BANANA 065-780-BANANA,10802,乗客アプリ（目的地から）,3123,63,9,2,,2018/11/7 17:07,2018/11/7 17:15,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/7 17:09,2018/11/7 17:09,2018/11/7 17:21,2018/11/7 17:21,,2018/11/7 17:04,0:08:01,0:16:02,,00,03,,,2018/11/7 17:04,2018/11/7 17:15,43411.711111111143411.71875,#N/A,,,
-,-,17,2018/11/7 17:05,065-370-BANANA,10803,まちかど端末（乗降ポイントから）,0,689,1,1,,2018/11/7 17:11,2018/11/7 17:17,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/7 17:14,2018/11/7 17:14,2018/11/7 17:22,2018/11/7 17:22,,2018/11/7 17:05,0:06:14,0:06:14,,00,05,,,2018/11/7 17:05,2018/11/7 17:17,43411.711805555643411.7201388889,#N/A,,,
-,-,17,2018/11/7 17:06,019-613-RED,10804,乗客アプリ（地図から）,3880,461,3,1,,2018/11/7 17:15,2018/11/7 17:22,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/7 17:14,2018/11/7 17:14,2018/11/7 17:28,2018/11/7 17:28,,2018/11/7 17:06,0:07:49,0:07:49,,00,08,,,2018/11/7 17:06,2018/11/7 17:22,43411.712543411.7236111111,#N/A,,,
-,-,17,2018/11/7 17:09,019-610-RED,10806,乗客アプリ（簡単予約）,4080,194,6,1,,2018/11/7 17:21,2018/11/7 17:28,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/7 17:18,2018/11/7 17:18,2018/11/7 17:26,2018/11/7 17:26,,2018/11/7 17:09,0:06:21,0:06:21,,02,12,,,2018/11/7 17:09,2018/11/7 17:28,43411.714583333343411.7277777778,否定的,,,
-,-,17,2018/11/7 17:11,167-409-CAKE,10807,乗客アプリWeb（簡単予約）,4622,73,5,1,,2018/11/7 17:19,2018/11/7 17:27,35.443908 139.635249,イセザキ・モール,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/7 17:20,2018/11/7 17:20,2018/11/7 17:28,2018/11/7 17:28,,2018/11/7 17:11,0:08:08,0:08:08,,00,08,,,2018/11/7 17:11,2018/11/7 17:27,43411.715972222243411.7270833333,#N/A,,,
-,-,17,2018/11/7 17:12,065-056-BANANA,10808,乗客アプリ（目的地から）,2078,146,7,1,,2018/11/7 17:15,2018/11/7 17:21,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/7 17:14,2018/11/7 17:14,2018/11/7 17:23,2018/11/7 17:23,,2018/11/7 17:12,0:06:03,0:06:03,,01,03,,,2018/11/7 17:12,2018/11/7 17:21,43411.716666666743411.7229166667,#N/A,,,
★,-,17,2018/11/7 17:13,015-610-RED,10809,乗客アプリ（目的地から）,1019,886,9,1,,2018/11/7 17:24,2018/11/7 17:30,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/7 17:23,2018/11/7 17:23,2018/11/7 17:34,2018/11/7 17:34,2018/11/7 17:23,2018/11/7 17:23,0:06:10,0:06:10,,00,00,,,2018/11/7 17:13,2018/11/7 17:30,43411.717361111143411.7291666667,#N/A,,,
-,-,17,2018/11/7 17:15,029-373-GREEN,10810,まちかど端末（乗降ポイントから）,0,272,4,1,,2018/11/7 17:19,2018/11/7 17:28,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/7 17:17,2018/11/7 17:17,2018/11/7 17:29,2018/11/7 17:29,,2018/11/7 17:15,0:09:23,0:09:23,,01,03,,,2018/11/7 17:15,2018/11/7 17:28,43411.7187543411.7277777778,#N/A,,,
-,-,17,2018/11/7 17:15,167-405-CAKE,10811,乗客アプリWeb（目的地から）,2669,479,10,1,,2018/11/7 17:24,2018/11/7 17:34,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/7 17:30,2018/11/7 17:30,2018/11/7 17:44,2018/11/7 17:44,,2018/11/7 17:15,0:09:37,0:09:37,,00,09,,,2018/11/7 17:15,2018/11/7 17:34,43411.7187543411.7319444444,肯定的,,,
-,-,17,2018/11/7 17:18,050-926-STRAWBERRY,10812,乗客アプリ（目的地から）,4703,68,7,1,,2018/11/7 17:37,2018/11/7 17:47,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443659 139.650847,横浜マリンタワー,2018/11/7 17:35,2018/11/7 17:35,2018/11/7 17:53,2018/11/7 17:53,,2018/11/7 17:18,0:09:38,0:09:38,,02,19,,,2018/11/7 17:18,2018/11/7 17:47,43411.720833333343411.7409722222,#N/A,,,
-,-,17,2018/11/7 17:22,074-142-ORANGE 064-752-BANANA 066-863-BANANA,10814,まちかど端末（店舗から）,0,672,3,3,,2018/11/7 17:29,2018/11/7 17:36,35.448801 139.636702,ホテルルートイン横浜馬車道,35.441441 139.648505,横浜中華街朱雀門,2018/11/7 17:28,2018/11/7 17:28,2018/11/7 17:40,2018/11/7 17:40,,2018/11/7 17:22,0:07:29,0:22:27,,00,06,,,2018/11/7 17:22,2018/11/7 17:36,43411.723611111143411.7333333333,#N/A,,,
-,-,17,2018/11/7 17:23,110-903-SUN,10815,乗客アプリ（地図から）,3436,408,6,1,,2018/11/7 17:35,2018/11/7 17:45,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448676 139.635696,横浜平和プラザホテル,2018/11/7 17:40,2018/11/7 17:40,2018/11/7 17:52,2018/11/7 17:52,,2018/11/7 17:23,0:09:10,0:09:10,,00,12,,,2018/11/7 17:23,2018/11/7 17:45,43411.724305555643411.7395833333,#N/A,,,
-,-,17,2018/11/7 17:24,167-383-CAKE,10816,乗客アプリWeb（地図から）,5398,447,5,1,,2018/11/7 17:31,2018/11/7 17:42,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/7 17:32,2018/11/7 17:32,2018/11/7 17:44,2018/11/7 17:44,,2018/11/7 17:24,0:11:17,0:11:17,,00,06,,,2018/11/7 17:24,2018/11/7 17:42,43411.72543411.7375,肯定的,,,
-,-,17,2018/11/7 17:30,019-567-RED,10817,まちかど端末（店舗から）,0,626,4,1,,2018/11/7 17:36,2018/11/7 17:43,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/7 17:40,2018/11/7 17:40,2018/11/7 17:48,2018/11/7 17:48,,2018/11/7 17:30,0:06:11,0:06:11,,00,06,,,2018/11/7 17:30,2018/11/7 17:43,43411.729166666743411.7381944444,#N/A,,,
-,-,17,2018/11/7 17:32,019-652-RED 066-811-BANANA 030-433-YELLOW,10818,まちかど端末（店舗から）,0,580,9,3,,2018/11/7 17:36,2018/11/7 17:42,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/7 17:35,2018/11/7 17:35,2018/11/7 17:50,2018/11/7 17:50,,2018/11/7 17:32,0:06:19,0:18:57,,01,04,,,2018/11/7 17:32,2018/11/7 17:42,43411.730555555643411.7375,#N/A,,,
★,-,17,2018/11/7 17:34,070-784-ORANGE,10820,乗客アプリ（地図から）,1605,88,5,1,,2018/11/7 17:48,2018/11/7 18:07,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/7 17:52,2018/11/7 17:52,2018/11/7 18:11,2018/11/7 18:09,2018/11/7 17:44,2018/11/7 17:44,0:19:03,0:19:03,,00,04,,,2018/11/7 17:34,2018/11/7 18:07,43411.731944444443411.7548611111,否定的,,,
★,-,17,2018/11/7 17:40,166-658-agekke,10821,乗客アプリ（地図から）,1751,416,8,1,,2018/11/7 17:49,2018/11/7 17:54,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/7 17:50,2018/11/7 17:50,2018/11/7 17:58,2018/11/7 17:58,2018/11/7 17:50,2018/11/7 17:50,0:04:58,0:04:58,,00,00,,,2018/11/7 17:40,2018/11/7 17:54,43411.736111111143411.7458333333,肯定的,,,
-,-,17,2018/11/7 17:43,166-638-agekke,10822,まちかど端末（店舗から）,0,917,9,1,,2018/11/7 17:50,2018/11/7 17:59,35.456605 139.635327,横浜ベイホテル東急,35.445857 139.647636,ホテルモントレ横浜,2018/11/7 17:50,2018/11/7 17:50,2018/11/7 18:03,2018/11/7 18:06,,2018/11/7 17:43,0:09:45,0:09:45,,00,07,,,2018/11/7 17:43,2018/11/7 17:59,43411.738194444443411.7493055556,#N/A,,,
★,-,17,2018/11/7 17:45,005-354-BLUE 066-883-BANANA,10823,乗客アプリ（目的地から）,3765,363,5,2,,2018/11/7 17:50,2018/11/7 18:07,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/7 17:55,2018/11/7 17:55,2018/11/7 18:10,2018/11/7 18:10,2018/11/7 17:55,2018/11/7 17:55,0:16:33,0:33:06,,00,00,,,2018/11/7 17:45,2018/11/7 18:07,43411.739583333343411.7548611111,#N/A,,,
-,-,17,2018/11/7 17:46,167-394-CAKE,10824,乗客アプリ（地図から）,5429,643,6,3,,2018/11/7 17:51,2018/11/7 18:04,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/7 17:52,2018/11/7 17:52,2018/11/7 18:10,2018/11/7 18:10,,2018/11/7 17:46,0:13:03,0:39:09,,00,05,,,2018/11/7 17:46,2018/11/7 18:04,43411.740277777843411.7527777778,#N/A,,,
-,-,17,2018/11/7 17:46,167-364-CAKE,10825,乗客アプリWeb（簡単予約）,5287,275,4,1,,2018/11/7 17:57,2018/11/7 18:04,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/7 18:01,2018/11/7 18:01,2018/11/7 18:13,2018/11/7 18:13,,2018/11/7 17:46,0:07:11,0:07:11,,00,10,,,2018/11/7 17:46,2018/11/7 18:04,43411.740277777843411.7527777778,#N/A,,,
★,-,17,2018/11/7 17:47,022-202-GREEN,10826,乗客アプリ（地図から）,2215,679,7,1,,2018/11/7 17:59,2018/11/7 18:13,35.453715 139.638133,横浜ワールドポーターズ,35.454389 139.630904,横浜ランドマークタワー,2018/11/7 17:59,2018/11/7 17:59,2018/11/7 18:09,2018/11/7 18:23,2018/11/7 17:57,2018/11/7 17:57,0:13:57,0:13:57,,00,01,,,2018/11/7 17:47,2018/11/7 18:13,43411.740972222243411.7590277778,#N/A,,,
-,-,17,2018/11/7 17:49,167-405-CAKE,10827,乗客アプリ（目的地から）,2669,740,9,1,,2018/11/7 17:54,2018/11/7 18:16,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/7 17:56,2018/11/7 17:56,2018/11/7 18:23,2018/11/7 18:23,,2018/11/7 17:49,0:22:39,0:22:39,,00,04,,,2018/11/7 17:49,2018/11/7 18:16,43411.742361111143411.7611111111,#N/A,,,
-,-,17,2018/11/7 17:50,102-581-SNOW,10828,乗客アプリ（目的地から）,5020,364,8,1,,2018/11/7 18:04,2018/11/7 18:10,35.450681 139.632446,横浜桜木町ワシントンホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/7 18:09,2018/11/7 18:09,2018/11/7 18:22,2018/11/7 18:22,,2018/11/7 17:50,0:06:22,0:06:22,,00,13,,,2018/11/7 17:50,2018/11/7 18:10,43411.743055555643411.7569444444,肯定的,,,
-,-,17,2018/11/7 17:52,019-461-RED,10829,まちかど端末（店舗から）,0,37,5,1,,2018/11/7 17:57,2018/11/7 18:17,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/7 17:58,2018/11/7 17:58,2018/11/7 18:17,2018/11/7 18:17,,2018/11/7 17:52,0:19:41,0:19:41,,00,04,,,2018/11/7 17:52,2018/11/7 18:17,43411.744444444443411.7618055556,#N/A,,,
-,-,17,2018/11/7 17:54,102-600-SNOW 102-599-SNOW,10830,乗客アプリ（地図から）,5064,435,6,2,,2018/11/7 18:00,2018/11/7 18:09,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/7 18:03,2018/11/7 18:03,2018/11/7 18:20,2018/11/7 18:20,,2018/11/7 17:54,0:09:17,0:18:34,,00,05,,,2018/11/7 17:54,2018/11/7 18:09,43411.745833333343411.75625,肯定的,,,
-,☆,17,2018/11/7 17:33,019-749-RED,10819,乗客アプリ（地図から）,2911,190,5,1,2018/11/7 17:34,,,35.456605 139.635327,横浜ベイホテル東急,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/7 17:51,,2018/11/7 18:02,,,2018/11/7 17:33,0:00:00,0:00:00,,00,17,,,2018/11/7 17:33,1900/1/0 0:00,43411.731250,#N/A,,,
-,☆,17,2018/11/7 17:55,019-502-RED 111-367-SUN 022-148-GREEN,10831,まちかど端末（店舗から）,0,75,7,3,2018/11/7 18:07,,,35.452963 139.642093,横浜赤レンガ倉庫,35.453715 139.638133,横浜ワールドポーターズ,2018/11/7 18:06,,2018/11/7 18:13,,,2018/11/7 17:55,0:00:00,0:00:00,,00,11,,,2018/11/7 17:55,1900/1/0 0:00,43411.74652777780,#N/A,,,
★,-,18,2018/11/7 17:58,028-824-GREEN 027-793-GREEN,10832,乗客アプリ（地図から）,5131,104,9,2,,2018/11/7 18:07,2018/11/7 18:22,35.450447 139.635947,みなとみらい線　馬車道駅,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/7 18:10,2018/11/7 18:10,2018/11/7 18:29,2018/11/7 18:29,2018/11/7 18:08,2018/11/7 18:08,0:15:09,0:30:18,570,00,00,07,07,2018/11/7 17:58,2018/11/7 18:22,43411.748611111143411.7652777778,肯定的,,,
★,-,18,2018/11/7 17:09,167-408-CAKE,10805,乗客アプリWeb（目的地から）,3318,30,10,1,,2018/11/7 18:01,2018/11/7 18:08,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/7 18:08,2018/11/7 18:08,2018/11/7 18:19,2018/11/7 18:27,2018/11/7 18:08,2018/11/7 18:08,0:06:22,0:06:22,,00,00,,,2018/11/7 17:09,2018/11/7 18:08,43411.714583333343411.7555555556,#N/A,,,
-,-,18,2018/11/7 18:01,070-638-ORANGE,10834,乗客アプリ（地図から）,4681,490,6,1,,2018/11/7 18:14,2018/11/7 18:18,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/7 18:17,2018/11/7 18:17,2018/11/7 18:25,2018/11/7 18:25,,2018/11/7 18:01,0:03:57,0:03:57,,00,13,,,2018/11/7 18:01,2018/11/7 18:18,43411.750694444443411.7625,#N/A,,,
-,-,18,2018/11/7 18:03,114-180-SUN,10835,乗客アプリ（地図から）,1677,292,1,1,,2018/11/7 18:14,2018/11/7 18:32,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.456605 139.635327,横浜ベイホテル東急,2018/11/7 18:11,2018/11/7 18:15,2018/11/7 18:23,2018/11/7 18:33,,2018/11/7 18:03,0:18:04,0:18:04,,02,10,,,2018/11/7 18:03,2018/11/7 18:32,43411.752083333343411.7722222222,否定的,,,
-,-,18,2018/11/7 18:07,019-568-RED,10836,まちかど端末（店舗から）,0,579,8,1,,2018/11/7 18:17,2018/11/7 18:30,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/7 18:16,2018/11/7 18:16,2018/11/7 18:27,2018/11/7 18:27,,2018/11/7 18:07,0:13:32,0:13:32,,00,10,,,2018/11/7 18:07,2018/11/7 18:30,43411.754861111143411.7708333333,#N/A,,,
-,-,18,2018/11/7 18:07,167-383-CAKE,10837,乗客アプリWeb（地図から）,5398,981,10,1,,2018/11/7 18:12,2018/11/7 18:17,35.45435 139.631762,横浜ロイヤルパークホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/7 18:15,2018/11/7 18:15,2018/11/7 18:21,2018/11/7 18:21,,2018/11/7 18:07,0:05:01,0:05:01,,00,05,,,2018/11/7 18:07,2018/11/7 18:17,43411.754861111143411.7618055556,肯定的,,,
-,-,18,2018/11/7 18:11,105-351-SNOW 112-165-SUN,10838,まちかど端末（店舗から）,0,927,1,2,,2018/11/7 18:16,2018/11/7 18:27,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/7 18:17,2018/11/7 18:17,2018/11/7 18:29,2018/11/7 18:29,,2018/11/7 18:11,0:11:05,0:22:10,,00,04,,,2018/11/7 18:11,2018/11/7 18:27,43411.757638888943411.76875,#N/A,,,
-,-,18,2018/11/7 18:12,166-658-agekke,10839,乗客アプリ（地図から）,1751,310,7,1,,2018/11/7 18:20,2018/11/7 18:25,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/7 18:28,2018/11/7 18:28,2018/11/7 18:37,2018/11/7 18:37,,2018/11/7 18:12,0:05:15,0:05:15,,00,08,,,2018/11/7 18:12,2018/11/7 18:25,43411.758333333343411.7673611111,肯定的,,,
-,-,18,2018/11/7 18:15,063-808-BANANA,10842,乗客アプリ（目的地から）,5363,358,10,1,,2018/11/7 18:29,2018/11/7 18:42,35.445857 139.647636,ホテルモントレ横浜,35.454389 139.630904,横浜ランドマークタワー,2018/11/7 18:33,2018/11/7 18:33,2018/11/7 18:47,2018/11/7 18:47,,2018/11/7 18:15,0:13:12,0:13:12,,00,13,,,2018/11/7 18:15,2018/11/7 18:42,43411.760416666743411.7791666667,肯定的,,,
-,-,18,2018/11/7 18:20,063-261-BANANA,10845,乗客アプリ（地図から）,3445,265,2,1,,2018/11/7 18:24,2018/11/7 18:28,35.450447 139.635947,みなとみらい線　馬車道駅,35.453715 139.638133,横浜ワールドポーターズ,2018/11/7 18:26,2018/11/7 18:26,2018/11/7 18:31,2018/11/7 18:31,,2018/11/7 18:20,0:04:00,0:04:00,,00,03,,,2018/11/7 18:20,2018/11/7 18:28,43411.763888888943411.7694444444,#N/A,,,
-,-,18,2018/11/7 18:24,114-889-SUN,10846,乗客アプリ（目的地から）,3162,895,7,1,,2018/11/7 18:29,2018/11/7 18:49,35.445857 139.647636,ホテルモントレ横浜,35.456605 139.635327,横浜ベイホテル東急,2018/11/7 18:35,2018/11/7 18:35,2018/11/7 18:51,2018/11/7 18:58,,2018/11/7 18:24,0:19:22,0:19:22,,00,05,,,2018/11/7 18:24,2018/11/7 18:49,43411.766666666743411.7840277778,#N/A,,,
-,-,18,2018/11/7 18:25,167-383-CAKE,10847,乗客アプリWeb（地図から）,5398,115,9,1,,2018/11/7 18:29,2018/11/7 18:36,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/7 18:28,2018/11/7 18:28,2018/11/7 18:37,2018/11/7 18:37,,2018/11/7 18:25,0:06:47,0:06:47,,01,04,,,2018/11/7 18:25,2018/11/7 18:36,43411.767361111143411.775,肯定的,,,
-,-,18,2018/11/7 18:26,167-404-CAKE,10848,乗客アプリWeb（目的地から）,5037,204,6,1,,2018/11/7 18:29,2018/11/7 18:42,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443908 139.635249,イセザキ・モール,2018/11/7 18:28,2018/11/7 18:28,2018/11/7 18:36,2018/11/7 18:36,,2018/11/7 18:26,0:12:33,0:12:33,,00,02,,,2018/11/7 18:26,2018/11/7 18:42,43411.768055555643411.7791666667,#N/A,,,
