,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,,,
-,-,15,2018/11/5 15:42,111-457-SUN,10045,乗客アプリ（目的地から）,4034,983,9,1,,2018/11/5 15:46,2018/11/5 15:55,35.443908 139.635249,イセザキ・モール,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/5 15:47,2018/11/5 15:47,2018/11/5 15:58,2018/11/5 15:58,,2018/11/5 15:42,0:08:29,0:08:29,,00,04,,,2018/11/5 15:42,2018/11/5 15:55,43409.654166666743409.6631944444,肯定的,,,,
-,-,15,2018/11/5 15:46,114-486-SUN,10047,まちかど端末（乗降ポイントから）,0,999,2,1,,2018/11/5 15:49,2018/11/5 15:56,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/5 15:49,2018/11/5 15:51,2018/11/5 15:57,2018/11/5 16:00,,2018/11/5 15:46,0:06:53,0:06:53,,00,03,,,2018/11/5 15:46,2018/11/5 15:56,43409.656944444443409.6638888889,#N/A,,,,
-,-,15,2018/11/5 15:46,111-687-SUN,10048,まちかど端末（乗降ポイントから）,0,97,2,1,,2018/11/5 15:49,2018/11/5 16:02,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/5 15:51,2018/11/5 15:51,2018/11/5 16:12,2018/11/5 16:12,,2018/11/5 15:46,0:13:10,0:13:10,,00,02,,,2018/11/5 15:46,2018/11/5 16:02,43409.656944444443409.6680555556,#N/A,,,,
-,-,15,2018/11/5 15:49,020-904-GREEN,10049,まちかど端末（店舗から）,0,755,8,1,,2018/11/5 15:57,2018/11/5 16:02,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 15:58,2018/11/5 15:58,2018/11/5 16:07,2018/11/5 16:07,,2018/11/5 15:49,0:04:58,0:04:58,,00,07,,,2018/11/5 15:49,2018/11/5 16:02,43409.659027777843409.6680555556,#N/A,,,,
-,-,15,2018/11/5 15:50,166-778-agekke,10050,乗客アプリ（地図から）,2314,542,3,1,,2018/11/5 15:56,2018/11/5 16:05,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/5 15:56,2018/11/5 15:56,2018/11/5 16:09,2018/11/5 16:09,,2018/11/5 15:50,0:08:23,0:08:23,,00,06,,,2018/11/5 15:50,2018/11/5 16:05,43409.659722222243409.6701388889,#N/A,,,,
-,-,15,2018/11/5 15:52,064-424-BANANA,10052,乗客アプリ（目的地から）,1162,985,1,1,,2018/11/5 15:56,2018/11/5 16:01,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/5 15:56,2018/11/5 15:56,2018/11/5 16:04,2018/11/5 16:04,,2018/11/5 15:52,0:05:11,0:05:11,,00,04,,,2018/11/5 15:52,2018/11/5 16:01,43409.661111111143409.6673611111,#N/A,,,,
-,-,15,2018/11/5 15:53,167-341-CAKE,10053,乗客アプリWeb（目的地から）,5183,317,4,1,,2018/11/5 15:59,2018/11/5 16:07,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/5 16:01,2018/11/5 16:01,2018/11/5 16:12,2018/11/5 16:12,,2018/11/5 15:53,0:07:07,0:07:07,,00,06,,,2018/11/5 15:53,2018/11/5 16:07,43409.661805555643409.6715277778,#N/A,,,,
-,-,15,2018/11/5 15:53,111-364-SUN,10054,まちかど端末（乗降ポイントから）,0,726,10,1,,2018/11/5 15:54,2018/11/5 16:01,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 15:55,2018/11/5 15:55,2018/11/5 16:06,2018/11/5 16:06,,2018/11/5 15:53,0:06:41,0:06:41,,00,01,,,2018/11/5 15:53,2018/11/5 16:01,43409.661805555643409.6673611111,#N/A,,,,
-,-,15,2018/11/5 15:54,109-378-SNOW,10055,乗客アプリ（目的地から）,1226,145,5,1,,2018/11/5 15:59,2018/11/5 16:10,35.443908 139.635249,イセザキ・モール,35.454389 139.630904,横浜ランドマークタワー,2018/11/5 16:01,2018/11/5 16:01,2018/11/5 16:15,2018/11/5 16:15,,2018/11/5 15:54,0:11:33,0:11:33,,00,04,,,2018/11/5 15:54,2018/11/5 16:10,43409.662543409.6736111111,肯定的,,,,
-,-,15,2018/11/5 15:57,023-809-GREEN,10057,まちかど端末（店舗から）,0,367,9,1,,2018/11/5 16:05,2018/11/5 16:11,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/5 16:09,2018/11/5 16:09,2018/11/5 16:22,2018/11/5 16:22,,2018/11/5 15:57,0:06:00,0:06:00,,00,08,,,2018/11/5 15:57,2018/11/5 16:11,43409.664583333343409.6743055556,#N/A,,,,
★,☆,15,2018/11/5 14:59,110-435-SUN,10025,乗客アプリ（目的地から）,4511,152,5,1,2018/11/5 15:10,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/5 15:09,,2018/11/5 15:17,,2018/11/5 15:09,2018/11/5 15:09,0:00:00,0:00:00,,00,00,,,2018/11/5 14:59,1900/1/0 0:00,43409.62430555560,#N/A,,,,
-,☆,15,2018/11/5 15:13,166-778-agekke,10034,乗客アプリ（目的地から）,2314,654,7,1,2018/11/5 15:18,,,35.443659 139.650847,横浜マリンタワー,35.443908 139.635249,イセザキ・モール,2018/11/5 15:30,,2018/11/5 15:41,,,2018/11/5 15:13,0:00:00,0:00:00,,00,17,,,2018/11/5 15:13,1900/1/0 0:00,43409.63402777780,#N/A,,,,
-,☆,15,2018/11/5 15:51,111-337-SUN 113-810-SUN,10051,乗客アプリ（地図から）,2942,807,5,2,2018/11/5 15:53,,,35.445783 139.642958,横浜情報文化センター,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/5 15:55,,2018/11/5 16:07,,,2018/11/5 15:51,0:00:00,0:00:00,,00,03,,,2018/11/5 15:51,1900/1/0 0:00,43409.66041666670,#N/A,,※178行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,15,2018/11/5 15:54,111-337-SUN 113-810-SUN,10056,乗客アプリ（地図から）,2942,687,9,2,2018/11/5 15:55,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.445783 139.642958,横浜情報文化センター,2018/11/5 16:11,,2018/11/5 16:18,,,2018/11/5 15:54,0:00:00,0:00:00,,00,,,,2018/11/5 15:54,1900/1/0 0:00,43409.66250,#N/A,,※177行と同一人物と思われるため一番短い待ち時間を採用,,
-,-,16,2018/11/5 16:01,017-736-RED,10058,乗客アプリ（地図から）,3394,137,6,1,,2018/11/5 16:02,2018/11/5 16:06,35.447541 139.644914,シルク博物館,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/5 16:05,2018/11/5 16:05,2018/11/5 16:12,2018/11/5 16:12,,2018/11/5 16:01,0:03:40,0:03:40,500,00,01,05,04,2018/11/5 16:01,2018/11/5 16:06,43409.667361111143409.6708333333,#N/A,,,,
-,-,16,2018/11/5 16:02,070-554-ORANGE 070-553-ORANGE,10060,まちかど端末（店舗から）,0,257,1,2,,2018/11/5 16:08,2018/11/5 16:16,35.445857 139.647636,ホテルモントレ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/5 16:10,2018/11/5 16:10,2018/11/5 16:25,2018/11/5 16:25,,2018/11/5 16:02,0:07:42,0:15:24,,00,06,,,2018/11/5 16:02,2018/11/5 16:16,43409.668055555643409.6777777778,#N/A,,,,
-,-,16,2018/11/5 16:03,109-409-SNOW,10061,乗客アプリ（地図から）,4073,360,10,1,,2018/11/5 16:06,2018/11/5 16:12,35.445783 139.642958,横浜情報文化センター,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 16:11,2018/11/5 16:11,2018/11/5 16:21,2018/11/5 16:21,,2018/11/5 16:03,0:05:35,0:05:35,,00,03,,,2018/11/5 16:03,2018/11/5 16:12,43409.6687543409.675,#N/A,,,,
-,-,16,2018/11/5 16:05,064-491-BANANA 062-842-BANANA,10062,まちかど端末（店舗から）,0,556,3,2,,2018/11/5 16:09,2018/11/5 16:20,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/5 16:14,2018/11/5 16:14,2018/11/5 16:29,2018/11/5 16:29,,2018/11/5 16:05,0:10:34,0:21:08,,00,03,,,2018/11/5 16:05,2018/11/5 16:20,43409.670138888943409.6805555556,肯定的,,,,
-,-,16,2018/11/5 16:06,071-781-ORANGE,10063,乗客アプリ（地図から）,2171,388,4,1,,2018/11/5 16:07,2018/11/5 16:16,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.456605 139.635327,横浜ベイホテル東急,2018/11/5 16:10,2018/11/5 16:10,2018/11/5 16:29,2018/11/5 16:29,,2018/11/5 16:06,0:08:32,0:08:32,,00,01,,,2018/11/5 16:06,2018/11/5 16:16,43409.670833333343409.6777777778,#N/A,,,,
-,-,16,2018/11/5 16:07,065-298-BANANA,10064,まちかど端末（乗降ポイントから）,0,55,2,1,,2018/11/5 16:09,2018/11/5 16:16,35.452963 139.642093,横浜赤レンガ倉庫,35.443704 139.651332,ホテルメルパルク横浜,2018/11/5 16:10,2018/11/5 16:10,2018/11/5 16:21,2018/11/5 16:21,,2018/11/5 16:07,0:07:07,0:07:07,,00,01,,,2018/11/5 16:07,2018/11/5 16:16,43409.671527777843409.6777777778,#N/A,,,,
-,-,16,2018/11/5 16:14,050-918-STRAWBERRY,10067,乗客アプリ（地図から）,2092,548,10,1,,2018/11/5 16:17,2018/11/5 16:26,35.45435 139.631762,横浜ロイヤルパークホテル,35.445857 139.647636,ホテルモントレ横浜,2018/11/5 16:20,2018/11/5 16:20,2018/11/5 16:34,2018/11/5 16:34,,2018/11/5 16:14,0:08:31,0:08:31,,00,03,,,2018/11/5 16:14,2018/11/5 16:26,43409.676388888943409.6847222222,#N/A,,,,
-,-,16,2018/11/5 16:15,166-795-agekke,10068,乗客アプリ（地図から）,2589,263,6,1,,2018/11/5 16:22,2018/11/5 16:28,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.453715 139.638133,横浜ワールドポーターズ,2018/11/5 16:25,2018/11/5 16:25,2018/11/5 16:36,2018/11/5 16:36,,2018/11/5 16:15,0:06:22,0:06:22,,00,07,,,2018/11/5 16:15,2018/11/5 16:28,43409.677083333343409.6861111111,#N/A,,,,
-,-,16,2018/11/5 16:15,114-486-SUN,10069,まちかど端末（乗降ポイントから）,0,17,5,1,,2018/11/5 16:19,2018/11/5 16:34,35.448801 139.636702,ホテルルートイン横浜馬車道,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/5 16:22,2018/11/5 16:22,2018/11/5 16:35,2018/11/5 16:35,,2018/11/5 16:15,0:14:49,0:14:49,,00,04,,,2018/11/5 16:15,2018/11/5 16:34,43409.677083333343409.6902777778,#N/A,,,,
-,-,16,2018/11/5 16:15,167-330-CAKE,10070,乗客アプリ（目的地から）,5152,592,2,2,,2018/11/5 16:24,2018/11/5 16:37,35.441002 139.650809,横浜元町ショッピングストリート,35.453715 139.638133,横浜ワールドポーターズ,2018/11/5 16:21,2018/11/5 16:21,2018/11/5 16:37,2018/11/5 16:37,,2018/11/5 16:15,0:12:58,0:25:56,,02,08,,,2018/11/5 16:15,2018/11/5 16:37,43409.677083333343409.6923611111,肯定的,,,,
-,-,16,2018/11/5 16:18,167-316-CAKE,10073,乗客アプリWeb（地図から）,5113,66,7,1,,2018/11/5 16:24,2018/11/5 16:47,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/5 16:28,2018/11/5 16:28,2018/11/5 16:48,2018/11/5 16:56,,2018/11/5 16:18,0:22:57,0:22:57,,00,06,,,2018/11/5 16:18,2018/11/5 16:47,43409.679166666743409.6993055556,肯定的,,,,
-,-,16,2018/11/5 16:19,109-561-SNOW,10074,乗客アプリ（地図から）,5092,158,4,1,,2018/11/5 16:26,2018/11/5 16:33,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/5 16:29,2018/11/5 16:29,2018/11/5 16:39,2018/11/5 16:39,,2018/11/5 16:19,0:06:13,0:06:13,,00,07,,,2018/11/5 16:19,2018/11/5 16:33,43409.679861111143409.6895833333,#N/A,,,,
★,-,16,2018/11/5 16:21,167-288-CAKE,10077,乗客アプリWeb（簡単予約）,4976,132,1,1,,2018/11/5 16:34,2018/11/5 16:42,35.443908 139.635249,イセザキ・モール,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/5 16:31,2018/11/5 16:34,2018/11/5 16:42,2018/11/5 16:45,2018/11/5 16:31,2018/11/5 16:31,0:07:58,0:07:58,,02,02,,,2018/11/5 16:21,2018/11/5 16:42,43409.6812543409.6958333333,#N/A,,,,
-,-,16,2018/11/5 16:21,167-293-CAKE,10078,乗客アプリWeb（目的地から）,5004,99,9,1,,2018/11/5 16:22,2018/11/5 16:26,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/5 16:23,2018/11/5 16:23,2018/11/5 16:29,2018/11/5 16:29,,2018/11/5 16:21,0:04:06,0:04:06,,00,00,,,2018/11/5 16:21,2018/11/5 16:26,43409.6812543409.6847222222,否定的,,,,
★,-,16,2018/11/5 16:22,167-299-CAKE,10079,乗客アプリWeb（目的地から）,5037,19,5,2,,2018/11/5 16:30,2018/11/5 16:48,35.454389 139.630904,横浜ランドマークタワー,35.443908 139.635249,イセザキ・モール,2018/11/5 16:32,2018/11/5 16:32,2018/11/5 16:53,2018/11/5 16:53,2018/11/5 16:32,2018/11/5 16:32,0:17:45,0:35:30,,00,00,,,2018/11/5 16:22,2018/11/5 16:48,43409.681944444443409.7,#N/A,,,,
-,-,16,2018/11/5 16:23,005-774-BLUE 025-754-GREEN,10081,乗客アプリ（目的地から）,5179,156,3,2,,2018/11/5 16:31,2018/11/5 16:38,35.443908 139.635249,イセザキ・モール,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/5 16:34,2018/11/5 16:34,2018/11/5 16:46,2018/11/5 16:46,,2018/11/5 16:23,0:07:07,0:14:14,,00,07,,,2018/11/5 16:23,2018/11/5 16:38,43409.682638888943409.6930555556,#N/A,,,,
★,-,16,2018/11/5 16:23,110-342-SUN,10082,乗客アプリ（目的地から）,4256,593,7,1,,2018/11/5 16:28,2018/11/5 16:44,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/5 16:33,2018/11/5 16:33,2018/11/5 16:52,2018/11/5 16:52,2018/11/5 16:33,2018/11/5 16:33,0:16:14,0:16:14,,00,00,,,2018/11/5 16:23,2018/11/5 16:44,43409.682638888943409.6972222222,#N/A,,,,
-,-,16,2018/11/5 16:26,166-771-agekke,10083,乗客アプリ（地図から）,2435,236,6,1,,2018/11/5 16:34,2018/11/5 16:46,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/5 16:42,2018/11/5 16:43,2018/11/5 16:52,2018/11/5 16:53,,2018/11/5 16:26,0:11:05,0:11:05,,00,08,,,2018/11/5 16:26,2018/11/5 16:46,43409.684722222243409.6986111111,#N/A,,,,
★,-,16,2018/11/5 16:29,167-325-CAKE,10084,乗客アプリ（目的地から）,5133,880,7,2,,2018/11/5 16:36,2018/11/5 16:58,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 16:39,2018/11/5 16:39,2018/11/5 17:10,2018/11/5 17:10,2018/11/5 16:39,2018/11/5 16:39,0:22:02,0:44:04,,00,00,,,2018/11/5 16:29,2018/11/5 16:58,43409.686805555643409.7069444444,#N/A,,,,
★,-,16,2018/11/5 16:30,109-954-SNOW,10085,乗客アプリ（地図から）,4730,383,4,1,,2018/11/5 16:39,2018/11/5 16:46,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/5 16:39,2018/11/5 16:39,2018/11/5 16:54,2018/11/5 16:51,2018/11/5 16:39,2018/11/5 16:39,0:07:12,0:07:12,,00,00,,,2018/11/5 16:30,2018/11/5 16:46,43409.687543409.6986111111,肯定的,,,,
-,-,16,2018/11/5 16:30,167-293-CAKE,10086,乗客アプリWeb（目的地から）,5004,328,8,1,,2018/11/5 16:40,2018/11/5 16:51,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/5 16:42,2018/11/5 16:42,2018/11/5 17:00,2018/11/5 17:00,,2018/11/5 16:30,0:10:49,0:10:49,,00,09,,,2018/11/5 16:30,2018/11/5 16:51,43409.687543409.7020833333,#N/A,,,,
★,-,16,2018/11/5 16:32,015-209-RED 015-191-RED 015-210-RED,10087,乗客アプリ（簡単予約）,4708,646,6,3,,2018/11/5 16:40,2018/11/5 16:52,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443659 139.650847,横浜マリンタワー,2018/11/5 16:42,2018/11/5 16:42,2018/11/5 17:08,2018/11/5 17:08,2018/11/5 16:42,2018/11/5 16:42,0:12:32,0:37:36,,00,00,,,2018/11/5 16:32,2018/11/5 16:52,43409.688888888943409.7027777778,#N/A,,,,
-,-,16,2018/11/5 16:32,024-686-GREEN,10088,乗客アプリ（地図から）,3919,635,3,1,,2018/11/5 16:51,2018/11/5 16:57,35.448676 139.635696,横浜平和プラザホテル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/5 16:35,2018/11/5 16:35,2018/11/5 16:42,2018/11/5 16:42,,2018/11/5 16:32,0:06:12,0:06:12,,15,18,,,2018/11/5 16:32,2018/11/5 16:57,43409.688888888943409.70625,#N/A,,,,
-,-,16,2018/11/5 16:32,074-557-ORANGE 074-558-ORANGE 074-556-ORANGE 074-181-ORANGE,10089,まちかど端末（乗降ポイントから）,0,860,1,4,,2018/11/5 16:48,2018/11/5 17:04,35.445857 139.647636,ホテルモントレ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/5 16:50,2018/11/5 16:50,2018/11/5 17:13,2018/11/5 17:13,,2018/11/5 16:32,0:15:26,1:01:44,,00,16,,,2018/11/5 16:32,2018/11/5 17:04,43409.688888888943409.7111111111,#N/A,,,,
★,-,16,2018/11/5 16:34,065-265-BANANA,10090,乗客アプリ（目的地から）,3393,284,5,1,,2018/11/5 16:41,2018/11/5 16:55,35.450681 139.632446,横浜桜木町ワシントンホテル,35.445783 139.642958,横浜情報文化センター,2018/11/5 16:44,2018/11/5 16:44,2018/11/5 17:00,2018/11/5 17:00,2018/11/5 16:44,2018/11/5 16:44,0:14:02,0:14:02,,00,00,,,2018/11/5 16:34,2018/11/5 16:55,43409.690277777843409.7048611111,#N/A,,,,
-,-,16,2018/11/5 16:39,166-762-agekke,10092,乗客アプリ（地図から）,1885,481,2,1,,2018/11/5 16:53,2018/11/5 17:02,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/5 16:54,2018/11/5 16:54,2018/11/5 17:07,2018/11/5 17:07,,2018/11/5 16:39,0:09:16,0:09:16,,00,13,,,2018/11/5 16:39,2018/11/5 17:02,43409.6937543409.7097222222,#N/A,,,,
-,-,16,2018/11/5 16:43,025-611-GREEN,10093,まちかど端末（店舗から）,0,7,4,1,,2018/11/5 16:53,2018/11/5 16:58,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 16:55,2018/11/5 16:55,2018/11/5 17:06,2018/11/5 17:06,,2018/11/5 16:43,0:05:01,0:05:01,,00,09,,,2018/11/5 16:43,2018/11/5 16:58,43409.696527777843409.7069444444,#N/A,,,,
★,-,16,2018/11/5 16:45,010-899-RED,10094,乗客アプリ（地図から）,3510,539,7,1,,2018/11/5 16:50,2018/11/5 17:02,35.441441 139.648505,横浜中華街朱雀門,35.453715 139.638133,横浜ワールドポーターズ,2018/11/5 16:55,2018/11/5 16:55,2018/11/5 17:17,2018/11/5 17:17,2018/11/5 16:55,2018/11/5 16:55,0:11:29,0:11:29,,00,00,,,2018/11/5 16:45,2018/11/5 17:02,43409.697916666743409.7097222222,#N/A,,,,
-,-,16,2018/11/5 16:54,111-404-SUN 111-403-SUN,10095,まちかど端末（乗降ポイントから）,0,72,8,2,,2018/11/5 16:57,2018/11/5 17:03,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 17:04,2018/11/5 17:04,2018/11/5 17:17,2018/11/5 17:17,,2018/11/5 16:54,0:05:12,0:10:24,,00,03,,,2018/11/5 16:54,2018/11/5 17:03,43409.704166666743409.7104166667,#N/A,,,,
-,-,16,2018/11/5 16:57,111-337-SUN 113-810-SUN,10096,乗客アプリ（地図から）,2942,84,5,2,,2018/11/5 17:01,2018/11/5 17:07,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/5 17:01,2018/11/5 17:01,2018/11/5 17:13,2018/11/5 17:13,,2018/11/5 16:57,0:06:06,0:12:12,,00,04,,,2018/11/5 16:57,2018/11/5 17:07,43409.7062543409.7131944444,肯定的,,,,
-,-,16,2018/11/5 16:58,166-771-agekke,10097,乗客アプリ（地図から）,2435,152,2,1,,2018/11/5 17:02,2018/11/5 17:08,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/5 17:06,2018/11/5 17:06,2018/11/5 17:15,2018/11/5 17:16,,2018/11/5 16:58,0:06:07,0:06:07,,00,04,,,2018/11/5 16:58,2018/11/5 17:08,43409.706944444443409.7138888889,#N/A,,,,
-,-,16,2018/11/5 16:58,167-316-CAKE,10098,乗客アプリWeb（目的地から）,5113,70,6,1,,2018/11/5 17:08,2018/11/5 17:37,35.441441 139.648505,横浜中華街朱雀門,35.454389 139.630904,横浜ランドマークタワー,2018/11/5 17:10,2018/11/5 17:10,2018/11/5 17:28,2018/11/5 17:28,,2018/11/5 16:58,0:29:22,0:29:22,,00,09,,,2018/11/5 16:58,2018/11/5 17:37,43409.706944444443409.7340277778,肯定的,,,,
★,☆,16,2018/11/5 15:44,167-288-CAKE,10046,乗客アプリWeb（簡単予約）,4976,446,7,1,2018/11/5 15:45,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/5 16:44,,2018/11/5 16:57,,2018/11/5 16:44,2018/11/5 16:44,0:00:00,0:00:00,,00,00,,,2018/11/5 15:44,1900/1/0 0:00,43409.65555555560,#N/A,,,,
-,☆,16,2018/11/5 16:01,071-781-ORANGE,10059,乗客アプリ（地図から）,2171,750,4,1,2018/11/5 16:02,,,35.441441 139.648505,横浜中華街朱雀門,35.456605 139.635327,横浜ベイホテル東急,2018/11/5 16:12,,2018/11/5 16:33,,,2018/11/5 16:01,0:00:00,0:00:00,,00,10,,,2018/11/5 16:01,1900/1/0 0:00,43409.66736111110,#N/A,,,,
-,☆,16,2018/11/5 16:12,167-293-CAKE,10065,乗客アプリWeb（目的地から）,5004,289,9,1,2018/11/5 16:20,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/5 16:14,,2018/11/5 16:20,,,2018/11/5 16:12,0:00:00,0:00:00,,00,08,,,2018/11/5 16:12,1900/1/0 0:00,43409.6750,#N/A,,,,
-,☆,16,2018/11/5 16:18,167-342-CAKE,10072,乗客アプリWeb（目的地から）,5184,533,4,1,2018/11/5 16:18,,,35.443908 139.635249,イセザキ・モール,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/5 16:27,,2018/11/5 16:36,,,2018/11/5 16:18,0:00:00,0:00:00,,00,09,,,2018/11/5 16:18,1900/1/0 0:00,43409.67916666670,#N/A,,,,
-,☆,16,2018/11/5 16:19,167-299-CAKE,10075,乗客アプリWeb（地図から）,5037,370,1,1,2018/11/5 16:20,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.454389 139.630904,横浜ランドマークタワー,2018/11/5 16:29,,2018/11/5 16:36,,,2018/11/5 16:19,0:00:00,0:00:00,,00,09,,,2018/11/5 16:19,1900/1/0 0:00,43409.67986111110,#N/A,,,,
★,☆,16,2018/11/5 16:20,167-288-CAKE,10076,乗客アプリWeb（簡単予約）,4976,807,5,1,2018/11/5 16:20,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/5 16:30,,2018/11/5 16:58,,2018/11/5 16:30,2018/11/5 16:30,0:00:00,0:00:00,,00,00,,,2018/11/5 16:20,1900/1/0 0:00,43409.68055555560,#N/A,,,,
-,☆,16,2018/11/5 16:23,111-337-SUN,10080,乗客アプリ（地図から）,2942,706,10,1,2018/11/5 16:23,,,35.445783 139.642958,横浜情報文化センター,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/5 16:30,,2018/11/5 16:35,,,2018/11/5 16:23,0:00:00,0:00:00,,00,07,,,2018/11/5 16:23,1900/1/0 0:00,43409.68263888890,#N/A,,,,
★,-,17,2018/11/5 16:35,016-305-RED,10091,乗客アプリ（地図から）,2554,944,4,1,,2018/11/5 17:35,2018/11/5 17:43,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/5 17:35,2018/11/5 17:35,2018/11/5 17:50,2018/11/5 17:50,2018/11/5 17:35,2018/11/5 17:35,0:08:07,0:08:07,199,00,00,02,02,2018/11/5 16:35,2018/11/5 17:43,43409.690972222243409.7381944444,#N/A,,,,
-,-,17,2018/11/5 17:01,071-781-ORANGE,10099,乗客アプリ（地図から）,2171,249,3,1,,2018/11/5 17:06,2018/11/5 17:12,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/5 17:07,2018/11/5 17:07,2018/11/5 17:16,2018/11/5 17:16,,2018/11/5 17:01,0:05:43,0:05:43,,00,05,,,2018/11/5 17:01,2018/11/5 17:12,43409.709027777843409.7166666667,#N/A,,,,
-,-,17,2018/11/5 17:01,166-765-agekke,10100,乗客アプリ（目的地から）,1888,914,2,1,,2018/11/5 17:03,2018/11/5 17:08,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/5 17:07,2018/11/5 17:07,2018/11/5 17:16,2018/11/5 17:16,,2018/11/5 17:01,0:05:16,0:05:16,,00,01,,,2018/11/5 17:01,2018/11/5 17:08,43409.709027777843409.7138888889,#N/A,,,,
