,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,日時,降車時間,合成キー,評価,,,
-,-,20,2018/10/30 20:07,7713,乗客アプリ（地図から）,1352,1254,2,1,,2018/10/30 20:10,2018/10/30 20:21,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 20:10,2018/10/30 20:10,2018/10/30 20:20,2018/10/30 20:24,,2018/10/30 20:07,0:10:42,0:10:42,,00,03,,,2018/10/30 20:07,2018/10/30 20:21,43403.838194444443403.8479166667,#N/A,,,
-,-,20,2018/10/30 20:10,7714,まちかど設置端末（店舗から）,0,856,2,3,,2018/10/30 20:14,2018/10/30 20:30,35.453715 139.638133,横浜ワールドポーターズ,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/30 20:14,2018/10/30 20:14,2018/10/30 20:34,2018/10/30 20:34,,2018/10/30 20:10,0:15:30,0:46:30,,00,03,,,2018/10/30 20:10,2018/10/30 20:30,43403.840277777843403.8541666667,#N/A,,,
-,-,20,2018/10/30 20:12,7715,まちかど設置端末（店舗から）,0,703,6,4,,2018/10/30 20:14,2018/10/30 20:20,35.453715 139.638133,横浜ワールドポーターズ,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/30 20:15,2018/10/30 20:15,2018/10/30 20:29,2018/10/30 20:29,,2018/10/30 20:12,0:05:59,0:23:56,,00,02,,,2018/10/30 20:12,2018/10/30 20:20,43403.841666666743403.8472222222,#N/A,,,
-,-,20,2018/10/30 20:13,7716,まちかど設置端末（地図から）,0,562,1,3,,2018/10/30 20:18,2018/10/30 20:24,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/30 20:23,2018/10/30 20:23,2018/10/30 20:33,2018/10/30 20:33,,2018/10/30 20:13,0:06:32,0:19:36,,00,04,,,2018/10/30 20:13,2018/10/30 20:24,43403.842361111143403.85,#N/A,,,
-,-,20,2018/10/30 20:24,7717,乗客アプリ（目的地から）,3945,924,3,1,,2018/10/30 20:28,2018/10/30 20:43,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/30 20:27,2018/10/30 20:27,2018/10/30 20:43,2018/10/30 20:43,,2018/10/30 20:24,0:15:31,0:15:31,,00,03,,,2018/10/30 20:24,2018/10/30 20:43,43403.8543403.8631944444,肯定的,,,
-,-,20,2018/10/30 20:27,7718,乗客アプリ（地図から）,3445,330,1,1,,2018/10/30 20:30,2018/10/30 20:34,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/30 20:30,2018/10/30 20:30,2018/10/30 20:35,2018/10/30 20:35,,2018/10/30 20:27,0:03:43,0:03:43,,00,03,,,2018/10/30 20:27,2018/10/30 20:34,43403.852083333343403.8569444444,#N/A,,,
-,-,20,2018/10/30 20:30,7720,乗客アプリ（目的地から）,3300,880,3,1,,2018/10/30 20:38,2018/10/30 20:43,35.454389 139.630904,横浜ランドマークタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/30 20:41,2018/10/30 20:41,2018/10/30 20:48,2018/10/30 20:48,,2018/10/30 20:30,0:05:20,0:05:20,,00,08,,,2018/10/30 20:30,2018/10/30 20:43,43403.854166666743403.8631944444,#N/A,,,
-,-,20,2018/10/30 20:30,7721,乗客アプリ（地図から）,2787,680,9,1,,2018/10/30 20:34,2018/10/30 20:54,35.441441 139.648505,横浜中華街朱雀門,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/30 20:31,2018/10/30 20:34,2018/10/30 20:56,2018/10/30 21:02,,2018/10/30 20:30,0:19:24,0:19:24,,03,04,,,2018/10/30 20:30,2018/10/30 20:54,43403.854166666743403.8708333333,#N/A,,,
-,-,20,2018/10/30 20:31,7722,乗客アプリ（目的地から）,3162,939,8,1,,2018/10/30 20:35,2018/10/30 20:42,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/30 20:35,2018/10/30 20:35,2018/10/30 20:48,2018/10/30 20:48,,2018/10/30 20:31,0:06:59,0:06:59,,00,04,,,2018/10/30 20:31,2018/10/30 20:42,43403.854861111143403.8625,#N/A,,,
-,-,20,2018/10/30 20:31,7723,乗客アプリ（地図から）,4398,786,5,2,,2018/10/30 20:35,2018/10/30 20:43,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/10/30 20:35,2018/10/30 20:35,2018/10/30 20:46,2018/10/30 20:46,,2018/10/30 20:31,0:07:47,0:15:34,,00,03,,,2018/10/30 20:31,2018/10/30 20:43,43403.854861111143403.8631944444,肯定的,,,
-,-,20,2018/10/30 20:32,7724,まちかど設置端末（店舗から）,0,1010,9,2,,2018/10/30 20:43,2018/10/30 20:48,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 20:43,2018/10/30 20:43,2018/10/30 20:53,2018/10/30 20:53,,2018/10/30 20:32,0:04:26,0:08:52,,00,10,,,2018/10/30 20:32,2018/10/30 20:48,43403.855555555643403.8666666667,#N/A,,,
-,-,20,2018/10/30 20:44,7725,乗客アプリ（目的地から）,3144,330,10,1,,2018/10/30 20:50,2018/10/30 20:57,35.456605 139.635327,横浜ベイホテル東急,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/30 20:50,2018/10/30 20:50,2018/10/30 21:01,2018/10/30 21:01,,2018/10/30 20:44,0:07:22,0:07:22,,00,05,,,2018/10/30 20:44,2018/10/30 20:57,43403.863888888943403.8729166667,#N/A,,,
-,-,20,2018/10/30 20:46,7726,乗客アプリ（目的地から）,3445,698,3,1,,2018/10/30 20:50,2018/10/30 21:00,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443908 139.635249,イセザキ・モール,2018/10/30 20:48,2018/10/30 20:48,2018/10/30 21:03,2018/10/30 21:03,,2018/10/30 20:46,0:09:53,0:09:53,,01,03,,,2018/10/30 20:46,2018/10/30 21:00,43403.865277777843403.875,肯定的,,,
★,☆,20,2018/10/30 20:01,7709,乗客アプリ（目的地から）,938,1059,7,1,2018/10/30 20:02,,,35.454389 139.630904,横浜ランドマークタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/30 20:31,,2018/10/30 20:41,,2018/10/30 20:31,2018/10/30 20:31,0:00:00,0:00:00,,00,00,,,2018/10/30 20:01,1900/1/0 0:00,43403.83402777780,#N/A,,,
-,☆,20,2018/10/30 20:06,7711,乗客アプリ（地図から）,4129,775,1,1,2018/10/30 20:07,,,35.441441 139.648505,横浜中華街朱雀門,35.445857 139.647636,ホテルモントレ横浜,2018/10/30 20:13,,2018/10/30 20:18,,,2018/10/30 20:06,0:00:00,0:00:00,,00,07,,,2018/10/30 20:06,1900/1/0 0:00,43403.83750,#N/A,,,
-,☆,20,2018/10/30 20:29,7719,乗客アプリ（地図から）,4398,649,6,2,2018/10/30 20:29,,,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/10/30 20:31,,2018/10/30 20:41,,,2018/10/30 20:29,0:00:00,0:00:00,,00,02,,,2018/10/30 20:29,1900/1/0 0:00,43403.85347222220,#N/A,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,82 ,,,,3,,21,,,,,,,,,,,,,,,24,,,,,,24 ,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,
