,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,,,
-,-,14,2018/11/9 14:07,166-663-agekke,11511,乗客アプリ（地図から）,4734,909,11,1,,2018/11/9 14:13,2018/11/9 14:16,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454389 139.630904,横浜ランドマークタワー,2018/11/9 14:13,2018/11/9 14:13,2018/11/9 14:17,2018/11/9 14:18,,2018/11/9 14:07,0:02:58,0:02:58,,00,06,,,2018/11/9 14:07,2018/11/9 14:16,43413.588194444443413.5944444444,#N/A,,,,
-,-,14,2018/11/9 14:10,166-813-agekke,11512,乗客アプリ（地図から）,3492,156,11,1,,2018/11/9 14:14,2018/11/9 14:30,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443659 139.650847,横浜マリンタワー,2018/11/9 14:14,2018/11/9 14:14,2018/11/9 14:38,2018/11/9 14:38,,2018/11/9 14:10,0:15:58,0:15:58,,00,04,,,2018/11/9 14:10,2018/11/9 14:30,43413.590277777843413.6041666667,#N/A,,,,
-,-,14,2018/11/9 14:13,167-435-CAKE,11513,乗客アプリ（地図から）,5581,806,6,3,,2018/11/9 14:19,2018/11/9 14:33,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 14:19,2018/11/9 14:19,2018/11/9 14:37,2018/11/9 14:37,,2018/11/9 14:13,0:13:05,0:39:15,,00,06,,,2018/11/9 14:13,2018/11/9 14:33,43413.592361111143413.60625,#N/A,,,,
-,-,14,2018/11/9 14:15,050-976-STRAWBERRY,11514,乗客アプリ（簡単予約）,3814,146,10,1,,2018/11/9 14:21,2018/11/9 14:31,35.445857 139.647636,ホテルモントレ横浜,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/9 14:27,2018/11/9 14:27,2018/11/9 14:45,2018/11/9 14:45,,2018/11/9 14:15,0:10:29,0:10:29,,00,06,,,2018/11/9 14:15,2018/11/9 14:31,43413.5937543413.6048611111,#N/A,,,,
-,-,14,2018/11/9 14:19,104-727-SNOW,11515,乗客アプリ（地図から）,1083,184,7,1,,2018/11/9 14:25,2018/11/9 14:47,35.447541 139.644914,シルク博物館,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/9 14:25,2018/11/9 14:25,2018/11/9 14:44,2018/11/9 14:44,,2018/11/9 14:19,0:22:34,0:22:34,,00,05,,,2018/11/9 14:19,2018/11/9 14:47,43413.596527777843413.6159722222,#N/A,,,,
★,-,14,2018/11/9 14:20,020-406-GREEN 020-405-GREEN,11516,乗客アプリ（目的地から）,2458,663,9,2,,2018/11/9 14:32,2018/11/9 14:38,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/9 14:34,2018/11/9 14:34,2018/11/9 14:46,2018/11/9 14:46,2018/11/9 14:30,2018/11/9 14:30,0:05:59,0:11:58,,00,01,,,2018/11/9 14:20,2018/11/9 14:38,43413.597222222243413.6097222222,#N/A,,,,
-,-,14,2018/11/9 14:24,075-194-ORANGE 075-195-ORANGE 074-919-ORANGE 075-196-ORANGE,11518,まちかど端末（店舗から）,0,520,5,4,,2018/11/9 14:29,2018/11/9 14:36,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/9 14:29,2018/11/9 14:29,2018/11/9 14:40,2018/11/9 14:40,,2018/11/9 14:24,0:06:36,0:26:24,,00,04,,,2018/11/9 14:24,2018/11/9 14:36,43413.643413.6083333333,#N/A,,,,
-,-,14,2018/11/9 14:25,166-812-agekke,11520,乗客アプリ（目的地から）,1334,586,10,1,,2018/11/9 14:32,2018/11/9 14:41,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443659 139.650847,横浜マリンタワー,2018/11/9 14:37,2018/11/9 14:37,2018/11/9 14:55,2018/11/9 14:55,,2018/11/9 14:25,0:09:35,0:09:35,,00,06,,,2018/11/9 14:25,2018/11/9 14:41,43413.600694444443413.6118055556,#N/A,,,,
-,-,14,2018/11/9 14:30,063-895-BANANA 064-540-BANANA 064-539-BANANA,11521,まちかど端末（乗降ポイントから）,0,296,3,3,,2018/11/9 14:32,2018/11/9 14:36,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/9 14:31,2018/11/9 14:31,2018/11/9 14:44,2018/11/9 14:44,,2018/11/9 14:30,0:04:35,0:13:45,,00,01,,,2018/11/9 14:30,2018/11/9 14:36,43413.604166666743413.6083333333,#N/A,,,,
★,-,14,2018/11/9 14:31,167-412-CAKE,11522,乗客アプリWeb（地図から）,5483,207,7,1,,2018/11/9 14:39,2018/11/9 15:17,35.450554 139.632616,横浜桜木町ワシントンホテル,35.441441 139.648505,横浜中華街朱雀門,2018/11/9 14:41,2018/11/9 14:41,2018/11/9 15:12,2018/11/9 15:12,2018/11/9 14:41,2018/11/9 14:41,0:37:39,0:37:39,,00,00,,,2018/11/9 14:31,2018/11/9 15:17,43413.604861111143413.6368055556,#N/A,,,,
-,-,14,2018/11/9 14:32,107-267-SNOW 107-269-SNOW 107-266-SNOW 107-268-SNOW,11524,まちかど端末（店舗から）,0,944,11,4,,2018/11/9 14:35,2018/11/9 14:47,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/11/9 14:37,2018/11/9 14:37,2018/11/9 14:50,2018/11/9 14:50,,2018/11/9 14:32,0:11:43,0:46:52,,00,03,,,2018/11/9 14:32,2018/11/9 14:47,43413.605555555643413.6159722222,#N/A,,,,
-,-,14,2018/11/9 14:32,166-647-agekke,11525,乗客アプリ（地図から）,1888,346,8,1,,2018/11/9 14:36,2018/11/9 14:47,35.443659 139.650847,横浜マリンタワー,35.443908 139.635249,イセザキ・モール,2018/11/9 14:33,2018/11/9 14:34,2018/11/9 14:45,2018/11/9 14:53,,2018/11/9 14:32,0:10:54,0:10:54,,02,03,,,2018/11/9 14:32,2018/11/9 14:47,43413.605555555643413.6159722222,#N/A,,,,
★,-,14,2018/11/9 14:33,063-420-BANANA 063-417-BANANA 064-412-BANANA 063-418-BANANA 063-419-BANANA 063-416-BANANA,11527,乗客アプリ（目的地から）,5589,754,10,6,,2018/11/9 15:10,2018/11/9 15:21,35.454389 139.630904,横浜ランドマークタワー,35.445857 139.647636,ホテルモントレ横浜,2018/11/9 15:08,2018/11/9 15:08,2018/11/9 15:27,2018/11/9 15:27,2018/11/9 14:43,2018/11/9 14:43,0:11:22,1:08:12,,01,26,,,2018/11/9 14:33,2018/11/9 15:21,43413.6062543413.6395833333,#N/A,,,,
-,-,14,2018/11/9 14:33,166-641-agekke,11528,まちかど端末（店舗から）,0,172,4,1,,2018/11/9 14:36,2018/11/9 14:41,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/9 14:36,2018/11/9 14:36,2018/11/9 14:44,2018/11/9 14:44,,2018/11/9 14:33,0:04:54,0:04:54,,00,03,,,2018/11/9 14:33,2018/11/9 14:41,43413.6062543413.6118055556,#N/A,,,,
-,-,14,2018/11/9 14:36,063-635-BANANA,11529,乗客アプリ（地図から）,5598,590,6,1,,2018/11/9 14:41,2018/11/9 14:46,35.443908 139.635249,イセザキ・モール,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/9 14:44,2018/11/9 14:44,2018/11/9 14:53,2018/11/9 14:53,,2018/11/9 14:36,0:05:15,0:05:15,,00,05,,,2018/11/9 14:36,2018/11/9 14:46,43413.608333333343413.6152777778,#N/A,,,,
-,-,14,2018/11/9 14:40,009-893-BLUE,11530,乗客アプリ（地図から）,1657,542,5,1,,2018/11/9 14:48,2018/11/9 14:52,35.450554 139.632616,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/9 14:49,2018/11/9 14:49,2018/11/9 14:58,2018/11/9 14:58,,2018/11/9 14:40,0:04:25,0:04:25,,00,07,,,2018/11/9 14:40,2018/11/9 14:52,43413.611111111143413.6194444444,#N/A,,,,
★,-,14,2018/11/9 14:41,062-184-BANANA 073-760-ORANGE,11531,乗客アプリ（地図から）,4962,251,9,2,,2018/11/9 14:50,2018/11/9 15:01,35.445857 139.647636,ホテルモントレ横浜,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/9 14:51,2018/11/9 14:51,2018/11/9 15:12,2018/11/9 15:12,2018/11/9 14:51,2018/11/9 14:51,0:11:10,0:22:20,,00,00,,,2018/11/9 14:41,2018/11/9 15:01,43413.611805555643413.6256944444,#N/A,,,,
-,-,14,2018/11/9 14:42,166-656-agekke,11532,まちかど端末（乗降ポイントから）,0,887,7,1,,2018/11/9 14:54,2018/11/9 15:07,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/9 14:52,2018/11/9 14:52,2018/11/9 15:00,2018/11/9 15:00,,2018/11/9 14:42,0:12:22,0:12:22,,02,11,,,2018/11/9 14:42,2018/11/9 15:07,43413.612543413.6298611111,#N/A,,,,
-,-,14,2018/11/9 14:47,166-664-agekke,11533,乗客アプリ（地図から）,1751,762,1,1,,2018/11/9 14:53,2018/11/9 15:13,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/9 14:49,2018/11/9 14:51,2018/11/9 15:05,2018/11/9 15:17,,2018/11/9 14:47,0:19:59,0:19:59,,03,05,,,2018/11/9 14:47,2018/11/9 15:13,43413.615972222243413.6340277778,#N/A,,,,
-,-,14,2018/11/9 14:47,166-665-agekke,11534,まちかど端末（乗降ポイントから）,0,132,11,1,,2018/11/9 14:53,2018/11/9 14:58,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/9 14:59,2018/11/9 14:59,2018/11/9 15:08,2018/11/9 15:01,,2018/11/9 14:47,0:05:25,0:05:25,,00,06,,,2018/11/9 14:47,2018/11/9 14:58,43413.615972222243413.6236111111,#N/A,,,,
★,-,14,2018/11/9 14:47,018-392-RED 018-331-RED 018-332-RED,11535,乗客アプリ（地図から）,3738,431,1,3,,2018/11/9 14:59,2018/11/9 15:05,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/9 14:57,2018/11/9 14:57,2018/11/9 15:10,2018/11/9 15:10,2018/11/9 14:57,2018/11/9 14:57,0:06:35,0:19:45,,01,01,,,2018/11/9 14:47,2018/11/9 15:05,43413.615972222243413.6284722222,#N/A,,,,
-,-,14,2018/11/9 14:48,024-936-GREEN,11536,まちかど端末（店舗から）,0,22,8,1,,2018/11/9 14:56,2018/11/9 15:01,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 14:58,2018/11/9 14:58,2018/11/9 15:09,2018/11/9 15:09,,2018/11/9 14:48,0:05:15,0:05:15,,00,07,,,2018/11/9 14:48,2018/11/9 15:01,43413.616666666743413.6256944444,#N/A,,,,
-,-,14,2018/11/9 14:51,019-790-RED,11537,乗客アプリ（目的地から）,3867,647,2,1,,2018/11/9 15:01,2018/11/9 15:09,35.454389 139.630904,横浜ランドマークタワー,35.445783 139.642958,横浜情報文化センター,2018/11/9 15:05,2018/11/9 15:05,2018/11/9 15:17,2018/11/9 15:17,,2018/11/9 14:51,0:08:09,0:08:09,,00,09,,,2018/11/9 14:51,2018/11/9 15:09,43413.6187543413.63125,肯定的,,,,
-,-,14,2018/11/9 14:53,105-405-SNOW,11538,乗客アプリ（目的地から）,3162,596,11,1,,2018/11/9 15:10,2018/11/9 15:17,35.448801 139.636702,ホテルルートイン横浜馬車道,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/9 15:12,2018/11/9 15:12,2018/11/9 15:22,2018/11/9 15:22,,2018/11/9 14:53,0:07:31,0:07:31,,00,16,,,2018/11/9 14:53,2018/11/9 15:17,43413.620138888943413.6368055556,#N/A,,,,
-,-,14,2018/11/9 14:56,104-987-SNOW 104-986-SNOW,11539,乗客アプリ（地図から）,5624,229,3,2,,2018/11/9 15:07,2018/11/9 15:16,35.441441 139.648505,横浜中華街朱雀門,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 15:11,2018/11/9 15:11,2018/11/9 15:25,2018/11/9 15:27,,2018/11/9 14:56,0:08:43,0:17:26,,00,11,,,2018/11/9 14:56,2018/11/9 15:16,43413.622222222243413.6361111111,#N/A,,,,
-,-,14,2018/11/9 14:56,104-990-SNOW 104-983-SNOW,11540,乗客アプリ（地図から）,5625,752,3,2,,2018/11/9 15:07,2018/11/9 15:16,35.441441 139.648505,横浜中華街朱雀門,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 15:12,2018/11/9 15:12,2018/11/9 15:26,2018/11/9 15:26,,2018/11/9 14:56,0:08:35,0:17:10,,00,11,,,2018/11/9 14:56,2018/11/9 15:16,43413.622222222243413.6361111111,#N/A,,,,
-,☆,14,2018/11/9 14:56,110-566-SUN 110-565-SUN,11541,まちかど端末（店舗から）,0,285,6,2,2018/11/9 15:04,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454389 139.630904,横浜ランドマークタワー,2018/11/9 15:25,,2018/11/9 15:44,,,2018/11/9 14:56,0:00:00,0:00:00,,00,28,,,2018/11/9 14:56,1900/1/0 0:00,43413.62222222220,#N/A,,,,
-,☆,14,2018/11/9 14:58,027-848-GREEN 027-847-GREEN,11542,乗客アプリ（目的地から）,4033,504,9,2,2018/11/9 14:59,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/9 15:14,,2018/11/9 15:23,,,2018/11/9 14:58,0:00:00,0:00:00,,00,15,,,2018/11/9 14:58,1900/1/0 0:00,43413.62361111110,#N/A,,,,
★,☆,14,2018/11/9 13:17,141-998-STAR,11476,乗客アプリ（地図から）,930,636,9,1,2018/11/9 13:36,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.445783 139.642958,横浜情報文化センター,2018/11/9 14:17,,2018/11/9 14:22,,2018/11/9 14:17,2018/11/9 14:17,0:00:00,0:00:00,,00,00,,,2018/11/9 13:17,1900/1/0 0:00,43413.55347222220,#N/A,,,,
★,☆,14,2018/11/9 14:21,063-635-BANANA,11517,乗客アプリ（地図から）,5598,129,6,1,2018/11/9 14:32,,,35.443908 139.635249,イセザキ・モール,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/9 14:31,,2018/11/9 14:43,,2018/11/9 14:31,2018/11/9 14:31,0:00:00,0:00:00,,00,00,,,2018/11/9 14:21,1900/1/0 0:00,43413.59791666670,#N/A,,,,
-,☆,14,2018/11/9 14:25,104-986-SNOW,11519,乗客アプリ（地図から）,5624,439,4,1,2018/11/9 14:25,,,35.441002 139.650809,横浜元町ショッピングストリート,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 14:26,,2018/11/9 14:41,,,2018/11/9 14:25,0:00:00,0:00:00,,00,01,,,2018/11/9 14:25,1900/1/0 0:00,43413.60069444440,#N/A,,,,
-,☆,14,2018/11/9 14:31,105-405-SNOW,11523,乗客アプリ（目的地から）,3162,405,4,1,2018/11/9 14:31,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/9 14:36,,2018/11/9 14:43,,,2018/11/9 14:31,0:00:00,0:00:00,,00,04,,,2018/11/9 14:31,1900/1/0 0:00,43413.60486111110,#N/A,,,,
★,☆,14,2018/11/9 14:32,167-460-CAKE,11526,乗客アプリWeb（簡単予約）,5632,809,8,1,2018/11/9 14:33,,,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.454389 139.630904,横浜ランドマークタワー,2018/11/9 14:42,,2018/11/9 15:06,,2018/11/9 14:42,2018/11/9 14:42,0:00:00,0:00:00,,00,00,,,2018/11/9 14:32,1900/1/0 0:00,43413.60555555560,#N/A,,,,
-,-,15,2018/11/9 15:02,110-365-SUN,11544,乗客アプリ（地図から）,4640,116,4,1,,2018/11/9 15:06,2018/11/9 15:11,35.443908 139.635249,イセザキ・モール,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/9 15:07,2018/11/9 15:07,2018/11/9 15:15,2018/11/9 15:15,,2018/11/9 15:02,0:04:17,0:04:17,421,00,04,06,04,2018/11/9 15:02,2018/11/9 15:11,43413.626388888943413.6326388889,#N/A,,,,
-,-,15,2018/11/9 15:04,006-586-BLUE,11545,乗客アプリ（地図から）,1949,620,2,1,,2018/11/9 15:09,2018/11/9 15:28,35.445783 139.642958,横浜情報文化センター,35.456605 139.635327,横浜ベイホテル東急,2018/11/9 15:11,2018/11/9 15:11,2018/11/9 15:28,2018/11/9 15:26,,2018/11/9 15:04,0:18:44,0:18:44,,00,05,,,2018/11/9 15:04,2018/11/9 15:28,43413.627777777843413.6444444444,#N/A,,,,
-,-,15,2018/11/9 15:06,110-566-SUN 110-565-SUN,11546,まちかど端末（店舗から）,0,856,1,2,,2018/11/9 15:23,2018/11/9 15:29,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/9 15:18,2018/11/9 15:19,2018/11/9 15:26,2018/11/9 15:26,,2018/11/9 15:06,0:05:11,0:10:22,,05,16,,,2018/11/9 15:06,2018/11/9 15:29,43413.629166666743413.6451388889,#N/A,,,,
-,-,15,2018/11/9 15:07,072-438-ORANGE 070-448-ORANGE,11547,乗客アプリ（地図から）,5631,138,4,2,,2018/11/9 15:20,2018/11/9 15:31,35.456605 139.635327,横浜ベイホテル東急,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/9 15:22,2018/11/9 15:22,2018/11/9 15:39,2018/11/9 15:39,,2018/11/9 15:07,0:10:53,0:21:46,,00,12,,,2018/11/9 15:07,2018/11/9 15:31,43413.629861111143413.6465277778,#N/A,,,,
-,-,15,2018/11/9 15:10,024-937-GREEN,11549,まちかど端末（店舗から）,0,928,9,1,,2018/11/9 15:12,2018/11/9 15:18,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 15:14,2018/11/9 15:14,2018/11/9 15:24,2018/11/9 15:24,,2018/11/9 15:10,0:05:41,0:05:41,,00,02,,,2018/11/9 15:10,2018/11/9 15:18,43413.631944444443413.6375,#N/A,,,,
-,-,15,2018/11/9 15:11,062-713-BANANA 062-712-BANANA 027-302-GREEN,11550,乗客アプリ（地図から）,5366,607,11,3,,2018/11/9 15:18,2018/11/9 15:29,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/9 15:21,2018/11/9 15:21,2018/11/9 15:34,2018/11/9 15:34,,2018/11/9 15:11,0:10:44,0:32:12,,00,07,,,2018/11/9 15:11,2018/11/9 15:29,43413.632638888943413.6451388889,#N/A,,,,
-,-,15,2018/11/9 15:11,166-647-agekke,11551,乗客アプリWeb（地図から）,1888,362,2,1,,2018/11/9 15:17,2018/11/9 15:31,35.443908 139.635249,イセザキ・モール,35.454389 139.630904,横浜ランドマークタワー,2018/11/9 15:18,2018/11/9 15:19,2018/11/9 15:38,2018/11/9 15:43,,2018/11/9 15:11,0:13:25,0:13:25,,00,05,,,2018/11/9 15:11,2018/11/9 15:31,43413.632638888943413.6465277778,#N/A,,,,
-,-,15,2018/11/9 15:12,050-976-STRAWBERRY,11552,乗客アプリ（簡単予約）,3814,467,3,1,,2018/11/9 15:24,2018/11/9 15:43,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.445857 139.647636,ホテルモントレ横浜,2018/11/9 15:30,2018/11/9 15:30,2018/11/9 15:46,2018/11/9 15:46,,2018/11/9 15:12,0:19:43,0:19:43,,00,11,,,2018/11/9 15:12,2018/11/9 15:43,43413.633333333343413.6548611111,#N/A,,,,
★,-,15,2018/11/9 15:13,019-936-RED,11553,乗客アプリ（目的地から）,5637,931,1,1,,2018/11/9 15:38,2018/11/9 15:53,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.456605 139.635327,横浜ベイホテル東急,2018/11/9 15:42,2018/11/9 15:42,2018/11/9 15:57,2018/11/9 16:08,2018/11/9 15:22,2018/11/9 15:22,0:15:46,0:15:46,,00,15,,,2018/11/9 15:13,2018/11/9 15:53,43413.634027777843413.6618055556,#N/A,,,,
-,-,15,2018/11/9 15:17,104-727-SNOW,11556,乗客アプリ（地図から）,1083,698,5,1,,2018/11/9 15:21,2018/11/9 15:33,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/9 15:20,2018/11/9 15:20,2018/11/9 15:34,2018/11/9 15:34,,2018/11/9 15:17,0:11:55,0:11:55,,00,04,,,2018/11/9 15:17,2018/11/9 15:33,43413.636805555643413.6479166667,肯定的,,,,
-,-,15,2018/11/9 15:18,062-588-BANANA 062-587-BANANA,11557,まちかど端末（店舗から）,0,396,6,2,,2018/11/9 15:28,2018/11/9 15:37,35.448801 139.636702,ホテルルートイン横浜馬車道,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 15:25,2018/11/9 15:25,2018/11/9 15:33,2018/11/9 15:33,,2018/11/9 15:18,0:08:58,0:17:56,,03,10,,,2018/11/9 15:18,2018/11/9 15:37,43413.637543413.6506944444,#N/A,,,,
★,-,15,2018/11/9 15:22,167-451-CAKE,11559,乗客アプリWeb（目的地から）,5610,256,4,1,,2018/11/9 15:25,2018/11/9 15:57,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/9 15:32,2018/11/9 15:32,2018/11/9 15:58,2018/11/9 15:58,2018/11/9 15:32,2018/11/9 15:32,0:32:04,0:32:04,,00,00,,,2018/11/9 15:22,2018/11/9 15:57,43413.640277777843413.6645833333,#N/A,,,,
-,-,15,2018/11/9 15:23,023-040-GREEN,11560,乗客アプリ（目的地から）,2606,131,7,1,,2018/11/9 15:28,2018/11/9 15:34,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 15:38,2018/11/9 15:38,2018/11/9 15:51,2018/11/9 15:51,,2018/11/9 15:23,0:05:50,0:05:50,,00,05,,,2018/11/9 15:23,2018/11/9 15:34,43413.640972222243413.6486111111,#N/A,,,,
-,-,15,2018/11/9 15:27,028-363-GREEN 007-945-BLUE,11563,乗客アプリ（目的地から）,1214,582,5,2,,2018/11/9 15:36,2018/11/9 15:43,35.448801 139.636702,ホテルルートイン横浜馬車道,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/9 15:37,2018/11/9 15:37,2018/11/9 15:46,2018/11/9 15:46,,2018/11/9 15:27,0:07:00,0:14:00,,00,08,,,2018/11/9 15:27,2018/11/9 15:43,43413.6437543413.6548611111,#N/A,,,,
★,-,15,2018/11/9 15:33,103-518-SNOW 103-527-SNOW,11567,乗客アプリ（地図から）,5604,786,4,2,,2018/11/9 15:44,2018/11/9 15:54,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/9 15:43,2018/11/9 15:43,2018/11/9 15:53,2018/11/9 15:53,2018/11/9 15:43,2018/11/9 15:43,0:10:01,0:20:02,,01,01,,,2018/11/9 15:33,2018/11/9 15:54,43413.647916666743413.6625,#N/A,,,,
★,-,15,2018/11/9 15:34,028-046-GREEN 028-047-GREEN,11568,乗客アプリ（地図から）,5131,667,2,2,,2018/11/9 15:41,2018/11/9 15:46,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/9 15:44,2018/11/9 15:44,2018/11/9 15:51,2018/11/9 15:51,2018/11/9 15:44,2018/11/9 15:44,0:04:58,0:09:56,,00,00,,,2018/11/9 15:34,2018/11/9 15:46,43413.648611111143413.6569444444,肯定的,,,,
★,-,15,2018/11/9 15:35,018-392-RED 018-331-RED 018-332-RED,11569,乗客アプリ（地図から）,3738,480,1,3,,2018/11/9 15:43,2018/11/9 15:59,35.452963 139.642093,横浜赤レンガ倉庫,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/9 15:45,2018/11/9 15:45,2018/11/9 16:01,2018/11/9 16:03,2018/11/9 15:45,2018/11/9 15:45,0:15:55,0:47:45,,00,00,,,2018/11/9 15:35,2018/11/9 15:59,43413.649305555643413.6659722222,#N/A,,,,
-,-,15,2018/11/9 15:35,024-514-GREEN 019-746-RED,11571,乗客アプリ（地図から）,3388,186,7,2,,2018/11/9 15:40,2018/11/9 15:49,35.445783 139.642958,横浜情報文化センター,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/9 15:45,2018/11/9 15:45,2018/11/9 16:00,2018/11/9 16:00,,2018/11/9 15:35,0:08:12,0:16:24,,00,04,,,2018/11/9 15:35,2018/11/9 15:49,43413.649305555643413.6590277778,#N/A,,,,
-,-,15,2018/11/9 15:35,166-656-agekke,11570,まちかど端末（乗降ポイントから）,0,357,8,1,,2018/11/9 15:40,2018/11/9 15:47,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/9 15:39,2018/11/9 15:39,2018/11/9 15:45,2018/11/9 15:45,,2018/11/9 15:35,0:06:46,0:06:46,,00,04,,,2018/11/9 15:35,2018/11/9 15:47,43413.649305555643413.6576388889,#N/A,,,,
★,-,15,2018/11/9 15:38,112-657-SUN,11572,まちかど端末（乗降ポイントから）,0,423,5,1,,2018/11/9 15:45,2018/11/9 15:57,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/9 15:48,2018/11/9 15:48,2018/11/9 16:08,2018/11/9 16:08,2018/11/9 15:48,2018/11/9 15:48,0:12:09,0:12:09,,00,00,,,2018/11/9 15:38,2018/11/9 15:57,43413.651388888943413.6645833333,#N/A,,,,
-,-,15,2018/11/9 15:39,008-133-BLUE 020-914-GREEN,11574,乗客アプリ（簡単予約）,3620,10,6,2,,2018/11/9 15:54,2018/11/9 16:08,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/9 15:50,2018/11/9 15:50,2018/11/9 16:11,2018/11/9 16:11,,2018/11/9 15:39,0:14:35,0:29:10,,04,15,,,2018/11/9 15:39,2018/11/9 16:08,43413.652083333343413.6722222222,#N/A,,,,
-,-,15,2018/11/9 15:39,019-515-RED,11575,乗客アプリ（目的地から）,2584,519,9,1,,2018/11/9 15:43,2018/11/9 15:49,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 15:48,2018/11/9 15:48,2018/11/9 16:00,2018/11/9 16:00,,2018/11/9 15:39,0:06:14,0:06:14,,00,03,,,2018/11/9 15:39,2018/11/9 15:49,43413.652083333343413.6590277778,#N/A,,,,
