,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,
-,-,19,2018/11/12 19:31,003-382-BLUE,13231,乗客アプリ（地図から）,1771,763,6,1,,2018/11/12 19:35,2018/11/12 19:42,35.453715 139.638133,横浜ワールドポーターズ,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/12 19:36,2018/11/12 19:36,2018/11/12 19:44,2018/11/12 19:44,,2018/11/12 19:31,0:06:21,0:06:21,,00,04,,,2018/11/12 19:31,2018/11/12 19:42,43416.813194444443416.8208333333,肯定的,,
-,-,19,2018/11/12 19:32,166-613-agekke,13232,乗客アプリ（地図から）,3744,933,11,1,,2018/11/12 19:44,2018/11/12 19:55,35.441441 139.648505,横浜中華街朱雀門,35.443908 139.635249,イセザキ・モール,2018/11/12 19:44,2018/11/12 19:44,2018/11/12 19:52,2018/11/12 19:57,,2018/11/12 19:32,0:11:20,0:11:20,,00,12,,,2018/11/12 19:32,2018/11/12 19:55,43416.813888888943416.8298611111,肯定的,,
★,-,19,2018/11/12 19:37,008-149-BLUE 012-499-RED 008-200-BLUE,13234,乗客アプリ（地図から）,2758,174,11,3,,2018/11/12 19:46,2018/11/12 19:59,35.441002 139.650809,横浜元町ショッピングストリート,35.448676 139.635696,横浜平和プラザホテル,2018/11/12 19:47,2018/11/12 19:47,2018/11/12 20:01,2018/11/12 20:01,2018/11/12 19:47,2018/11/12 19:47,0:12:54,0:38:42,,00,00,,,2018/11/12 19:37,2018/11/12 19:59,43416.817361111143416.8326388889,#N/A,,
-,-,19,2018/11/12 19:40,006-290-BLUE,13235,乗客アプリ（地図から）,3537,145,2,1,,2018/11/12 19:42,2018/11/12 19:48,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 19:41,2018/11/12 19:41,2018/11/12 19:51,2018/11/12 19:51,,2018/11/12 19:40,0:06:03,0:06:03,,00,01,,,2018/11/12 19:40,2018/11/12 19:48,43416.819444444443416.825,#N/A,,
-,-,19,2018/11/12 19:40,019-007-RED,13236,乗客アプリ（地図から）,3441,689,8,1,,2018/11/12 19:42,2018/11/12 19:49,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/12 19:42,2018/11/12 19:42,2018/11/12 19:51,2018/11/12 19:51,,2018/11/12 19:40,0:07:24,0:07:24,,00,02,,,2018/11/12 19:40,2018/11/12 19:49,43416.819444444443416.8256944444,#N/A,,
-,-,19,2018/11/12 19:44,111-662-SUN,13237,乗客アプリ（地図から）,3445,720,13,1,,2018/11/12 19:49,2018/11/12 19:57,35.448801 139.636702,ホテルルートイン横浜馬車道,35.445857 139.647636,ホテルモントレ横浜,2018/11/12 19:48,2018/11/12 19:48,2018/11/12 19:54,2018/11/12 19:54,,2018/11/12 19:44,0:07:43,0:07:43,,01,05,,,2018/11/12 19:44,2018/11/12 19:57,43416.822222222243416.83125,#N/A,,
-,-,19,2018/11/12 19:49,050-537-STRAWBERRY,13239,乗客アプリ（地図から）,5976,180,1,1,,2018/11/12 19:54,2018/11/12 20:04,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.445857 139.647636,ホテルモントレ横浜,2018/11/12 19:53,2018/11/12 19:53,2018/11/12 20:06,2018/11/12 20:06,,2018/11/12 19:49,0:10:01,0:10:01,,01,05,,,2018/11/12 19:49,2018/11/12 20:04,43416.825694444443416.8361111111,#N/A,,
-,-,19,2018/11/12 19:55,003-346-BLUE,13241,まちかど端末（店舗から）,0,849,10,1,,2018/11/12 19:58,2018/11/12 20:17,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 19:57,2018/11/12 19:57,2018/11/12 20:06,2018/11/12 20:21,,2018/11/12 19:55,0:19:11,0:19:11,,00,02,,,2018/11/12 19:55,2018/11/12 20:17,43416.829861111143416.8451388889,#N/A,,
-,-,19,2018/11/12 19:55,062-837-BANANA,13242,乗客アプリ（目的地から）,3144,988,9,1,,2018/11/12 19:59,2018/11/12 20:06,35.456605 139.635327,横浜ベイホテル東急,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/12 20:01,2018/11/12 20:01,2018/11/12 20:12,2018/11/12 20:12,,2018/11/12 19:55,0:06:51,0:06:51,,00,04,,,2018/11/12 19:55,2018/11/12 20:06,43416.829861111143416.8375,#N/A,,
-,-,19,2018/11/12 19:57,016-090-RED,13243,乗客アプリ（目的地から）,3900,345,2,1,,2018/11/12 20:02,2018/11/12 20:12,35.454389 139.630904,横浜ランドマークタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/12 20:01,2018/11/12 20:01,2018/11/12 20:13,2018/11/12 20:13,,2018/11/12 19:57,0:09:26,0:09:26,,01,04,,,2018/11/12 19:57,2018/11/12 20:12,43416.8312543416.8416666667,#N/A,,
-,-,19,2018/11/12 19:58,003-392-BLUE,13245,乗客アプリ（目的地から）,3435,148,4,1,,2018/11/12 20:05,2018/11/12 20:11,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/12 20:04,2018/11/12 20:04,2018/11/12 20:11,2018/11/12 20:11,,2018/11/12 19:58,0:05:45,0:05:45,,01,07,,,2018/11/12 19:58,2018/11/12 20:11,43416.831944444443416.8409722222,#N/A,,
★,☆,19,2018/11/12 18:35,070-490-ORANGE,13203,まちかど端末（店舗から）,0,745,5,1,2018/11/12 18:35,,,35.456605 139.635327,横浜ベイホテル東急,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/12 19:34,,2018/11/12 19:45,,2018/11/12 19:34,2018/11/12 19:34,0:00:00,0:00:00,,00,00,,,2018/11/12 18:35,1900/1/0 0:00,43416.77430555560,#N/A,,
-,☆,19,2018/11/12 19:09,021-216-GREEN,13218,乗客アプリ（目的地から）,1747,673,7,1,2018/11/12 19:14,,,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 19:10,,2018/11/12 19:20,,,2018/11/12 19:09,0:00:00,0:00:00,,00,04,,,2018/11/12 19:09,1900/1/0 0:00,43416.79791666670,#N/A,,
-,☆,19,2018/11/12 19:35,019-007-RED,13233,乗客アプリ（地図から）,3441,154,13,1,2018/11/12 19:36,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/12 19:36,,2018/11/12 19:45,,,2018/11/12 19:35,0:00:00,0:00:00,,00,01,,,2018/11/12 19:35,1900/1/0 0:00,43416.81597222220,#N/A,,
-,☆,19,2018/11/12 19:47,167-589-CAKE,13238,乗客アプリWeb（簡単予約）,5430,59,6,1,2018/11/12 19:58,,,35.443659 139.650847,横浜マリンタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 19:53,,2018/11/12 20:05,,,2018/11/12 19:47,0:00:00,0:00:00,,00,11,,,2018/11/12 19:47,1900/1/0 0:00,43416.82430555560,#N/A,,
-,☆,19,2018/11/12 19:49,003-392-BLUE,13240,乗客アプリ（目的地から）,3435,268,10,1,2018/11/12 19:49,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/12 19:51,,2018/11/12 19:58,,,2018/11/12 19:49,0:00:00,0:00:00,,00,01,,,2018/11/12 19:49,1900/1/0 0:00,43416.82569444440,#N/A,,
-,-,20,2018/11/12 20:01,167-589-CAKE,13246,乗客アプリWeb（簡単予約）,5430,602,6,1,,2018/11/12 20:02,2018/11/12 20:10,35.443659 139.650847,横浜マリンタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 20:03,2018/11/12 20:03,2018/11/12 20:15,2018/11/12 20:15,,2018/11/12 20:01,0:08:13,0:08:13,184,00,01,03,02,2018/11/12 20:01,2018/11/12 20:10,43416.834027777843416.8402777778,#N/A,,
-,-,20,2018/11/12 20:01,166-613-agekke,13247,乗客アプリ（地図から）,3744,536,11,1,,2018/11/12 20:04,2018/11/12 20:12,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/12 20:04,2018/11/12 20:04,2018/11/12 20:17,2018/11/12 20:17,,2018/11/12 20:01,0:08:11,0:08:11,,00,02,,,2018/11/12 20:01,2018/11/12 20:12,43416.834027777843416.8416666667,#N/A,,
-,-,20,2018/11/12 20:01,102-860-SNOW,13248,まちかど端末（店舗から）,0,166,13,1,,2018/11/12 20:06,2018/11/12 20:14,35.445857 139.647636,ホテルモントレ横浜,35.443908 139.635249,イセザキ・モール,2018/11/12 20:05,2018/11/12 20:05,2018/11/12 20:13,2018/11/12 20:13,,2018/11/12 20:01,0:08:17,0:08:17,,00,04,,,2018/11/12 20:01,2018/11/12 20:14,43416.834027777843416.8430555556,#N/A,,
-,-,20,2018/11/12 20:06,001-236-BLUE,13249,乗客アプリ（地図から）,6060,793,8,1,,2018/11/12 20:11,2018/11/12 20:16,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/11/12 20:10,2018/11/12 20:10,2018/11/12 20:17,2018/11/12 20:17,,2018/11/12 20:06,0:05:08,0:05:08,,01,05,,,2018/11/12 20:06,2018/11/12 20:16,43416.837543416.8444444444,#N/A,,
-,-,20,2018/11/12 20:06,009-832-BLUE,13250,乗客アプリ（地図から）,2512,401,5,1,,2018/11/12 20:08,2018/11/12 20:17,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 20:08,2018/11/12 20:08,2018/11/12 20:18,2018/11/12 20:18,,2018/11/12 20:06,0:08:41,0:08:41,,00,02,,,2018/11/12 20:06,2018/11/12 20:17,43416.837543416.8451388889,#N/A,,
-,-,20,2018/11/12 20:08,019-048-RED,13251,まちかど端末（乗降ポイントから）,0,822,7,1,,2018/11/12 20:11,2018/11/12 20:18,35.454389 139.630904,横浜ランドマークタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/12 20:12,2018/11/12 20:12,2018/11/12 20:19,2018/11/12 20:19,,2018/11/12 20:08,0:06:04,0:06:04,,00,03,,,2018/11/12 20:08,2018/11/12 20:18,43416.838888888943416.8458333333,#N/A,,
-,-,20,2018/11/12 20:08,068-408-BANANA 068-409-BANANA,13252,まちかど端末（店舗から）,0,90,9,2,,2018/11/12 20:13,2018/11/12 20:19,35.448801 139.636702,ホテルルートイン横浜馬車道,35.454389 139.630904,横浜ランドマークタワー,2018/11/12 20:13,2018/11/12 20:13,2018/11/12 20:25,2018/11/12 20:25,,2018/11/12 20:08,0:05:38,0:11:16,,00,05,,,2018/11/12 20:08,2018/11/12 20:19,43416.838888888943416.8465277778,#N/A,,
★,-,20,2018/11/12 20:10,005-604-BLUE,13253,乗客アプリ（目的地から）,5081,947,5,1,,2018/11/12 20:23,2018/11/12 20:29,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 20:20,2018/11/12 20:22,2018/11/12 20:29,2018/11/12 20:41,2018/11/12 20:20,2018/11/12 20:20,0:05:35,0:05:35,,03,03,,,2018/11/12 20:10,2018/11/12 20:29,43416.840277777843416.8534722222,#N/A,,
-,-,20,2018/11/12 20:13,009-833-BLUE,13254,まちかど端末（乗降ポイントから）,0,69,1,1,,2018/11/12 20:15,2018/11/12 20:21,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 20:15,2018/11/12 20:15,2018/11/12 20:25,2018/11/12 20:25,,2018/11/12 20:13,0:06:09,0:06:09,,00,02,,,2018/11/12 20:13,2018/11/12 20:21,43416.842361111143416.8479166667,#N/A,,
-,-,20,2018/11/12 20:13,028-054-GREEN,13255,まちかど端末（店舗から）,0,689,4,1,,2018/11/12 20:14,2018/11/12 20:20,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 20:16,2018/11/12 20:16,2018/11/12 20:24,2018/11/12 20:24,,2018/11/12 20:13,0:06:15,0:06:15,,00,01,,,2018/11/12 20:13,2018/11/12 20:20,43416.842361111143416.8472222222,#N/A,,
-,-,20,2018/11/12 20:13,069-409-BANANA 069-410-BANANA,13257,まちかど端末（乗降ポイントから）,0,282,6,2,,2018/11/12 20:18,2018/11/12 20:22,35.456605 139.635327,横浜ベイホテル東急,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/12 20:20,2018/11/12 20:20,2018/11/12 20:27,2018/11/12 20:27,,2018/11/12 20:13,0:03:52,0:07:44,,00,05,,,2018/11/12 20:13,2018/11/12 20:22,43416.842361111143416.8486111111,#N/A,,
-,-,20,2018/11/12 20:14,166-573-agekke 166-750-agekke,13258,まちかど端末（乗降ポイントから）,0,98,11,2,,2018/11/12 20:16,2018/11/12 20:20,35.454389 139.630904,横浜ランドマークタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/12 20:16,2018/11/12 20:16,2018/11/12 20:24,2018/11/12 20:24,,2018/11/12 20:14,0:04:21,0:08:42,,00,01,,,2018/11/12 20:14,2018/11/12 20:20,43416.843055555643416.8472222222,#N/A,,
-,-,20,2018/11/12 20:19,008-173-BLUE 009-216-BLUE 019-963-RED,13259,乗客アプリ（目的地から）,4652,532,10,3,,2018/11/12 20:22,2018/11/12 20:28,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/12 20:24,2018/11/12 20:24,2018/11/12 20:34,2018/11/12 20:34,,2018/11/12 20:19,0:06:11,0:18:33,,00,03,,,2018/11/12 20:19,2018/11/12 20:28,43416.846527777843416.8527777778,#N/A,,
★,-,20,2018/11/12 20:21,166-589-agekke,13260,乗客アプリ（地図から）,2225,425,5,1,,2018/11/12 20:35,2018/11/12 20:43,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/12 20:31,2018/11/12 20:31,2018/11/12 20:50,2018/11/12 20:50,2018/11/12 20:31,2018/11/12 20:31,0:08:35,0:08:35,,03,03,,,2018/11/12 20:21,2018/11/12 20:43,43416.847916666743416.8631944444,肯定的,,
-,-,20,2018/11/12 20:25,019-529-RED,13262,乗客アプリ（簡単予約）,4795,724,1,1,,2018/11/12 20:28,2018/11/12 20:35,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 20:28,2018/11/12 20:28,2018/11/12 20:37,2018/11/12 20:37,,2018/11/12 20:25,0:06:50,0:06:50,,00,02,,,2018/11/12 20:25,2018/11/12 20:35,43416.850694444443416.8576388889,#N/A,,
-,-,20,2018/11/12 20:25,166-565-agekke,13263,乗客アプリ（目的地から）,3945,883,4,1,,2018/11/12 20:32,2018/11/12 20:41,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/12 20:28,2018/11/12 20:28,2018/11/12 20:41,2018/11/12 20:41,,2018/11/12 20:25,0:09:02,0:09:02,,03,07,,,2018/11/12 20:25,2018/11/12 20:41,43416.850694444443416.8618055556,#N/A,,
-,-,20,2018/11/12 20:31,166-581-agekke,13264,乗客アプリ（地図から）,3991,459,8,1,,2018/11/12 20:35,2018/11/12 20:44,35.441441 139.648505,横浜中華街朱雀門,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/12 20:34,2018/11/12 20:34,2018/11/12 20:50,2018/11/12 20:50,,2018/11/12 20:31,0:08:32,0:08:32,,01,04,,,2018/11/12 20:31,2018/11/12 20:44,43416.854861111143416.8638888889,#N/A,,
-,-,20,2018/11/12 20:33,166-628-agekke,13265,まちかど端末（乗降ポイントから）,0,804,7,1,,2018/11/12 20:37,2018/11/12 20:42,35.454389 139.630904,横浜ランドマークタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/12 20:37,2018/11/12 20:37,2018/11/12 20:45,2018/11/12 20:45,,2018/11/12 20:33,0:04:42,0:04:42,,00,04,,,2018/11/12 20:33,2018/11/12 20:42,43416.8562543416.8625,#N/A,,
-,-,20,2018/11/12 20:35,018-145-RED,13266,乗客アプリ（目的地から）,1358,740,2,1,,2018/11/12 20:37,2018/11/12 20:52,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 20:37,2018/11/12 20:37,2018/11/12 20:46,2018/11/12 20:46,,2018/11/12 20:35,0:15:25,0:15:25,,00,01,,,2018/11/12 20:35,2018/11/12 20:52,43416.857638888943416.8694444444,#N/A,,
-,-,20,2018/11/12 20:37,007-357-BLUE,13267,乗客アプリ（目的地から）,1312,222,6,1,,2018/11/12 20:40,2018/11/12 20:46,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 20:39,2018/11/12 20:39,2018/11/12 20:48,2018/11/12 20:48,,2018/11/12 20:37,0:05:39,0:05:39,,00,02,,,2018/11/12 20:37,2018/11/12 20:46,43416.859027777843416.8652777778,#N/A,,
-,-,20,2018/11/12 20:38,010-347-RED 010-348-RED,13268,乗客アプリ（地図から）,4852,155,10,2,,2018/11/12 20:40,2018/11/12 20:45,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/12 20:40,2018/11/12 20:40,2018/11/12 20:48,2018/11/12 20:48,,2018/11/12 20:38,0:04:13,0:08:26,,00,02,,,2018/11/12 20:38,2018/11/12 20:45,43416.859722222243416.8645833333,#N/A,,
-,-,20,2018/11/12 20:48,005-800-BLUE,13269,乗客アプリ（目的地から）,5702,880,1,1,,2018/11/12 20:50,2018/11/12 20:54,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.456605 139.635327,横浜ベイホテル東急,2018/11/12 20:50,2018/11/12 20:50,2018/11/12 21:02,2018/11/12 21:02,,2018/11/12 20:48,0:03:31,0:03:31,,00,02,,,2018/11/12 20:48,2018/11/12 20:54,43416.866666666743416.8708333333,#N/A,,
-,-,20,2018/11/12 20:59,017-738-RED,13271,乗客アプリ（目的地から）,2400,564,8,1,,2018/11/12 21:02,2018/11/12 21:08,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 21:01,2018/11/12 21:01,2018/11/12 21:10,2018/11/12 21:10,,2018/11/12 20:59,0:05:06,0:05:06,,01,03,,,2018/11/12 20:59,2018/11/12 21:08,43416.874305555643416.8805555556,#N/A,,
★,☆,20,2018/11/12 19:57,002-874-BLUE,13244,まちかど端末（店舗から）,0,918,10,1,2018/11/12 20:07,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/12 20:07,,2018/11/12 20:16,,2018/11/12 20:07,2018/11/12 20:07,0:00:00,0:00:00,,00,00,,,2018/11/12 19:57,1900/1/0 0:00,43416.831250,#N/A,,
-,☆,20,2018/11/12 20:13,166-750-agekke,13256,まちかど端末（乗降ポイントから）,0,629,11,1,2018/11/12 20:13,,,35.454389 139.630904,横浜ランドマークタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/12 20:16,,2018/11/12 20:23,,,2018/11/12 20:13,0:00:00,0:00:00,,00,02,,,2018/11/12 20:13,1900/1/0 0:00,43416.84236111110,#N/A,,
-,☆,20,2018/11/12 20:22,111-662-SUN,13261,乗客アプリ（地図から）,3445,326,2,1,2018/11/12 20:23,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.441441 139.648505,横浜中華街朱雀門,2018/11/12 20:27,,2018/11/12 20:35,,,2018/11/12 20:22,0:00:00,0:00:00,,00,04,,,2018/11/12 20:22,1900/1/0 0:00,43416.84861111110,#N/A,,
-,☆,20,2018/11/12 20:58,023-798-GREEN 017-738-RED,13270,乗客アプリ（目的地から）,2400,365,8,2,2018/11/12 20:58,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 21:00,,2018/11/12 21:10,,,2018/11/12 20:58,0:00:00,0:00:00,,00,02,,,2018/11/12 20:58,1900/1/0 0:00,43416.87361111110,#N/A,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,
