,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,
-,☆,14,2018/11/12 14:08,167-576-CAKE,13037,乗客アプリWeb（地図から）,6030,455,13,2,2018/11/12 14:10,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/12 14:27,,2018/11/12 14:38,,,2018/11/12 14:08,0:00:00,0:00:00,,00,,,,2018/11/12 14:08,1900/1/0 0:00,43416.58888888890,#N/A,※154行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,14,2018/11/12 14:13,068-395-BANANA,13038,乗客アプリ（目的地から）,5990,886,1,1,2018/11/12 14:13,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 14:19,,2018/11/12 14:29,,,2018/11/12 14:13,0:00:00,0:00:00,,00,05,,,2018/11/12 14:13,1900/1/0 0:00,43416.59236111110,#N/A,,
★,☆,14,2018/11/12 14:47,167-573-CAKE,13058,乗客アプリWeb（目的地から）,6018,810,10,1,2018/11/12 14:57,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 14:57,,2018/11/12 15:09,,2018/11/12 14:57,2018/11/12 14:57,0:00:00,0:00:00,,00,00,,,2018/11/12 14:47,1900/1/0 0:00,43416.61597222220,#N/A,,
★,☆,14,2018/11/12 14:48,008-168-BLUE 026-447-GREEN,13061,まちかど端末（店舗から）,0,606,2,2,2018/11/12 14:54,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 15:03,,2018/11/12 15:16,,2018/11/12 14:58,2018/11/12 14:58,0:00:00,0:00:00,,00,05,,,2018/11/12 14:48,1900/1/0 0:00,43416.61666666670,#N/A,,
-,☆,14,2018/11/12 14:55,008-168-BLUE,13065,まちかど端末（店舗から）,0,332,10,1,2018/11/12 14:58,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 14:57,,2018/11/12 15:09,,,2018/11/12 14:55,0:00:00,0:00:00,,00,03,,,2018/11/12 14:55,1900/1/0 0:00,43416.62152777780,#N/A,,
-,☆,14,2018/11/12 14:56,110-543-SUN,13067,乗客アプリ（簡単予約）,3545,979,1,1,2018/11/12 14:58,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/12 15:14,,2018/11/12 15:32,,,2018/11/12 14:56,0:00:00,0:00:00,,00,17,,,2018/11/12 14:56,1900/1/0 0:00,43416.62222222220,#N/A,,
★,-,15,2018/11/12 14:50,167-570-CAKE,13063,乗客アプリWeb（目的地から）,1145,247,3,4,,2018/11/12 15:07,2018/11/12 15:18,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 15:12,2018/11/12 15:12,2018/11/12 15:27,2018/11/12 15:27,2018/11/12 15:00,2018/11/12 15:00,0:10:28,0:41:52,570,00,07,08,06,2018/11/12 14:50,2018/11/12 15:18,43416.618055555643416.6375,#N/A,,
★,-,15,2018/11/12 14:55,166-681-agekke,13066,乗客アプリ（地図から）,1888,288,11,1,,2018/11/12 15:07,2018/11/12 15:38,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/12 15:10,2018/11/12 15:11,2018/11/12 15:30,2018/11/12 15:40,2018/11/12 15:05,2018/11/12 15:05,0:30:15,0:30:15,,00,02,,,2018/11/12 14:55,2018/11/12 15:38,43416.621527777843416.6513888889,肯定的,,
-,-,15,2018/11/12 15:00,019-173-RED 018-976-RED,13070,まちかど端末（乗降ポイントから）,0,589,1,2,,2018/11/12 15:11,2018/11/12 15:23,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/12 15:09,2018/11/12 15:10,2018/11/12 15:24,2018/11/12 15:27,,2018/11/12 15:00,0:12:03,0:24:06,,01,10,,,2018/11/12 15:00,2018/11/12 15:23,43416.62543416.6409722222,#N/A,,
-,-,15,2018/11/12 15:00,050-536-STRAWBERRY 050-535-STRAWBERRY,13071,まちかど端末（店舗から）,0,425,2,2,,2018/11/12 15:12,2018/11/12 15:20,35.453715 139.638133,横浜ワールドポーターズ,35.445857 139.647636,ホテルモントレ横浜,2018/11/12 15:18,2018/11/12 15:18,2018/11/12 15:32,2018/11/12 15:32,,2018/11/12 15:00,0:07:36,0:15:12,,00,11,,,2018/11/12 15:00,2018/11/12 15:20,43416.62543416.6388888889,#N/A,,
-,-,15,2018/11/12 15:02,026-215-GREEN,13073,乗客アプリ（地図から）,2526,763,1,1,,2018/11/12 15:15,2018/11/12 15:29,35.454389 139.630904,横浜ランドマークタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/12 15:15,2018/11/12 15:15,2018/11/12 15:33,2018/11/12 15:33,,2018/11/12 15:02,0:13:47,0:13:47,,00,12,,,2018/11/12 15:02,2018/11/12 15:29,43416.626388888943416.6451388889,#N/A,,
-,-,15,2018/11/12 15:05,027-840-GREEN,13075,乗客アプリ（目的地から）,4033,728,9,1,,2018/11/12 15:19,2018/11/12 15:24,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/12 15:20,2018/11/12 15:20,2018/11/12 15:29,2018/11/12 15:29,,2018/11/12 15:05,0:05:05,0:05:05,,00,13,,,2018/11/12 15:05,2018/11/12 15:24,43416.628472222243416.6416666667,#N/A,,
-,-,15,2018/11/12 15:06,064-899-BANANA 064-898-BANANA,13076,まちかど端末（店舗から）,0,709,13,2,,2018/11/12 15:17,2018/11/12 15:24,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/12 15:22,2018/11/12 15:22,2018/11/12 15:32,2018/11/12 15:32,,2018/11/12 15:06,0:07:18,0:14:36,,00,10,,,2018/11/12 15:06,2018/11/12 15:24,43416.629166666743416.6416666667,#N/A,,
-,-,15,2018/11/12 15:08,166-818-agekke,13078,乗客アプリ（地図から）,2314,781,11,1,,2018/11/12 15:13,2018/11/12 15:38,35.443704 139.651332,ホテルメルパルク横浜,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/12 15:15,2018/11/12 15:15,2018/11/12 15:35,2018/11/12 15:35,,2018/11/12 15:08,0:24:02,0:24:02,,00,05,,,2018/11/12 15:08,2018/11/12 15:38,43416.630555555643416.6513888889,#N/A,,
-,-,15,2018/11/12 15:09,026-481-GREEN,13079,乗客アプリ（目的地から）,3162,313,3,1,,2018/11/12 15:24,2018/11/12 15:48,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/12 15:32,2018/11/12 15:32,2018/11/12 15:51,2018/11/12 15:54,,2018/11/12 15:09,0:23:49,0:23:49,,00,15,,,2018/11/12 15:09,2018/11/12 15:48,43416.6312543416.6583333333,肯定的,,
-,-,15,2018/11/12 15:09,019-318-RED,13080,乗客アプリ（地図から）,5076,913,10,1,,2018/11/12 15:14,2018/11/12 15:19,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/12 15:16,2018/11/12 15:16,2018/11/12 15:22,2018/11/12 15:22,,2018/11/12 15:09,0:04:44,0:04:44,,00,05,,,2018/11/12 15:09,2018/11/12 15:19,43416.6312543416.6381944444,肯定的,,
-,-,15,2018/11/12 15:10,018-328-RED,13081,乗客アプリ（地図から）,4397,602,8,1,,2018/11/12 15:30,2018/11/12 15:36,35.448676 139.635696,横浜平和プラザホテル,35.454389 139.630904,横浜ランドマークタワー,2018/11/12 15:31,2018/11/12 15:31,2018/11/12 15:43,2018/11/12 15:43,,2018/11/12 15:10,0:05:47,0:05:47,,00,20,,,2018/11/12 15:10,2018/11/12 15:36,43416.631944444443416.65,#N/A,,
-,-,15,2018/11/12 15:13,031-442-YELLOW,13083,乗客アプリ（地図から）,5937,5,2,1,,2018/11/12 15:25,2018/11/12 15:32,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/12 15:30,2018/11/12 15:30,2018/11/12 15:41,2018/11/12 15:41,,2018/11/12 15:13,0:06:56,0:06:56,,00,12,,,2018/11/12 15:13,2018/11/12 15:32,43416.634027777843416.6472222222,#N/A,,
-,-,15,2018/11/12 15:16,017-410-RED 017-409-RED,13085,まちかど端末（店舗から）,0,280,5,2,,2018/11/12 15:24,2018/11/12 15:29,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/12 15:27,2018/11/12 15:27,2018/11/12 15:39,2018/11/12 15:39,,2018/11/12 15:16,0:05:27,0:10:54,,00,07,,,2018/11/12 15:16,2018/11/12 15:29,43416.636111111143416.6451388889,#N/A,,
-,-,15,2018/11/12 15:22,019-318-RED,13086,まちかど端末（店舗から）,0,876,4,1,,2018/11/12 15:25,2018/11/12 15:31,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/12 15:27,2018/11/12 15:27,2018/11/12 15:35,2018/11/12 15:35,,2018/11/12 15:22,0:06:01,0:06:01,,00,02,,,2018/11/12 15:22,2018/11/12 15:31,43416.640277777843416.6465277778,#N/A,,
-,-,15,2018/11/12 15:23,065-245-BANANA,13087,乗客アプリ（地図から）,4542,346,1,1,,2018/11/12 15:35,2018/11/12 15:46,35.441002 139.650809,横浜元町ショッピングストリート,35.456605 139.635327,横浜ベイホテル東急,2018/11/12 15:37,2018/11/12 15:37,2018/11/12 15:59,2018/11/12 15:59,,2018/11/12 15:23,0:11:29,0:11:29,,00,12,,,2018/11/12 15:23,2018/11/12 15:46,43416.640972222243416.6569444444,#N/A,,
-,-,15,2018/11/12 15:24,064-146-BANANA 068-192-BANANA,13090,乗客アプリ（目的地から）,4746,25,6,2,,2018/11/12 15:24,2018/11/12 15:33,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/12 15:25,2018/11/12 15:25,2018/11/12 15:42,2018/11/12 15:42,,2018/11/12 15:24,0:08:13,0:16:26,,00,00,,,2018/11/12 15:24,2018/11/12 15:33,43416.641666666743416.6479166667,#N/A,,
-,-,15,2018/11/12 15:24,104-508-SNOW,13091,乗客アプリ（地図から）,1706,491,2,1,,2018/11/12 15:33,2018/11/12 15:45,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.456605 139.635327,横浜ベイホテル東急,2018/11/12 15:42,2018/11/12 15:42,2018/11/12 15:57,2018/11/12 15:57,,2018/11/12 15:24,0:12:24,0:12:24,,00,09,,,2018/11/12 15:24,2018/11/12 15:45,43416.641666666743416.65625,#N/A,,
-,-,15,2018/11/12 15:24,167-561-CAKE,13092,乗客アプリ（地図から）,2669,262,4,3,,2018/11/12 15:37,2018/11/12 15:44,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 15:45,2018/11/12 15:45,2018/11/12 15:59,2018/11/12 15:59,,2018/11/12 15:24,0:06:43,0:20:09,,00,13,,,2018/11/12 15:24,2018/11/12 15:44,43416.641666666743416.6555555556,#N/A,,
-,-,15,2018/11/12 15:25,103-616-SNOW,13093,乗客アプリ（地図から）,6022,863,3,1,,2018/11/12 15:35,2018/11/12 15:48,35.450447 139.635947,みなとみらい線　馬車道駅,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/12 15:34,2018/11/12 15:34,2018/11/12 15:48,2018/11/12 15:48,,2018/11/12 15:25,0:12:39,0:12:39,,01,10,,,2018/11/12 15:25,2018/11/12 15:48,43416.642361111143416.6583333333,#N/A,,
★,-,15,2018/11/12 15:28,068-534-BANANA 066-152-BANANA,13095,まちかど端末（店舗から）,0,447,8,2,,2018/11/12 15:40,2018/11/12 15:52,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/12 15:46,2018/11/12 15:46,2018/11/12 15:58,2018/11/12 15:47,2018/11/12 15:37,2018/11/12 15:37,0:12:29,0:24:58,,00,02,,,2018/11/12 15:28,2018/11/12 15:52,43416.644444444443416.6611111111,#N/A,,
-,-,15,2018/11/12 15:30,167-541-CAKE,13096,乗客アプリWeb（簡単予約）,5287,928,7,1,,2018/11/12 15:35,2018/11/12 15:46,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 15:34,2018/11/12 15:34,2018/11/12 15:46,2018/11/12 15:46,,2018/11/12 15:30,0:11:46,0:11:46,,00,04,,,2018/11/12 15:30,2018/11/12 15:46,43416.645833333343416.6569444444,#N/A,,
-,-,15,2018/11/12 15:30,113-848-SUN,13097,乗客アプリ（目的地から）,3510,565,6,1,,2018/11/12 15:44,2018/11/12 15:52,35.443908 139.635249,イセザキ・モール,35.454389 139.630904,横浜ランドマークタワー,2018/11/12 15:47,2018/11/12 15:50,2018/11/12 16:01,2018/11/12 16:03,,2018/11/12 15:30,0:07:12,0:07:12,,00,13,,,2018/11/12 15:30,2018/11/12 15:52,43416.645833333343416.6611111111,#N/A,,
★,-,15,2018/11/12 15:32,068-416-BANANA,13098,乗客アプリ（地図から）,4257,966,6,1,,2018/11/12 15:38,2018/11/12 15:44,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/12 15:42,2018/11/12 15:42,2018/11/12 15:50,2018/11/12 15:50,2018/11/12 15:42,2018/11/12 15:42,0:06:25,0:06:25,,00,00,,,2018/11/12 15:32,2018/11/12 15:44,43416.647222222243416.6555555556,#N/A,,
-,-,15,2018/11/12 15:41,065-312-BANANA,13102,まちかど端末（乗降ポイントから）,0,88,8,1,,2018/11/12 15:48,2018/11/12 15:52,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/12 15:48,2018/11/12 15:48,2018/11/12 15:57,2018/11/12 15:57,,2018/11/12 15:41,0:04:16,0:04:16,,00,06,,,2018/11/12 15:41,2018/11/12 15:52,43416.653472222243416.6611111111,#N/A,,
-,-,15,2018/11/12 15:43,167-581-CAKE,13103,乗客アプリWeb（地図から）,6039,978,4,2,,2018/11/12 15:46,2018/11/12 15:55,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/12 15:46,2018/11/12 15:46,2018/11/12 15:58,2018/11/12 16:00,,2018/11/12 15:43,0:08:47,0:17:34,,00,03,,,2018/11/12 15:43,2018/11/12 15:55,43416.654861111143416.6631944444,#N/A,,
★,-,15,2018/11/12 15:43,068-353-BANANA 068-354-BANANA 068-352-BANANA 068-351-BANANA,13104,乗客アプリ（地図から）,5928,628,9,4,,2018/11/12 15:46,2018/11/12 16:00,35.441441 139.648505,横浜中華街朱雀門,35.453715 139.638133,横浜ワールドポーターズ,2018/11/12 15:53,2018/11/12 15:53,2018/11/12 16:09,2018/11/12 16:09,2018/11/12 15:53,2018/11/12 15:53,0:13:33,0:54:12,,00,00,,,2018/11/12 15:43,2018/11/12 16:00,43416.654861111143416.6666666667,#N/A,,
-,-,15,2018/11/12 15:44,050-537-STRAWBERRY,13105,まちかど端末（店舗から）,0,89,7,1,,2018/11/12 15:57,2018/11/12 16:02,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/12 15:58,2018/11/12 15:58,2018/11/12 16:02,2018/11/12 16:02,,2018/11/12 15:44,0:05:40,0:05:40,,00,12,,,2018/11/12 15:44,2018/11/12 16:02,43416.655555555643416.6680555556,#N/A,,
-,-,15,2018/11/12 15:44,051-653-STRAWBERRY 110-745-SUN,13106,乗客アプリ（目的地から）,5447,975,2,2,,2018/11/12 15:48,2018/11/12 16:01,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/12 15:53,2018/11/12 15:53,2018/11/12 16:10,2018/11/12 16:10,,2018/11/12 15:44,0:12:20,0:24:40,,00,03,,,2018/11/12 15:44,2018/11/12 16:01,43416.655555555643416.6673611111,#N/A,,
-,-,15,2018/11/12 15:46,167-582-CAKE,13107,乗客アプリWeb（地図から）,6040,272,4,1,,2018/11/12 15:49,2018/11/12 15:55,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/12 15:48,2018/11/12 15:48,2018/11/12 15:59,2018/11/12 15:59,,2018/11/12 15:46,0:06:01,0:06:01,,01,03,,,2018/11/12 15:46,2018/11/12 15:55,43416.656944444443416.6631944444,肯定的,,
-,-,15,2018/11/12 15:46,026-980-GREEN,13108,乗客アプリ（地図から）,5119,345,1,1,,2018/11/12 15:50,2018/11/12 16:01,35.454389 139.630904,横浜ランドマークタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/12 15:52,2018/11/12 15:54,2018/11/12 16:08,2018/11/12 16:14,,2018/11/12 15:46,0:10:58,0:10:58,,00,03,,,2018/11/12 15:46,2018/11/12 16:01,43416.656944444443416.6673611111,#N/A,,
★,-,15,2018/11/12 15:47,166-629-agekke,13109,乗客アプリ（地図から）,2171,889,10,1,,2018/11/12 15:57,2018/11/12 16:10,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.456605 139.635327,横浜ベイホテル東急,2018/11/12 15:57,2018/11/12 15:57,2018/11/12 16:16,2018/11/12 16:19,2018/11/12 15:57,2018/11/12 15:57,0:12:50,0:12:50,,00,00,,,2018/11/12 15:47,2018/11/12 16:10,43416.657638888943416.6736111111,#N/A,,
★,-,15,2018/11/12 15:47,012-274-RED,13110,乗客アプリ（地図から）,2678,825,1,1,,2018/11/12 15:52,2018/11/12 16:01,35.454389 139.630904,横浜ランドマークタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/12 15:57,2018/11/12 15:57,2018/11/12 16:11,2018/11/12 16:11,2018/11/12 15:57,2018/11/12 15:57,0:09:02,0:09:02,,00,00,,,2018/11/12 15:47,2018/11/12 16:01,43416.657638888943416.6673611111,否定的,,
-,-,15,2018/11/12 15:49,007-299-BLUE,13111,乗客アプリ（地図から）,2082,33,6,1,,2018/11/12 15:54,2018/11/12 16:00,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443908 139.635249,イセザキ・モール,2018/11/12 16:02,2018/11/12 16:02,2018/11/12 16:12,2018/11/12 16:12,,2018/11/12 15:49,0:05:33,0:05:33,,00,05,,,2018/11/12 15:49,2018/11/12 16:00,43416.659027777843416.6666666667,#N/A,,
-,-,15,2018/11/12 15:49,026-215-GREEN,13112,乗客アプリ（地図から）,2526,984,10,1,,2018/11/12 15:52,2018/11/12 16:07,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/11/12 15:53,2018/11/12 15:53,2018/11/12 16:14,2018/11/12 16:14,,2018/11/12 15:49,0:15:26,0:15:26,,00,02,,,2018/11/12 15:49,2018/11/12 16:07,43416.659027777843416.6715277778,#N/A,,
-,-,15,2018/11/12 15:53,166-614-agekke,13114,乗客アプリ（地図から）,2435,372,5,1,,2018/11/12 15:56,2018/11/12 16:02,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/12 15:57,2018/11/12 15:57,2018/11/12 16:16,2018/11/12 16:16,,2018/11/12 15:53,0:05:54,0:05:54,,00,03,,,2018/11/12 15:53,2018/11/12 16:02,43416.661805555643416.6680555556,肯定的,,
-,-,15,2018/11/12 15:53,167-559-CAKE,13115,乗客アプリWeb（地図から）,5986,67,2,3,,2018/11/12 16:05,2018/11/12 16:15,35.443704 139.651332,ホテルメルパルク横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 16:05,2018/11/12 16:05,2018/11/12 16:21,2018/11/12 16:21,,2018/11/12 15:53,0:09:24,0:28:12,,00,12,,,2018/11/12 15:53,2018/11/12 16:15,43416.661805555643416.6770833333,肯定的,,
-,-,15,2018/11/12 15:54,026-481-GREEN,13116,乗客アプリ（目的地から）,3162,75,8,1,,2018/11/12 15:59,2018/11/12 16:09,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/12 15:58,2018/11/12 15:58,2018/11/12 16:12,2018/11/12 16:12,,2018/11/12 15:54,0:09:32,0:09:32,,00,05,,,2018/11/12 15:54,2018/11/12 16:09,43416.662543416.6729166667,#N/A,,
-,-,15,2018/11/12 15:56,017-428-RED 018-800-RED,13117,乗客アプリ（目的地から）,5467,259,4,2,,2018/11/12 16:00,2018/11/12 16:05,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/12 16:04,2018/11/12 16:04,2018/11/12 16:16,2018/11/12 16:16,,2018/11/12 15:56,0:05:09,0:10:18,,00,03,,,2018/11/12 15:56,2018/11/12 16:05,43416.663888888943416.6701388889,#N/A,,
★,☆,15,2018/11/12 14:29,019-933-RED,13048,まちかど端末（店舗から）,0,698,4,1,2018/11/12 14:30,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.443659 139.650847,横浜マリンタワー,2018/11/12 15:28,,2018/11/12 15:40,,2018/11/12 15:28,2018/11/12 15:28,0:00:00,0:00:00,,00,00,,,2018/11/12 14:29,1900/1/0 0:00,43416.60347222220,#N/A,※201行と同一人物と思われるため一番短い待ち時間を採用,
★,☆,15,2018/11/12 14:33,019-933-RED,13050,まちかど端末（店舗から）,0,21,5,1,2018/11/12 14:36,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.443659 139.650847,横浜マリンタワー,2018/11/12 15:33,,2018/11/12 15:45,,2018/11/12 15:33,2018/11/12 15:33,0:00:00,0:00:00,,00,,,,2018/11/12 14:33,1900/1/0 0:00,43416.606250,#N/A,※200行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,15,2018/11/12 15:01,018-515-RED 018-514-RED 018-516-RED,13072,まちかど端末（乗降ポイントから）,0,719,7,3,2018/11/12 15:08,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/12 15:38,,2018/11/12 15:58,,,2018/11/12 15:01,0:00:00,0:00:00,,00,36,,,2018/11/12 15:01,1900/1/0 0:00,43416.62569444440,#N/A,,
-,☆,15,2018/11/12 15:05,027-840-GREEN,13074,乗客アプリ（目的地から）,4033,904,13,1,2018/11/12 15:05,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/12 15:25,,2018/11/12 15:34,,,2018/11/12 15:05,0:00:00,0:00:00,,00,20,,,2018/11/12 15:05,1900/1/0 0:00,43416.62847222220,#N/A,,
★,☆,15,2018/11/12 15:06,031-442-YELLOW,13077,乗客アプリ（地図から）,5937,241,11,1,2018/11/12 15:07,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/12 15:16,,2018/11/12 15:27,,2018/11/12 15:16,2018/11/12 15:16,0:00:00,0:00:00,,00,00,,,2018/11/12 15:06,1900/1/0 0:00,43416.62916666670,#N/A,※205行と同一人物と思われるため一番短い待ち時間を採用,
★,☆,15,2018/11/12 15:12,031-442-YELLOW,13082,乗客アプリ（地図から）,5937,625,3,1,2018/11/12 15:12,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/12 15:32,,2018/11/12 15:43,,2018/11/12 15:22,2018/11/12 15:22,0:00:00,0:00:00,,00,,,,2018/11/12 15:12,1900/1/0 0:00,43416.63333333330,#N/A,※204行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,15,2018/11/12 15:16,064-146-BANANA,13084,乗客アプリ（目的地から）,4746,767,6,1,2018/11/12 15:23,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/12 15:25,,2018/11/12 15:41,,,2018/11/12 15:16,0:00:00,0:00:00,,00,09,,,2018/11/12 15:16,1900/1/0 0:00,43416.63611111110,#N/A,,
-,☆,15,2018/11/12 15:23,104-508-SNOW,13088,乗客アプリ（地図から）,1706,454,2,1,2018/11/12 15:24,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/12 15:42,,2018/11/12 15:56,,,2018/11/12 15:23,0:00:00,0:00:00,,00,19,,,2018/11/12 15:23,1900/1/0 0:00,43416.64097222220,#N/A,,
-,☆,15,2018/11/12 15:23,167-561-CAKE,13089,乗客アプリ（目的地から）,2669,708,4,3,2018/11/12 15:24,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 15:45,,2018/11/12 15:59,,,2018/11/12 15:23,0:00:00,0:00:00,,00,21,,,2018/11/12 15:23,1900/1/0 0:00,43416.64097222220,#N/A,,
-,☆,15,2018/11/12 15:27,018-475-RED 018-474-RED,13094,まちかど端末（店舗から）,0,788,5,2,2018/11/12 15:50,,,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/12 15:48,,2018/11/12 16:02,,,2018/11/12 15:27,0:00:00,0:00:00,,00,23,,,2018/11/12 15:27,1900/1/0 0:00,43416.643750,#N/A,,
★,☆,15,2018/11/12 15:36,066-938-BANANA,13099,乗客アプリ（目的地から）,6037,109,7,1,2018/11/12 15:43,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/12 15:46,,2018/11/12 16:04,,2018/11/12 15:46,2018/11/12 15:46,0:00:00,0:00:00,,00,00,,,2018/11/12 15:36,1900/1/0 0:00,43416.650,#N/A,,
★,☆,15,2018/11/12 15:36,051-653-STRAWBERRY,13100,乗客アプリ（目的地から）,5447,680,2,1,2018/11/12 15:43,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/12 15:46,,2018/11/12 16:07,,2018/11/12 15:46,2018/11/12 15:46,0:00:00,0:00:00,,00,00,,,2018/11/12 15:36,1900/1/0 0:00,43416.650,#N/A,,
-,☆,15,2018/11/12 15:40,062-810-BANANA,13101,まちかど端末（乗降ポイントから）,0,211,8,1,2018/11/12 15:41,,,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/12 15:56,,2018/11/12 16:05,,,2018/11/12 15:40,0:00:00,0:00:00,,00,15,,,2018/11/12 15:40,1900/1/0 0:00,43416.65277777780,#N/A,,
