,,,日時,,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,計算用ダミー,,
-,-,18,2018/11/22 18:22,068-530-BANANA,17979,まちかど端末（乗降ポイントから）,0,40,3,1,,2018/11/22 18:37,2018/11/22 18:51,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/22 18:38,2018/11/22 18:40,2018/11/22 18:49,2018/11/22 18:55,,2018/11/22 18:22,0:14:11,0:14:11,,00,14,,,,,,
★,-,18,2018/11/22 18:23,103-963-SNOW,17980,乗客アプリ（地図から）,7026,43,3,1,,2018/11/22 18:37,2018/11/22 18:47,35.456605 139.635327,横浜ベイホテル東急,35.445783 139.642958,横浜情報文化センター,2018/11/22 18:39,2018/11/22 18:41,2018/11/22 18:49,2018/11/22 18:53,2018/11/22 18:33,2018/11/22 18:33,0:09:59,0:09:59,,00,03,,,,,,
-,-,18,2018/11/22 18:23,069-685-BANANA 077-606-ORANGE,17981,乗客アプリ（地図から）,7002,400,11,2,,2018/11/22 18:34,2018/11/22 18:39,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441441 139.648505,横浜中華街朱雀門,2018/11/22 18:35,2018/11/22 18:35,2018/11/22 18:42,2018/11/22 18:42,,2018/11/22 18:23,0:04:48,0:09:36,,00,11,,,,,,
-,-,18,2018/11/22 18:25,025-214-GREEN 025-215-GREEN,17983,乗客アプリ（地図から）,7027,660,1,2,,2018/11/22 18:46,2018/11/22 19:11,35.445783 139.642958,横浜情報文化センター,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/22 18:44,2018/11/22 18:44,2018/11/22 18:59,2018/11/22 19:07,,2018/11/22 18:25,0:24:05,0:48:10,,02,21,,,,,,
-,-,18,2018/11/22 18:25,019-877-RED,17984,乗客アプリ（地図から）,4437,381,3,1,,2018/11/22 18:41,2018/11/22 18:56,35.452963 139.642093,横浜赤レンガ倉庫,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/22 18:45,2018/11/22 18:47,2018/11/22 18:57,2018/11/22 18:59,,2018/11/22 18:25,0:14:47,0:14:47,,00,15,,,,,,
-,-,18,2018/11/22 18:30,065-670-BANANA 065-672-BANANA 065-671-BANANA,17989,乗客アプリ（目的地から）,5476,409,5,3,,2018/11/22 18:38,2018/11/22 19:06,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443073 139.651914,横浜人形の家,2018/11/22 18:38,2018/11/22 18:39,2018/11/22 18:55,2018/11/22 19:06,,2018/11/22 18:30,0:28:29,1:25:27,,00,07,,,,,,
-,-,18,2018/11/22 18:32,026-097-GREEN,17992,まちかど端末（店舗から）,0,625,5,1,,2018/11/22 18:43,2018/11/22 18:54,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443908 139.635249,イセザキ・モール,2018/11/22 18:47,2018/11/22 18:47,2018/11/22 18:56,2018/11/22 18:56,,2018/11/22 18:32,0:10:29,0:10:29,,00,11,,,,,,
-,-,18,2018/11/22 18:33,000-026-BLUE,17995,乗客アプリ（Myルートから）,6791,479,1,1,,2018/11/22 18:51,2018/11/22 19:08,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/22 18:46,2018/11/22 18:50,2018/11/22 19:02,2018/11/22 19:08,,2018/11/22 18:33,0:17:30,0:17:30,,04,18,,,,,,
-,-,18,2018/11/22 18:38,025-015-GREEN,18000,乗客アプリ（Myルートから）,3462,93,15,1,,2018/11/22 18:42,2018/11/22 18:54,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/22 18:41,2018/11/22 18:41,2018/11/22 18:53,2018/11/22 19:04,,2018/11/22 18:38,0:12:26,0:12:26,,01,04,,,,,,
-,-,18,2018/11/22 18:41,006-607-BLUE,18002,乗客アプリ（簡単予約）,7029,219,2,1,,2018/11/22 18:47,2018/11/22 18:56,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 18:53,2018/11/22 18:53,2018/11/22 19:03,2018/11/22 19:03,,2018/11/22 18:41,0:09:19,0:09:19,,00,06,,,,,,
-,-,18,2018/11/22 18:42,007-707-BLUE,18003,乗客アプリ（地図から）,2535,104,3,1,,2018/11/22 19:01,2018/11/22 19:15,35.443073 139.651914,横浜人形の家,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/22 18:56,2018/11/22 19:00,2018/11/22 19:15,2018/11/22 19:19,,2018/11/22 18:42,0:13:24,0:13:24,,04,19,,,,,,
-,-,18,2018/11/22 18:42,062-704-BANANA 065-667-BANANA 069-431-BANANA,18004,乗客アプリ（地図から）,2855,68,15,3,,2018/11/22 18:47,2018/11/22 19:01,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443073 139.651914,横浜人形の家,2018/11/22 18:49,2018/11/22 18:49,2018/11/22 19:11,2018/11/22 19:11,,2018/11/22 18:42,0:13:33,0:40:39,,00,05,,,,,,
★,-,18,2018/11/22 18:42,019-416-RED,18005,乗客アプリ（地図から）,2948,127,6,1,,2018/11/22 18:48,2018/11/22 19:14,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/22 18:53,2018/11/22 18:53,2018/11/22 19:03,2018/11/22 19:03,2018/11/22 18:52,2018/11/22 18:52,0:25:45,0:25:45,,00,00,,,,,,
-,-,18,2018/11/22 18:44,065-675-BANANA 065-676-BANANA 065-677-BANANA,18006,まちかど端末（乗降ポイントから）,0,461,4,3,,2018/11/22 18:51,2018/11/22 19:02,35.448676 139.635696,横浜平和プラザホテル,35.441441 139.648505,横浜中華街朱雀門,2018/11/22 18:50,2018/11/22 18:50,2018/11/22 19:00,2018/11/22 19:03,,2018/11/22 18:44,0:11:04,0:33:12,,00,06,,,,,,
-,-,18,2018/11/22 18:47,072-140-ORANGE 072-436-ORANGE,18007,まちかど端末（乗降ポイントから）,0,710,8,2,,2018/11/22 18:54,2018/11/22 19:17,35.45435 139.631762,横浜ロイヤルパークホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/22 18:51,2018/11/22 18:55,2018/11/22 19:04,2018/11/22 19:16,,2018/11/22 18:47,0:23:34,0:47:08,,02,06,,,,,,
-,-,18,2018/11/22 18:48,020-602-GREEN,18008,まちかど端末（店舗から）,0,776,7,1,,2018/11/22 19:08,2018/11/22 19:21,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 18:53,2018/11/22 18:55,2018/11/22 19:03,2018/11/22 19:13,,2018/11/22 18:48,0:12:19,0:12:19,,15,20,,,,,,
★,-,18,2018/11/22 18:49,113-128-SUN,18009,乗客アプリ（地図から）,5231,814,1,1,,2018/11/22 18:59,2018/11/22 19:10,35.450554 139.632616,横浜桜木町ワシントンホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/22 18:59,2018/11/22 18:59,2018/11/22 19:13,2018/11/22 19:14,2018/11/22 18:59,2018/11/22 18:59,0:10:55,0:10:55,,00,00,,,,,,
-,-,18,2018/11/22 18:49,025-452-GREEN,18010,まちかど端末（乗降ポイントから）,0,965,2,1,,2018/11/22 19:00,2018/11/22 19:21,35.453715 139.638133,横浜ワールドポーターズ,35.443908 139.635249,イセザキ・モール,2018/11/22 19:03,2018/11/22 19:03,2018/11/22 19:14,2018/11/22 19:20,,2018/11/22 18:49,0:21:06,0:21:06,,00,11,,,,,,
-,-,18,2018/11/22 18:50,065-695-BANANA 065-696-BANANA 065-694-BANANA,18011,まちかど端末（乗降ポイントから）,0,744,7,3,,2018/11/22 19:09,2018/11/22 19:17,35.452963 139.642093,横浜赤レンガ倉庫,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/22 18:58,2018/11/22 18:58,2018/11/22 19:09,2018/11/22 19:09,,2018/11/22 18:50,0:08:28,0:25:24,,10,19,,,,,,
-,-,18,2018/11/22 18:52,018-286-RED,18015,乗客アプリ（地図から）,1158,747,8,1,,2018/11/22 18:56,2018/11/22 19:02,35.45435 139.631762,横浜ロイヤルパークホテル,35.448676 139.635696,横浜平和プラザホテル,2018/11/22 18:56,2018/11/22 18:56,2018/11/22 19:10,2018/11/22 19:10,,2018/11/22 18:52,0:05:50,0:05:50,,00,04,,,,,,
-,-,18,2018/11/22 18:52,026-345-GREEN 026-347-GREEN,18016,乗客アプリ（地図から）,7022,151,4,2,,2018/11/22 18:59,2018/11/22 19:10,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/22 18:57,2018/11/22 18:57,2018/11/22 19:09,2018/11/22 19:09,,2018/11/22 18:52,0:11:33,0:23:06,,01,06,,,,,,
-,-,18,2018/11/22 18:53,111-313-SUN 111-703-SUN 111-888-SUN 111-702-SUN,18017,乗客アプリ（簡単予約）,6259,379,3,4,,2018/11/22 19:20,2018/11/22 19:25,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/22 19:19,2018/11/22 19:19,2018/11/22 19:30,2018/11/22 19:30,,2018/11/22 18:53,0:05:06,0:20:24,,01,26,,,,,,
-,-,18,2018/11/22 18:54,166-484-agekke 166-404-agekke 166-468-agekke,18019,まちかど端末（店舗から）,0,208,15,3,,2018/11/22 19:20,2018/11/22 19:20,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/22 19:19,2018/11/22 19:19,2018/11/22 19:28,2018/11/22 19:28,,2018/11/22 18:54,0:00:11,0:00:33,,01,25,,,,,,
-,-,18,2018/11/22 18:57,025-183-GREEN,18021,まちかど端末（店舗から）,0,666,5,1,,2018/11/22 19:12,2018/11/22 19:27,35.441002 139.650809,横浜元町ショッピングストリート,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/22 19:07,2018/11/22 19:09,2018/11/22 19:13,2018/11/22 19:20,,2018/11/22 18:57,0:14:32,0:14:32,,05,15,,,,,,
-,-,18,2018/11/22 18:59,025-450-GREEN,18023,まちかど端末（店舗から）,0,607,6,1,,2018/11/22 19:23,2018/11/22 19:33,35.45435 139.631762,横浜ロイヤルパークホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/22 19:17,2018/11/22 19:19,2018/11/22 19:25,2018/11/22 19:28,,2018/11/22 18:59,0:10:18,0:10:18,,06,23,,,,,,
★,☆,18,2018/11/22 17:10,029-862-GREEN,17879,乗客アプリ（地図から）,3993,434,13,1,2018/11/22 17:11,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/22 18:10,,2018/11/22 18:29,,2018/11/22 18:10,2018/11/22 18:10,0:00:00,0:00:00,,00,00,,,,,,
★,☆,18,2018/11/22 17:14,020-890-GREEN,17883,まちかど端末（店舗から）,0,780,2,1,2018/11/22 18:17,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/22 18:14,,2018/11/22 18:30,,2018/11/22 18:14,2018/11/22 18:14,0:00:00,0:00:00,,00,03,,,,,,
★,☆,18,2018/11/22 17:20,021-043-GREEN,17891,乗客アプリ（地図から）,6791,333,11,1,2018/11/22 17:20,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/22 18:20,,2018/11/22 18:39,,2018/11/22 18:20,2018/11/22 18:20,0:00:00,0:00:00,,00,00,,,,,,
★,☆,18,2018/11/22 17:48,000-026-BLUE,17936,乗客アプリ（地図から）,6791,274,8,1,2018/11/22 17:48,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/22 18:49,,2018/11/22 19:09,,2018/11/22 18:48,2018/11/22 18:48,0:00:00,0:00:00,,00,,,,,,※449行と同一人物と思われるため一番短い待ち時間を採用,
★,☆,18,2018/11/22 17:53,000-026-BLUE,17944,乗客アプリ（地図から）,6791,585,11,1,2018/11/22 17:54,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/22 18:03,,2018/11/22 18:33,,2018/11/22 18:03,2018/11/22 18:03,0:00:00,0:00:00,,00,00,,,,,※448行と同一人物と思われるため一番短い待ち時間を採用,
★,☆,18,2018/11/22 17:56,029-862-GREEN,17953,乗客アプリ（Myルートから）,3993,202,5,1,2018/11/22 17:56,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/22 18:41,,2018/11/22 19:00,,2018/11/22 18:06,2018/11/22 18:06,0:00:00,0:00:00,,00,34,,,,,,
-,☆,18,2018/11/22 18:04,019-877-RED,17964,乗客アプリ（地図から）,4437,706,10,1,2018/11/22 18:04,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/22 18:19,,2018/11/22 18:29,,,2018/11/22 18:04,0:00:00,0:00:00,,00,14,,,,,,
-,☆,18,2018/11/22 18:10,073-897-ORANGE,17965,まちかど端末（店舗から）,0,612,10,1,2018/11/22 18:23,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/22 18:18,,2018/11/22 18:27,,,2018/11/22 18:10,0:00:00,0:00:00,,00,12,,,,,,
-,☆,18,2018/11/22 18:14,104-357-SNOW,17967,乗客アプリ（目的地から）,6838,681,1,1,2018/11/22 18:15,,,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/22 18:34,,2018/11/22 18:47,,,2018/11/22 18:14,0:00:00,0:00:00,,00,20,,,,,,
★,☆,18,2018/11/22 18:18,000-026-BLUE,17971,乗客アプリ（地図から）,6791,229,2,1,2018/11/22 18:29,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/22 18:34,,2018/11/22 18:50,,2018/11/22 18:28,2018/11/22 18:28,0:00:00,0:00:00,,00,,,,,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,18,2018/11/22 18:20,007-707-BLUE,17974,乗客アプリ（地図から）,2535,163,3,1,2018/11/22 18:21,,,35.443073 139.651914,横浜人形の家,35.453715 139.638133,横浜ワールドポーターズ,2018/11/22 18:42,,2018/11/22 18:53,,,2018/11/22 18:20,0:00:00,0:00:00,,00,21,,,,,,
★,☆,18,2018/11/22 18:21,065-672-BANANA 065-670-BANANA 065-671-BANANA,17975,乗客アプリ（目的地から）,5476,391,4,3,2018/11/22 18:30,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443073 139.651914,横浜人形の家,2018/11/22 18:50,,2018/11/22 19:08,,2018/11/22 18:31,2018/11/22 18:31,0:00:00,0:00:00,,00,19,,,,,,
-,☆,18,2018/11/22 18:21,007-707-BLUE,17977,乗客アプリ（地図から）,2535,257,3,1,2018/11/22 18:21,,,35.443073 139.651914,横浜人形の家,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/22 18:41,,2018/11/22 18:50,,,2018/11/22 18:21,0:00:00,0:00:00,,00,19,,,,,,
-,☆,18,2018/11/22 18:22,069-685-BANANA 077-606-ORANGE,17978,乗客アプリ（地図から）,7002,230,3,2,2018/11/22 18:22,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/22 18:41,,2018/11/22 18:53,,,2018/11/22 18:22,0:00:00,0:00:00,,00,19,,,,,,
-,☆,18,2018/11/22 18:24,019-877-RED,17982,乗客アプリ（地図から）,4437,968,1,1,2018/11/22 18:25,,,35.441002 139.650809,横浜元町ショッピングストリート,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/22 18:50,,2018/11/22 19:03,,,2018/11/22 18:24,0:00:00,0:00:00,,00,26,,,,,,
★,☆,18,2018/11/22 18:28,069-689-BANANA,17985,乗客アプリ（地図から）,6975,345,4,1,2018/11/22 18:28,,,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/22 18:59,,2018/11/22 19:06,,2018/11/22 18:38,2018/11/22 18:38,0:00:00,0:00:00,,00,20,,,,,※462行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,18,2018/11/22 18:28,026-345-GREEN 026-347-GREEN,17986,乗客アプリ（目的地から）,7022,102,2,2,2018/11/22 18:28,,,35.454389 139.630904,横浜ランドマークタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/22 19:00,,2018/11/22 19:12,,,2018/11/22 18:28,0:00:00,0:00:00,,00,31,,,,,,
-,☆,18,2018/11/22 18:29,071-144-ORANGE 069-689-BANANA,17987,乗客アプリ（地図から）,6975,887,4,2,2018/11/22 18:29,,,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/22 18:58,,2018/11/22 19:06,,,2018/11/22 18:29,0:00:00,0:00:00,,00,,,,,,※460行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,18,2018/11/22 18:29,026-345-GREEN 026-347-GREEN,17988,乗客アプリ（目的地から）,7022,382,4,2,2018/11/22 18:43,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/22 19:01,,2018/11/22 19:13,,,2018/11/22 18:29,0:00:00,0:00:00,,00,31,,,,,,
-,☆,18,2018/11/22 18:31,000-026-BLUE,17990,乗客アプリ（地図から）,6791,973,2,1,2018/11/22 18:31,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/22 18:44,,2018/11/22 19:00,,,2018/11/22 18:31,0:00:00,0:00:00,,00,,,,,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,18,2018/11/22 18:32,000-026-BLUE,17991,乗客アプリ（Myルートから）,6791,698,2,1,2018/11/22 18:32,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/22 18:45,,2018/11/22 19:00,,,2018/11/22 18:32,0:00:00,0:00:00,,00,,,,,,※同一人物と思われるため一番短い待ち時間を採用,
★,☆,18,2018/11/22 18:32,025-015-GREEN,17993,乗客アプリ（地図から）,3462,292,2,1,2018/11/22 18:38,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/22 19:03,,2018/11/22 19:15,,2018/11/22 18:42,2018/11/22 18:42,0:00:00,0:00:00,,00,20,,,,,,
★,☆,18,2018/11/22 18:32,000-026-BLUE,17994,乗客アプリ（Myルートから）,6791,498,1,1,2018/11/22 18:32,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/22 18:46,,2018/11/22 19:02,,2018/11/22 18:42,2018/11/22 18:42,0:00:00,0:00:00,,00,04,,,,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,18,2018/11/22 18:34,026-095-GREEN 026-096-GREEN 026-094-GREEN,17996,まちかど端末（店舗から）,0,993,3,3,2018/11/22 18:34,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 19:08,,2018/11/22 19:19,,,2018/11/22 18:34,0:00:00,0:00:00,,00,34,,,,,,
-,☆,18,2018/11/22 18:35,065-497-BANANA 067-870-BANANA,17997,まちかど端末（店舗から）,0,276,3,2,2018/11/22 18:36,,,35.443704 139.651332,ホテルメルパルク横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/22 19:02,,2018/11/22 19:15,,,2018/11/22 18:35,0:00:00,0:00:00,,00,27,,,,,,
-,☆,18,2018/11/22 18:35,025-932-GREEN,17998,まちかど端末（店舗から）,0,347,1,1,2018/11/22 18:36,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.454389 139.630904,横浜ランドマークタワー,2018/11/22 19:13,,2018/11/22 19:23,,,2018/11/22 18:35,0:00:00,0:00:00,,00,38,,,,,,
-,☆,18,2018/11/22 18:36,026-095-GREEN,17999,まちかど端末（店舗から）,0,658,1,1,2018/11/22 18:36,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.454389 139.630904,横浜ランドマークタワー,2018/11/22 19:14,,2018/11/22 19:23,,,2018/11/22 18:36,0:00:00,0:00:00,,00,38,,,,,,
★,☆,18,2018/11/22 18:39,007-707-BLUE,18001,乗客アプリ（地図から）,2535,688,2,1,2018/11/22 18:41,,,35.443659 139.650847,横浜マリンタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/22 18:49,,2018/11/22 19:02,,2018/11/22 18:49,2018/11/22 18:49,0:00:00,0:00:00,,00,00,,,,,,
-,☆,18,2018/11/22 18:51,026-345-GREEN,18013,乗客アプリ（地図から）,7022,471,4,1,2018/11/22 18:51,,,35.445857 139.647636,ホテルモントレ横浜,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/22 18:58,,2018/11/22 19:00,,,2018/11/22 18:51,0:00:00,0:00:00,,00,06,,,,,,
-,☆,18,2018/11/22 18:54,117-481-SUN 117-480-SUN,18018,乗客アプリ（地図から）,6931,530,6,2,2018/11/22 18:55,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/22 19:13,,2018/11/22 19:26,,,2018/11/22 18:54,0:00:00,0:00:00,,00,19,,,,,,
-,☆,18,2018/11/22 18:57,067-475-BANANA 067-476-BANANA,18020,まちかど端末（店舗から）,0,506,1,2,2018/11/22 19:21,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/22 19:18,,2018/11/22 19:31,,,2018/11/22 18:57,0:00:00,0:00:00,,00,23,,,,,,
★,-,19,2018/11/22 18:21,077-607-ORANGE,17976,乗客アプリ（地図から）,7006,364,4,1,,2018/11/22 19:19,2018/11/22 19:28,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/22 19:21,2018/11/22 19:21,2018/11/22 19:38,2018/11/22 19:32,2018/11/22 19:21,2018/11/22 19:21,0:08:48,0:08:48,234,00,00,05,02,,,,
★,-,19,2018/11/22 18:50,069-473-BANANA 068-250-BANANA,18012,乗客アプリ（地図から）,3338,627,6,2,,2018/11/22 19:01,2018/11/22 19:09,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.448676 139.635696,横浜平和プラザホテル,2018/11/22 19:00,2018/11/22 19:00,2018/11/22 19:08,2018/11/22 19:08,2018/11/22 19:00,2018/11/22 19:00,0:07:59,0:15:58,,00,00,,,,,,
★,-,19,2018/11/22 19:03,014-954-RED,18024,乗客アプリ（地図から）,1756,888,8,1,,2018/11/22 19:12,2018/11/22 19:23,35.445783 139.642958,横浜情報文化センター,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/22 19:13,2018/11/22 19:13,2018/11/22 19:19,2018/11/22 19:19,2018/11/22 19:13,2018/11/22 19:13,0:10:19,0:10:19,,00,00,,,,,,
-,-,19,2018/11/22 19:06,029-447-GREEN,18025,乗客アプリ（地図から）,5215,94,9,1,,2018/11/22 19:08,2018/11/22 19:12,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/22 19:08,2018/11/22 19:08,2018/11/22 19:14,2018/11/22 19:14,,2018/11/22 19:06,0:04:31,0:04:31,,00,01,,,,,,
-,-,19,2018/11/22 19:07,063-591-BANANA,18027,乗客アプリ（地図から）,3713,708,5,1,,2018/11/22 19:19,2018/11/22 19:31,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.443908 139.635249,イセザキ・モール,2018/11/22 19:15,2018/11/22 19:15,2018/11/22 19:24,2018/11/22 19:24,,2018/11/22 19:07,0:12:02,0:12:02,,03,11,,,,,,
-,-,19,2018/11/22 19:11,065-473-BANANA,18029,まちかど端末（店舗から）,0,215,8,1,,2018/11/22 19:31,2018/11/22 19:43,35.445857 139.647636,ホテルモントレ横浜,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/22 19:24,2018/11/22 19:24,2018/11/22 19:38,2018/11/22 19:43,,2018/11/22 19:11,0:12:10,0:12:10,,07,20,,,,,,
-,-,19,2018/11/22 19:11,001-838-BLUE 001-833-BLUE 001-832-BLUE,18030,乗客アプリ（目的地から）,6450,608,9,3,,2018/11/22 19:29,2018/11/22 19:35,35.441002 139.650809,横浜元町ショッピングストリート,35.443908 139.635249,イセザキ・モール,2018/11/22 19:26,2018/11/22 19:26,2018/11/22 19:37,2018/11/22 19:37,,2018/11/22 19:11,0:06:38,0:19:54,,02,17,,,,,,
-,-,19,2018/11/22 19:14,031-026-YELLOW 031-021-YELLOW,18034,まちかど端末（店舗から）,0,396,7,2,,2018/11/22 19:30,2018/11/22 19:35,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/22 19:31,2018/11/22 19:31,2018/11/22 19:41,2018/11/22 19:41,,2018/11/22 19:14,0:05:47,0:11:34,,00,16,,,,,,
-,-,19,2018/11/22 19:19,026-111-GREEN,18037,まちかど端末（店舗から）,0,753,10,1,,2018/11/22 19:20,2018/11/22 19:25,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/22 19:21,2018/11/22 19:21,2018/11/22 19:32,2018/11/22 19:32,,2018/11/22 19:19,0:05:27,0:05:27,,00,01,,,,,,
-,-,19,2018/11/22 19:19,077-608-ORANGE,18038,乗客アプリ（地図から）,7014,111,13,1,,2018/11/22 19:23,2018/11/22 19:33,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/22 19:22,2018/11/22 19:22,2018/11/22 19:33,2018/11/22 19:33,,2018/11/22 19:19,0:10:38,0:10:38,,01,03,,,,,,
-,-,19,2018/11/22 19:35,067-390-BANANA,18039,まちかど端末（店舗から）,0,631,2,1,,2018/11/22 19:40,2018/11/22 19:46,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 19:38,2018/11/22 19:38,2018/11/22 19:48,2018/11/22 19:48,,2018/11/22 19:35,0:06:50,0:06:50,,01,04,,,,,,
-,-,19,2018/11/22 19:35,025-183-GREEN,18040,まちかど端末（店舗から）,0,68,5,1,,2018/11/22 19:38,2018/11/22 19:42,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443908 139.635249,イセザキ・モール,2018/11/22 19:38,2018/11/22 19:38,2018/11/22 19:43,2018/11/22 19:43,,2018/11/22 19:35,0:03:37,0:03:37,,00,03,,,,,,
