,,,日時,,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,計算用ダミー,,
-,-,14,2018/11/22 14:04,065-616-BANANA 065-617-BANANA,17735,まちかど端末（店舗から）,0,290,2,2,,2018/11/22 14:08,2018/11/22 14:20,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454389 139.630904,横浜ランドマークタワー,2018/11/22 14:07,2018/11/22 14:07,2018/11/22 14:25,2018/11/22 14:25,,2018/11/22 14:04,0:11:17,0:22:34,,00,04,,,,,,
★,-,14,2018/11/22 14:05,022-304-GREEN 022-305-GREEN,17736,乗客アプリ（目的地から）,6539,714,5,2,,2018/11/22 14:11,2018/11/22 14:19,35.452963 139.642093,横浜赤レンガ倉庫,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/22 14:15,2018/11/22 14:15,2018/11/22 14:30,2018/11/22 14:30,2018/11/22 14:15,2018/11/22 14:15,0:07:39,0:15:18,,00,00,,,,,,
★,-,14,2018/11/22 14:08,027-279-GREEN,17737,乗客アプリ（地図から）,3738,723,9,1,,2018/11/22 14:14,2018/11/22 14:26,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/22 14:18,2018/11/22 14:18,2018/11/22 14:37,2018/11/22 14:37,2018/11/22 14:18,2018/11/22 14:18,0:11:09,0:11:09,,00,00,,,,,,
★,-,14,2018/11/22 14:09,027-183-GREEN,17738,乗客アプリ（地図から）,4393,532,3,1,,2018/11/22 14:20,2018/11/22 14:29,35.443908 139.635249,イセザキ・モール,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/22 14:19,2018/11/22 14:19,2018/11/22 14:29,2018/11/22 14:29,2018/11/22 14:19,2018/11/22 14:19,0:08:40,0:08:40,,01,01,,,,,,
-,-,14,2018/11/22 14:10,018-695-RED 018-694-RED,17739,乗客アプリ（地図から）,6674,915,15,2,,2018/11/22 14:22,2018/11/22 14:32,35.443908 139.635249,イセザキ・モール,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/22 14:19,2018/11/22 14:19,2018/11/22 14:35,2018/11/22 14:35,,2018/11/22 14:10,0:09:39,0:19:18,,03,11,,,,,,
-,-,14,2018/11/22 14:11,026-025-GREEN 026-024-GREEN,17740,まちかど端末（店舗から）,0,416,8,2,,2018/11/22 14:25,2018/11/22 14:39,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/22 14:16,2018/11/22 14:20,2018/11/22 14:34,2018/11/22 14:41,,2018/11/22 14:11,0:13:30,0:27:00,,09,14,,,,,,
-,-,14,2018/11/22 14:13,166-413-agekke,17741,乗客アプリ（地図から）,3945,421,11,1,,2018/11/22 14:23,2018/11/22 14:26,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/22 14:21,2018/11/22 14:21,2018/11/22 14:28,2018/11/22 14:28,,2018/11/22 14:13,0:03:48,0:03:48,,01,09,,,,,,
-,-,14,2018/11/22 14:13,024-862-GREEN 010-345-RED 065-668-BANANA 068-433-BANANA,17742,乗客アプリ（地図から）,3911,628,5,4,,2018/11/22 14:24,2018/11/22 14:34,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/22 14:27,2018/11/22 14:27,2018/11/22 14:47,2018/11/22 14:47,,2018/11/22 14:13,0:09:29,0:37:56,,00,10,,,,,,
-,-,14,2018/11/22 14:15,025-540-GREEN,17744,乗客アプリ（地図から）,3836,412,4,1,,2018/11/22 14:22,2018/11/22 14:26,35.45435 139.631762,横浜ロイヤルパークホテル,35.448676 139.635696,横浜平和プラザホテル,2018/11/22 14:20,2018/11/22 14:20,2018/11/22 14:28,2018/11/22 14:28,,2018/11/22 14:15,0:04:41,0:04:41,,02,06,,,,,,
-,-,14,2018/11/22 14:18,166-485-agekke,17745,まちかど端末（乗降ポイントから）,0,721,8,1,,2018/11/22 14:21,2018/11/22 14:31,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 14:21,2018/11/22 14:21,2018/11/22 14:29,2018/11/22 14:29,,2018/11/22 14:18,0:10:09,0:10:09,,00,02,,,,,,
-,-,14,2018/11/22 14:22,166-468-agekke,17746,乗客アプリ（地図から）,2424,492,10,1,,2018/11/22 14:28,2018/11/22 14:38,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/22 14:26,2018/11/22 14:29,2018/11/22 14:43,2018/11/22 14:46,,2018/11/22 14:22,0:09:28,0:09:28,,02,06,,,,,,
-,-,14,2018/11/22 14:23,111-736-SUN 111-735-SUN,17747,乗客アプリ（地図から）,4313,727,9,2,,2018/11/22 14:29,2018/11/22 14:36,35.441441 139.648505,横浜中華街朱雀門,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/22 14:28,2018/11/22 14:28,2018/11/22 14:37,2018/11/22 14:37,,2018/11/22 14:23,0:07:32,0:15:04,,00,05,,,,,,
-,-,14,2018/11/22 14:24,001-838-BLUE 001-833-BLUE 001-832-BLUE,17748,乗客アプリ（簡単予約）,6450,827,6,3,,2018/11/22 14:30,2018/11/22 14:42,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/22 14:27,2018/11/22 14:27,2018/11/22 14:46,2018/11/22 14:46,,2018/11/22 14:24,0:12:24,0:37:12,,02,05,,,,,,
-,-,14,2018/11/22 14:25,166-460-agekke,17749,乗客アプリ（地図から）,3991,958,10,1,,2018/11/22 14:28,2018/11/22 14:38,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/22 14:29,2018/11/22 14:29,2018/11/22 14:46,2018/11/22 14:46,,2018/11/22 14:25,0:09:17,0:09:17,,00,03,,,,,,
-,-,14,2018/11/22 14:25,025-172-GREEN 025-173-GREEN,17750,まちかど端末（店舗から）,0,254,13,2,,2018/11/22 14:33,2018/11/22 14:41,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 14:31,2018/11/22 14:31,2018/11/22 14:43,2018/11/22 14:43,,2018/11/22 14:25,0:08:15,0:16:30,,02,07,,,,,,
-,-,14,2018/11/22 14:26,166-477-agekke,17751,乗客アプリ（地図から）,2589,592,11,1,,2018/11/22 14:38,2018/11/22 14:47,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/22 14:35,2018/11/22 14:36,2018/11/22 14:47,2018/11/22 14:53,,2018/11/22 14:26,0:09:06,0:09:06,,03,12,,,,,,
★,-,14,2018/11/22 14:28,166-365-agekke,17752,乗客アプリ（地図から）,2176,561,11,1,,2018/11/22 14:38,2018/11/22 14:42,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.456605 139.635327,横浜ベイホテル東急,2018/11/22 14:38,2018/11/22 14:38,2018/11/22 14:47,2018/11/22 14:47,2018/11/22 14:38,2018/11/22 14:38,0:04:01,0:04:01,,00,00,,,,,,
-,-,14,2018/11/22 14:29,166-484-agekke,17753,乗客アプリ（目的地から）,3162,212,4,1,,2018/11/22 14:36,2018/11/22 14:42,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/22 14:35,2018/11/22 14:35,2018/11/22 14:44,2018/11/22 14:44,,2018/11/22 14:29,0:06:10,0:06:10,,00,07,,,,,,
-,-,14,2018/11/22 14:32,073-129-ORANGE 073-121-ORANGE,17754,まちかど端末（店舗から）,0,100,9,2,,2018/11/22 14:42,2018/11/22 14:53,35.443073 139.651914,横浜人形の家,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 14:42,2018/11/22 14:45,2018/11/22 14:58,2018/11/22 15:03,,2018/11/22 14:32,0:10:36,0:21:12,,00,10,,,,,,
-,-,14,2018/11/22 14:32,012-266-RED 012-275-RED 012-267-RED,17755,乗客アプリ（目的地から）,2678,800,15,3,,2018/11/22 14:37,2018/11/22 14:51,35.454389 139.630904,横浜ランドマークタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/22 14:40,2018/11/22 14:42,2018/11/22 14:56,2018/11/22 14:58,,2018/11/22 14:32,0:13:41,0:41:03,,00,05,,,,,,
-,-,14,2018/11/22 14:33,027-293-GREEN 116-297-SUN 117-410-SUN 117-411-SUN,17756,乗客アプリ（目的地から）,6753,925,10,4,,2018/11/22 14:46,2018/11/22 15:07,35.441441 139.648505,横浜中華街朱雀門,35.456605 139.635327,横浜ベイホテル東急,2018/11/22 14:50,2018/11/22 14:50,2018/11/22 15:13,2018/11/22 15:13,,2018/11/22 14:33,0:21:58,1:27:52,,00,12,,,,,,
-,-,14,2018/11/22 14:37,019-134-RED 019-133-RED,17758,乗客アプリ（地図から）,5852,69,13,2,,2018/11/22 14:44,2018/11/22 14:54,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/22 14:48,2018/11/22 14:48,2018/11/22 14:58,2018/11/22 14:59,,2018/11/22 14:37,0:09:48,0:19:36,,00,06,,,,,,
-,-,14,2018/11/22 14:38,110-495-SUN,17759,乗客アプリ（地図から）,3598,701,5,1,,2018/11/22 14:41,2018/11/22 14:50,35.445857 139.647636,ホテルモントレ横浜,35.443908 139.635249,イセザキ・モール,2018/11/22 14:40,2018/11/22 14:40,2018/11/22 14:50,2018/11/22 14:50,,2018/11/22 14:38,0:09:13,0:09:13,,00,03,,,,,,
-,-,14,2018/11/22 14:38,065-696-BANANA 065-695-BANANA 065-694-BANANA,17760,まちかど端末（乗降ポイントから）,0,954,8,3,,2018/11/22 14:55,2018/11/22 14:59,35.45435 139.631762,横浜ロイヤルパークホテル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/22 14:57,2018/11/22 14:57,2018/11/22 15:05,2018/11/22 15:05,,2018/11/22 14:38,0:04:22,0:13:06,,00,16,,,,,,
★,-,14,2018/11/22 14:39,166-468-agekke,17761,乗客アプリ（地図から）,2424,155,15,1,,2018/11/22 14:45,2018/11/22 14:51,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/22 14:49,2018/11/22 14:49,2018/11/22 14:56,2018/11/22 14:56,2018/11/22 14:49,2018/11/22 14:49,0:05:33,0:05:33,,00,00,,,,,,
-,-,14,2018/11/22 14:41,024-855-GREEN,17762,乗客アプリ（地図から）,6191,445,13,1,,2018/11/22 14:46,2018/11/22 15:20,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/22 14:49,2018/11/22 14:49,2018/11/22 15:17,2018/11/22 15:17,,2018/11/22 14:41,0:33:44,0:33:44,,00,05,,,,,,
-,-,14,2018/11/22 14:43,166-373-agekke,17766,乗客アプリ（地図から）,2171,871,11,1,,2018/11/22 14:53,2018/11/22 15:20,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/22 14:57,2018/11/22 14:57,2018/11/22 15:17,2018/11/22 15:18,,2018/11/22 14:43,0:27:27,0:27:27,,00,09,,,,,,
-,-,14,2018/11/22 14:43,026-110-GREEN,17767,乗客アプリ（簡単予約）,6960,630,3,1,,2018/11/22 15:01,2018/11/22 15:08,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/22 15:01,2018/11/22 15:01,2018/11/22 15:16,2018/11/22 15:16,,2018/11/22 14:43,0:07:26,0:07:26,,00,17,,,,,,
-,-,14,2018/11/22 14:45,068-148-BANANA,17769,乗客アプリ（地図から）,5131,512,6,1,,2018/11/22 14:48,2018/11/22 14:57,35.443659 139.650847,横浜マリンタワー,35.448676 139.635696,横浜平和プラザホテル,2018/11/22 14:47,2018/11/22 14:47,2018/11/22 14:57,2018/11/22 14:57,,2018/11/22 14:45,0:09:27,0:09:27,,01,02,,,,,,
★,-,14,2018/11/22 14:45,002-672-BLUE,17771,乗客アプリ（地図から）,5621,125,1,1,,2018/11/22 14:55,2018/11/22 15:05,35.454389 139.630904,横浜ランドマークタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/22 14:55,2018/11/22 14:55,2018/11/22 15:11,2018/11/22 15:11,2018/11/22 14:55,2018/11/22 14:55,0:09:45,0:09:45,,00,00,,,,,,
-,-,14,2018/11/22 14:46,064-813-BANANA 064-754-BANANA,17772,乗客アプリ（地図から）,6925,974,9,2,,2018/11/22 14:56,2018/11/22 15:02,35.450447 139.635947,馬車道駅（みなとみらい線）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/22 15:05,2018/11/22 15:05,2018/11/22 15:20,2018/11/22 15:20,,2018/11/22 14:46,0:06:13,0:12:26,,00,10,,,,,,
-,-,14,2018/11/22 14:51,065-615-BANANA,17777,乗客アプリ（地図から）,6991,937,2,1,,2018/11/22 15:00,2018/11/22 15:07,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/22 14:59,2018/11/22 15:00,2018/11/22 15:07,2018/11/22 15:09,,2018/11/22 14:51,0:06:41,0:06:41,,01,09,,,,,,
-,-,14,2018/11/22 14:54,070-801-ORANGE 069-616-BANANA,17781,乗客アプリ（簡単予約）,6916,749,11,2,,2018/11/22 14:59,2018/11/22 15:09,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/22 14:59,2018/11/22 14:59,2018/11/22 15:13,2018/11/22 15:13,,2018/11/22 14:54,0:09:57,0:19:54,,00,05,,,,,,
-,-,14,2018/11/22 14:56,026-244-GREEN 026-247-GREEN 026-246-GREEN,17782,まちかど端末（乗降ポイントから）,0,129,10,3,,2018/11/22 15:13,2018/11/22 15:19,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/22 15:13,2018/11/22 15:13,2018/11/22 15:25,2018/11/22 15:25,,2018/11/22 14:56,0:05:28,0:16:24,,00,17,,,,,,
-,-,14,2018/11/22 14:56,077-605-ORANGE,17783,まちかど端末（店舗から）,0,650,13,1,,2018/11/22 15:01,2018/11/22 15:14,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443659 139.650847,横浜マリンタワー,2018/11/22 15:03,2018/11/22 15:03,2018/11/22 15:20,2018/11/22 15:20,,2018/11/22 14:56,0:12:37,0:12:37,,00,05,,,,,,
-,-,14,2018/11/22 14:58,167-847-CAKE,17784,乗客アプリ（目的地から）,1108,398,2,2,,2018/11/22 15:00,2018/11/22 15:28,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/22 15:01,2018/11/22 15:01,2018/11/22 15:30,2018/11/22 15:30,,2018/11/22 14:58,0:28:00,0:56:00,,00,02,,,,,,
-,☆,14,2018/11/22 14:41,064-813-BANANA,17763,乗客アプリ（地図から）,6925,821,9,1,2018/11/22 14:41,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/22 15:01,,2018/11/22 15:07,,,2018/11/22 14:41,0:00:00,0:00:00,,00,19,,,,,※278行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,14,2018/11/22 14:42,064-813-BANANA,17764,乗客アプリ（地図から）,6925,228,9,1,2018/11/22 14:42,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/22 15:03,,2018/11/22 15:09,,,2018/11/22 14:42,0:00:00,0:00:00,,00,,,,,,※277行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,14,2018/11/22 14:43,068-148-BANANA,17765,乗客アプリ（地図から）,5131,594,6,1,2018/11/22 14:44,,,35.443073 139.651914,横浜人形の家,35.448676 139.635696,横浜平和プラザホテル,2018/11/22 14:48,,2018/11/22 14:59,,,2018/11/22 14:43,0:00:00,0:00:00,,00,05,,,,,,
-,☆,14,2018/11/22 14:45,023-395-GREEN 027-195-GREEN 103-081-SNOW 103-084-SNOW 103-082-SNOW,17768,まちかど端末（店舗から）,0,721,4,5,2018/11/22 14:46,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/22 15:09,,2018/11/22 15:23,,,2018/11/22 14:45,0:00:00,0:00:00,,00,24,,,,,,
★,☆,14,2018/11/22 14:45,075-393-ORANGE 075-392-ORANGE,17770,乗客アプリ（目的地から）,1162,408,9,2,2018/11/22 14:45,,,35.448676 139.635696,横浜平和プラザホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/22 14:55,,2018/11/22 15:13,,2018/11/22 14:55,2018/11/22 14:55,0:00:00,0:00:00,,00,00,,,,,,
-,☆,14,2018/11/22 14:47,077-605-ORANGE,17773,まちかど端末（店舗から）,0,519,10,1,2018/11/22 14:56,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/22 14:59,,2018/11/22 15:15,,,2018/11/22 14:47,0:00:00,0:00:00,,00,12,,,,,,
-,☆,14,2018/11/22 14:47,023-395-GREEN 027-195-GREEN 103-081-SNOW 103-084-SNOW 103-082-SNOW,17774,まちかど端末（店舗から）,0,331,4,5,2018/11/22 14:48,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/22 15:11,,2018/11/22 15:30,,,2018/11/22 14:47,0:00:00,0:00:00,,00,23,,,,,,
-,☆,14,2018/11/22 14:49,103-081-SNOW 103-084-SNOW,17775,まちかど端末（店舗から）,0,170,11,2,2018/11/22 14:50,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/22 15:23,,2018/11/22 15:39,,,2018/11/22 14:49,0:00:00,0:00:00,,00,34,,,,,,
-,☆,14,2018/11/22 14:52,166-484-agekke,17779,まちかど端末（乗降ポイントから）,0,934,7,1,2018/11/22 15:15,,,35.450447 139.635947,馬車道駅（みなとみらい線）,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/22 15:02,,2018/11/22 15:10,,,2018/11/22 14:52,0:00:00,0:00:00,,00,22,,,,,,
-,☆,14,2018/11/22 14:52,167-847-CAKE,17780,乗客アプリ（目的地から）,1108,397,11,2,2018/11/22 14:52,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/22 14:58,,2018/11/22 15:19,,,2018/11/22 14:52,0:00:00,0:00:00,,00,05,,,,,,
★,-,15,2018/11/22 14:36,019-756-RED 015-617-RED,17757,まちかど端末（乗降ポイントから）,0,151,15,2,,2018/11/22 15:31,2018/11/22 15:39,35.441002 139.650809,横浜元町ショッピングストリート,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/22 15:36,2018/11/22 15:36,2018/11/22 15:44,2018/11/22 15:45,2018/11/22 15:36,2018/11/22 15:36,0:08:11,0:16:22,631,00,00,07,06,,,,
-,-,15,2018/11/22 15:04,015-197-RED 026-935-GREEN,17785,乗客アプリ（目的地から）,4745,678,9,2,,2018/11/22 15:12,2018/11/22 15:16,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/22 15:12,2018/11/22 15:12,2018/11/22 15:23,2018/11/22 15:23,,2018/11/22 15:04,0:04:28,0:08:56,,00,07,,,,,,
-,-,15,2018/11/22 15:05,018-956-RED 003-720-BLUE 018-955-RED,17786,まちかど端末（店舗から）,0,527,4,3,,2018/11/22 15:14,2018/11/22 15:18,35.452963 139.642093,横浜赤レンガ倉庫,35.453715 139.638133,横浜ワールドポーターズ,2018/11/22 15:16,2018/11/22 15:16,2018/11/22 15:23,2018/11/22 15:23,,2018/11/22 15:05,0:03:15,0:09:45,,00,09,,,,,,
-,-,15,2018/11/22 15:05,023-868-GREEN,17787,乗客アプリ（地図から）,3409,668,1,1,,2018/11/22 15:11,2018/11/22 15:16,35.445783 139.642958,横浜情報文化センター,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/22 15:11,2018/11/22 15:11,2018/11/22 15:22,2018/11/22 15:22,,2018/11/22 15:05,0:05:07,0:05:07,,00,06,,,,,,
-,-,15,2018/11/22 15:05,025-450-GREEN,17788,まちかど端末（店舗から）,0,910,2,1,,2018/11/22 15:12,2018/11/22 15:29,35.445783 139.642958,横浜情報文化センター,35.456605 139.635327,横浜ベイホテル東急,2018/11/22 15:13,2018/11/22 15:13,2018/11/22 15:30,2018/11/22 15:38,,2018/11/22 15:05,0:16:15,0:16:15,,00,07,,,,,,
-,-,15,2018/11/22 15:08,022-224-GREEN 032-009-YELLOW,17789,乗客アプリ（地図から）,6760,540,3,2,,2018/11/22 15:20,2018/11/22 15:46,35.443659 139.650847,横浜マリンタワー,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/22 15:29,2018/11/22 15:29,2018/11/22 15:50,2018/11/22 15:51,,2018/11/22 15:08,0:26:35,0:53:10,,00,11,,,,,,
★,-,15,2018/11/22 15:10,023-853-GREEN,17790,乗客アプリ（地図から）,5517,729,2,1,,2018/11/22 15:17,2018/11/22 15:28,35.447541 139.644914,シルク博物館,35.456605 139.635327,横浜ベイホテル東急,2018/11/22 15:20,2018/11/22 15:20,2018/11/22 15:38,2018/11/22 15:38,2018/11/22 15:20,2018/11/22 15:20,0:11:07,0:11:07,,00,00,,,,,,
-,-,15,2018/11/22 15:11,003-779-BLUE 003-771-BLUE,17791,まちかど端末（乗降ポイントから）,0,56,11,2,,2018/11/22 15:26,2018/11/22 15:31,35.452963 139.642093,横浜赤レンガ倉庫,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/22 15:25,2018/11/22 15:25,2018/11/22 15:34,2018/11/22 15:34,,2018/11/22 15:11,0:05:31,0:11:02,,01,14,,,,,,
