,,,日時,,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,計算用ダミー,
★,-,13,2018/12/6 12:59,140-954-STAR,25894,乗客アプリ（地図から）,1171,887,15,1,,2018/12/6 13:03,2018/12/6 13:10,35.456605 139.635327,横浜ベイホテル東急,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/6 13:10,2018/12/6 13:10,2018/12/6 13:17,2018/12/6 13:17,2018/12/6 13:09,2018/12/6 13:09,0:06:45,0:06:45,,00,00,,,,,
★,-,13,2018/12/6 12:59,032-144-YELLOW,25895,乗客アプリ（Myルートから）,7544,728,8,1,,2018/12/6 13:08,2018/12/6 13:13,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/12/6 13:09,2018/12/6 13:09,2018/12/6 13:18,2018/12/6 13:18,2018/12/6 13:09,2018/12/6 13:09,0:05:46,0:05:46,,00,00,,,,,
★,-,13,2018/12/6 13:00,166-158-agekke,25896,乗客アプリ（地図から）,1751,687,2,1,,2018/12/6 13:04,2018/12/6 13:13,35.445857 139.647636,ホテルモントレ横浜,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/12/6 13:10,2018/12/6 13:10,2018/12/6 13:21,2018/12/6 13:21,2018/12/6 13:10,2018/12/6 13:10,0:09:02,0:09:02,,00,00,,,,,
★,-,13,2018/12/6 13:01,031-286-YELLOW,25897,乗客アプリ（Myルートから）,6658,327,4,1,,2018/12/6 13:05,2018/12/6 13:15,35.448801 139.636702,ホテルルートイン横浜馬車道,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/6 13:11,2018/12/6 13:11,2018/12/6 13:31,2018/12/6 13:24,2018/12/6 13:11,2018/12/6 13:11,0:09:45,0:09:45,,00,00,,,,,
★,-,13,2018/12/6 13:01,065-658-BANANA,25898,乗客アプリ（地図から）,2855,310,5,1,,2018/12/6 13:07,2018/12/6 13:19,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.456605 139.635327,横浜ベイホテル東急,2018/12/6 13:11,2018/12/6 13:11,2018/12/6 13:33,2018/12/6 13:33,2018/12/6 13:11,2018/12/6 13:11,0:11:59,0:11:59,,00,00,,,,,
-,-,13,2018/12/6 13:11,037-275-YELLOW,25900,乗客アプリ（地図から）,7884,209,3,1,,2018/12/6 13:16,2018/12/6 13:29,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/6 13:14,2018/12/6 13:14,2018/12/6 13:34,2018/12/6 13:34,,2018/12/6 13:11,0:13:35,0:13:35,,01,04,,,,,
-,-,13,2018/12/6 13:12,025-955-GREEN,25901,乗客アプリ（地図から）,2488,805,15,1,,2018/12/6 13:17,2018/12/6 13:25,35.454389 139.630904,横浜ランドマークタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/6 13:18,2018/12/6 13:18,2018/12/6 13:29,2018/12/6 13:29,,2018/12/6 13:12,0:07:23,0:07:23,,00,05,,,,,
-,-,13,2018/12/6 13:12,072-556-ORANGE,25902,乗客アプリ（地図から）,4749,419,7,1,,2018/12/6 13:20,2018/12/6 13:29,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.454389 139.630904,横浜ランドマークタワー,2018/12/6 13:17,2018/12/6 13:17,2018/12/6 13:35,2018/12/6 13:35,,2018/12/6 13:12,0:09:36,0:09:36,,02,07,,,,,
-,-,13,2018/12/6 13:13,029-616-GREEN,25903,乗客アプリ（地図から）,6917,60,10,1,,2018/12/6 13:19,2018/12/6 13:22,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/6 13:18,2018/12/6 13:18,2018/12/6 13:22,2018/12/6 13:22,,2018/12/6 13:13,0:02:41,0:02:41,,01,06,,,,,
-,-,13,2018/12/6 13:13,076-214-ORANGE,25904,乗客アプリ（地図から）,3738,184,6,1,,2018/12/6 13:18,2018/12/6 13:27,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/6 13:21,2018/12/6 13:21,2018/12/6 13:37,2018/12/6 13:37,,2018/12/6 13:13,0:09:24,0:09:24,,00,04,,,,,
-,-,13,2018/12/6 13:17,034-324-YELLOW,25905,乗客アプリ（地図から）,6967,607,9,1,,2018/12/6 13:21,2018/12/6 13:28,35.448801 139.636702,ホテルルートイン横浜馬車道,35.454389 139.630904,横浜ランドマークタワー,2018/12/6 13:21,2018/12/6 13:21,2018/12/6 13:33,2018/12/6 13:33,,2018/12/6 13:17,0:06:18,0:06:18,,00,04,,,,,
-,-,13,2018/12/6 13:19,112-868-SUN 112-869-SUN 112-881-SUN 112-854-SUN,25906,まちかど端末（店舗から）,0,227,13,4,,2018/12/6 13:24,2018/12/6 13:29,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/6 13:24,2018/12/6 13:24,2018/12/6 13:34,2018/12/6 13:34,,2018/12/6 13:19,0:04:19,0:17:16,,00,05,,,,,
-,-,13,2018/12/6 13:20,019-480-RED,25907,まちかど端末（乗降ポイントから）,0,602,8,1,,2018/12/6 13:22,2018/12/6 13:26,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/12/6 13:22,2018/12/6 13:22,2018/12/6 13:34,2018/12/6 13:34,,2018/12/6 13:20,0:04:07,0:04:07,,00,02,,,,,
-,-,13,2018/12/6 13:23,059-231-STRAWBERRY,25908,まちかど端末（店舗から）,0,855,11,1,,2018/12/6 13:27,2018/12/6 13:34,35.456605 139.635327,横浜ベイホテル東急,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/6 13:30,2018/12/6 13:30,2018/12/6 13:36,2018/12/6 13:36,,2018/12/6 13:23,0:06:25,0:06:25,,00,04,,,,,
★,-,13,2018/12/6 13:23,118-022-SUN,25909,乗客アプリ（Myルートから）,2512,240,2,1,,2018/12/6 13:32,2018/12/6 13:43,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/6 13:33,2018/12/6 13:33,2018/12/6 13:44,2018/12/6 13:44,2018/12/6 13:33,2018/12/6 13:33,0:11:02,0:11:02,,00,00,,,,,
-,-,13,2018/12/6 13:27,056-461-STRAWBERRY,25910,まちかど端末（乗降ポイントから）,0,866,1,1,,2018/12/6 13:32,2018/12/6 13:39,35.453715 139.638133,横浜ワールドポーターズ,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/6 13:30,2018/12/6 13:30,2018/12/6 13:41,2018/12/6 13:41,,2018/12/6 13:27,0:07:17,0:07:17,,02,04,,,,,
-,-,13,2018/12/6 13:29,038-218-YELLOW,25911,乗客アプリ（地図から）,7824,298,3,1,,2018/12/6 13:31,2018/12/6 13:41,35.441002 139.650809,横浜元町ショッピングストリート,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/12/6 13:31,2018/12/6 13:31,2018/12/6 13:47,2018/12/6 13:47,,2018/12/6 13:29,0:09:17,0:09:17,,00,01,,,,,
-,-,13,2018/12/6 13:34,168-192-CAKE,25912,乗客アプリWeb（地図から）,8439,546,9,1,,2018/12/6 13:36,2018/12/6 13:43,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/6 13:36,2018/12/6 13:36,2018/12/6 13:46,2018/12/6 13:46,,2018/12/6 13:34,0:07:10,0:07:10,,00,02,,,,,
-,-,13,2018/12/6 13:34,116-922-SUN,25913,乗客アプリ（目的地から）,7914,308,6,1,,2018/12/6 13:42,2018/12/6 13:51,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/12/6 13:40,2018/12/6 13:40,2018/12/6 13:59,2018/12/6 13:59,,2018/12/6 13:34,0:09:46,0:09:46,,01,07,,,,,
-,-,13,2018/12/6 13:40,029-616-GREEN,25914,乗客アプリ（地図から）,6917,988,13,1,,2018/12/6 13:48,2018/12/6 14:15,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/6 13:46,2018/12/6 13:48,2018/12/6 14:03,2018/12/6 14:23,,2018/12/6 13:40,0:27:33,0:27:33,,02,07,,,,,
★,-,13,2018/12/6 13:43,168-209-CAKE,25915,乗客アプリWeb（地図から）,5483,354,9,1,,2018/12/6 13:51,2018/12/6 14:01,35.450554 139.632616,横浜桜木町ワシントンホテル,35.441441 139.648505,横浜中華街朱雀門,2018/12/6 13:53,2018/12/6 13:53,2018/12/6 14:05,2018/12/6 14:05,2018/12/6 13:53,2018/12/6 13:53,0:10:23,0:10:23,,00,00,,,,,
★,-,13,2018/12/6 13:44,118-758-SUN 118-366-SUN,25916,乗客アプリ（Myルートから）,5936,274,13,2,,2018/12/6 13:53,2018/12/6 14:15,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/6 13:54,2018/12/6 13:54,2018/12/6 14:13,2018/12/6 14:24,2018/12/6 13:54,2018/12/6 13:54,0:22:28,0:44:56,,00,00,,,,,
-,-,13,2018/12/6 13:47,120-738-SKY,25917,まちかど端末（店舗から）,0,563,11,1,,2018/12/6 13:53,2018/12/6 14:03,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/12/6 13:51,2018/12/6 13:54,2018/12/6 14:01,2018/12/6 14:13,,2018/12/6 13:47,0:10:03,0:10:03,,01,05,,,,,
-,-,13,2018/12/6 13:48,024-363-GREEN,25918,乗客アプリ（目的地から）,7563,994,8,1,,2018/12/6 13:50,2018/12/6 13:58,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/6 13:51,2018/12/6 13:51,2018/12/6 14:03,2018/12/6 14:03,,2018/12/6 13:48,0:08:36,0:08:36,,00,02,,,,,
-,-,13,2018/12/6 13:54,077-504-ORANGE,25920,まちかど端末（店舗から）,0,630,6,1,,2018/12/6 13:58,2018/12/6 14:16,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/6 13:59,2018/12/6 13:59,2018/12/6 14:15,2018/12/6 14:32,,2018/12/6 13:54,0:17:10,0:17:10,,00,04,,,,,
★,☆,13,2018/12/6 12:51,032-144-YELLOW,25888,乗客アプリ（Myルートから）,7544,308,3,1,2018/12/6 12:51,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/12/6 13:01,,2018/12/6 13:14,,2018/12/6 13:01,2018/12/6 13:01,0:00:00,0:00:00,,00,00,,,,,
-,☆,13,2018/12/6 13:55,039-041-YELLOW,25922,乗客アプリ（目的地から）,8462,709,10,1,2018/12/6 14:05,,,35.443073 139.651914,横浜人形の家,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/6 14:00,,2018/12/6 14:15,,,2018/12/6 13:55,0:00:00,0:00:00,,00,09,,,,,
-,☆,13,2018/12/6 13:55,036-316-YELLOW,25921,乗客アプリ（目的地から）,8295,746,10,1,2018/12/6 14:05,,,35.443073 139.651914,横浜人形の家,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/6 14:00,,2018/12/6 14:15,,,2018/12/6 13:55,0:00:00,0:00:00,,00,09,,,,,
★,-,14,2018/12/6 13:55,166-166-agekke,25923,乗客アプリ（目的地から）,3162,232,13,1,,2018/12/6 14:02,2018/12/6 14:22,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/6 14:05,2018/12/6 14:05,2018/12/6 14:36,2018/12/6 14:36,2018/12/6 14:05,2018/12/6 14:05,0:19:55,0:19:55,672,00,00,04,03,,,
★,-,14,2018/12/6 13:56,168-206-CAKE,25924,乗客アプリWeb（地図から）,8458,806,6,1,,2018/12/6 14:04,2018/12/6 14:19,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/6 14:06,2018/12/6 14:06,2018/12/6 14:27,2018/12/6 14:19,2018/12/6 14:06,2018/12/6 14:06,0:15:38,0:15:38,,00,00,,,,,
-,-,14,2018/12/6 14:04,120-687-SKY 116-019-SUN,25926,乗客アプリ（目的地から）,8463,449,2,2,,2018/12/6 14:07,2018/12/6 14:13,35.450554 139.632616,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/12/6 14:09,2018/12/6 14:09,2018/12/6 14:19,2018/12/6 14:19,,2018/12/6 14:04,0:05:56,0:11:52,,00,03,,,,,
★,-,14,2018/12/6 14:05,006-545-BLUE,25928,乗客アプリ（Myルートから）,5131,187,7,1,,2018/12/6 14:16,2018/12/6 14:27,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.448676 139.635696,横浜平和プラザホテル,2018/12/6 14:15,2018/12/6 14:15,2018/12/6 14:29,2018/12/6 14:27,2018/12/6 14:15,2018/12/6 14:15,0:11:01,0:11:01,,01,01,,,,,
-,-,14,2018/12/6 14:06,037-123-YELLOW 027-587-GREEN 037-677-YELLOW,25929,乗客アプリ（目的地から）,8461,398,8,3,,2018/12/6 14:08,2018/12/6 14:12,35.454389 139.630904,横浜ランドマークタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/6 14:08,2018/12/6 14:08,2018/12/6 14:19,2018/12/6 14:19,,2018/12/6 14:06,0:03:17,0:09:51,,00,01,,,,,
★,-,14,2018/12/6 14:07,030-352-YELLOW 029-542-GREEN,25932,乗客アプリ（地図から）,6335,874,7,2,,2018/12/6 14:16,2018/12/6 14:33,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.453715 139.638133,横浜ワールドポーターズ,2018/12/6 14:17,2018/12/6 14:17,2018/12/6 14:48,2018/12/6 14:35,2018/12/6 14:17,2018/12/6 14:17,0:17:04,0:34:08,,00,00,,,,,
-,-,14,2018/12/6 14:09,026-273-GREEN 026-550-GREEN,25933,乗客アプリ（目的地から）,3988,401,3,2,,2018/12/6 14:15,2018/12/6 14:23,35.454389 139.630904,横浜ランドマークタワー,35.447541 139.644914,シルク博物館,2018/12/6 14:14,2018/12/6 14:14,2018/12/6 14:27,2018/12/6 14:27,,2018/12/6 14:09,0:07:57,0:15:54,,00,06,,,,,
-,-,14,2018/12/6 14:10,036-316-YELLOW 036-321-YELLOW,25934,乗客アプリ（目的地から）,8295,22,9,2,,2018/12/6 14:13,2018/12/6 14:23,35.443073 139.651914,横浜人形の家,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/6 14:12,2018/12/6 14:12,2018/12/6 14:28,2018/12/6 14:28,,2018/12/6 14:10,0:09:33,0:19:06,,00,02,,,,,
-,-,14,2018/12/6 14:13,037-192-YELLOW 077-106-ORANGE 075-807-ORANGE,25936,乗客アプリ（簡単予約）,4746,915,11,3,,2018/12/6 14:19,2018/12/6 14:23,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/6 14:17,2018/12/6 14:17,2018/12/6 14:24,2018/12/6 14:24,,2018/12/6 14:13,0:03:48,0:11:24,,01,06,,,,,
★,-,14,2018/12/6 14:16,020-587-GREEN,25937,乗客アプリ（地図から）,8232,450,4,1,,2018/12/6 14:23,2018/12/6 14:30,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/12/6 14:26,2018/12/6 14:26,2018/12/6 14:36,2018/12/6 14:36,2018/12/6 14:26,2018/12/6 14:26,0:06:37,0:06:37,,00,00,,,,,
-,-,14,2018/12/6 14:18,034-202-YELLOW,25940,乗客アプリ（Myルートから）,6068,263,8,1,,2018/12/6 14:26,2018/12/6 14:39,35.453715 139.638133,横浜ワールドポーターズ,35.445783 139.642958,横浜情報文化センター,2018/12/6 14:21,2018/12/6 14:22,2018/12/6 14:33,2018/12/6 14:44,,2018/12/6 14:18,0:13:12,0:13:12,,04,08,,,,,
-,-,14,2018/12/6 14:20,118-356-SUN 118-357-SUN,25942,乗客アプリ（地図から）,7890,919,6,2,,2018/12/6 14:21,2018/12/6 14:35,35.441002 139.650809,横浜元町ショッピングストリート,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/6 14:21,2018/12/6 14:21,2018/12/6 14:38,2018/12/6 14:38,,2018/12/6 14:20,0:13:45,0:27:30,,00,01,,,,,
★,-,14,2018/12/6 14:21,072-556-ORANGE,25943,乗客アプリ（地図から）,4749,719,8,1,,2018/12/6 14:30,2018/12/6 14:46,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/6 14:31,2018/12/6 14:31,2018/12/6 14:50,2018/12/6 14:45,2018/12/6 14:31,2018/12/6 14:31,0:16:51,0:16:51,,00,00,,,,,
-,-,14,2018/12/6 14:22,020-616-GREEN 034-602-YELLOW 033-865-YELLOW,25944,まちかど端末（店舗から）,0,451,5,3,,2018/12/6 14:27,2018/12/6 14:40,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443073 139.651914,横浜人形の家,2018/12/6 14:32,2018/12/6 14:32,2018/12/6 14:54,2018/12/6 14:40,,2018/12/6 14:22,0:12:16,0:36:48,,00,05,,,,,
-,-,14,2018/12/6 14:22,166-213-agekke,25945,乗客アプリ（目的地から）,5169,830,10,1,,2018/12/6 14:30,2018/12/6 14:49,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/12/6 14:32,2018/12/6 14:32,2018/12/6 14:48,2018/12/6 14:58,,2018/12/6 14:22,0:18:20,0:18:20,,00,08,,,,,
-,-,14,2018/12/6 14:23,166-189-agekke,25946,乗客アプリ（目的地から）,8181,774,9,1,,2018/12/6 14:29,2018/12/6 14:34,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/12/6 14:31,2018/12/6 14:31,2018/12/6 14:38,2018/12/6 14:38,,2018/12/6 14:23,0:04:37,0:04:37,,00,05,,,,,
-,-,14,2018/12/6 14:23,166-325-agekke,25947,乗客アプリ（地図から）,3945,126,13,1,,2018/12/6 14:33,2018/12/6 14:38,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/6 14:34,2018/12/6 14:34,2018/12/6 14:42,2018/12/6 14:42,,2018/12/6 14:23,0:04:46,0:04:46,,00,09,,,,,
-,-,14,2018/12/6 14:25,077-109-ORANGE 056-406-STRAWBERRY,25948,まちかど端末（店舗から）,0,712,3,2,,2018/12/6 14:26,2018/12/6 14:34,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/12/6 14:27,2018/12/6 14:27,2018/12/6 14:44,2018/12/6 14:44,,2018/12/6 14:25,0:08:06,0:16:12,,00,01,,,,,
-,-,14,2018/12/6 14:27,117-047-SUN 117-046-SUN,25950,乗客アプリ（地図から）,5852,654,15,2,,2018/12/6 14:34,2018/12/6 14:41,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/6 14:36,2018/12/6 14:36,2018/12/6 14:47,2018/12/6 14:51,,2018/12/6 14:27,0:06:39,0:13:18,,00,07,,,,,
-,-,14,2018/12/6 14:27,035-693-YELLOW 035-694-YELLOW,25951,乗客アプリ（目的地から）,7089,580,10,2,,2018/12/6 14:35,2018/12/6 14:45,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.447541 139.644914,シルク博物館,2018/12/6 14:37,2018/12/6 14:37,2018/12/6 14:53,2018/12/6 14:53,,2018/12/6 14:27,0:10:15,0:20:30,,00,07,,,,,
-,-,14,2018/12/6 14:31,166-221-agekke,25953,まちかど端末（乗降ポイントから）,0,261,9,1,,2018/12/6 14:45,2018/12/6 14:58,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/6 14:44,2018/12/6 14:44,2018/12/6 14:55,2018/12/6 15:08,,2018/12/6 14:31,0:13:29,0:13:29,,01,13,,,,,
★,-,14,2018/12/6 14:31,026-842-GREEN,25954,まちかど端末（乗降ポイントから）,0,308,15,1,,2018/12/6 14:35,2018/12/6 14:45,35.450554 139.632616,横浜桜木町ワシントンホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/6 14:41,2018/12/6 14:41,2018/12/6 14:57,2018/12/6 14:57,2018/12/6 14:41,2018/12/6 14:41,0:10:33,0:10:33,,00,00,,,,,
-,-,14,2018/12/6 14:33,166-197-agekke,25955,乗客アプリ（目的地から）,2424,991,9,1,,2018/12/6 14:44,2018/12/6 14:58,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/6 14:47,2018/12/6 14:47,2018/12/6 14:59,2018/12/6 15:08,,2018/12/6 14:33,0:13:24,0:13:24,,00,11,,,,,
-,-,14,2018/12/6 14:35,168-206-CAKE,25956,乗客アプリWeb（地図から）,8458,801,5,1,,2018/12/6 14:50,2018/12/6 14:55,35.441002 139.650809,横浜元町ショッピングストリート,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/12/6 14:43,2018/12/6 14:43,2018/12/6 14:53,2018/12/6 14:53,,2018/12/6 14:35,0:05:05,0:05:05,,06,14,,,,,
-,-,14,2018/12/6 14:39,117-050-SUN 117-049-SUN,25957,乗客アプリ（簡単予約）,5588,63,13,2,,2018/12/6 14:43,2018/12/6 14:54,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443073 139.651914,横浜人形の家,2018/12/6 14:43,2018/12/6 14:43,2018/12/6 14:57,2018/12/6 14:57,,2018/12/6 14:39,0:11:00,0:22:00,,00,03,,,,,
-,-,14,2018/12/6 14:43,037-464-YELLOW,25961,乗客アプリ（地図から）,8435,246,7,1,,2018/12/6 14:44,2018/12/6 14:51,35.453715 139.638133,横浜ワールドポーターズ,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/12/6 14:45,2018/12/6 14:45,2018/12/6 14:58,2018/12/6 14:58,,2018/12/6 14:43,0:07:46,0:07:46,,00,00,,,,,
-,-,14,2018/12/6 14:43,012-269-RED 016-635-RED,25962,乗客アプリ（Myルートから）,2678,392,11,2,,2018/12/6 14:49,2018/12/6 14:58,35.454389 139.630904,横浜ランドマークタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/6 14:56,2018/12/6 14:56,2018/12/6 15:11,2018/12/6 15:00,,2018/12/6 14:43,0:09:26,0:18:52,,00,05,,,,,
-,-,14,2018/12/6 14:44,034-015-YELLOW 034-017-YELLOW,25963,乗客アプリ（地図から）,6963,513,8,2,,2018/12/6 14:54,2018/12/6 15:03,35.443908 139.635249,イセザキ・モール,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/6 14:55,2018/12/6 14:55,2018/12/6 15:07,2018/12/6 15:07,,2018/12/6 14:44,0:08:45,0:17:30,,00,10,,,,,
-,-,14,2018/12/6 14:45,037-671-YELLOW,25964,乗客アプリ（地図から）,8447,58,4,1,,2018/12/6 15:01,2018/12/6 15:16,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/12/6 15:03,2018/12/6 15:03,2018/12/6 15:17,2018/12/6 15:17,,2018/12/6 14:45,0:14:29,0:14:29,,00,16,,,,,
★,-,14,2018/12/6 14:46,117-816-SUN,25965,乗客アプリ（地図から）,4624,188,9,1,,2018/12/6 14:51,2018/12/6 15:06,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/6 14:56,2018/12/6 14:56,2018/12/6 15:20,2018/12/6 15:20,2018/12/6 14:56,2018/12/6 14:56,0:15:12,0:15:12,,00,00,,,,,
-,-,14,2018/12/6 14:47,077-390-ORANGE,25966,まちかど端末（乗降ポイントから）,0,819,1,1,,2018/12/6 14:49,2018/12/6 14:55,35.445857 139.647636,ホテルモントレ横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/6 14:50,2018/12/6 14:50,2018/12/6 14:57,2018/12/6 14:57,,2018/12/6 14:47,0:05:06,0:05:06,,00,01,,,,,
-,-,14,2018/12/6 14:49,077-504-ORANGE,25967,まちかど端末（店舗から）,0,734,10,1,,2018/12/6 14:54,2018/12/6 15:16,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/12/6 14:54,2018/12/6 14:54,2018/12/6 15:11,2018/12/6 15:23,,2018/12/6 14:49,0:21:59,0:21:59,,00,04,,,,,
-,-,14,2018/12/6 14:56,117-050-SUN 117-049-SUN,25969,まちかど端末（店舗から）,0,620,13,2,,2018/12/6 15:05,2018/12/6 15:23,35.443073 139.651914,横浜人形の家,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/12/6 14:58,2018/12/6 14:58,2018/12/6 15:22,2018/12/6 15:22,,2018/12/6 14:56,0:17:45,0:35:30,,06,09,,,,,
★,☆,14,2018/12/6 13:08,142-182-STAR 142-184-STAR,25899,乗客アプリ（地図から）,6274,932,4,2,2018/12/6 13:10,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/12/6 14:08,,2018/12/6 14:27,,2018/12/6 14:08,2018/12/6 14:08,0:00:00,0:00:00,,00,00,,,,,
★,☆,14,2018/12/6 13:53,166-166-agekke,25919,乗客アプリ（目的地から）,3162,351,11,1,2018/12/6 13:53,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/6 14:02,,2018/12/6 14:24,,2018/12/6 14:02,2018/12/6 14:02,0:00:00,0:00:00,,00,00,,,,,
-,☆,14,2018/12/6 14:03,037-672-YELLOW,25925,乗客アプリ（Myルートから）,5351,444,7,1,2018/12/6 14:10,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.445783 139.642958,横浜情報文化センター,2018/12/6 14:06,,2018/12/6 14:20,,,2018/12/6 14:03,0:00:00,0:00:00,,00,07,,,,,
-,☆,14,2018/12/6 14:04,027-587-GREEN,25927,乗客アプリ（目的地から）,8461,493,4,1,2018/12/6 14:05,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/6 14:08,,2018/12/6 14:14,,,2018/12/6 14:04,0:00:00,0:00:00,,00,03,,,,,
-,☆,14,2018/12/6 14:07,036-316-YELLOW,25930,乗客アプリ（目的地から）,8295,400,9,1,2018/12/6 14:08,,,35.443073 139.651914,横浜人形の家,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/6 14:09,,2018/12/6 14:24,,,2018/12/6 14:07,0:00:00,0:00:00,,00,01,,,,,
